Time;CPU usage;Average number of bytes read from the disk Hard disk 1;Average number of bytes read from the disk Hard disk 2;Average number of bytes written to the disk Hard disk 1;Average number of bytes written to the disk Hard disk 2;Average number of reads from the disk Hard disk 1;Average number of reads from the disk Hard disk 2;Average number of writes to the disk Hard disk 1;Average number of writes to the disk Hard disk 2;Free disk space on /;Number of bytes received on interface Network adapter 1;Number of bytes transmitted on interface Network adapter 1;Number of packets received on interface Network adapter 1;Number of packets transmitted on interface Network adapter 1;Host memory usage;Guest memory usage;Committed storage space
2019-03-22T21:00:00+01:00;27216666;102;0;1245;102;0;0;0;0;11455389696;546;204;28;26;6256538419;125130069;17144426683
2019-03-22T22:00:00+01:00;17083333;0;0;1024;68;0;0;0;0;11455389696;546;324;27;24;6256818039;86455091;17144426683
2019-03-22T23:00:00+01:00;19166666;0;0;853;68;0;0;0;0;11455389696;614;221;29;27;6256852992;84288034;17144426683
2019-03-23T00:00:00+01:00;14583333;0;0;1877;102;0;0;0;0;11455389696;546;204;26;19;6256590848;116531746;17144426683
2019-03-23T01:00:00+01:00;38000000;102;460;1024;733;0;0;0;0;11455389696;614;256;29;28;6256678229;126108740;17144426683
2019-03-23T02:00:00+01:00;24583333;0;0;1024;153;0;0;0;0;11455389696;682;238;28;28;6256852992;86437614;17144426762
2019-03-23T03:00:00+01:00;36416666;85;136;1109;307;0;0;0;0;11455389696;750;392;36;35;6256416085;219554338;17144597595
2019-03-23T04:00:00+01:00;33733333;34;0;2116;85;0;0;0;0;11455389696;614;238;30;28;6256276275;154070766;17144474197
2019-03-23T05:00:00+01:00;19583333;0;0;938;34;0;0;0;0;11455389696;409;102;19;16;6256852992;69293397;17144474598
2019-03-23T06:00:00+01:00;16666666;0;0;2082;51;0;0;0;0;11455389696;546;170;24;23;6256468514;134724539;17144474598
2019-03-23T07:00:00+01:00;17916666;0;0;921;85;0;0;0;0;11455389696;614;187;28;25;6256206370;75742139;17144474598
2019-03-23T08:00:00+01:00;23333333;0;0;614;51;0;0;0;0;11455389696;682;221;30;26;6255454890;93987362;17144474628
2019-03-23T09:00:00+01:00;31516666;0;68;699;597;0;0;0;0;11455389696;614;256;28;25;6256101512;122997964;17144474700
2019-03-23T10:00:00+01:00;20000000;0;0;631;102;0;0;0;0;11455389696;614;187;28;24;6256835515;89618295;17144474700
2019-03-23T11:00:00+01:00;10000000;0;0;836;136;0;0;0;0;11455389696;409;153;23;21;6256730658;81072401;17144474700
2019-03-23T12:00:00+01:00;20133333;68;0;989;102;0;0;0;0;11455389696;546;187;26;23;6256363656;120813431;17144474700
2019-03-23T13:00:00+01:00;25000000;0;0;904;34;0;0;0;0;11455389696;682;238;31;29;6256730658;113281160;17144474700
2019-03-23T14:00:00+01:00;24166666;0;0;1041;238;0;0;0;0;11455389696;546;187;28;25;6256014131;73592558;17144474781
2019-03-23T15:00:00+01:00;30200000;68;0;1314;136;0;0;0;0;11455389696;20514;341;291;72;6256293751;136909073;17144474802
2019-03-23T16:00:00+01:00;28133333;0;0;768;68;0;0;0;0;11455389696;614;204;30;27;6256416085;123994112;17144474802
2019-03-23T17:00:00+01:00;23750000;0;0;972;136;0;0;0;0;11455389696;477;153;25;23;6256852992;90684347;17144474136
2019-03-23T18:00:00+01:00;19283333;0;0;1638;153;0;0;0;0;11455389696;563;187;28;26;6256433561;141225710;17144473778
2019-03-23T19:00:00+01:00;22500000;0;0;989;85;0;0;0;0;11455389696;409;170;23;21;6256713181;78957772;17144473778
2019-03-23T20:00:00+01:00;25000000;0;0;1041;85;0;0;0;0;11455389696;682;204;30;28;6256852992;95053414;17144473801
2019-03-23T21:00:00+01:00;27733333;0;0;904;187;0;0;0;0;11455389696;750;238;32;28;6256625800;132574958;17144473880
2019-03-23T22:00:00+01:00;25000000;0;0;853;102;0;0;0;0;11455389696;682;221;31;27;6256852992;113193779;17144473880
2019-03-23T23:00:00+01:00;24583333;0;0;989;119;0;0;0;0;11455389696;682;221;30;28;6256852992;108929570;17144473880
2019-03-24T00:00:00+01:00;23150000;0;0;972;494;0;0;0;0;11455389696;750;307;28;27;6256485990;129376802;17144473912
2019-03-24T01:00:00+01:00;31083333;102;443;1177;665;0;0;0;0;11455389696;477;204;26;24;6256573371;115430741;17144473982
2019-03-24T02:00:00+01:00;15833333;0;0;989;102;0;0;0;0;11455389696;546;238;27;25;6256852992;81054924;17144473982
2019-03-24T03:00:00+01:00;29150000;971;538;4720;104;0;0;0;0;11455389696;7492;358;89;59;6256136465;249613516;17145078224
2019-03-24T04:00:00+01:00;28133333;0;0;768;17;0;0;0;0;11455389696;682;238;30;26;6256328704;137992601;17144521481
2019-03-24T05:00:00+01:00;23333333;0;0;529;17;0;0;0;0;11455389696;546;221;27;24;6256835515;95018461;17144521952
2019-03-24T06:00:00+01:00;31066666;17;0;1041;51;0;0;0;0;11455389696;409;170;22;21;6256748134;150872610;17144521958
2019-03-24T07:00:00+01:00;25000000;0;0;921;51;0;0;0;0;11455389696;409;204;23;22;6257010278;84253081;17144522054
2019-03-24T08:00:00+01:00;24166666;0;0;836;51;0;0;0;0;11455389696;682;221;28;27;6256852992;93934933;17144522054
2019-03-24T09:00:00+01:00;31066666;0;0;1075;68;0;0;0;0;11455389696;614;238;28;22;6256468514;141138329;17144522054
2019-03-24T10:00:00+01:00;22083333;34;0;1058;51;0;0;0;0;11455389696;614;187;26;24;6256748134;70359449;17144522054
2019-03-24T11:00:00+01:00;20833333;0;0;972;51;0;0;0;0;11455389696;546;170;24;21;6256573371;96101990;17144522054
2019-03-24T12:00:00+01:00;22633333;0;0;682;34;0;0;0;0;11455389696;614;238;29;28;6256625800;106832418;17144522054
2019-03-24T13:00:00+01:00;16250000;0;0;802;85;0;0;0;0;11455389696;614;204;29;28;6256852992;94983509;17144522054
2019-03-24T14:00:00+01:00;17916666;0;0;665;51;0;0;0;0;11455389696;546;256;28;26;6257202517;86367709;17144521386
2019-03-24T15:00:00+01:00;25133333;494;0;3106;51;0;0;0;0;11455389696;750;290;35;33;6256940373;114364689;17144521132
2019-03-24T16:00:00+01:00;23750000;0;0;1041;85;0;0;0;0;11455389696;341;153;21;17;6256678229;127227221;17144521132
2019-03-24T17:00:00+01:00;22500000;0;0;1041;85;0;0;0;0;11455389696;546;204;26;24;6256852992;83239458;17144521132
2019-03-24T18:00:00+01:00;26066666;0;0;2372;136;0;0;0;0;11455389696;648;256;31;28;6259404526;136926549;17144521132
2019-03-24T19:00:00+01:00;21666666;0;0;938;85;0;0;0;0;11455389696;546;221;26;24;6259754052;81054924;17144521132
2019-03-24T20:00:00+01:00;19166666;0;0;785;17;0;0;0;0;11455389696;750;273;34;32;6259946291;76790715;17144521194
2019-03-24T21:00:00+01:00;23983333;34;68;1211;716;0;0;0;0;11455389696;477;307;24;22;6259544337;113263684;17144521234
2019-03-24T22:00:00+01:00;22083333;0;0;972;85;0;0;0;0;11455389696;477;187;24;22;6259928814;73557606;17144521234
2019-03-24T23:00:00+01:00;20833333;0;0;682;290;0;0;0;0;11455389696;477;187;24;22;6259981243;95088366;17144521234
2019-03-25T00:00:00+01:00;24816666;0;0;1024;119;0;0;0;0;11455389696;546;221;23;21;6259544337;163717666;17144521234
2019-03-25T01:00:00+01:00;15233333;0;0;699;51;0;0;0;0;11455389696;546;256;27;23;6259264716;139023701;17144521234
2019-03-25T02:00:00+01:00;20416666;0;0;819;51;0;0;0;0;11455389696;614;238;28;27;6259998720;77856768;17144521320
2019-03-25T03:00:00+01:00;34533333;1465;547;2683;123;0;0;0;0;11455389696;648;273;28;26;6259247240;215255176;17144799405
2019-03-25T04:00:00+01:00;32900000;0;0;904;0;0;0;0;0;11455389696;546;170;22;21;6259422003;147656977;17144569022
2019-03-25T05:00:00+01:00;24166666;0;0;989;85;0;0;0;0;11455389696;341;170;18;17;6259981243;82103500;17144569161
2019-03-25T06:00:00+01:00;23750000;68;0;2235;68;0;0;0;0;11455389696;614;256;29;28;6259736576;119764855;17144569161
2019-03-25T07:00:00+01:00;28466666;0;0;870;68;0;0;0;0;11455389696;716;494;42;54;6259841433;121896960;17144569161
2019-03-25T08:00:00+01:00;28033333;0;0;989;51;0;0;0;0;11455389696;1314;904;92;83;6259963767;180966741;17144569244
2019-03-25T09:00:00+01:00;23483333;0;0;989;102;0;0;0;0;11455389696;1450;1331;82;75;6259596765;193741892;17144569263
2019-03-25T10:00:00+01:00;31933333;0;0;750;51;0;0;0;0;11455389696;477;256;34;32;6255245175;92886357;17144569263
2019-03-25T11:00:00+01:00;31933333;0;0;733;51;0;0;0;0;11455389696;341;170;26;27;6245056512;126108740;17144569263
2019-03-25T12:00:00+01:00;31933333;0;0;2065;153;0;0;0;0;11455389696;546;204;30;27;6243169075;152952285;17144569263
2019-03-25T13:00:00+01:00;34533333;0;0;938;34;0;0;0;0;11455389696;1160;1723;84;82;6247415808;166880870;17144569263
2019-03-25T14:00:00+01:00;26733333;0;0;733;51;0;0;0;0;11455389696;1297;1621;84;75;6248027477;160536985;17144569363
2019-03-25T15:00:00+01:00;28466666;0;0;802;51;0;0;0;0;11455389696;1092;665;61;50;6248097382;158352452;17144569365
2019-03-25T16:00:00+01:00;25000000;0;0;1109;34;0;0;0;0;11455389696;494;307;35;33;6248289621;86420138;17144569365
2019-03-25T17:00:00+01:00;25000000;0;0;699;34;0;0;0;0;11455389696;512;204;28;25;6248831385;71425501;17144569365
2019-03-25T18:00:00+01:00;28466666;0;136;716;699;0;0;0;0;11455389696;477;341;29;31;6249355673;143340339;17144569365
2019-03-25T19:00:00+01:00;25000000;0;0;921;153;0;0;0;0;11455389696;409;221;23;22;6249984819;104682837;17144569365
2019-03-25T20:00:00+01:00;24166666;0;0;1041;34;0;0;0;0;11455389696;546;204;28;29;6249443054;80058777;17144569450
2019-03-25T21:00:00+01:00;25533333;34;0;2133;136;0;0;0;0;11455389696;477;170;24;25;6249163434;144319010;17144569467
2019-03-25T22:00:00+01:00;24166666;0;0;733;68;0;0;0;0;11455389696;273;153;19;17;6249810056;74658611;17144569467
2019-03-25T23:00:00+01:00;20000000;0;0;1024;85;0;0;0;0;11455389696;614;238;29;26;6249408102;95000985;17144569467
2019-03-26T00:00:00+01:00;24400000;17;0;2201;102;0;0;0;0;11455389696;409;136;20;18;6249355673;118611421;17144569467
2019-03-26T01:00:00+01:00;29416666;375;0;3720;17;0;0;0;0;11455389696;409;187;23;22;6249810056;155101866;17144569467
2019-03-26T02:00:00+01:00;20833333;34;0;1194;102;0;0;0;0;11455389696;477;187;27;24;6250369297;82138453;17144569461
2019-03-26T03:00:00+01:00;33266666;85;204;1245;426;0;0;0;0;11455389696;682;221;31;29;6250037248;201274163;17144782712
2019-03-26T04:00:00+01:00;22916666;0;0;706;88;0;0;0;0;11455389696;477;187;22;21;6250229486;80023825;17144720636
2019-03-26T05:00:00+01:00;25000000;0;0;819;51;0;0;0;0;11455389696;614;238;29;28;6250736298;86385186;17144616363
2019-03-26T06:00:00+01:00;27666666;136;0;9147;119;0;0;0;0;11455389696;614;221;28;26;6250631441;148740505;17144616363
2019-03-26T07:00:00+01:00;30216666;0;0;1041;17;0;0;0;0;11455389696;768;3413;53;50;6251347968;210973491;17144616363
2019-03-26T08:00:00+01:00;24600000;0;0;853;51;0;0;0;0;11455389696;870;938;65;67;6253392691;127192268;17144616436
2019-03-26T09:00:00+01:00;28466666;0;0;955;102;0;0;0;0;11455389696;426;238;30;27;6254283980;164818670;17144616465
2019-03-26T10:00:00+01:00;25000000;0;0;938;102;0;0;0;0;11455389696;614;256;35;31;6254546124;108947046;17144616465
2019-03-26T11:00:00+01:00;25000000;0;0;750;51;0;0;0;0;11455389696;477;221;28;23;6254860697;84305510;17144616465
2019-03-26T12:00:00+01:00;28466666;204;0;2833;119;0;0;0;0;11455389696;409;153;25;21;6254441267;134742016;17144616465
2019-03-26T13:00:00+01:00;37133333;0;0;3549;68;0;0;0;0;11455389696;614;221;31;27;6254546124;117580322;17144616465
2019-03-26T14:00:00+01:00;25000000;0;0;819;51;0;0;0;0;11455389696;580;358;45;37;6254283980;98234094;17144616531
2019-03-26T15:00:00+01:00;25866666;443;0;2662;102;0;0;0;0;11455389696;1433;2013;106;100;6254388838;203423744;17144616567
2019-03-26T16:00:00+01:00;27166666;0;0;682;34;0;0;0;0;11455389696;2099;4608;143;141;6254546124;280843605;17144616567
2019-03-26T17:00:00+01:00;25433333;0;0;699;51;0;0;0;0;11455389696;1058;563;77;64;6254755840;96032085;17144616567
2019-03-26T18:00:00+01:00;28466666;0;0;546;51;0;0;0;0;11455389696;614;256;41;32;6254476219;127174792;17144616597
2019-03-26T19:00:00+01:00;25000000;0;0;989;0;0;0;0;0;11455389696;1194;887;76;69;6254685934;93917457;17144616669
2019-03-26T20:00:00+01:00;25000000;0;0;972;119;0;0;0;0;11455389696;477;221;33;27;6254755840;104700313;17144616669
2019-03-26T21:00:00+01:00;21250000;0;0;972;85;0;0;0;0;11455389696;563;238;36;24;6254458743;152987238;17144616669
2019-03-26T22:00:00+01:00;22916666;0;0;733;51;0;0;0;0;11455389696;409;204;31;22;6254755840;84322986;17144616669
2019-03-26T23:00:00+01:00;15416666;0;0;1058;358;0;0;0;0;11455389696;409;170;32;24;6254633506;92868881;17144616157
2019-03-27T00:00:00+01:00;18750000;0;0;972;324;0;0;0;0;11455389696;546;307;35;25;6254528648;129376802;17144615653
2019-03-27T01:00:00+01:00;30083333;0;102;2048;68;0;0;0;0;11455389696;955;256;45;37;6254493696;174413141;17144615747
2019-03-27T02:00:00+01:00;22916666;0;0;802;85;0;0;0;0;11455389696;546;204;35;24;6255122841;85319133;17144615747
2019-03-27T03:00:00+01:00;40700000;1423;503;4981;52;0;0;0;0;11455389696;580;273;38;26;6254843221;239966617;17144940238
2019-03-27T04:00:00+01:00;21250000;0;0;955;85;0;0;0;0;11455389696;682;204;40;29;6254091741;79953920;17144662778
2019-03-27T05:00:00+01:00;23750000;0;0;870;51;0;0;0;0;11455389696;341;204;27;17;6254755840;86402662;17144663561
2019-03-27T06:00:00+01:00;27200000;0;0;1331;187;0;0;0;0;11455389696;512;238;34;23;6254598553;140107229;17144663578
2019-03-27T07:00:00+01:00;31066666;0;0;887;85;0;0;0;0;11455389696;1006;768;61;56;6254388838;161620514;17144663663
2019-03-27T08:00:00+01:00;25000000;0;0;921;34;0;0;0;0;11455389696;477;238;38;27;6254668458;90649395;17144663663
2019-03-27T09:00:00+01:00;28466666;341;0;1058;34;0;0;0;0;11455389696;819;324;49;38;6254423790;151973614;17144663663
2019-03-27T10:00:00+01:00;25000000;0;0;1006;119;0;0;0;0;11455389696;477;256;35;24;6254703411;107880994;17144663663
2019-03-27T11:00:00+01:00;26733333;0;0;989;85;0;0;0;0;11455389696;870;904;68;61;6254755840;123941683;17144663663
2019-03-27T12:00:00+01:00;28900000;0;0;1126;34;0;0;0;0;11455389696;477;187;34;25;6254458743;134742016;17144663663
2019-03-27T13:00:00+01:00;30633333;0;0;1024;51;0;0;0;0;11455389696;750;375;53;46;6254318933;144371438;17144663732
2019-03-27T14:00:00+01:00;25866666;0;0;1024;51;0;0;0;0;11455389696;1211;1587;89;77;6254406314;116479317;17144663765
2019-03-27T15:00:00+01:00;31066666;0;0;1041;85;0;0;0;0;11455389696;631;426;51;42;6254318933;160432128;17144663765
2019-03-27T16:00:00+01:00;21666666;0;0;836;51;0;0;0;0;11455389696;546;256;38;28;6255157794;109943193;17144663765
2019-03-27T17:00:00+01:00;25000000;0;0;768;17;0;0;0;0;11455389696;409;170;32;20;6255000507;78957772;17144663765
2019-03-27T18:00:00+01:00;25000000;0;34;2286;187;0;0;0;0;11455389696;614;290;39;30;6254371362;141190758;17144663765
2019-03-27T19:00:00+01:00;25000000;0;0;938;102;0;0;0;0;11455389696;341;153;27;22;6254720887;85354086;17144663865
2019-03-27T20:00:00+01:00;19583333;0;0;785;51;0;0;0;0;11455389696;477;136;29;20;6254738363;97115613;17144663867
2019-03-27T21:00:00+01:00;18866666;0;0;699;187;0;0;0;0;11455389696;682;358;40;32;6254511172;161533132;17144663372
2019-03-27T22:00:00+01:00;19583333;0;0;904;51;0;0;0;0;11455389696;546;204;32;23;6254720887;97168042;17144663295
2019-03-27T23:00:00+01:00;18750000;0;0;1041;51;0;0;0;0;11455389696;477;204;30;21;6254755840;99282670;17144662843
2019-03-28T00:00:00+01:00;24400000;0;0;785;51;0;0;0;0;11455389696;477;256;31;21;6254616029;127157316;17144662843
2019-03-28T01:00:00+01:00;39000000;375;17;3771;170;0;0;0;0;11455389696;443;153;27;20;6256363656;166880870;17144662933
2019-03-28T02:00:00+01:00;25000000;34;0;904;170;0;0;0;0;11455389696;477;187;33;24;6256713181;99265194;17144662945
2019-03-28T03:00:00+01:00;25866666;85;256;3652;750;0;0;0;0;11455389696;477;187;31;21;6256538419;189547588;17144662945
2019-03-28T04:00:00+01:00;23333333;0;0;937;69;0;0;0;0;11455389696;614;290;35;26;6256922897;98234094;17144947196
2019-03-28T05:00:00+01:00;24583333;0;0;955;119;0;0;0;0;11455389696;477;170;30;24;6256835515;71425501;17144710761
2019-03-28T06:00:00+01:00;26800000;102;0;1996;170;0;0;0;0;11455389696;614;187;34;26;6256573371;154088243;17144710781
2019-03-28T07:00:00+01:00;28516666;0;0;1024;17;0;0;0;0;11455389696;648;529;48;40;6256730658;115483170;17144710863
2019-03-28T08:00:00+01:00;25050000;0;0;955;85;0;0;0;0;11455389696;1245;887;79;71;6256800563;164783718;17144710863
2019-03-28T09:00:00+01:00;33666666;0;68;82670;290;0;0;0;0;11455389696;477;290;37;30;6256503466;169065403;17144710863
2019-03-28T10:00:00+01:00;25000000;0;0;733;85;0;0;0;0;11455389696;546;256;35;26;6256765610;96067037;17144710863
2019-03-28T11:00:00+01:00;25000000;0;0;955;85;0;0;0;0;11455389696;972;955;70;60;6256678229;105696460;17144710863
2019-03-28T12:00:00+01:00;31933333;0;0;1006;51;0;0;0;0;11455389696;546;153;34;25;6256503466;131561335;17144710863
2019-03-28T13:00:00+01:00;28550000;0;0;989;85;0;0;0;0;11455389696;341;136;30;20;6255996654;141208234;17144710863
2019-03-28T14:00:00+01:00;25000000;0;0;1092;119;0;0;0;0;11455389696;546;187;36;26;6256328704;93969885;17144710898
2019-03-28T15:00:00+01:00;23750000;0;0;2457;136;0;0;0;0;11455389696;614;204;38;27;6256573371;133693440;17144710965
2019-03-28T16:00:00+01:00;24583333;0;0;904;51;0;0;0;0;11455389696;785;477;51;40;6256678229;71425501;17144710965
2019-03-28T17:00:00+01:00;22916666;0;0;1638;68;0;0;0;0;11455389696;341;187;31;21;6256818039;97150566;17144710965
2019-03-28T18:00:00+01:00;24166666;0;34;955;273;0;0;0;0;11455389696;409;204;29;22;6256346180;147534643;17144711004
2019-03-28T19:00:00+01:00;19583333;0;0;750;136;0;0;0;0;11455389696;546;204;33;27;6256765610;87503667;17144711015
2019-03-28T20:00:00+01:00;18750000;0;0;938;85;0;0;0;0;11455389696;341;204;26;22;6256730658;93934933;17144710043
2019-03-28T21:00:00+01:00;25266666;17;0;904;85;0;0;0;0;11455389696;750;256;40;31;6256223846;133641011;17144710043
2019-03-28T22:00:00+01:00;14583333;0;0;921;102;0;0;0;0;11455389696;477;204;32;26;6256852992;80006348;17144710043
2019-03-28T23:00:00+01:00;15416666;0;0;887;563;0;0;0;0;11455389696;409;170;29;20;6256852992;90754252;17144710043
2019-03-29T00:00:00+01:00;23450000;273;0;1092;85;0;0;0;0;11455389696;614;238;36;26;6256520942;143340339;17144710043
2019-03-29T01:00:00+01:00;30433333;204;51;3874;187;0;0;0;0;11455389696;477;238;32;25;6256381132;135808068;17144710043
2019-03-29T02:00:00+01:00;24583333;0;0;1092;68;0;0;0;0;11455389696;409;136;28;19;6256992802;90666871;17144710073
2019-03-29T03:00:00+01:00;28900000;225;273;1371;433;0;0;0;0;11455389696;614;221;35;26;6257499613;171249937;17144863046
2019-03-29T04:00:00+01:00;25000000;0;0;989;34;0;0;0;0;11455389696;477;136;30;21;6257674376;88517290;17144757212
2019-03-29T05:00:00+01:00;25000000;0;0;921;136;0;0;0;0;11455389696;477;238;32;26;6257796710;81072401;17144757960
2019-03-29T06:00:00+01:00;31066666;68;136;682;375;0;0;0;0;11455389696;409;273;29;21;6256520942;178747255;17144757985
2019-03-29T07:00:00+01:00;26083333;0;0;938;68;0;0;0;0;11455389696;972;768;64;56;6256590848;151868757;17144758062
2019-03-29T08:00:00+01:00;25433333;34;0;1024;102;0;0;0;0;11455389696;460;290;39;31;6256748134;97185518;17144758062
2019-03-29T09:00:00+01:00;21250000;0;34;2184;238;0;0;0;0;11455389696;785;443;51;41;6257080183;116496793;17144758062
2019-03-29T10:00:00+01:00;26466666;0;0;4283;17;0;0;0;0;11455389696;477;153;33;24;6256625800;207687953;17144758062
2019-03-29T11:00:00+01:00;24166666;0;0;1365;51;0;0;0;0;11455389696;682;494;53;42;6256713181;99370052;17144758062
2019-03-29T12:00:00+01:00;26366666;0;0;921;204;0;0;0;0;11455389696;716;580;50;43;6256503466;190508782;17144758062
2019-03-29T13:00:00+01:00;24166666;0;0;904;51;0;0;0;0;11455389696;750;238;41;33;6256835515;89635771;17144758062
2019-03-29T14:00:00+01:00;24600000;0;0;938;102;0;0;0;0;11455389696;750;563;61;55;6256818039;138971272;17144758104
2019-03-29T15:00:00+01:00;29766666;0;0;836;68;0;0;0;0;11455389696;938;1211;62;53;6256520942;153057143;17144758164
2019-03-29T16:00:00+01:00;21666666;0;0;648;68;0;0;0;0;11455389696;341;136;25;16;6256223846;120761002;17144758164
2019-03-29T17:00:00+01:00;19166666;0;0;989;51;0;0;0;0;11455389696;341;153;25;18;6256852992;83204505;17144758164
2019-03-29T18:00:00+01:00;26800000;443;0;1706;68;0;0;0;0;11455389696;546;221;35;26;6256468514;110083003;17144758164
2019-03-29T19:00:00+01:00;19583333;0;0;785;17;0;0;0;0;11455389696;409;204;29;21;6256852992;93899980;17144757669
2019-03-29T20:00:00+01:00;11250000;0;0;682;34;0;0;0;0;11455389696;546;204;36;27;6256852992;80058777;17144757194
2019-03-29T21:00:00+01:00;18866666;0;0;870;51;0;0;0;0;11455389696;614;238;37;27;6256538419;145489920;17144757242
2019-03-29T22:00:00+01:00;25633333;0;0;870;51;0;0;0;0;11455389696;546;187;33;26;6256730658;115430741;17144757242
2019-03-29T23:00:00+01:00;20833333;0;0;955;187;0;0;0;0;11455389696;136;68;21;14;6256905420;86455091;17144757242
2019-03-30T00:00:00+01:00;25966666;0;0;802;136;0;0;0;0;11455389696;0;34;20;11;6256800563;153004714;17144757277
2019-03-30T01:00:00+01:00;19583333;0;0;750;85;0;0;0;0;11455389696;0;119;18;9;6256590848;106884846;17144757344
2019-03-30T02:00:00+01:00;22500000;0;0;1894;256;0;0;0;0;11455389696;0;85;19;10;6256818039;86437614;17144757344
2019-03-30T03:00:00+01:00;39350000;34;204;2286;1399;0;0;0;0;11455389696;34;136;56;48;6256608324;456829610;17144930289
2019-03-30T04:00:00+01:00;40600000;0;0;1160;2133;0;0;0;0;11455389696;426;221;89;81;6256748134;407424204;17144805054
2019-03-30T05:00:00+01:00;58366666;0;0;853;2338;0;0;0;0;11455389696;631;307;97;90;6257132612;438654293;17144805163
2019-03-30T06:00:00+01:00;44083333;3191;0;904;2867;0;0;0;0;11455389696;546;238;86;76;6257237469;434285226;17144805163
2019-03-30T07:00:00+01:00;38516666;0;0;836;1945;0;0;0;0;11455389696;477;204;87;75;6256818039;385998301;17144805163
2019-03-30T08:00:00+01:00;61000000;34;0;1006;1518;0;0;0;0;11455389696;648;358;103;92;6256852992;404173619;17144805205
2019-03-30T09:00:00+01:00;49700000;0;34;3430;2150;0;0;0;0;11455389696;512;324;87;73;6256660753;366669550;17144805265
2019-03-30T10:00:00+01:00;56633333;0;0;955;1877;0;0;0;0;11455389696;494;238;97;85;6257010278;427923865;17144805265
2019-03-30T11:00:00+01:00;50583333;0;0;1041;1416;0;0;0;0;11454785536;512;375;91;82;6257185041;373135769;17144805265
2019-03-30T12:00:00+01:00;53650000;51;0;972;2150;0;0;0;0;11449348096;460;409;91;77;6256922897;435456136;17144805270
2019-03-30T13:00:00+01:00;50166666;0;0;1024;2457;0;0;0;0;11449348096;529;460;98;86;6257779234;330214058;17144805367
2019-03-30T14:00:00+01:00;60983333;0;0;1006;2201;0;0;0;0;11449348096;580;375;98;86;6257901568;418172108;17144805367
2019-03-30T15:00:00+01:00;54466666;0;0;904;2304;0;0;0;0;11449347003;494;477;89;81;6257656900;403159995;17144805367
2019-03-30T16:00:00+01:00;44550000;0;0;1041;1945;0;0;0;0;11449331165;597;392;102;90;6257202517;370881331;17144805367
2019-03-30T17:00:00+01:00;51000000;0;0;1126;2218;0;0;0;0;11449348096;580;477;97;87;6257779234;366669550;17144805367
2019-03-30T18:00:00+01:00;65733333;0;0;1194;1911;0;0;0;0;11449348096;460;324;90;80;6258128759;425704379;17144804390
2019-03-30T19:00:00+01:00;45800000;0;0;1160;2645;0;0;0;0;11449348096;512;341;90;80;6257884091;438601864;17144804445
2019-03-30T20:00:00+01:00;55366666;34;0;1245;2065;0;0;0;0;11449348096;477;460;95;85;6257901568;365498641;17144804445
2019-03-30T21:00:00+01:00;52733333;0;0;887;2628;0;0;0;0;11449348096;512;273;93;81;6257691852;377382502;17144804445
2019-03-30T22:00:00+01:00;45383333;0;0;2133;2611;0;0;0;0;11449323315;512;392;92;80;6257779234;418172108;17144804445
2019-03-30T23:00:00+01:00;45400000;0;0;887;2184;0;0;0;0;11449303040;460;375;95;83;6258041378;398913262;17144804445
2019-03-31T00:00:00+01:00;57100000;0;0;2082;2082;0;0;0;0;11449303040;477;324;94;83;6258618094;460080196;17144804453
2019-03-31T01:00:00+01:00;48833333;0;0;972;2167;0;0;0;0;11449303040;512;341;92;84;6257884091;448231287;17144804547
2019-03-31T03:00:00+02:00;46666666;68;17;1228;2235;0;0;0;0;11449303040;460;409;94;81;6257901568;405292100;17145082443
2019-03-31T04:00:00+02:00;38866666;307;0;1809;2321;0;0;0;0;11449303040;512;290;86;73;6257534566;396763682;17144851735
2019-03-31T05:00:00+02:00;46233333;0;0;1092;2491;0;0;0;0;11449303040;682;477;107;93;6257796710;398895786;17144851787
2019-03-31T06:00:00+02:00;57066666;0;0;1160;1689;0;0;0;0;11449303040;477;256;89;78;6257901568;396746205;17144851787
2019-03-31T07:00:00+02:00;54900000;102;0;1041;2133;0;0;0;0;11449303040;597;324;88;76;6257342327;457930615;17144851787
2019-03-31T08:00:00+02:00;47100000;0;0;921;2065;0;0;0;0;11449303040;443;256;88;76;6257237469;352688537;17144852294
2019-03-31T09:00:00+02:00;56633333;34;0;1058;2048;0;0;0;0;11449303040;563;375;92;82;6257901568;412859323;17144852530
2019-03-31T10:00:00+02:00;48833333;0;0;2235;2355;0;0;0;0;11449303040;580;256;96;80;6257621947;384862344;17144852530
2019-03-31T11:00:00+02:00;62700000;0;0;768;1433;0;0;0;0;11449303040;563;375;97;86;6257656900;436452283;17144852530
2019-03-31T12:00:00+02:00;62266666;0;0;972;2184;0;0;0;0;11449303040;614;494;99;84;6257901568;414921523;17144852530
2019-03-31T13:00:00+02:00;49266666;0;0;1075;2286;0;0;0;0;11449303040;631;426;92;81;6257656900;387046877;17144852535
2019-03-31T14:00:00+02:00;35400000;0;0;904;2150;0;0;0;0;11449301469;631;443;97;85;6257901568;408560162;17144852632
2019-03-31T15:00:00+02:00;45800000;0;0;1160;2013;0;0;0;0;11449298944;580;443;97;84;6258058854;383866197;17144852632
2019-03-31T16:00:00+02:00;57933333;51;0;1194;2065;0;0;0;0;11449298944;563;290;91;81;6258006425;437483383;17144852632
2019-03-31T17:00:00+02:00;40600000;0;0;1041;2372;0;0;0;0;11449298944;597;375;85;74;6257901568;377365026;17144852632
