Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status
2019-08-27T00:00:00+02:00;1881000000;75466539008;859136;5630976;1
2019-08-27T00:02:00+02:00;3017000000;75523686400;850432;495616;1
2019-08-27T00:04:00+02:00;2032000000;75554619392;1418240;5297664;1
2019-08-27T00:06:00+02:00;3304500000;75567202304;9293312;6662656;1
2019-08-27T00:08:00+02:00;2220500000;75686215680;1322496;409600;1
2019-08-27T00:10:00+02:00;1917000000;75556716544;1121280;4846080;1
2019-08-27T00:12:00+02:00;2138500000;75549900800;843264;374272;1
2019-08-27T00:14:00+02:00;2129000000;75591319552;3980288;4593152;1
2019-08-27T00:16:00+02:00;1886500000;75495899136;1043456;428032;1
2019-08-27T00:18:00+02:00;1947000000;75505336320;1094656;459776;1
2019-08-27T00:20:00+02:00;2142000000;75538366464;1830400;7868416;1
2019-08-27T00:22:00+02:00;2135000000;75566678016;5763584;445952;1
2019-08-27T00:24:00+02:00;2007500000;75479646208;1435136;423936;1
2019-08-27T00:26:00+02:00;2232000000;75484889088;1095680;3701760;1
2019-08-27T00:28:00+02:00;3095500000;75533647872;994304;359936;1
2019-08-27T00:30:00+02:00;2180000000;75582930944;1577472;3278336;1
2019-08-27T00:32:00+02:00;3380500000;75454480384;5603328;403968;1
2019-08-27T00:34:00+02:00;2868000000;75538366464;1472000;1288192;1
2019-08-27T00:36:00+02:00;2428500000;75538366464;762368;2709504;1
2019-08-27T00:38:00+02:00;2279500000;75552522240;777728;301568;1
2019-08-27T00:40:00+02:00;2034500000;75509530624;1277440;2397696;1
2019-08-27T00:42:00+02:00;2280000000;75491704832;858624;275968;1
2019-08-27T00:44:00+02:00;2088000000;75515822080;1387520;403456;1
2019-08-27T00:46:00+02:00;2135000000;75538890752;816128;1651712;1
2019-08-27T00:48:00+02:00;2082000000;75553046528;859648;381440;1
2019-08-27T00:50:00+02:00;1777000000;75493801984;1725952;1815040;1
2019-08-27T00:52:00+02:00;3160000000;75508482048;879104;303616;1
2019-08-27T00:54:00+02:00;2313000000;75560386560;1465344;444416;1
2019-08-27T00:56:00+02:00;2972500000;75569823744;1222144;1150464;1
2019-08-27T00:58:00+02:00;2153000000;75517919232;741376;312320;1
2019-08-27T01:00:00+02:00;2484500000;75545706496;1751552;979968;1
2019-08-27T01:02:00+02:00;2174000000;75549900800;891392;314368;1
2019-08-27T01:04:00+02:00;2315000000;75580833792;1736192;456704;1
2019-08-27T01:06:00+02:00;2109500000;75480694784;835072;263680;1
2019-08-27T01:08:00+02:00;2041000000;75603902464;5623296;6855168;1
2019-08-27T01:10:00+02:00;2446000000;75641126912;1588736;475648;1
2019-08-27T01:12:00+02:00;2775000000;75613863936;974848;1417216;1
2019-08-27T01:14:00+02:00;1771500000;75517394944;1476608;360960;1
2019-08-27T01:16:00+02:00;2290500000;75526832128;856576;224768;1
2019-08-27T01:18:00+02:00;2788000000;75550425088;835584;282112;1
2019-08-27T01:20:00+02:00;2133000000;75590270976;1775104;459264;1
2019-08-27T01:22:00+02:00;2792000000;75511103488;878080;351232;1
2019-08-27T01:24:00+02:00;2213000000;75541512192;1627136;418304;1
