Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status
2019-08-30T00:00:00+02:00;2547500000;75552522240;1185792;290816;1
2019-08-30T00:02:00+02:00;2062000000;75600232448;940032;244224;1
2019-08-30T00:04:00+02:00;3157500000;75671011328;1009664;572416;1
2019-08-30T00:06:00+02:00;2376000000;75547803648;966144;375808;1
2019-08-30T00:08:00+02:00;2348500000;75698274304;4835328;475648;1
2019-08-30T00:10:00+02:00;3168000000;75648466944;1356800;380416;1
2019-08-30T00:12:00+02:00;2088500000;75669438464;843776;215552;1
2019-08-30T00:14:00+02:00;2943500000;75527880704;922624;293888;1
2019-08-30T00:16:00+02:00;1828000000;75546755072;848384;228352;1
2019-08-30T00:18:00+02:00;1969500000;75592368128;862208;336896;1
2019-08-30T00:20:00+02:00;2892000000;75607572480;1446400;276992;1
2019-08-30T00:22:00+02:00;1977000000;75537842176;945152;237056;1
2019-08-30T00:24:00+02:00;2450000000;75561435136;1134080;233984;1
2019-08-30T00:26:00+02:00;1920500000;75572445184;1090048;252416;1
2019-08-30T00:28:00+02:00;2138000000;75611766784;3387904;275968;1
2019-08-30T00:30:00+02:00;2901000000;75568250880;3391488;285696;1
2019-08-30T00:32:00+02:00;2088000000;75564580864;6603264;237568;1
2019-08-30T00:34:00+02:00;4306000000;75598659584;6682112;876544;1
2019-08-30T00:36:00+02:00;2200000000;75635359744;3380736;310272;1
2019-08-30T00:38:00+02:00;2952500000;75596038144;6556160;403968;1
2019-08-30T00:40:00+02:00;2479000000;75540987904;4291584;370176;1
2019-08-30T00:42:00+02:00;2310500000;75581358080;3272192;374784;1
2019-08-30T00:44:00+02:00;2656500000;75605475328;3392000;352768;1
2019-08-30T00:46:00+02:00;2163000000;75583979520;3758080;357376;1
2019-08-30T00:48:00+02:00;1887000000;75556192256;2985472;248832;1
2019-08-30T00:50:00+02:00;2799000000;75590795264;1183232;246272;1
2019-08-30T00:52:00+02:00;2172000000;75609145344;786944;185344;1
2019-08-30T00:54:00+02:00;2306000000;75592892416;1036288;226304;1
2019-08-30T00:56:00+02:00;2718500000;75574542336;951808;322048;1
2019-08-30T00:58:00+02:00;2349000000;75598659584;784384;238592;1
2019-08-30T01:00:00+02:00;3717500000;75641651200;1111552;291328;1
2019-08-30T01:02:00+02:00;2369500000;75652136960;784384;243200;1
2019-08-30T01:04:00+02:00;3134500000;75567202304;1078784;220160;1
2019-08-30T01:06:00+02:00;2647000000;75596038144;878592;396288;1
2019-08-30T01:08:00+02:00;2931500000;75748605952;4888064;566272;1
2019-08-30T01:10:00+02:00;2868500000;75612291072;1041408;287744;1
2019-08-30T01:12:00+02:00;2321000000;75578212352;979968;328192;1
2019-08-30T01:14:00+02:00;2289500000;75599708160;962048;972288;1
2019-08-30T01:16:00+02:00;2806000000;75626446848;862208;244736;1
2019-08-30T01:18:00+02:00;2184500000;75615436800;799744;287232;1
2019-08-30T01:20:00+02:00;2832000000;75582930944;1249280;248320;1
2019-08-30T01:22:00+02:00;2123000000;75624349696;897536;304128;1
2019-08-30T01:24:00+02:00;2867500000;75651612672;1086976;286208;1
2019-08-30T01:26:00+02:00;3480000000;75674157056;887296;333824;1
2019-08-30T01:28:00+02:00;2000500000;75570348032;41553408;678400;1
2019-08-30T01:30:00+02:00;3589000000;75583455232;3501056;307712;1
2019-08-30T01:32:00+02:00;2097500000;75585028096;3510272;417280;1
2019-08-30T01:34:00+02:00;2385000000;75637981184;3085312;298496;1
2019-08-30T01:36:00+02:00;2522000000;75575066624;3169280;365056;1
2019-08-30T01:38:00+02:00;2348000000;75571920896;714240;282112;1
2019-08-30T01:40:00+02:00;2705000000;75589222400;999936;340992;1
2019-08-30T01:42:00+02:00;2033500000;75613863936;853504;232960;1
2019-08-30T01:44:00+02:00;1953500000;75601805312;785408;258560;1
2019-08-30T01:46:00+02:00;2729500000;75580309504;911872;292864;1
2019-08-30T01:48:00+02:00;2154500000;75645321216;869888;256512;1
2019-08-30T01:50:00+02:00;2615000000;75567726592;1260544;376320;1
2019-08-30T01:52:00+02:00;2152500000;75592368128;910336;1293312;1
2019-08-30T01:54:00+02:00;2699500000;75684118528;881664;377344;1
2019-08-30T01:56:00+02:00;1997500000;75673632768;889856;385536;1
2019-08-30T01:58:00+02:00;2923500000;75585028096;736256;353792;1
2019-08-30T02:00:00+02:00;1956500000;75605999616;2074112;401920;1
2019-08-30T02:02:00+02:00;3418000000;75621728256;965632;444416;1
2019-08-30T02:04:00+02:00;2769500000;75704041472;769024;313344;1
2019-08-30T02:06:00+02:00;2339000000;75548852224;871424;396288;1
2019-08-30T02:08:00+02:00;2555000000;75629592576;4494848;479744;1
2019-08-30T02:10:00+02:00;2165500000;75657379840;1254912;306688;1
2019-08-30T02:12:00+02:00;2300000000;75632738304;872448;262144;1
2019-08-30T02:14:00+02:00;2229000000;75587649536;1075200;296960;1
2019-08-30T02:16:00+02:00;2133500000;75599708160;868352;295424;1
2019-08-30T02:18:00+02:00;2221500000;75643224064;827904;336384;1
2019-08-30T02:20:00+02:00;2049500000;75640602624;1139712;283648;1
2019-08-30T02:22:00+02:00;2239000000;75590795264;3179520;321024;1
2019-08-30T02:24:00+02:00;2009000000;75615436800;3469312;297472;1
2019-08-30T02:26:00+02:00;3278500000;75635359744;3426816;468992;1
2019-08-30T02:28:00+02:00;2325000000;75641126912;2883584;346624;1
2019-08-30T02:30:00+02:00;2576500000;75571396608;3937280;376320;1
2019-08-30T02:32:00+02:00;2261000000;75613863936;3284992;685568;1
2019-08-30T02:34:00+02:00;2100500000;75635884032;3368960;293888;1
2019-08-30T02:36:00+02:00;2309000000;75655282688;3155968;350208;1
2019-08-30T02:38:00+02:00;2575500000;75572445184;3347456;323072;1
2019-08-30T02:40:00+02:00;2177500000;75589746688;3619840;786944;1
2019-08-30T02:42:00+02:00;2382500000;75603902464;833536;320000;1
2019-08-30T02:44:00+02:00;2150000000;75663147008;1058304;313856;1
2019-08-30T02:46:00+02:00;1926000000;75566678016;995328;295936;1
