Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status
2019-08-28T00:00:00+02:00;3130500000;75533123584;1421312;5202944;1
2019-08-28T00:02:00+02:00;2763000000;75569299456;1036800;673792;1
2019-08-28T00:04:00+02:00;2112000000;75482267648;1598976;421376;1
2019-08-28T00:06:00+02:00;3030500000;75505860608;950272;4451840;1
2019-08-28T00:08:00+02:00;3125000000;75757518848;12236800;8352768;1
2019-08-28T00:10:00+02:00;3100000000;75555143680;1773568;4012544;1
2019-08-28T00:12:00+02:00;2844500000;75493277696;891392;466432;1
2019-08-28T00:14:00+02:00;2864500000;75500617728;1569280;483840;1
2019-08-28T00:16:00+02:00;2976500000;75548327936;1098240;3804160;1
2019-08-28T00:18:00+02:00;3576000000;75577688064;835584;467968;1
2019-08-28T00:20:00+02:00;3043500000;75510579200;1491968;3523584;1
2019-08-28T00:22:00+02:00;2762000000;75543609344;999424;601088;1
2019-08-28T00:24:00+02:00;2453500000;75542036480;2543104;442368;1
2019-08-28T00:26:00+02:00;3121500000;75554619392;870400;380928;1
2019-08-28T00:28:00+02:00;2719500000;75507957760;827904;325632;1
2019-08-28T00:30:00+02:00;2693500000;75482267648;1040384;224256;1
2019-08-28T00:32:00+02:00;2586000000;75587125248;931840;510464;1
2019-08-28T00:34:00+02:00;2794000000;75554619392;1013760;555008;1
2019-08-28T00:36:00+02:00;2998500000;75566678016;843776;274432;1
2019-08-28T00:38:00+02:00;2219000000;75517919232;857600;226304;1
2019-08-28T00:40:00+02:00;3588500000;75539415040;980992;640512;1
2019-08-28T00:42:00+02:00;2381500000;75572445184;899584;309760;1
2019-08-28T00:44:00+02:00;3120500000;75580833792;1090048;241152;1
2019-08-28T00:46:00+02:00;2774000000;75520016384;856576;309760;1
2019-08-28T00:48:00+02:00;2770000000;75532599296;937472;245248;1
2019-08-28T00:50:00+02:00;3007500000;75548852224;1119744;470016;1
2019-08-28T00:52:00+02:00;2427000000;75588173824;758784;350720;1
2019-08-28T00:54:00+02:00;2049500000;75484889088;1266176;391168;1
2019-08-28T00:56:00+02:00;3050500000;75528404992;833024;296448;1
2019-08-28T00:58:00+02:00;2382500000;75554619392;796672;270848;1
2019-08-28T01:00:00+02:00;3047000000;75549900800;1200640;333824;1
2019-08-28T01:02:00+02:00;2217500000;75496423424;923136;270848;1
2019-08-28T01:04:00+02:00;2466000000;75526307840;1044480;293376;1
2019-08-28T01:06:00+02:00;3076500000;75544133632;846848;472576;1
2019-08-28T01:08:00+02:00;3723500000;75706138624;5341184;583168;1
2019-08-28T01:10:00+02:00;2893000000;75621728256;1056768;581120;1
2019-08-28T01:12:00+02:00;3842500000;75579785216;902656;321024;1
2019-08-28T01:14:00+02:00;2746500000;75551473664;1048576;414208;1
2019-08-28T01:16:00+02:00;3166000000;75560910848;940544;321536;1
2019-08-28T01:18:00+02:00;2357000000;75537317888;868352;545792;1
2019-08-28T01:20:00+02:00;2898500000;75502190592;959488;324096;1
2019-08-28T01:22:00+02:00;2568500000;75518443520;1038336;348672;1
2019-08-28T01:24:00+02:00;3178000000;75587649536;1177600;308736;1
2019-08-28T01:26:00+02:00;2699500000;75501142016;942080;322560;1
2019-08-28T01:28:00+02:00;2476500000;75513200640;960512;286208;1
2019-08-28T01:30:00+02:00;2593000000;75528929280;1125376;298496;1
2019-08-28T01:32:00+02:00;2469000000;75548327936;1051136;258048;1
2019-08-28T01:34:00+02:00;3359000000;75521064960;1378304;398336;1
2019-08-28T01:36:00+02:00;2792000000;75502190592;1045504;321024;1
2019-08-28T01:38:00+02:00;3473000000;75564580864;932352;271360;1
2019-08-28T01:40:00+02:00;3335500000;75560386560;1256960;435200;1
2019-08-28T01:42:00+02:00;2566500000;75507433472;1063936;304128;1
2019-08-28T01:44:00+02:00;2209500000;75500093440;945664;304128;1
2019-08-28T01:46:00+02:00;3159500000;75512676352;1126400;1405440;1
2019-08-28T01:48:00+02:00;2654500000;75553046528;804352;1105920;1
2019-08-28T01:50:00+02:00;3047500000;75550425088;1178112;480768;1
2019-08-28T01:52:00+02:00;2155500000;75470733312;841216;261120;1
2019-08-28T01:54:00+02:00;2511500000;75528404992;1218560;324096;1
2019-08-28T01:56:00+02:00;2515000000;75546230784;1096192;578560;1
2019-08-28T01:58:00+02:00;3027000000;75554095104;776192;245248;1
2019-08-28T02:00:00+02:00;2796000000;75505336320;1296384;581632;1
2019-08-28T02:02:00+02:00;3427000000;75540463616;1044992;263680;1
2019-08-28T02:04:00+02:00;2735500000;75545706496;936960;701440;1
2019-08-28T02:06:00+02:00;3353000000;75506909184;823296;452608;1
2019-08-28T02:08:00+02:00;2563500000;75631165440;4609024;510976;1
2019-08-28T02:10:00+02:00;3012500000;75734974464;1031168;403968;1
2019-08-28T02:12:00+02:00;2543000000;75794219008;885760;225280;1
2019-08-28T02:14:00+02:00;2470000000;75761713152;1254912;387584;1
2019-08-28T02:16:00+02:00;2346000000;75777966080;875008;305664;1
2019-08-28T02:18:00+02:00;2370000000;75783208960;875008;281088;1
2019-08-28T02:20:00+02:00;2500500000;75787927552;1031168;267264;1
2019-08-28T02:22:00+02:00;1905000000;75727110144;792576;190976;1
2019-08-28T02:24:00+02:00;3300000000;75764858880;1245184;292864;1
2019-08-28T02:26:00+02:00;3401500000;75786354688;931328;326656;1
2019-08-28T02:28:00+02:00;2900500000;75848744960;1060352;4523008;1
2019-08-28T02:30:00+02:00;3578500000;75735498752;1028096;281088;1
2019-08-28T02:32:00+02:00;2122000000;75749130240;830464;232448;1
2019-08-28T02:34:00+02:00;3068000000;75759616000;1118208;651264;1
2019-08-28T02:36:00+02:00;2496500000;75827773440;1320448;313344;1
2019-08-28T02:38:00+02:00;2087000000;75750703104;764416;262656;1
2019-08-28T02:40:00+02:00;2882000000;75752800256;1235968;339456;1
2019-08-28T02:42:00+02:00;2585500000;75755945984;1070592;189952;1
2019-08-28T02:44:00+02:00;2265500000;75788451840;1154048;263680;1
2019-08-28T02:46:00+02:00;2795000000;75814141952;1076224;286208;1
2019-08-28T02:48:00+02:00;1942000000;75753324544;3763712;284672;1
2019-08-28T02:50:00+02:00;3217000000;75780587520;1166336;1632768;1
