Time;Number of bytes transmitted on interface Network adapter 1
2019-03-05T05:00:00+01:00;375
2019-03-05T06:00:00+01:00;187
2019-03-05T07:00:00+01:00;9096
2019-03-05T08:00:00+01:00;21060
2019-03-05T09:00:00+01:00;45346
2019-03-05T10:00:00+01:00;135441
2019-03-05T11:00:00+01:00;57088
2019-03-05T12:00:00+01:00;33740
2019-03-05T13:00:00+01:00;16418
2019-03-05T14:00:00+01:00;17851
2019-03-05T15:00:00+01:00;34491
2019-03-05T16:00:00+01:00;47735
2019-03-05T17:00:00+01:00;4983
2019-03-05T18:00:00+01:00;1894
2019-03-05T19:00:00+01:00;597
2019-03-05T20:00:00+01:00;580
2019-03-05T21:00:00+01:00;563
2019-03-05T22:00:00+01:00;512
2019-03-05T23:00:00+01:00;204
2019-03-06T00:00:00+01:00;375
2019-03-06T01:00:00+01:00;3822
2019-03-06T02:00:00+01:00;512
2019-03-06T03:00:00+01:00;375
2019-03-06T04:00:00+01:00;375
2019-03-06T05:00:00+01:00;494
2019-03-06T06:00:00+01:00;290
2019-03-06T07:00:00+01:00;3089
2019-03-06T08:00:00+01:00;23808
2019-03-06T09:00:00+01:00;32136
2019-03-06T10:00:00+01:00;26999
2019-03-06T11:00:00+01:00;100659
2019-03-06T12:00:00+01:00;18363
2019-03-06T13:00:00+01:00;28808
2019-03-06T14:00:00+01:00;43997
2019-03-06T15:00:00+01:00;23296
2019-03-06T16:00:00+01:00;88422
2019-03-06T17:00:00+01:00;15701
2019-03-06T18:00:00+01:00;3123
2019-03-06T19:00:00+01:00;409
2019-03-06T20:00:00+01:00;460
2019-03-06T21:00:00+01:00;290
2019-03-06T22:00:00+01:00;460
2019-03-06T23:00:00+01:00;290
2019-03-07T00:00:00+01:00;358
2019-03-07T01:00:00+01:00;802
2019-03-07T02:00:00+01:00;221
2019-03-07T03:00:00+01:00;273
2019-03-07T04:00:00+01:00;375
2019-03-07T05:00:00+01:00;307
2019-03-07T06:00:00+01:00;2423
2019-03-07T07:00:00+01:00;11264
2019-03-07T08:00:00+01:00;22033
2019-03-07T09:00:00+01:00;44936
2019-03-07T10:00:00+01:00;55944
2019-03-07T11:00:00+01:00;51063
2019-03-07T12:00:00+01:00;23910
2019-03-07T13:00:00+01:00;20462
2019-03-07T14:00:00+01:00;66201
2019-03-07T15:00:00+01:00;46779
2019-03-07T16:00:00+01:00;35703
2019-03-07T17:00:00+01:00;8738
2019-03-07T18:00:00+01:00;1058
2019-03-07T19:00:00+01:00;341
2019-03-07T20:00:00+01:00;529
2019-03-07T21:00:00+01:00;204
2019-03-07T22:00:00+01:00;443
2019-03-07T23:00:00+01:00;494
2019-03-08T00:00:00+01:00;68
2019-03-08T01:00:00+01:00;68
2019-03-08T02:00:00+01:00;426
2019-03-08T03:00:00+01:00;238
2019-03-08T04:00:00+01:00;256
2019-03-08T05:00:00+01:00;443
2019-03-08T06:00:00+01:00;290
2019-03-08T07:00:00+01:00;1945
2019-03-08T08:00:00+01:00;28057
2019-03-08T09:00:00+01:00;105181
2019-03-08T10:00:00+01:00;124928
2019-03-08T11:00:00+01:00;78762
2019-03-08T12:00:00+01:00;43042
2019-03-08T13:00:00+01:00;13226
2019-03-08T14:00:00+01:00;48247
2019-03-08T15:00:00+01:00;9386
2019-03-08T16:00:00+01:00;16025
2019-03-08T17:00:00+01:00;1433
2019-03-08T18:00:00+01:00;1809
2019-03-08T19:00:00+01:00;426
2019-03-08T20:00:00+01:00;409
2019-03-08T21:00:00+01:00;204
2019-03-08T22:00:00+01:00;204
2019-03-08T23:00:00+01:00;290
2019-03-09T00:00:00+01:00;375
2019-03-09T01:00:00+01:00;273
2019-03-09T02:00:00+01:00;290
2019-03-09T03:00:00+01:00;238
2019-03-09T04:00:00+01:00;204
2019-03-09T05:00:00+01:00;153
2019-03-09T06:00:00+01:00;204
2019-03-09T07:00:00+01:00;204
2019-03-09T08:00:00+01:00;409
2019-03-09T09:00:00+01:00;375
2019-03-09T10:00:00+01:00;204
2019-03-09T11:00:00+01:00;238
2019-03-09T12:00:00+01:00;273
2019-03-09T13:00:00+01:00;273
2019-03-09T14:00:00+01:00;170
2019-03-09T15:00:00+01:00;187
2019-03-09T16:00:00+01:00;221
2019-03-09T17:00:00+01:00;238
2019-03-09T18:00:00+01:00;170
2019-03-09T19:00:00+01:00;273
2019-03-09T20:00:00+01:00;102
2019-03-09T21:00:00+01:00;204
2019-03-09T22:00:00+01:00;204
2019-03-09T23:00:00+01:00;238
2019-03-10T00:00:00+01:00;187
2019-03-10T01:00:00+01:00;3072
2019-03-10T02:00:00+01:00;68
2019-03-10T03:00:00+01:00;358
2019-03-10T04:00:00+01:00;153
2019-03-10T05:00:00+01:00;426
2019-03-10T06:00:00+01:00;136
2019-03-10T07:00:00+01:00;170
2019-03-10T08:00:00+01:00;136
2019-03-10T09:00:00+01:00;153
2019-03-10T10:00:00+01:00;85
2019-03-10T11:00:00+01:00;307
2019-03-10T12:00:00+01:00;256
2019-03-10T13:00:00+01:00;221
2019-03-10T14:00:00+01:00;256
2019-03-10T15:00:00+01:00;529
2019-03-10T16:00:00+01:00;375
2019-03-10T17:00:00+01:00;204
2019-03-10T18:00:00+01:00;119
2019-03-10T19:00:00+01:00;204
2019-03-10T20:00:00+01:00;273
2019-03-10T21:00:00+01:00;238
2019-03-10T22:00:00+01:00;238
2019-03-10T23:00:00+01:00;204
2019-03-11T00:00:00+01:00;307
2019-03-11T01:00:00+01:00;341
2019-03-11T02:00:00+01:00;238
2019-03-11T03:00:00+01:00;256
2019-03-11T04:00:00+01:00;238
2019-03-11T05:00:00+01:00;324
2019-03-11T06:00:00+01:00;170
2019-03-11T07:00:00+01:00;14404
2019-03-11T08:00:00+01:00;33501
2019-03-11T09:00:00+01:00;41029
2019-03-11T10:00:00+01:00;45636
2019-03-11T11:00:00+01:00;37649
2019-03-11T12:00:00+01:00;44697
2019-03-11T13:00:00+01:00;33058
2019-03-11T14:00:00+01:00;37051
2019-03-11T15:00:00+01:00;171912
2019-03-11T16:00:00+01:00;61252
2019-03-11T17:00:00+01:00;39799
2019-03-11T18:00:00+01:00;221
2019-03-11T19:00:00+01:00;307
2019-03-11T20:00:00+01:00;273
2019-03-11T21:00:00+01:00;238
2019-03-11T22:00:00+01:00;307
2019-03-11T23:00:00+01:00;187
2019-03-12T00:00:00+01:00;256
2019-03-12T01:00:00+01:00;1894
2019-03-12T02:00:00+01:00;358
2019-03-12T03:00:00+01:00;416
2019-03-12T04:00:00+01:00;170
2019-03-12T05:00:00+01:00;494
2019-03-12T06:00:00+01:00;597
2019-03-12T07:00:00+01:00;9625
2019-03-12T08:00:00+01:00;16128
2019-03-12T09:00:00+01:00;133819
2019-03-12T10:00:00+01:00;107093
2019-03-12T11:00:00+01:00;60108
2019-03-12T12:00:00+01:00;28774
2019-03-12T13:00:00+01:00;42103
2019-03-12T14:00:00+01:00;51268
2019-03-12T15:00:00+01:00;50670
2019-03-12T16:00:00+01:00;45431
2019-03-12T17:00:00+01:00;5529
2019-03-12T18:00:00+01:00;768
2019-03-12T19:00:00+01:00;1006
2019-03-12T20:00:00+01:00;614
2019-03-12T21:00:00+01:00;614
2019-03-12T22:00:00+01:00;648
2019-03-12T23:00:00+01:00;426
2019-03-13T00:00:00+01:00;307
2019-03-13T01:00:00+01:00;341
2019-03-13T02:00:00+01:00;341
2019-03-13T03:00:00+01:00;290
2019-03-13T04:00:00+01:00;341
2019-03-13T05:00:00+01:00;460
2019-03-13T06:00:00+01:00;341
2019-03-13T07:00:00+01:00;6007
2019-03-13T08:00:00+01:00;45397
2019-03-13T09:00:00+01:00;56558
2019-03-13T10:00:00+01:00;73198
2019-03-13T11:00:00+01:00;47530
2019-03-13T12:00:00+01:00;11008
2019-03-13T13:00:00+01:00;32972
2019-03-13T14:00:00+01:00;52377
2019-03-13T15:00:00+01:00;46745
2019-03-13T16:00:00+01:00;34713
2019-03-13T17:00:00+01:00;8226
2019-03-13T18:00:00+01:00;546
2019-03-13T19:00:00+01:00;494
2019-03-13T20:00:00+01:00;443
2019-03-13T21:00:00+01:00;494
2019-03-13T22:00:00+01:00;358
2019-03-13T23:00:00+01:00;273
2019-03-14T00:00:00+01:00;341
2019-03-14T01:00:00+01:00;2184
2019-03-14T02:00:00+01:00;136
2019-03-14T03:00:00+01:00;187
2019-03-14T04:00:00+01:00;290
2019-03-14T05:00:00+01:00;392
2019-03-14T06:00:00+01:00;1979
2019-03-14T07:00:00+01:00;6690
2019-03-14T08:00:00+01:00;38963
2019-03-14T09:00:00+01:00;99618
2019-03-14T10:00:00+01:00;75434
2019-03-14T11:00:00+01:00;36369
2019-03-14T12:00:00+01:00;16657
2019-03-14T13:00:00+01:00;36778
2019-03-14T14:00:00+01:00;75451
2019-03-14T15:00:00+01:00;62378
2019-03-14T16:00:00+01:00;59716
2019-03-14T17:00:00+01:00;8652
2019-03-14T18:00:00+01:00;2167
2019-03-14T19:00:00+01:00;1894
2019-03-14T20:00:00+01:00;409
2019-03-14T21:00:00+01:00;494
2019-03-14T22:00:00+01:00;426
2019-03-14T23:00:00+01:00;187
2019-03-15T00:00:00+01:00;290
2019-03-15T01:00:00+01:00;1331
2019-03-15T02:00:00+01:00;375
2019-03-15T03:00:00+01:00;273
2019-03-15T04:00:00+01:00;375
2019-03-15T05:00:00+01:00;443
2019-03-15T06:00:00+01:00;802
2019-03-15T07:00:00+01:00;7782
2019-03-15T08:00:00+01:00;26897
2019-03-15T09:00:00+01:00;50824
2019-03-15T10:00:00+01:00;39731
2019-03-15T11:00:00+01:00;43605
2019-03-15T12:00:00+01:00;16452
2019-03-15T13:00:00+01:00;12902
2019-03-15T14:00:00+01:00;24849
2019-03-15T15:00:00+01:00;21026
2019-03-15T16:00:00+01:00;2525
2019-03-15T17:00:00+01:00;938
2019-03-15T18:00:00+01:00;7458
2019-03-15T19:00:00+01:00;170
2019-03-15T20:00:00+01:00;153
2019-03-15T21:00:00+01:00;409
2019-03-15T22:00:00+01:00;443
2019-03-15T23:00:00+01:00;324
2019-03-16T00:00:00+01:00;273
2019-03-16T01:00:00+01:00;290
2019-03-16T02:00:00+01:00;273
2019-03-16T03:00:00+01:00;170
2019-03-16T04:00:00+01:00;290
2019-03-16T05:00:00+01:00;273
2019-03-16T06:00:00+01:00;238
2019-03-16T07:00:00+01:00;307
2019-03-16T08:00:00+01:00;443
2019-03-16T09:00:00+01:00;358
2019-03-16T10:00:00+01:00;187
2019-03-16T11:00:00+01:00;256
2019-03-16T12:00:00+01:00;392
2019-03-16T13:00:00+01:00;221
2019-03-16T14:00:00+01:00;204
2019-03-16T15:00:00+01:00;238
2019-03-16T16:00:00+01:00;409
2019-03-16T17:00:00+01:00;375
2019-03-16T18:00:00+01:00;8448
2019-03-16T19:00:00+01:00;307
2019-03-16T20:00:00+01:00;290
2019-03-16T21:00:00+01:00;358
2019-03-16T22:00:00+01:00;307
2019-03-16T23:00:00+01:00;256
2019-03-17T00:00:00+01:00;341
2019-03-17T01:00:00+01:00;3054
2019-03-17T02:00:00+01:00;904
2019-03-17T03:00:00+01:00;290
2019-03-17T04:00:00+01:00;341
2019-03-17T05:00:00+01:00;324
2019-03-17T06:00:00+01:00;221
2019-03-17T07:00:00+01:00;238
2019-03-17T08:00:00+01:00;187
2019-03-17T09:00:00+01:00;273
2019-03-17T10:00:00+01:00;341
2019-03-17T11:00:00+01:00;375
2019-03-17T12:00:00+01:00;307
2019-03-17T13:00:00+01:00;170
2019-03-17T14:00:00+01:00;324
2019-03-17T15:00:00+01:00;392
2019-03-17T16:00:00+01:00;290
2019-03-17T17:00:00+01:00;204
2019-03-17T18:00:00+01:00;187
2019-03-17T19:00:00+01:00;477
2019-03-17T20:00:00+01:00;460
2019-03-17T21:00:00+01:00;341
2019-03-17T22:00:00+01:00;324
2019-03-17T23:00:00+01:00;136
2019-03-18T00:00:00+01:00;477
2019-03-18T01:00:00+01:00;273
2019-03-18T02:00:00+01:00;273
2019-03-18T03:00:00+01:00;256
2019-03-18T04:00:00+01:00;409
2019-03-18T05:00:00+01:00;324
2019-03-18T06:00:00+01:00;153
2019-03-18T07:00:00+01:00;10922
2019-03-18T08:00:00+01:00;27733
2019-03-18T09:00:00+01:00;92893
2019-03-18T10:00:00+01:00;101188
2019-03-18T11:00:00+01:00;45602
2019-03-18T12:00:00+01:00;19148
2019-03-18T13:00:00+01:00;50773
2019-03-18T14:00:00+01:00;99345
2019-03-18T15:00:00+01:00;64068
2019-03-18T16:00:00+01:00;154129
2019-03-18T17:00:00+01:00;25890
2019-03-18T18:00:00+01:00;2983
2019-03-18T19:00:00+01:00;409
2019-03-18T20:00:00+01:00;494
2019-03-18T21:00:00+01:00;426
2019-03-18T22:00:00+01:00;477
2019-03-18T23:00:00+01:00;238
2019-03-19T00:00:00+01:00;443
2019-03-19T01:00:00+01:00;2184
2019-03-19T02:00:00+01:00;307
2019-03-19T03:00:00+01:00;409
2019-03-19T04:00:00+01:00;375
2019-03-19T05:00:00+01:00;273
2019-03-19T06:00:00+01:00;887
2019-03-19T07:00:00+01:00;22101
2019-03-19T08:00:00+01:00;119296
2019-03-19T09:00:00+01:00;43212
2019-03-19T10:00:00+01:00;59733
2019-03-19T11:00:00+01:00;60910
2019-03-19T12:00:00+01:00;44578
2019-03-19T13:00:00+01:00;27579
2019-03-19T14:00:00+01:00;65228
2019-03-19T15:00:00+01:00;68744
2019-03-19T16:00:00+01:00;55978
2019-03-19T17:00:00+01:00;23364
2019-03-19T18:00:00+01:00;614
2019-03-19T19:00:00+01:00;1570
2019-03-19T20:00:00+01:00;256
2019-03-19T21:00:00+01:00;614
2019-03-19T22:00:00+01:00;256
2019-03-19T23:00:00+01:00;512
2019-03-20T00:00:00+01:00;358
2019-03-20T01:00:00+01:00;392
2019-03-20T02:00:00+01:00;392
2019-03-20T03:00:00+01:00;529
2019-03-20T04:00:00+01:00;460
2019-03-20T05:00:00+01:00;716
2019-03-20T06:00:00+01:00;2133
2019-03-20T07:00:00+01:00;14438
2019-03-20T08:00:00+01:00;33365
2019-03-20T09:00:00+01:00;35788
2019-03-20T10:00:00+01:00;64119
2019-03-20T11:00:00+01:00;36761
2019-03-20T12:00:00+01:00;16622
2019-03-20T13:00:00+01:00;23705
2019-03-20T14:00:00+01:00;51985
2019-03-20T15:00:00+01:00;26112
2019-03-20T16:00:00+01:00;46028
2019-03-20T17:00:00+01:00;20701
2019-03-20T18:00:00+01:00;1024
2019-03-20T19:00:00+01:00;494
2019-03-20T20:00:00+01:00;529
2019-03-20T21:00:00+01:00;273
2019-03-20T22:00:00+01:00;580
2019-03-20T23:00:00+01:00;290
2019-03-21T00:00:00+01:00;256
2019-03-21T01:00:00+01:00;512
2019-03-21T02:00:00+01:00;426
2019-03-21T03:00:00+01:00;546
2019-03-21T04:00:00+01:00;426
2019-03-21T05:00:00+01:00;324
2019-03-21T06:00:00+01:00;529
2019-03-21T07:00:00+01:00;15189
2019-03-21T08:00:00+01:00;30924
2019-03-21T09:00:00+01:00;63180
2019-03-21T10:00:00+01:00;88968
2019-03-21T11:00:00+01:00;75793
2019-03-21T12:00:00+01:00;46404
2019-03-21T13:00:00+01:00;157849
2019-03-21T14:00:00+01:00;96750
2019-03-21T15:00:00+01:00;57053
2019-03-21T16:00:00+01:00;48008
2019-03-21T17:00:00+01:00;11349
2019-03-21T18:00:00+01:00;375
2019-03-21T19:00:00+01:00;290
2019-03-21T20:00:00+01:00;341
2019-03-21T21:00:00+01:00;307
2019-03-21T22:00:00+01:00;358
2019-03-21T23:00:00+01:00;153
2019-03-22T00:00:00+01:00;238
2019-03-22T01:00:00+01:00;1484
2019-03-22T02:00:00+01:00;204
2019-03-22T03:00:00+01:00;136
2019-03-22T04:00:00+01:00;153
2019-03-22T05:00:00+01:00;204
2019-03-22T06:00:00+01:00;529
2019-03-22T07:00:00+01:00;10342
2019-03-22T08:00:00+01:00;32648
2019-03-22T09:00:00+01:00;60518
2019-03-22T10:00:00+01:00;39594
2019-03-22T11:00:00+01:00;64051
2019-03-22T12:00:00+01:00;59835
2019-03-22T13:00:00+01:00;21930
2019-03-22T14:00:00+01:00;45277
2019-03-22T15:00:00+01:00;15223
2019-03-22T16:00:00+01:00;6963
2019-03-22T17:00:00+01:00;1314
2019-03-22T18:00:00+01:00;221
2019-03-22T19:00:00+01:00;256
2019-03-22T20:00:00+01:00;972
2019-03-22T21:00:00+01:00;153
2019-03-22T22:00:00+01:00;273
2019-03-22T23:00:00+01:00;238
2019-03-23T00:00:00+01:00;273
2019-03-23T01:00:00+01:00;3225
2019-03-23T02:00:00+01:00;187
2019-03-23T03:00:00+01:00;307
2019-03-23T04:00:00+01:00;170
2019-03-23T05:00:00+01:00;324
2019-03-23T06:00:00+01:00;238
2019-03-23T07:00:00+01:00;204
2019-03-23T08:00:00+01:00;187
2019-03-23T09:00:00+01:00;256
2019-03-23T10:00:00+01:00;307
2019-03-23T11:00:00+01:00;221
2019-03-23T12:00:00+01:00;68
2019-03-23T13:00:00+01:00;221
2019-03-23T14:00:00+01:00;204
2019-03-23T15:00:00+01:00;221
2019-03-23T16:00:00+01:00;136
2019-03-23T17:00:00+01:00;273
2019-03-23T18:00:00+01:00;204
2019-03-23T19:00:00+01:00;153
2019-03-23T20:00:00+01:00;170
2019-03-23T21:00:00+01:00;256
2019-03-23T22:00:00+01:00;153
2019-03-23T23:00:00+01:00;324
2019-03-24T00:00:00+01:00;273
2019-03-24T01:00:00+01:00;1109
2019-03-24T02:00:00+01:00;221
2019-03-24T03:00:00+01:00;204
2019-03-24T04:00:00+01:00;290
2019-03-24T05:00:00+01:00;153
2019-03-24T06:00:00+01:00;256
2019-03-24T07:00:00+01:00;221
2019-03-24T08:00:00+01:00;290
2019-03-24T09:00:00+01:00;85
2019-03-24T10:00:00+01:00;221
2019-03-24T11:00:00+01:00;204
2019-03-24T12:00:00+01:00;187
2019-03-24T13:00:00+01:00;238
2019-03-24T14:00:00+01:00;204
2019-03-24T15:00:00+01:00;204
2019-03-24T16:00:00+01:00;273
2019-03-24T17:00:00+01:00;256
2019-03-24T18:00:00+01:00;273
2019-03-24T19:00:00+01:00;204
2019-03-24T20:00:00+01:00;375
2019-03-24T21:00:00+01:00;853
2019-03-24T22:00:00+01:00;238
2019-03-24T23:00:00+01:00;221
2019-03-25T00:00:00+01:00;238
2019-03-25T01:00:00+01:00;324
2019-03-25T02:00:00+01:00;136
2019-03-25T03:00:00+01:00;341
2019-03-25T04:00:00+01:00;392
2019-03-25T05:00:00+01:00;221
2019-03-25T06:00:00+01:00;3413
2019-03-25T07:00:00+01:00;34764
2019-03-25T08:00:00+01:00;42786
2019-03-25T09:00:00+01:00;80281
2019-03-25T10:00:00+01:00;137693
2019-03-25T11:00:00+01:00;66474
2019-03-25T12:00:00+01:00;21691
2019-03-25T13:00:00+01:00;28330
2019-03-25T14:00:00+01:00;49220
2019-03-25T15:00:00+01:00;61883
2019-03-25T16:00:00+01:00;53230
2019-03-25T17:00:00+01:00;31607
2019-03-25T18:00:00+01:00;1006
2019-03-25T19:00:00+01:00;1075
2019-03-25T20:00:00+01:00;529
2019-03-25T21:00:00+01:00;699
2019-03-25T22:00:00+01:00;665
2019-03-25T23:00:00+01:00;477
2019-03-26T00:00:00+01:00;494
2019-03-26T01:00:00+01:00;2457
2019-03-26T02:00:00+01:00;512
2019-03-26T03:00:00+01:00;426
2019-03-26T04:00:00+01:00;648
2019-03-26T05:00:00+01:00;716
2019-03-26T06:00:00+01:00;1092
2019-03-26T07:00:00+01:00;17954
2019-03-26T08:00:00+01:00;50551
2019-03-26T09:00:00+01:00;105949
2019-03-26T10:00:00+01:00;54186
2019-03-26T11:00:00+01:00;91221
2019-03-26T12:00:00+01:00;30190
2019-03-26T13:00:00+01:00;57958
2019-03-26T14:00:00+01:00;40277
2019-03-26T15:00:00+01:00;48571
2019-03-26T16:00:00+01:00;62788
2019-03-26T17:00:00+01:00;33177
2019-03-26T18:00:00+01:00;699
2019-03-26T19:00:00+01:00;733
2019-03-26T20:00:00+01:00;682
2019-03-26T21:00:00+01:00;665
2019-03-26T22:00:00+01:00;648
2019-03-26T23:00:00+01:00;733
2019-03-27T00:00:00+01:00;716
2019-03-27T01:00:00+01:00;682
2019-03-27T02:00:00+01:00;648
2019-03-27T03:00:00+01:00;580
2019-03-27T04:00:00+01:00;887
2019-03-27T05:00:00+01:00;1075
2019-03-27T06:00:00+01:00;1092
2019-03-27T07:00:00+01:00;10769
2019-03-27T08:00:00+01:00;50875
2019-03-27T09:00:00+01:00;68829
2019-03-27T10:00:00+01:00;53913
2019-03-27T11:00:00+01:00;35379
2019-03-27T12:00:00+01:00;37051
2019-03-27T13:00:00+01:00;17868
2019-03-27T14:00:00+01:00;46148
2019-03-27T15:00:00+01:00;65348
2019-03-27T16:00:00+01:00;51097
2019-03-27T17:00:00+01:00;31522
2019-03-27T18:00:00+01:00;1382
2019-03-27T19:00:00+01:00;460
2019-03-27T20:00:00+01:00;597
2019-03-27T21:00:00+01:00;580
2019-03-27T22:00:00+01:00;290
2019-03-27T23:00:00+01:00;273
2019-03-28T00:00:00+01:00;426
2019-03-28T01:00:00+01:00;614
2019-03-28T02:00:00+01:00;426
2019-03-28T03:00:00+01:00;238
2019-03-28T04:00:00+01:00;443
2019-03-28T05:00:00+01:00;494
2019-03-28T06:00:00+01:00;1058
2019-03-28T07:00:00+01:00;12646
2019-03-28T08:00:00+01:00;26026
2019-03-28T09:00:00+01:00;36488
2019-03-28T10:00:00+01:00;26026
2019-03-28T11:00:00+01:00;27648
2019-03-28T12:00:00+01:00;27221
2019-03-28T13:00:00+01:00;34030
2019-03-28T14:00:00+01:00;60808
2019-03-28T15:00:00+01:00;63249
2019-03-28T16:00:00+01:00;88251
2019-03-28T17:00:00+01:00;24456
2019-03-28T18:00:00+01:00;1331
2019-03-28T19:00:00+01:00;682
2019-03-28T20:00:00+01:00;1740
2019-03-28T21:00:00+01:00;273
2019-03-28T22:00:00+01:00;563
2019-03-28T23:00:00+01:00;409
2019-03-29T00:00:00+01:00;597
2019-03-29T01:00:00+01:00;392
2019-03-29T02:00:00+01:00;614
2019-03-29T03:00:00+01:00;494
2019-03-29T04:00:00+01:00;563
2019-03-29T05:00:00+01:00;563
2019-03-29T06:00:00+01:00;1228
2019-03-29T07:00:00+01:00;16093
2019-03-29T08:00:00+01:00;30924
2019-03-29T09:00:00+01:00;41557
2019-03-29T10:00:00+01:00;104260
2019-03-29T11:00:00+01:00;65928
2019-03-29T12:00:00+01:00;39441
2019-03-29T13:00:00+01:00;31556
2019-03-29T14:00:00+01:00;27682
2019-03-29T15:00:00+01:00;64392
2019-03-29T16:00:00+01:00;11451
2019-03-29T17:00:00+01:00;5410
2019-03-29T18:00:00+01:00;170
2019-03-29T19:00:00+01:00;290
2019-03-29T20:00:00+01:00;153
2019-03-29T21:00:00+01:00;375
2019-03-29T22:00:00+01:00;307
2019-03-29T23:00:00+01:00;273
2019-03-30T00:00:00+01:00;273
2019-03-30T01:00:00+01:00;2133
2019-03-30T02:00:00+01:00;204
2019-03-30T03:00:00+01:00;204
2019-03-30T04:00:00+01:00;375
2019-03-30T05:00:00+01:00;153
2019-03-30T06:00:00+01:00;102
2019-03-30T07:00:00+01:00;375
2019-03-30T08:00:00+01:00;341
2019-03-30T09:00:00+01:00;290
2019-03-30T10:00:00+01:00;170
2019-03-30T11:00:00+01:00;341
2019-03-30T12:00:00+01:00;256
2019-03-30T13:00:00+01:00;256
2019-03-30T14:00:00+01:00;375
2019-03-30T15:00:00+01:00;204
2019-03-30T16:00:00+01:00;204
2019-03-30T17:00:00+01:00;358
2019-03-30T18:00:00+01:00;238
2019-03-30T19:00:00+01:00;187
2019-03-30T20:00:00+01:00;341
2019-03-30T21:00:00+01:00;238
2019-03-30T22:00:00+01:00;529
2019-03-30T23:00:00+01:00;307
