Time;Host memory usage
2019-03-01T00:00:00+01:00;4107796480
2019-03-01T01:00:00+01:00;4106922666
2019-03-01T02:00:00+01:00;4107289668
2019-03-01T03:00:00+01:00;4106905190
2019-03-01T04:00:00+01:00;4107219763
2019-03-01T05:00:00+01:00;4107481907
2019-03-01T06:00:00+01:00;4106538188
2019-03-01T07:00:00+01:00;4106922666
2019-03-01T08:00:00+01:00;4107272192
2019-03-01T09:00:00+01:00;4107272192
2019-03-01T10:00:00+01:00;4107377049
2019-03-01T11:00:00+01:00;4108338244
2019-03-01T12:00:00+01:00;4108355720
2019-03-01T13:00:00+01:00;4107848908
2019-03-01T14:00:00+01:00;4107342097
2019-03-01T15:00:00+01:00;4107324620
2019-03-01T16:00:00+01:00;4107604241
2019-03-01T17:00:00+01:00;4107272192
2019-03-01T18:00:00+01:00;4106555665
2019-03-01T19:00:00+01:00;4106625570
2019-03-01T20:00:00+01:00;4106590617
2019-03-01T21:00:00+01:00;4106293521
2019-03-01T22:00:00+01:00;4106625570
2019-03-01T23:00:00+01:00;4106870237
2019-03-02T00:00:00+01:00;4107621717
2019-03-02T01:00:00+01:00;4107516859
2019-03-02T02:00:00+01:00;4107534336
2019-03-02T03:00:00+01:00;4107848908
2019-03-02T04:00:00+01:00;4107901337
2019-03-02T05:00:00+01:00;4107971242
2019-03-02T06:00:00+01:00;4108111052
2019-03-02T07:00:00+01:00;4107359573
2019-03-02T08:00:00+01:00;4107866385
2019-03-02T09:00:00+01:00;4107971242
2019-03-02T10:00:00+01:00;4107796480
2019-03-02T11:00:00+01:00;4107971242
2019-03-02T12:00:00+01:00;4107936290
2019-03-02T13:00:00+01:00;4107901337
2019-03-02T14:00:00+01:00;4107883861
2019-03-02T15:00:00+01:00;4107883861
2019-03-02T16:00:00+01:00;4107866385
2019-03-02T17:00:00+01:00;4107656669
2019-03-02T18:00:00+01:00;4107289668
2019-03-02T19:00:00+01:00;4107359573
2019-03-02T20:00:00+01:00;4107796480
2019-03-02T21:00:00+01:00;4107796480
2019-03-02T22:00:00+01:00;4107761527
2019-03-02T23:00:00+01:00;4107953766
2019-03-03T00:00:00+01:00;4107516859
2019-03-03T01:00:00+01:00;4108565435
2019-03-03T02:00:00+01:00;4107988718
2019-03-03T03:00:00+01:00;4109614011
2019-03-03T04:00:00+01:00;4109526630
2019-03-03T05:00:00+01:00;4109194581
2019-03-03T06:00:00+01:00;4109072247
2019-03-03T07:00:00+01:00;4108408149
2019-03-03T08:00:00+01:00;4108984866
2019-03-03T09:00:00+01:00;4109386820
2019-03-03T10:00:00+01:00;4109701393
2019-03-03T11:00:00+01:00;4110050918
2019-03-03T12:00:00+01:00;4108967389
2019-03-03T13:00:00+01:00;4109579059
2019-03-03T14:00:00+01:00;4109107200
2019-03-03T15:00:00+01:00;4108880008
2019-03-03T16:00:00+01:00;4109247010
2019-03-03T17:00:00+01:00;4110068394
2019-03-03T18:00:00+01:00;4109456725
2019-03-03T19:00:00+01:00;4109124676
2019-03-03T20:00:00+01:00;4109264486
2019-03-03T21:00:00+01:00;4109124676
2019-03-03T22:00:00+01:00;4108478054
2019-03-03T23:00:00+01:00;4109718869
2019-03-04T00:00:00+01:00;4109456725
