Time;Number of packets received on interface Network adapter 1
2019-03-31T01:00:00+01:00;30
2019-03-31T03:00:00+02:00;33
2019-03-31T04:00:00+02:00;22
2019-03-31T05:00:00+02:00;31
2019-03-31T06:00:00+02:00;23
2019-03-31T07:00:00+02:00;26
2019-03-31T08:00:00+02:00;31
2019-03-31T09:00:00+02:00;32
2019-03-31T10:00:00+02:00;26
2019-03-31T11:00:00+02:00;25
2019-03-31T12:00:00+02:00;32
2019-03-31T13:00:00+02:00;22
2019-03-31T14:00:00+02:00;26
2019-03-31T15:00:00+02:00;31
2019-03-31T16:00:00+02:00;23
2019-03-31T17:00:00+02:00;32
2019-03-31T18:00:00+02:00;25
2019-03-31T19:00:00+02:00;29
2019-03-31T20:00:00+02:00;26
2019-03-31T21:00:00+02:00;21
2019-03-31T22:00:00+02:00;35
2019-03-31T23:00:00+02:00;26
2019-04-01T00:00:00+02:00;27
