Time;Number of bytes transmitted
2019-06-06T01:22:00+02:00;29578240
2019-06-06T01:23:00+02:00;37749760
2019-06-06T01:24:00+02:00;24422400
2019-06-06T01:25:00+02:00;24598528
2019-06-06T01:26:00+02:00;24598528
2019-06-06T01:27:00+02:00;26669056
2019-06-06T01:28:00+02:00;25889792
2019-06-06T01:29:00+02:00;23840768
2019-06-06T01:30:00+02:00;23056384
2019-06-06T01:31:00+02:00;23056384
2019-06-06T01:32:00+02:00;32953344
2019-06-06T01:33:00+02:00;21928960
2019-06-06T01:34:00+02:00;35316736
2019-06-06T01:35:00+02:00;35316736
2019-06-06T01:36:00+02:00;22462464
2019-06-06T01:37:00+02:00;41477120
2019-06-06T01:38:00+02:00;26893312
2019-06-06T01:39:00+02:00;37357568
2019-06-06T01:40:00+02:00;37357568
2019-06-06T01:41:00+02:00;28942336
2019-06-06T01:42:00+02:00;37021696
2019-06-06T01:43:00+02:00;23362560
2019-06-06T01:44:00+02:00;23362560
2019-06-06T01:45:00+02:00;26414080
2019-06-06T01:46:00+02:00;19597312
2019-06-06T01:47:00+02:00;23158784
2019-06-06T01:48:00+02:00;19420160
2019-06-06T01:49:00+02:00;19420160
2019-06-06T01:50:00+02:00;24799232
2019-06-06T01:51:00+02:00;24343552
2019-06-06T01:52:00+02:00;30660608
2019-06-06T01:53:00+02:00;30660608
2019-06-06T01:54:00+02:00;40160256
2019-06-06T01:55:00+02:00;34693120
2019-06-06T01:56:00+02:00;24085504
2019-06-06T01:57:00+02:00;49125376
2019-06-06T01:58:00+02:00;49125376
2019-06-06T01:59:00+02:00;4987904
2019-06-06T02:00:00+02:00;4594688
2019-06-06T02:01:00+02:00;10068992
2019-06-06T02:02:00+02:00;10068992
2019-06-06T02:03:00+02:00;17712128
2019-06-06T02:04:00+02:00;23947264
2019-06-06T02:05:00+02:00;25218048
2019-06-06T02:06:00+02:00;7023616
2019-06-06T02:07:00+02:00;7023616
2019-06-06T02:08:00+02:00;19867648
2019-06-06T02:09:00+02:00;23815168
2019-06-06T02:10:00+02:00;23627776
2019-06-06T02:11:00+02:00;27369472
2019-06-06T02:12:00+02:00;27369472
2019-06-06T02:13:00+02:00;19634176
2019-06-06T02:14:00+02:00;8035328
2019-06-06T02:15:00+02:00;31251456
2019-06-06T02:16:00+02:00;31251456
2019-06-06T02:17:00+02:00;31110144
2019-06-06T02:18:00+02:00;18911232
2019-06-06T02:19:00+02:00;16734208
2019-06-06T02:20:00+02:00;15415296
2019-06-06T02:21:00+02:00;15415296
2019-06-06T02:22:00+02:00;16487424
2019-06-06T02:23:00+02:00;19291136
2019-06-06T02:24:00+02:00;31350784
2019-06-06T02:25:00+02:00;36772864
2019-06-06T02:26:00+02:00;36772864
2019-06-06T02:27:00+02:00;28952576
2019-06-06T02:28:00+02:00;12375040
2019-06-06T02:29:00+02:00;17788928
2019-06-06T02:30:00+02:00;17788928
2019-06-06T02:31:00+02:00;17007616
2019-06-06T02:32:00+02:00;13967360
2019-06-06T02:33:00+02:00;22544384
2019-06-06T02:34:00+02:00;34857984
2019-06-06T02:35:00+02:00;34857984
2019-06-06T02:36:00+02:00;43678720
2019-06-06T02:37:00+02:00;46846976
2019-06-06T02:38:00+02:00;20136960
2019-06-06T02:39:00+02:00;20486144
2019-06-06T02:40:00+02:00;20486144
2019-06-06T02:41:00+02:00;29755392
2019-06-06T02:42:00+02:00;34208768
2019-06-06T02:43:00+02:00;14347264
2019-06-06T02:44:00+02:00;14347264
2019-06-06T02:45:00+02:00;22746112
2019-06-06T02:46:00+02:00;15835136
2019-06-06T02:47:00+02:00;22957056
2019-06-06T02:48:00+02:00;24029184
2019-06-06T02:49:00+02:00;24029184
2019-06-06T02:50:00+02:00;18689024
2019-06-06T02:51:00+02:00;31362048
2019-06-06T02:52:00+02:00;33510400
2019-06-06T02:53:00+02:00;33510400
2019-06-06T02:54:00+02:00;34886656
2019-06-06T02:55:00+02:00;33364992
2019-06-06T02:56:00+02:00;28856320
2019-06-06T02:57:00+02:00;22064128
2019-06-06T02:58:00+02:00;22064128
2019-06-06T02:59:00+02:00;22591488
2019-06-06T03:00:00+02:00;27791360
2019-06-06T03:01:00+02:00;16024576
2019-06-06T03:02:00+02:00;16024576
2019-06-06T03:03:00+02:00;33105920
2019-06-06T03:04:00+02:00;19551232
2019-06-06T03:05:00+02:00;31078400
2019-06-06T03:06:00+02:00;16583680
2019-06-06T03:07:00+02:00;16583680
2019-06-06T03:08:00+02:00;26696704
2019-06-06T03:09:00+02:00;20672512
2019-06-06T03:10:00+02:00;13100032
2019-06-06T03:11:00+02:00;13100032
2019-06-06T03:12:00+02:00;17329152
2019-06-06T03:13:00+02:00;18983936
2019-06-06T03:14:00+02:00;20152320
2019-06-06T03:15:00+02:00;14644224
2019-06-06T03:16:00+02:00;14644224
2019-06-06T03:17:00+02:00;14075904
2019-06-06T03:18:00+02:00;25574400
2019-06-06T03:19:00+02:00;19241984
2019-06-06T03:20:00+02:00;19241984
2019-06-06T03:21:00+02:00;20359168
2019-06-06T03:22:00+02:00;20202496
2019-06-06T03:23:00+02:00;17416192
2019-06-06T03:24:00+02:00;15218688
2019-06-06T03:25:00+02:00;15218688
2019-06-06T03:26:00+02:00;11224064
2019-06-06T03:27:00+02:00;20457472
2019-06-06T03:28:00+02:00;7763968
2019-06-06T03:29:00+02:00;12181504
2019-06-06T03:30:00+02:00;12181504
2019-06-06T03:31:00+02:00;9955328
2019-06-06T03:32:00+02:00;4669440
2019-06-06T03:33:00+02:00;12537856
2019-06-06T03:34:00+02:00;12537856
2019-06-06T03:35:00+02:00;18001920
2019-06-06T03:36:00+02:00;21634048
2019-06-06T03:37:00+02:00;20815872
2019-06-06T03:38:00+02:00;16711680
2019-06-06T03:39:00+02:00;16711680
2019-06-06T03:40:00+02:00;23867392
2019-06-06T03:41:00+02:00;15784960
2019-06-06T03:42:00+02:00;25332736
2019-06-06T03:43:00+02:00;21286912
2019-06-06T03:44:00+02:00;21286912
2019-06-06T03:45:00+02:00;19434496
2019-06-06T03:46:00+02:00;14542848
2019-06-06T03:47:00+02:00;22567936
2019-06-06T03:48:00+02:00;22567936
2019-06-06T03:49:00+02:00;18506752
2019-06-06T03:50:00+02:00;29767680
2019-06-06T03:51:00+02:00;17144832
2019-06-06T03:52:00+02:00;31617024
2019-06-06T03:53:00+02:00;31617024
2019-06-06T03:54:00+02:00;30071808
2019-06-06T03:55:00+02:00;42392576
2019-06-06T03:56:00+02:00;36935680
2019-06-06T03:57:00+02:00;36935680
2019-06-06T03:58:00+02:00;46990336
2019-06-06T03:59:00+02:00;44633088
2019-06-06T04:00:00+02:00;38920192
2019-06-06T04:01:00+02:00;43169792
2019-06-06T04:02:00+02:00;43169792
2019-06-06T04:03:00+02:00;21363712
2019-06-06T04:04:00+02:00;31360000
2019-06-06T04:05:00+02:00;16390144
2019-06-06T04:06:00+02:00;16390144
2019-06-06T04:07:00+02:00;33438720
2019-06-06T04:08:00+02:00;28879872
2019-06-06T04:09:00+02:00;27166720
2019-06-06T04:10:00+02:00;42593280
2019-06-06T04:11:00+02:00;42593280
2019-06-06T04:12:00+02:00;66279424
2019-06-06T04:13:00+02:00;44780544
2019-06-06T04:14:00+02:00;42616832
2019-06-06T04:15:00+02:00;42616832
2019-06-06T04:16:00+02:00;28275712
2019-06-06T04:17:00+02:00;79177728
2019-06-06T04:18:00+02:00;2443264
2019-06-06T04:19:00+02:00;2096128
2019-06-06T04:20:00+02:00;2096128
2019-06-06T04:21:00+02:00;2221056
2019-06-06T04:22:00+02:00;2867200
2019-06-06T04:23:00+02:00;2618368
2019-06-06T04:24:00+02:00;2909184
2019-06-06T04:25:00+02:00;2909184
2019-06-06T04:26:00+02:00;5504000
2019-06-06T04:27:00+02:00;null
2019-06-06T04:28:00+02:00;2701312
2019-06-06T04:29:00+02:00;2701312
2019-06-06T04:30:00+02:00;8742912
2019-06-06T04:31:00+02:00;4958208
2019-06-06T04:32:00+02:00;6796288
2019-06-06T04:33:00+02:00;6796288
2019-06-06T04:34:00+02:00;3736576
2019-06-06T04:35:00+02:00;4542464
2019-06-06T04:36:00+02:00;2388992
2019-06-06T04:37:00+02:00;10082304
2019-06-06T04:38:00+02:00;10082304
2019-06-06T04:39:00+02:00;2571264
2019-06-06T04:40:00+02:00;1472512
2019-06-06T04:41:00+02:00;2481152
2019-06-06T04:42:00+02:00;1620992
2019-06-06T04:43:00+02:00;1620992
2019-06-06T04:44:00+02:00;1757184
2019-06-06T04:45:00+02:00;1853440
2019-06-06T04:46:00+02:00;1503232
2019-06-06T04:47:00+02:00;1503232
2019-06-06T04:48:00+02:00;2601984
2019-06-06T04:49:00+02:00;2131968
2019-06-06T04:50:00+02:00;1879040
2019-06-06T04:51:00+02:00;1741824
2019-06-06T04:52:00+02:00;1741824
2019-06-06T04:53:00+02:00;1505280
2019-06-06T04:54:00+02:00;1856512
2019-06-06T04:55:00+02:00;3188736
2019-06-06T04:56:00+02:00;1982464
2019-06-06T04:57:00+02:00;1982464
2019-06-06T04:58:00+02:00;1455104
2019-06-06T04:59:00+02:00;2020352
2019-06-06T05:00:00+02:00;1969152
2019-06-06T05:01:00+02:00;1969152
2019-06-06T05:02:00+02:00;1149952
2019-06-06T05:03:00+02:00;1658880
2019-06-06T05:04:00+02:00;2812928
2019-06-06T05:05:00+02:00;2446336
2019-06-06T05:06:00+02:00;2446336
2019-06-06T05:07:00+02:00;2941952
2019-06-06T05:08:00+02:00;2787328
2019-06-06T05:09:00+02:00;3217408
2019-06-06T05:10:00+02:00;2819072
2019-06-06T05:11:00+02:00;2819072
2019-06-06T05:12:00+02:00;3025920
2019-06-06T05:13:00+02:00;2739200
2019-06-06T05:14:00+02:00;2893824
2019-06-06T05:15:00+02:00;2893824
2019-06-06T05:16:00+02:00;3209216
2019-06-06T05:17:00+02:00;2643968
2019-06-06T05:18:00+02:00;2491392
2019-06-06T05:19:00+02:00;2844672
2019-06-06T05:20:00+02:00;2844672
2019-06-06T05:21:00+02:00;2656256
2019-06-06T05:22:00+02:00;2759680
2019-06-06T05:23:00+02:00;2855936
2019-06-06T05:24:00+02:00;2855936
2019-06-06T05:25:00+02:00;2539520
2019-06-06T05:26:00+02:00;2945024
2019-06-06T05:27:00+02:00;539648
2019-06-06T05:28:00+02:00;2173952
2019-06-06T05:29:00+02:00;2173952
2019-06-06T05:30:00+02:00;827392
2019-06-06T05:31:00+02:00;945152
2019-06-06T05:32:00+02:00;2828288
2019-06-06T05:33:00+02:00;2828288
2019-06-06T05:34:00+02:00;1697792
2019-06-06T05:35:00+02:00;1294336
2019-06-06T05:36:00+02:00;1192960
2019-06-06T05:37:00+02:00;1157120
2019-06-06T05:38:00+02:00;1157120
2019-06-06T05:39:00+02:00;1305600
2019-06-06T05:40:00+02:00;8847360
2019-06-06T05:41:00+02:00;1110016
2019-06-06T05:42:00+02:00;1110016
2019-06-06T05:43:00+02:00;407552
2019-06-06T05:44:00+02:00;586752
2019-06-06T05:45:00+02:00;230400
2019-06-06T05:46:00+02:00;480256
2019-06-06T05:47:00+02:00;480256
2019-06-06T05:48:00+02:00;397312
2019-06-06T05:49:00+02:00;194560
2019-06-06T05:50:00+02:00;701440
2019-06-06T05:51:00+02:00;701440
2019-06-06T05:52:00+02:00;303104
2019-06-06T05:53:00+02:00;378880
2019-06-06T05:54:00+02:00;486400
2019-06-06T05:55:00+02:00;712704
2019-06-06T05:56:00+02:00;712704
2019-06-06T05:57:00+02:00;436224
2019-06-06T05:58:00+02:00;591872
2019-06-06T05:59:00+02:00;762880
2019-06-06T06:00:00+02:00;762880
2019-06-06T06:01:00+02:00;906240
2019-06-06T06:02:00+02:00;873472
2019-06-06T06:03:00+02:00;431104
2019-06-06T06:04:00+02:00;414720
2019-06-06T06:05:00+02:00;414720
2019-06-06T06:06:00+02:00;326656
2019-06-06T06:07:00+02:00;1127424
2019-06-06T06:08:00+02:00;880640
2019-06-06T06:09:00+02:00;606208
2019-06-06T06:10:00+02:00;606208
2019-06-06T06:11:00+02:00;1184768
2019-06-06T06:12:00+02:00;1053696
2019-06-06T06:13:00+02:00;284672
2019-06-06T06:14:00+02:00;284672
2019-06-06T06:15:00+02:00;800768
2019-06-06T06:16:00+02:00;1141760
2019-06-06T06:17:00+02:00;287744
2019-06-06T06:18:00+02:00;339968
2019-06-06T06:19:00+02:00;339968
2019-06-06T06:20:00+02:00;524288
2019-06-06T06:21:00+02:00;489472
2019-06-06T06:22:00+02:00;1297408
2019-06-06T06:23:00+02:00;260096
2019-06-06T06:24:00+02:00;260096
2019-06-06T06:25:00+02:00;310272
2019-06-06T06:26:00+02:00;1633280
2019-06-06T06:27:00+02:00;1081344
2019-06-06T06:28:00+02:00;1081344
2019-06-06T06:29:00+02:00;646144
2019-06-06T06:30:00+02:00;1374208
2019-06-06T06:31:00+02:00;1709056
2019-06-06T06:32:00+02:00;1002496
2019-06-06T06:33:00+02:00;1002496
2019-06-06T06:34:00+02:00;547840
2019-06-06T06:35:00+02:00;370688
2019-06-06T06:36:00+02:00;1095680
2019-06-06T06:37:00+02:00;1422336
2019-06-06T06:38:00+02:00;1422336
2019-06-06T06:39:00+02:00;1849344
2019-06-06T06:40:00+02:00;936960
2019-06-06T06:41:00+02:00;1035264
2019-06-06T06:42:00+02:00;855040
2019-06-06T06:43:00+02:00;855040
2019-06-06T06:44:00+02:00;1942528
2019-06-06T06:45:00+02:00;1815552
2019-06-06T06:46:00+02:00;793600
2019-06-06T06:47:00+02:00;793600
2019-06-06T06:48:00+02:00;3093504
2019-06-06T06:49:00+02:00;1750016
2019-06-06T06:50:00+02:00;2078720
2019-06-06T06:51:00+02:00;1141760
2019-06-06T06:52:00+02:00;1141760
2019-06-06T06:53:00+02:00;572416
2019-06-06T06:54:00+02:00;2112512
2019-06-06T06:55:00+02:00;3632128
2019-06-06T06:56:00+02:00;3580928
2019-06-06T06:57:00+02:00;3580928
2019-06-06T06:58:00+02:00;2219008
2019-06-06T06:59:00+02:00;2102272
2019-06-06T07:00:00+02:00;2421760
2019-06-06T07:01:00+02:00;2421760
2019-06-06T07:02:00+02:00;3241984
2019-06-06T07:03:00+02:00;2333696
2019-06-06T07:04:00+02:00;5049344
2019-06-06T07:05:00+02:00;2247680
2019-06-06T07:06:00+02:00;2247680
2019-06-06T07:07:00+02:00;2536448
2019-06-06T07:08:00+02:00;3613696
2019-06-06T07:09:00+02:00;4221952
2019-06-06T07:10:00+02:00;4221952
2019-06-06T07:11:00+02:00;5004288
2019-06-06T07:12:00+02:00;4580352
2019-06-06T07:13:00+02:00;5089280
2019-06-06T07:14:00+02:00;7212032
2019-06-06T07:15:00+02:00;7212032
2019-06-06T07:16:00+02:00;6892544
2019-06-06T07:17:00+02:00;5123072
2019-06-06T07:18:00+02:00;4398080
2019-06-06T07:19:00+02:00;3354624
2019-06-06T07:20:00+02:00;3354624
2019-06-06T07:21:00+02:00;5143552
2019-06-06T07:22:00+02:00;6226944
2019-06-06T07:23:00+02:00;4510720
2019-06-06T07:24:00+02:00;4510720
2019-06-06T07:25:00+02:00;6662144
2019-06-06T07:26:00+02:00;6905856
2019-06-06T07:27:00+02:00;5787648
2019-06-06T07:28:00+02:00;6231040
2019-06-06T07:29:00+02:00;6231040
2019-06-06T07:30:00+02:00;7462912
2019-06-06T07:31:00+02:00;6587392
2019-06-06T07:32:00+02:00;7320576
2019-06-06T07:33:00+02:00;7320576
2019-06-06T07:34:00+02:00;9239552
2019-06-06T07:35:00+02:00;9442304
2019-06-06T07:36:00+02:00;4848640
2019-06-06T07:37:00+02:00;7305216
2019-06-06T07:38:00+02:00;7305216
2019-06-06T07:39:00+02:00;6813696
2019-06-06T07:40:00+02:00;5929984
2019-06-06T07:41:00+02:00;4982784
2019-06-06T07:42:00+02:00;4982784
2019-06-06T07:43:00+02:00;5854208
2019-06-06T07:44:00+02:00;6619136
2019-06-06T07:45:00+02:00;5394432
2019-06-06T07:46:00+02:00;6441984
2019-06-06T07:47:00+02:00;6441984
2019-06-06T07:48:00+02:00;7808000
2019-06-06T07:49:00+02:00;4602880
2019-06-06T07:50:00+02:00;6111232
2019-06-06T07:51:00+02:00;6111232
2019-06-06T07:52:00+02:00;5938176
2019-06-06T07:53:00+02:00;5965824
2019-06-06T07:54:00+02:00;7504896
2019-06-06T07:55:00+02:00;5738496
2019-06-06T07:56:00+02:00;5738496
2019-06-06T07:57:00+02:00;7056384
2019-06-06T07:58:00+02:00;8547328
2019-06-06T07:59:00+02:00;8147968
2019-06-06T08:00:00+02:00;8147968
2019-06-06T08:01:00+02:00;7139328
2019-06-06T08:02:00+02:00;11247616
2019-06-06T08:03:00+02:00;7689216
2019-06-06T08:04:00+02:00;9784320
2019-06-06T08:05:00+02:00;9784320
2019-06-06T08:06:00+02:00;7533568
2019-06-06T08:07:00+02:00;8840192
2019-06-06T08:08:00+02:00;null
2019-06-06T08:09:00+02:00;null
2019-06-06T08:10:00+02:00;5778432
2019-06-06T08:11:00+02:00;5899264
2019-06-06T08:12:00+02:00;4764672
2019-06-06T08:13:00+02:00;4764672
2019-06-06T08:14:00+02:00;8487936
2019-06-06T08:15:00+02:00;10637312
2019-06-06T08:16:00+02:00;8346624
2019-06-06T08:17:00+02:00;10701824
2019-06-06T08:18:00+02:00;10701824
2019-06-06T08:19:00+02:00;9460736
2019-06-06T08:20:00+02:00;9764864
2019-06-06T08:21:00+02:00;8877056
2019-06-06T08:22:00+02:00;8877056
2019-06-06T08:23:00+02:00;8981504
2019-06-06T08:24:00+02:00;8108032
2019-06-06T08:25:00+02:00;7792640
2019-06-06T08:26:00+02:00;null
2019-06-06T08:27:00+02:00;null
2019-06-06T08:28:00+02:00;39015424
2019-06-06T08:29:00+02:00;34597888
2019-06-06T08:30:00+02:00;10863616
2019-06-06T08:31:00+02:00;10863616
2019-06-06T08:32:00+02:00;13730816
2019-06-06T08:33:00+02:00;11952128
2019-06-06T08:34:00+02:00;8645632
2019-06-06T08:35:00+02:00;8322048
2019-06-06T08:36:00+02:00;8322048
2019-06-06T08:37:00+02:00;8285184
2019-06-06T08:38:00+02:00;11847680
2019-06-06T08:39:00+02:00;9543680
2019-06-06T08:40:00+02:00;9543680
2019-06-06T08:41:00+02:00;10164224
2019-06-06T08:42:00+02:00;9586688
2019-06-06T08:43:00+02:00;10808320
2019-06-06T08:44:00+02:00;9292800
2019-06-06T08:45:00+02:00;9292800
2019-06-06T08:46:00+02:00;10815488
2019-06-06T08:47:00+02:00;12710912
2019-06-06T08:48:00+02:00;16843776
2019-06-06T08:49:00+02:00;10472448
2019-06-06T08:50:00+02:00;10472448
2019-06-06T08:51:00+02:00;13488128
2019-06-06T08:52:00+02:00;13656064
2019-06-06T08:53:00+02:00;12926976
2019-06-06T08:54:00+02:00;12926976
2019-06-06T08:55:00+02:00;10203136
2019-06-06T08:56:00+02:00;10473472
2019-06-06T08:57:00+02:00;13881344
2019-06-06T08:58:00+02:00;12715008
2019-06-06T08:59:00+02:00;12715008
2019-06-06T09:00:00+02:00;18031616
2019-06-06T09:01:00+02:00;15148032
2019-06-06T09:02:00+02:00;14045184
2019-06-06T09:03:00+02:00;14045184
2019-06-06T09:04:00+02:00;14830592
2019-06-06T09:05:00+02:00;15430656
2019-06-06T09:06:00+02:00;18280448
2019-06-06T09:07:00+02:00;14911488
2019-06-06T09:08:00+02:00;14911488
2019-06-06T09:09:00+02:00;13047808
2019-06-06T09:10:00+02:00;15464448
2019-06-06T09:11:00+02:00;12347392
2019-06-06T09:12:00+02:00;12347392
2019-06-06T09:13:00+02:00;15535104
2019-06-06T09:14:00+02:00;13426688
2019-06-06T09:15:00+02:00;41207808
2019-06-06T09:16:00+02:00;29158400
2019-06-06T09:17:00+02:00;29158400
2019-06-06T09:18:00+02:00;29322240
2019-06-06T09:19:00+02:00;12848128
2019-06-06T09:20:00+02:00;24066048
2019-06-06T09:21:00+02:00;24066048
2019-06-06T09:22:00+02:00;18351104
2019-06-06T09:23:00+02:00;14005248
2019-06-06T09:24:00+02:00;16545792
2019-06-06T09:25:00+02:00;11525120
2019-06-06T09:26:00+02:00;11525120
2019-06-06T09:27:00+02:00;25525248
2019-06-06T09:28:00+02:00;11049984
2019-06-06T09:29:00+02:00;11553792
2019-06-06T09:30:00+02:00;10817536
2019-06-06T09:31:00+02:00;10817536
2019-06-06T09:32:00+02:00;12015616
2019-06-06T09:33:00+02:00;17576960
2019-06-06T09:34:00+02:00;17745920
2019-06-06T09:35:00+02:00;17745920
2019-06-06T09:36:00+02:00;13557760
2019-06-06T09:37:00+02:00;12444672
2019-06-06T09:38:00+02:00;13928448
2019-06-06T09:39:00+02:00;null
2019-06-06T09:40:00+02:00;null
2019-06-06T09:41:00+02:00;10681344
2019-06-06T09:42:00+02:00;12664832
2019-06-06T09:43:00+02:00;10328064
2019-06-06T09:44:00+02:00;12615680
2019-06-06T09:45:00+02:00;12615680
2019-06-06T09:46:00+02:00;11481088
2019-06-06T09:47:00+02:00;10302464
2019-06-06T09:48:00+02:00;14717952
2019-06-06T09:49:00+02:00;14717952
2019-06-06T09:50:00+02:00;12041216
2019-06-06T09:51:00+02:00;12301312
2019-06-06T09:52:00+02:00;14903296
2019-06-06T09:53:00+02:00;null
2019-06-06T09:54:00+02:00;null
2019-06-06T09:55:00+02:00;13314048
2019-06-06T09:56:00+02:00;10977280
2019-06-06T09:57:00+02:00;10055680
2019-06-06T09:58:00+02:00;10055680
2019-06-06T09:59:00+02:00;9359360
2019-06-06T10:00:00+02:00;11268096
2019-06-06T10:01:00+02:00;12640256
2019-06-06T10:02:00+02:00;12453888
2019-06-06T10:03:00+02:00;12453888
2019-06-06T10:04:00+02:00;13237248
2019-06-06T10:05:00+02:00;11531264
2019-06-06T10:06:00+02:00;10722304
2019-06-06T10:07:00+02:00;12024832
2019-06-06T10:08:00+02:00;12024832
2019-06-06T10:09:00+02:00;10309632
2019-06-06T10:10:00+02:00;10589184
2019-06-06T10:11:00+02:00;13196288
2019-06-06T10:12:00+02:00;13196288
2019-06-06T10:13:00+02:00;18368512
2019-06-06T10:14:00+02:00;17737728
2019-06-06T10:15:00+02:00;16867328
2019-06-06T10:16:00+02:00;14346240
2019-06-06T10:17:00+02:00;14346240
2019-06-06T10:18:00+02:00;18273280
2019-06-06T10:19:00+02:00;16538624
2019-06-06T10:20:00+02:00;18945024
2019-06-06T10:21:00+02:00;18945024
2019-06-06T10:22:00+02:00;19436544
2019-06-06T10:23:00+02:00;21101568
2019-06-06T10:24:00+02:00;22217728
2019-06-06T10:25:00+02:00;20015104
2019-06-06T10:26:00+02:00;20015104
2019-06-06T10:27:00+02:00;20631552
2019-06-06T10:28:00+02:00;23475200
2019-06-06T10:29:00+02:00;27005952
2019-06-06T10:30:00+02:00;27005952
2019-06-06T10:31:00+02:00;22963200
2019-06-06T10:32:00+02:00;25973760
2019-06-06T10:33:00+02:00;24343552
2019-06-06T10:34:00+02:00;22209536
2019-06-06T10:35:00+02:00;22209536
2019-06-06T10:36:00+02:00;22403072
2019-06-06T10:37:00+02:00;21102592
2019-06-06T10:38:00+02:00;23136256
2019-06-06T10:39:00+02:00;23136256
2019-06-06T10:40:00+02:00;21915648
2019-06-06T10:41:00+02:00;21279744
2019-06-06T10:42:00+02:00;22210560
2019-06-06T10:43:00+02:00;26936320
2019-06-06T10:44:00+02:00;26936320
2019-06-06T10:45:00+02:00;24458240
2019-06-06T10:46:00+02:00;24151040
2019-06-06T10:47:00+02:00;24955904
2019-06-06T10:48:00+02:00;24955904
2019-06-06T10:49:00+02:00;20467712
2019-06-06T10:50:00+02:00;21527552
2019-06-06T10:51:00+02:00;19428352
2019-06-06T10:52:00+02:00;19428352
2019-06-06T10:53:00+02:00;19952640
2019-06-06T10:54:00+02:00;24259584
2019-06-06T10:55:00+02:00;22830080
2019-06-06T10:56:00+02:00;25492480
2019-06-06T10:57:00+02:00;25492480
2019-06-06T10:58:00+02:00;21060608
2019-06-06T10:59:00+02:00;37909504
2019-06-06T11:00:00+02:00;19660800
2019-06-06T11:01:00+02:00;19660800
2019-06-06T11:02:00+02:00;19893248
2019-06-06T11:03:00+02:00;33776640
2019-06-06T11:04:00+02:00;40445952
2019-06-06T11:05:00+02:00;21745664
2019-06-06T11:06:00+02:00;21745664
2019-06-06T11:07:00+02:00;23063552
