Time;Number of bytes received
2019-06-06T11:07:00+02:00;21045248
2019-06-06T11:08:00+02:00;21100544
2019-06-06T11:09:00+02:00;21059584
2019-06-06T11:10:00+02:00;21059584
2019-06-06T11:11:00+02:00;17150976
2019-06-06T11:12:00+02:00;21339136
2019-06-06T11:13:00+02:00;19973120
2019-06-06T11:14:00+02:00;17105920
2019-06-06T11:15:00+02:00;17105920
2019-06-06T11:16:00+02:00;22520832
2019-06-06T11:17:00+02:00;23357440
2019-06-06T11:18:00+02:00;17244160
2019-06-06T11:19:00+02:00;17244160
2019-06-06T11:20:00+02:00;20163584
2019-06-06T11:21:00+02:00;17094656
2019-06-06T11:22:00+02:00;16893952
2019-06-06T11:23:00+02:00;14219264
2019-06-06T11:24:00+02:00;14219264
2019-06-06T11:25:00+02:00;16958464
2019-06-06T11:26:00+02:00;15655936
2019-06-06T11:27:00+02:00;14662656
2019-06-06T11:28:00+02:00;13646848
2019-06-06T11:29:00+02:00;13646848
2019-06-06T11:30:00+02:00;14287872
2019-06-06T11:31:00+02:00;11945984
2019-06-06T11:32:00+02:00;11396096
2019-06-06T11:33:00+02:00;11396096
2019-06-06T11:34:00+02:00;13730816
2019-06-06T11:35:00+02:00;13879296
2019-06-06T11:36:00+02:00;10842112
2019-06-06T11:37:00+02:00;10647552
2019-06-06T11:38:00+02:00;10647552
2019-06-06T11:39:00+02:00;10433536
2019-06-06T11:40:00+02:00;10722304
2019-06-06T11:41:00+02:00;6421504
2019-06-06T11:42:00+02:00;6421504
2019-06-06T11:43:00+02:00;11839488
2019-06-06T11:44:00+02:00;10785792
2019-06-06T11:45:00+02:00;13535232
2019-06-06T11:46:00+02:00;14688256
2019-06-06T11:47:00+02:00;14688256
2019-06-06T11:48:00+02:00;9499648
2019-06-06T11:49:00+02:00;9134080
2019-06-06T11:50:00+02:00;9882624
2019-06-06T11:51:00+02:00;9882624
2019-06-06T11:52:00+02:00;11626496
2019-06-06T11:53:00+02:00;19896320
2019-06-06T11:54:00+02:00;9328640
2019-06-06T11:55:00+02:00;8739840
2019-06-06T11:56:00+02:00;8739840
2019-06-06T11:57:00+02:00;8584192
2019-06-06T11:58:00+02:00;6706176
2019-06-06T11:59:00+02:00;9117696
2019-06-06T12:00:00+02:00;7954432
2019-06-06T12:01:00+02:00;7954432
2019-06-06T12:02:00+02:00;7206912
2019-06-06T12:03:00+02:00;8029184
2019-06-06T12:04:00+02:00;9714688
2019-06-06T12:05:00+02:00;9714688
2019-06-06T12:06:00+02:00;8779776
2019-06-06T12:07:00+02:00;9763840
2019-06-06T12:08:00+02:00;10931200
2019-06-06T12:09:00+02:00;10931200
2019-06-06T12:10:00+02:00;8528896
2019-06-06T12:11:00+02:00;8417280
2019-06-06T12:12:00+02:00;11907072
2019-06-06T12:13:00+02:00;10760192
2019-06-06T12:14:00+02:00;10760192
2019-06-06T12:15:00+02:00;8839168
2019-06-06T12:16:00+02:00;10265600
2019-06-06T12:17:00+02:00;12112896
2019-06-06T12:18:00+02:00;12112896
2019-06-06T12:19:00+02:00;12365824
2019-06-06T12:20:00+02:00;10723328
2019-06-06T12:21:00+02:00;12220416
2019-06-06T12:22:00+02:00;11939840
2019-06-06T12:23:00+02:00;11939840
2019-06-06T12:24:00+02:00;12311552
2019-06-06T12:25:00+02:00;12510208
2019-06-06T12:26:00+02:00;16205824
2019-06-06T12:27:00+02:00;15692800
2019-06-06T12:28:00+02:00;15692800
2019-06-06T12:29:00+02:00;13381632
2019-06-06T12:30:00+02:00;16151552
2019-06-06T12:31:00+02:00;15516672
2019-06-06T12:32:00+02:00;15516672
2019-06-06T12:33:00+02:00;16512000
2019-06-06T12:34:00+02:00;17351680
2019-06-06T12:35:00+02:00;16026624
2019-06-06T12:36:00+02:00;16891904
2019-06-06T12:37:00+02:00;16891904
2019-06-06T12:38:00+02:00;18142208
2019-06-06T12:39:00+02:00;15522816
2019-06-06T12:40:00+02:00;19025920
2019-06-06T12:41:00+02:00;19025920
2019-06-06T12:42:00+02:00;22029312
2019-06-06T12:43:00+02:00;16760832
2019-06-06T12:44:00+02:00;19530752
2019-06-06T12:45:00+02:00;19530752
2019-06-06T12:46:00+02:00;18732032
2019-06-06T12:47:00+02:00;18529280
2019-06-06T12:48:00+02:00;23412736
2019-06-06T12:49:00+02:00;19888128
2019-06-06T12:50:00+02:00;19888128
2019-06-06T12:51:00+02:00;17015808
2019-06-06T12:52:00+02:00;24948736
2019-06-06T12:53:00+02:00;28157952
2019-06-06T12:54:00+02:00;28157952
2019-06-06T12:55:00+02:00;25437184
2019-06-06T12:56:00+02:00;34551808
2019-06-06T12:57:00+02:00;27175936
2019-06-06T12:58:00+02:00;22898688
2019-06-06T12:59:00+02:00;22898688
2019-06-06T13:00:00+02:00;24397824
2019-06-06T13:01:00+02:00;23362560
2019-06-06T13:02:00+02:00;24340480
2019-06-06T13:03:00+02:00;24340480
2019-06-06T13:04:00+02:00;23288832
2019-06-06T13:05:00+02:00;25365504
2019-06-06T13:06:00+02:00;24066048
2019-06-06T13:07:00+02:00;36992000
2019-06-06T13:08:00+02:00;36992000
2019-06-06T13:09:00+02:00;21885952
2019-06-06T13:10:00+02:00;22285312
2019-06-06T13:11:00+02:00;19503104
2019-06-06T13:12:00+02:00;19503104
2019-06-06T13:13:00+02:00;21662720
2019-06-06T13:14:00+02:00;22703104
2019-06-06T13:15:00+02:00;19334144
2019-06-06T13:16:00+02:00;22520832
2019-06-06T13:17:00+02:00;22520832
2019-06-06T13:18:00+02:00;21102592
2019-06-06T13:19:00+02:00;24650752
2019-06-06T13:20:00+02:00;24678400
2019-06-06T13:21:00+02:00;24678400
2019-06-06T13:22:00+02:00;23833600
2019-06-06T13:23:00+02:00;21065728
2019-06-06T13:24:00+02:00;24247296
2019-06-06T13:25:00+02:00;21037056
2019-06-06T13:26:00+02:00;21037056
2019-06-06T13:27:00+02:00;18201600
2019-06-06T13:28:00+02:00;17819648
2019-06-06T13:29:00+02:00;20318208
2019-06-06T13:30:00+02:00;20318208
2019-06-06T13:31:00+02:00;20156416
2019-06-06T13:32:00+02:00;24381440
2019-06-06T13:33:00+02:00;20952064
2019-06-06T13:34:00+02:00;20420608
2019-06-06T13:35:00+02:00;20420608
2019-06-06T13:36:00+02:00;20847616
2019-06-06T13:37:00+02:00;21228544
2019-06-06T13:38:00+02:00;23092224
2019-06-06T13:39:00+02:00;21230592
2019-06-06T13:40:00+02:00;21230592
2019-06-06T13:41:00+02:00;24371200
2019-06-06T13:42:00+02:00;26489856
2019-06-06T13:43:00+02:00;27590656
2019-06-06T13:44:00+02:00;27590656
2019-06-06T13:45:00+02:00;30482432
2019-06-06T13:46:00+02:00;25922560
2019-06-06T13:47:00+02:00;25540608
2019-06-06T13:48:00+02:00;26231808
2019-06-06T13:49:00+02:00;26231808
2019-06-06T13:50:00+02:00;28446720
2019-06-06T13:51:00+02:00;31579136
2019-06-06T13:52:00+02:00;32386048
2019-06-06T13:53:00+02:00;32386048
2019-06-06T13:54:00+02:00;32123904
2019-06-06T13:55:00+02:00;30230528
2019-06-06T13:56:00+02:00;29794304
2019-06-06T13:57:00+02:00;30584832
2019-06-06T13:58:00+02:00;30584832
2019-06-06T13:59:00+02:00;30898176
2019-06-06T14:00:00+02:00;28702720
2019-06-06T14:01:00+02:00;28729344
2019-06-06T14:02:00+02:00;25592832
2019-06-06T14:03:00+02:00;25592832
2019-06-06T14:04:00+02:00;38857728
2019-06-06T14:05:00+02:00;25783296
2019-06-06T14:06:00+02:00;24096768
2019-06-06T14:07:00+02:00;24096768
2019-06-06T14:08:00+02:00;24912896
2019-06-06T14:09:00+02:00;26678272
2019-06-06T14:10:00+02:00;28691456
2019-06-06T14:11:00+02:00;25657344
2019-06-06T14:12:00+02:00;25657344
2019-06-06T14:13:00+02:00;29665280
2019-06-06T14:14:00+02:00;24984576
2019-06-06T14:15:00+02:00;30379008
2019-06-06T14:16:00+02:00;30379008
2019-06-06T14:17:00+02:00;27032576
2019-06-06T14:18:00+02:00;24123392
2019-06-06T14:19:00+02:00;24144896
2019-06-06T14:20:00+02:00;24708096
2019-06-06T14:21:00+02:00;24708096
2019-06-06T14:22:00+02:00;22173696
2019-06-06T14:23:00+02:00;22883328
2019-06-06T14:24:00+02:00;26892288
2019-06-06T14:25:00+02:00;26892288
2019-06-06T14:26:00+02:00;24357888
2019-06-06T14:27:00+02:00;24168448
2019-06-06T14:28:00+02:00;22900736
2019-06-06T14:29:00+02:00;20291584
2019-06-06T14:30:00+02:00;20291584
2019-06-06T14:31:00+02:00;17472512
2019-06-06T14:32:00+02:00;19390464
2019-06-06T14:33:00+02:00;21182464
2019-06-06T14:34:00+02:00;21182464
2019-06-06T14:35:00+02:00;19489792
2019-06-06T14:36:00+02:00;17469440
2019-06-06T14:37:00+02:00;16932864
2019-06-06T14:38:00+02:00;20526080
2019-06-06T14:39:00+02:00;20526080
2019-06-06T14:40:00+02:00;22455296
2019-06-06T14:41:00+02:00;17590272
2019-06-06T14:42:00+02:00;19181568
2019-06-06T14:43:00+02:00;19181568
2019-06-06T14:44:00+02:00;21045248
2019-06-06T14:45:00+02:00;19113984
2019-06-06T14:46:00+02:00;21353472
2019-06-06T14:47:00+02:00;31830016
2019-06-06T14:48:00+02:00;31830016
2019-06-06T14:49:00+02:00;30497792
2019-06-06T14:50:00+02:00;22575104
2019-06-06T14:51:00+02:00;21632000
2019-06-06T14:52:00+02:00;21632000
2019-06-06T14:53:00+02:00;21619712
2019-06-06T14:54:00+02:00;24973312
2019-06-06T14:55:00+02:00;22089728
2019-06-06T14:56:00+02:00;27834368
2019-06-06T14:57:00+02:00;27834368
2019-06-06T14:58:00+02:00;27743232
2019-06-06T14:59:00+02:00;33803264
2019-06-06T15:00:00+02:00;22302720
2019-06-06T15:01:00+02:00;22302720
2019-06-06T15:02:00+02:00;18412544
2019-06-06T15:03:00+02:00;19290112
2019-06-06T15:04:00+02:00;21361664
2019-06-06T15:05:00+02:00;17121280
2019-06-06T15:06:00+02:00;17121280
2019-06-06T15:07:00+02:00;24404992
2019-06-06T15:08:00+02:00;19800064
2019-06-06T15:09:00+02:00;19596288
2019-06-06T15:10:00+02:00;19596288
2019-06-06T15:11:00+02:00;16799744
2019-06-06T15:12:00+02:00;16337920
2019-06-06T15:13:00+02:00;19319808
2019-06-06T15:14:00+02:00;21156864
2019-06-06T15:15:00+02:00;21156864
2019-06-06T15:16:00+02:00;17790976
2019-06-06T15:17:00+02:00;21079040
2019-06-06T15:18:00+02:00;20178944
2019-06-06T15:19:00+02:00;20178944
2019-06-06T15:20:00+02:00;18422784
2019-06-06T15:21:00+02:00;19192832
2019-06-06T15:22:00+02:00;22590464
2019-06-06T15:23:00+02:00;19991552
2019-06-06T15:24:00+02:00;19991552
2019-06-06T15:25:00+02:00;18493440
2019-06-06T15:26:00+02:00;18394112
2019-06-06T15:27:00+02:00;15993856
2019-06-06T15:28:00+02:00;15993856
2019-06-06T15:29:00+02:00;17674240
2019-06-06T15:30:00+02:00;18036736
2019-06-06T15:31:00+02:00;20923392
2019-06-06T15:32:00+02:00;18095104
2019-06-06T15:33:00+02:00;18095104
2019-06-06T15:34:00+02:00;18376704
2019-06-06T15:35:00+02:00;17789952
2019-06-06T15:36:00+02:00;20272128
2019-06-06T15:37:00+02:00;20272128
2019-06-06T15:38:00+02:00;18461696
2019-06-06T15:39:00+02:00;18288640
2019-06-06T15:40:00+02:00;20785152
2019-06-06T15:41:00+02:00;18228224
2019-06-06T15:42:00+02:00;18228224
2019-06-06T15:43:00+02:00;22043648
2019-06-06T15:44:00+02:00;20984832
2019-06-06T15:45:00+02:00;22296576
2019-06-06T15:46:00+02:00;22296576
2019-06-06T15:47:00+02:00;25023488
2019-06-06T15:48:00+02:00;21084160
2019-06-06T15:49:00+02:00;24424448
2019-06-06T15:50:00+02:00;22673408
2019-06-06T15:51:00+02:00;22673408
2019-06-06T15:52:00+02:00;22891520
2019-06-06T15:53:00+02:00;25079808
2019-06-06T15:54:00+02:00;23695360
2019-06-06T15:55:00+02:00;23695360
2019-06-06T15:56:00+02:00;19164160
2019-06-06T15:57:00+02:00;16975872
2019-06-06T15:58:00+02:00;17320960
2019-06-06T15:59:00+02:00;16388096
2019-06-06T16:00:00+02:00;16388096
2019-06-06T16:01:00+02:00;15068160
2019-06-06T16:02:00+02:00;14865408
2019-06-06T16:03:00+02:00;16218112
2019-06-06T16:04:00+02:00;16218112
2019-06-06T16:05:00+02:00;16624640
2019-06-06T16:06:00+02:00;13673472
2019-06-06T16:07:00+02:00;18173952
2019-06-06T16:08:00+02:00;17507328
2019-06-06T16:09:00+02:00;17507328
2019-06-06T16:10:00+02:00;18046976
2019-06-06T16:11:00+02:00;20028416
2019-06-06T16:12:00+02:00;20359168
2019-06-06T16:13:00+02:00;20359168
2019-06-06T16:14:00+02:00;27804672
2019-06-06T16:15:00+02:00;19912704
2019-06-06T16:16:00+02:00;22780928
2019-06-06T16:17:00+02:00;22780928
2019-06-06T16:18:00+02:00;20860928
2019-06-06T16:19:00+02:00;24012800
2019-06-06T16:20:00+02:00;22170624
2019-06-06T16:21:00+02:00;24518656
2019-06-06T16:22:00+02:00;24518656
2019-06-06T16:23:00+02:00;null
2019-06-06T16:24:00+02:00;17925120
2019-06-06T16:25:00+02:00;20349952
2019-06-06T16:26:00+02:00;20349952
2019-06-06T16:27:00+02:00;19641344
2019-06-06T16:28:00+02:00;25826304
2019-06-06T16:29:00+02:00;21918720
2019-06-06T16:30:00+02:00;21918720
2019-06-06T16:31:00+02:00;23682048
2019-06-06T16:32:00+02:00;28393472
2019-06-06T16:33:00+02:00;31397888
2019-06-06T16:34:00+02:00;26199040
2019-06-06T16:35:00+02:00;26199040
2019-06-06T16:36:00+02:00;22707200
2019-06-06T16:37:00+02:00;27844608
2019-06-06T16:38:00+02:00;26753024
2019-06-06T16:39:00+02:00;26753024
2019-06-06T16:40:00+02:00;30299136
2019-06-06T16:41:00+02:00;27977728
2019-06-06T16:42:00+02:00;26041344
2019-06-06T16:43:00+02:00;31271936
2019-06-06T16:44:00+02:00;31271936
2019-06-06T16:45:00+02:00;27628544
2019-06-06T16:46:00+02:00;27075584
2019-06-06T16:47:00+02:00;25026560
2019-06-06T16:48:00+02:00;24488960
2019-06-06T16:49:00+02:00;24488960
2019-06-06T16:50:00+02:00;24676352
2019-06-06T16:51:00+02:00;26392576
2019-06-06T16:52:00+02:00;24747008
2019-06-06T16:53:00+02:00;24747008
2019-06-06T16:54:00+02:00;27044864
2019-06-06T16:55:00+02:00;22474752
2019-06-06T16:56:00+02:00;23599104
2019-06-06T16:57:00+02:00;23599104
2019-06-06T16:58:00+02:00;26247168
2019-06-06T16:59:00+02:00;23560192
2019-06-06T17:00:00+02:00;26014720
2019-06-06T17:01:00+02:00;29822976
2019-06-06T17:02:00+02:00;29822976
2019-06-06T17:03:00+02:00;29168640
2019-06-06T17:04:00+02:00;27851776
2019-06-06T17:05:00+02:00;30403584
2019-06-06T17:06:00+02:00;30403584
2019-06-06T17:07:00+02:00;30019584
2019-06-06T17:08:00+02:00;21523456
2019-06-06T17:09:00+02:00;29431808
2019-06-06T17:10:00+02:00;24300544
2019-06-06T17:11:00+02:00;24300544
2019-06-06T17:12:00+02:00;25382912
2019-06-06T17:13:00+02:00;24506368
2019-06-06T17:14:00+02:00;24211456
2019-06-06T17:15:00+02:00;24211456
2019-06-06T17:16:00+02:00;26989568
2019-06-06T17:17:00+02:00;24807424
2019-06-06T17:18:00+02:00;24134656
2019-06-06T17:19:00+02:00;24134656
2019-06-06T17:20:00+02:00;22469632
2019-06-06T17:21:00+02:00;23269376
2019-06-06T17:22:00+02:00;23200768
2019-06-06T17:23:00+02:00;23751680
2019-06-06T17:24:00+02:00;23751680
2019-06-06T17:25:00+02:00;24637440
2019-06-06T17:26:00+02:00;21799936
2019-06-06T17:27:00+02:00;22376448
2019-06-06T17:28:00+02:00;22376448
2019-06-06T17:29:00+02:00;24958976
2019-06-06T17:30:00+02:00;23313408
2019-06-06T17:31:00+02:00;23933952
2019-06-06T17:32:00+02:00;23933952
2019-06-06T17:33:00+02:00;19769344
2019-06-06T17:34:00+02:00;19510272
2019-06-06T17:35:00+02:00;19470336
2019-06-06T17:36:00+02:00;22716416
2019-06-06T17:37:00+02:00;22716416
2019-06-06T17:38:00+02:00;23435264
2019-06-06T17:39:00+02:00;22662144
2019-06-06T17:40:00+02:00;23284736
2019-06-06T17:41:00+02:00;23284736
2019-06-06T17:42:00+02:00;24287232
2019-06-06T17:43:00+02:00;20860928
2019-06-06T17:44:00+02:00;23131136
2019-06-06T17:45:00+02:00;19514368
2019-06-06T17:46:00+02:00;19514368
2019-06-06T17:47:00+02:00;17501184
2019-06-06T17:48:00+02:00;21538816
2019-06-06T17:49:00+02:00;31110144
2019-06-06T17:50:00+02:00;31110144
2019-06-06T17:51:00+02:00;22707200
2019-06-06T17:52:00+02:00;20493312
2019-06-06T17:53:00+02:00;21760000
2019-06-06T17:54:00+02:00;21760000
2019-06-06T17:55:00+02:00;24975360
2019-06-06T17:56:00+02:00;21415936
2019-06-06T17:57:00+02:00;21725184
2019-06-06T17:58:00+02:00;21187584
2019-06-06T17:59:00+02:00;21187584
2019-06-06T18:00:00+02:00;23491584
2019-06-06T18:01:00+02:00;24463360
2019-06-06T18:02:00+02:00;22179840
2019-06-06T18:03:00+02:00;22179840
2019-06-06T18:04:00+02:00;24911872
2019-06-06T18:05:00+02:00;22282240
2019-06-06T18:06:00+02:00;26550272
2019-06-06T18:07:00+02:00;21470208
2019-06-06T18:08:00+02:00;21470208
2019-06-06T18:09:00+02:00;22068224
2019-06-06T18:10:00+02:00;22087680
2019-06-06T18:11:00+02:00;20444160
2019-06-06T18:12:00+02:00;20444160
2019-06-06T18:13:00+02:00;18402304
2019-06-06T18:14:00+02:00;17974272
2019-06-06T18:15:00+02:00;19148800
2019-06-06T18:16:00+02:00;19545088
2019-06-06T18:17:00+02:00;19545088
2019-06-06T18:18:00+02:00;19433472
2019-06-06T18:19:00+02:00;20475904
2019-06-06T18:20:00+02:00;20175872
2019-06-06T18:21:00+02:00;22478848
2019-06-06T18:22:00+02:00;22478848
2019-06-06T18:23:00+02:00;20132864
2019-06-06T18:24:00+02:00;19145728
2019-06-06T18:25:00+02:00;19072000
2019-06-06T18:26:00+02:00;19072000
2019-06-06T18:27:00+02:00;21143552
2019-06-06T18:28:00+02:00;23717888
2019-06-06T18:29:00+02:00;23012352
2019-06-06T18:30:00+02:00;21588992
2019-06-06T18:31:00+02:00;21588992
2019-06-06T18:32:00+02:00;13476864
2019-06-06T18:33:00+02:00;6840320
2019-06-06T18:34:00+02:00;10698752
2019-06-06T18:35:00+02:00;10698752
2019-06-06T18:36:00+02:00;5565440
2019-06-06T18:37:00+02:00;13744128
2019-06-06T18:38:00+02:00;5195776
2019-06-06T18:39:00+02:00;11830272
2019-06-06T18:40:00+02:00;11830272
2019-06-06T18:41:00+02:00;10375168
2019-06-06T18:42:00+02:00;13687808
2019-06-06T18:43:00+02:00;7740416
2019-06-06T18:44:00+02:00;7740416
2019-06-06T18:45:00+02:00;14162944
2019-06-06T18:46:00+02:00;14302208
2019-06-06T18:47:00+02:00;9575424
2019-06-06T18:48:00+02:00;9748480
2019-06-06T18:49:00+02:00;9748480
2019-06-06T18:50:00+02:00;10583040
2019-06-06T18:51:00+02:00;11169792
2019-06-06T18:52:00+02:00;3317760
2019-06-06T18:53:00+02:00;3317760
2019-06-06T18:54:00+02:00;11302912
2019-06-06T18:55:00+02:00;6682624
2019-06-06T18:56:00+02:00;12101632
2019-06-06T18:57:00+02:00;10418176
2019-06-06T18:58:00+02:00;10418176
2019-06-06T18:59:00+02:00;8395776
2019-06-06T19:00:00+02:00;8297472
2019-06-06T19:01:00+02:00;4033536
2019-06-06T19:02:00+02:00;4033536
2019-06-06T19:03:00+02:00;10678272
2019-06-06T19:04:00+02:00;5117952
2019-06-06T19:05:00+02:00;5339136
2019-06-06T19:06:00+02:00;13213696
2019-06-06T19:07:00+02:00;13213696
2019-06-06T19:08:00+02:00;11335680
2019-06-06T19:09:00+02:00;11616256
2019-06-06T19:10:00+02:00;11529216
2019-06-06T19:11:00+02:00;11529216
2019-06-06T19:12:00+02:00;11137024
2019-06-06T19:13:00+02:00;9118720
2019-06-06T19:14:00+02:00;7601152
2019-06-06T19:15:00+02:00;7601152
2019-06-06T19:16:00+02:00;8784896
2019-06-06T19:17:00+02:00;8526848
2019-06-06T19:18:00+02:00;11796480
2019-06-06T19:19:00+02:00;15932416
2019-06-06T19:20:00+02:00;15932416
2019-06-06T19:21:00+02:00;10785792
2019-06-06T19:22:00+02:00;12801024
2019-06-06T19:23:00+02:00;5417984
2019-06-06T19:24:00+02:00;5417984
2019-06-06T19:25:00+02:00;12485632
2019-06-06T19:26:00+02:00;9843712
2019-06-06T19:27:00+02:00;3548160
2019-06-06T19:28:00+02:00;15256576
2019-06-06T19:29:00+02:00;15256576
2019-06-06T19:30:00+02:00;8615936
2019-06-06T19:31:00+02:00;11682816
2019-06-06T19:32:00+02:00;12896256
2019-06-06T19:33:00+02:00;12896256
2019-06-06T19:34:00+02:00;15234048
2019-06-06T19:35:00+02:00;10307584
2019-06-06T19:36:00+02:00;10337280
2019-06-06T19:37:00+02:00;12943360
2019-06-06T19:38:00+02:00;12943360
2019-06-06T19:39:00+02:00;6474752
2019-06-06T19:40:00+02:00;10393600
2019-06-06T19:41:00+02:00;9342976
2019-06-06T19:42:00+02:00;9342976
2019-06-06T19:43:00+02:00;8466432
2019-06-06T19:44:00+02:00;12412928
2019-06-06T19:45:00+02:00;9261056
2019-06-06T19:46:00+02:00;9261056
2019-06-06T19:47:00+02:00;15584256
2019-06-06T19:48:00+02:00;13419520
2019-06-06T19:49:00+02:00;13820928
2019-06-06T19:50:00+02:00;13820928
2019-06-06T19:51:00+02:00;6622208
2019-06-06T19:52:00+02:00;6302720
2019-06-06T19:53:00+02:00;13991936
2019-06-06T19:54:00+02:00;4111360
2019-06-06T19:55:00+02:00;4111360
2019-06-06T19:56:00+02:00;8778752
2019-06-06T19:57:00+02:00;9767936
2019-06-06T19:58:00+02:00;9767936
2019-06-06T19:59:00+02:00;12423168
2019-06-06T20:00:00+02:00;11738112
2019-06-06T20:01:00+02:00;13753344
2019-06-06T20:02:00+02:00;12423168
2019-06-06T20:03:00+02:00;12423168
2019-06-06T20:04:00+02:00;14138368
2019-06-06T20:05:00+02:00;10055680
2019-06-06T20:06:00+02:00;12822528
2019-06-06T20:07:00+02:00;12822528
2019-06-06T20:08:00+02:00;7525376
2019-06-06T20:09:00+02:00;9220096
2019-06-06T20:10:00+02:00;14360576
2019-06-06T20:11:00+02:00;14360576
2019-06-06T20:12:00+02:00;10773504
2019-06-06T20:13:00+02:00;7258112
2019-06-06T20:14:00+02:00;15224832
2019-06-06T20:15:00+02:00;15224832
2019-06-06T20:16:00+02:00;13920256
2019-06-06T20:17:00+02:00;14644224
2019-06-06T20:18:00+02:00;15705088
2019-06-06T20:19:00+02:00;15000576
2019-06-06T20:20:00+02:00;15000576
2019-06-06T20:21:00+02:00;17812480
2019-06-06T20:22:00+02:00;16898048
2019-06-06T20:23:00+02:00;17767424
2019-06-06T20:24:00+02:00;17767424
2019-06-06T20:25:00+02:00;11970560
2019-06-06T20:26:00+02:00;16698368
2019-06-06T20:27:00+02:00;21320704
2019-06-06T20:28:00+02:00;21320704
2019-06-06T20:29:00+02:00;19520512
2019-06-06T20:30:00+02:00;23568384
2019-06-06T20:31:00+02:00;25886720
2019-06-06T20:32:00+02:00;24913920
2019-06-06T20:33:00+02:00;24913920
2019-06-06T20:34:00+02:00;23665664
2019-06-06T20:35:00+02:00;26444800
2019-06-06T20:36:00+02:00;32250880
2019-06-06T20:37:00+02:00;32250880
2019-06-06T20:38:00+02:00;32464896
2019-06-06T20:39:00+02:00;27645952
2019-06-06T20:40:00+02:00;27278336
2019-06-06T20:41:00+02:00;24621056
2019-06-06T20:42:00+02:00;24621056
2019-06-06T20:43:00+02:00;25730048
2019-06-06T20:44:00+02:00;28726272
2019-06-06T20:45:00+02:00;30420992
2019-06-06T20:46:00+02:00;30420992
2019-06-06T20:47:00+02:00;28468224
2019-06-06T20:48:00+02:00;27047936
2019-06-06T20:49:00+02:00;28300288
2019-06-06T20:50:00+02:00;32684032
2019-06-06T20:51:00+02:00;32684032
2019-06-06T20:52:00+02:00;27361280
2019-06-06T20:53:00+02:00;31353856
2019-06-06T20:54:00+02:00;32106496
2019-06-06T20:55:00+02:00;32106496
2019-06-06T20:56:00+02:00;28763136
2019-06-06T20:57:00+02:00;35998720
2019-06-06T20:58:00+02:00;32588800
2019-06-06T20:59:00+02:00;28769280
2019-06-06T21:00:00+02:00;28769280
2019-06-06T21:01:00+02:00;28322816
2019-06-06T21:02:00+02:00;29807616
2019-06-06T21:03:00+02:00;28171264
2019-06-06T21:04:00+02:00;28171264
2019-06-06T21:05:00+02:00;31718400
2019-06-06T21:06:00+02:00;29787136
2019-06-06T21:07:00+02:00;29627392
2019-06-06T21:08:00+02:00;29941760
2019-06-06T21:09:00+02:00;29941760
2019-06-06T21:10:00+02:00;30993408
2019-06-06T21:11:00+02:00;31758336
2019-06-06T21:12:00+02:00;34692096
2019-06-06T21:13:00+02:00;34692096
2019-06-06T21:14:00+02:00;32760832
2019-06-06T21:15:00+02:00;32310272
2019-06-06T21:16:00+02:00;30156800
2019-06-06T21:17:00+02:00;28678144
2019-06-06T21:18:00+02:00;28678144
2019-06-06T21:19:00+02:00;28047360
2019-06-06T21:20:00+02:00;30814208
2019-06-06T21:21:00+02:00;29173760
2019-06-06T21:22:00+02:00;27254784
2019-06-06T21:23:00+02:00;27254784
2019-06-06T21:24:00+02:00;25314304
2019-06-06T21:25:00+02:00;31408128
2019-06-06T21:26:00+02:00;31633408
2019-06-06T21:27:00+02:00;31633408
2019-06-06T21:28:00+02:00;29931520
2019-06-06T21:29:00+02:00;28827648
2019-06-06T21:30:00+02:00;27994112
2019-06-06T21:31:00+02:00;27994112
2019-06-06T21:32:00+02:00;27998208
2019-06-06T21:33:00+02:00;26750976
2019-06-06T21:34:00+02:00;30192640
2019-06-06T21:35:00+02:00;29641728
2019-06-06T21:36:00+02:00;29641728
2019-06-06T21:37:00+02:00;29072384
2019-06-06T21:38:00+02:00;30278656
2019-06-06T21:39:00+02:00;30095360
2019-06-06T21:40:00+02:00;30095360
2019-06-06T21:41:00+02:00;28851200
2019-06-06T21:42:00+02:00;26515456
2019-06-06T21:43:00+02:00;null
2019-06-06T21:44:00+02:00;27073536
2019-06-06T21:45:00+02:00;27073536
2019-06-06T21:46:00+02:00;27088896
2019-06-06T21:47:00+02:00;26801152
2019-06-06T21:48:00+02:00;28099584
2019-06-06T21:49:00+02:00;28099584
2019-06-06T21:50:00+02:00;28608512
2019-06-06T21:51:00+02:00;25775104
2019-06-06T21:52:00+02:00;29024256
2019-06-06T21:53:00+02:00;30766080
2019-06-06T21:54:00+02:00;30766080
2019-06-06T21:55:00+02:00;27304960
2019-06-06T21:56:00+02:00;27515904
2019-06-06T21:57:00+02:00;29572096
2019-06-06T21:58:00+02:00;29572096
2019-06-06T21:59:00+02:00;30419968
2019-06-06T22:00:00+02:00;39207936
2019-06-06T22:01:00+02:00;26173440
2019-06-06T22:02:00+02:00;24236032
2019-06-06T22:03:00+02:00;24236032
2019-06-06T22:04:00+02:00;22578176
2019-06-06T22:05:00+02:00;24071168
2019-06-06T22:06:00+02:00;22376448
2019-06-06T22:07:00+02:00;29003776
2019-06-06T22:08:00+02:00;29003776
2019-06-06T22:09:00+02:00;26138624
2019-06-06T22:10:00+02:00;23995392
2019-06-06T22:11:00+02:00;26549248
2019-06-06T22:12:00+02:00;26549248
