Time;Free disk space on /
2019-03-27T04:00:00+01:00;226959805815
2019-03-27T05:00:00+01:00;221837700949
2019-03-27T06:00:00+01:00;219787663360
2019-03-27T07:00:00+01:00;219717597184
2019-03-27T08:00:00+01:00;219682564096
2019-03-27T09:00:00+01:00;219651061350
2019-03-27T10:00:00+01:00;219577554944
2019-03-27T11:00:00+01:00;219577554944
2019-03-27T12:00:00+01:00;219567060992
2019-03-27T13:00:00+01:00;219472615424
2019-03-27T14:00:00+01:00;219472615424
2019-03-27T15:00:00+01:00;219380219494
2019-03-27T16:00:00+01:00;219366004736
2019-03-27T17:00:00+01:00;219366004736
2019-03-27T18:00:00+01:00;219334453452
2019-03-27T19:00:00+01:00;219260833792
2019-03-27T20:00:00+01:00;219260833792
2019-03-27T21:00:00+01:00;219260833792
2019-03-27T22:00:00+01:00;219260833792
2019-03-27T23:00:00+01:00;219260833792
2019-03-28T00:00:00+01:00;194904373145
2019-03-28T01:00:00+01:00;219583729664
2019-03-28T02:00:00+01:00;219583729664
2019-03-28T03:00:00+01:00;219526187281
2019-03-28T04:00:00+01:00;219587907584
2019-03-28T05:00:00+01:00;219587907584
2019-03-28T06:00:00+01:00;219587907584
2019-03-28T07:00:00+01:00;219587907584
2019-03-28T08:00:00+01:00;219587907584
2019-03-28T09:00:00+01:00;219483569152
2019-03-28T10:00:00+01:00;219481800704
2019-03-28T11:00:00+01:00;219455236096
2019-03-28T12:00:00+01:00;219375542272
2019-03-28T13:00:00+01:00;219375542272
2019-03-28T14:00:00+01:00;219342129834
2019-03-28T15:00:00+01:00;219270029312
2019-03-28T16:00:00+01:00;219270029312
2019-03-28T17:00:00+01:00;219270029312
2019-03-28T18:00:00+01:00;219217597440
2019-03-28T19:00:00+01:00;219165165568
2019-03-28T20:00:00+01:00;219165165568
2019-03-28T21:00:00+01:00;219165165568
2019-03-28T22:00:00+01:00;219165165568
2019-03-28T23:00:00+01:00;219165165568
2019-03-29T00:00:00+01:00;196241035707
2019-03-29T01:00:00+01:00;219436589056
2019-03-29T02:00:00+01:00;219375103692
2019-03-29T03:00:00+01:00;219417733939
2019-03-29T04:00:00+01:00;219414079488
2019-03-29T05:00:00+01:00;219414079488
2019-03-29T06:00:00+01:00;219414079488
2019-03-29T07:00:00+01:00;219414079488
2019-03-29T08:00:00+01:00;219414079488
2019-03-29T09:00:00+01:00;219338783300
2019-03-29T10:00:00+01:00;219309015040
2019-03-29T11:00:00+01:00;219309015040
2019-03-29T12:00:00+01:00;219272231014
2019-03-29T13:00:00+01:00;219203917824
2019-03-29T14:00:00+01:00;219203917824
2019-03-29T15:00:00+01:00;219118222233
2019-03-29T16:00:00+01:00;219098984448
2019-03-29T17:00:00+01:00;219098984448
2019-03-29T18:00:00+01:00;219098984448
2019-03-29T19:00:00+01:00;219023780727
2019-03-29T20:00:00+01:00;218994049024
2019-03-29T21:00:00+01:00;218994049024
2019-03-29T22:00:00+01:00;218994049024
2019-03-29T23:00:00+01:00;218909988659
2019-03-30T00:00:00+01:00;187512682632
2019-03-30T01:00:00+01:00;209573373952
2019-03-30T02:00:00+01:00;209573373952
2019-03-30T03:00:00+01:00;209499716300
2019-03-30T04:00:00+01:00;209556146176
2019-03-30T05:00:00+01:00;209556146176
2019-03-30T06:00:00+01:00;209556146176
2019-03-30T07:00:00+01:00;209556146176
2019-03-30T08:00:00+01:00;209556146176
2019-03-30T09:00:00+01:00;209556146176
2019-03-30T10:00:00+01:00;209510669721
2019-03-30T11:00:00+01:00;209451200512
2019-03-30T12:00:00+01:00;209451200512
2019-03-30T13:00:00+01:00;209451200512
2019-03-30T14:00:00+01:00;209451200512
2019-03-30T15:00:00+01:00;209431957469
2019-03-30T16:00:00+01:00;209346238464
2019-03-30T17:00:00+01:00;209346238464
2019-03-30T18:00:00+01:00;209346238464
2019-03-30T19:00:00+01:00;209346238464
2019-03-30T20:00:00+01:00;209346238464
2019-03-30T21:00:00+01:00;209346238464
2019-03-30T22:00:00+01:00;209346238464
2019-03-30T23:00:00+01:00;209244573218
2019-03-31T00:00:00+01:00;186120760661
2019-03-31T01:00:00+01:00;209537675264
2019-03-31T03:00:00+02:00;209493152597
2019-03-31T04:00:00+02:00;209478139904
2019-03-31T05:00:00+02:00;209478139904
2019-03-31T06:00:00+02:00;209478139904
2019-03-31T07:00:00+02:00;209478139904
2019-03-31T08:00:00+02:00;209448644949
2019-03-31T09:00:00+02:00;209549006848
2019-03-31T10:00:00+02:00;209549006848
2019-03-31T11:00:00+02:00;209549006848
2019-03-31T12:00:00+02:00;209549006848
2019-03-31T13:00:00+02:00;209549006848
2019-03-31T14:00:00+02:00;209549006848
2019-03-31T15:00:00+02:00;209456319317
2019-03-31T16:00:00+02:00;209444077568
2019-03-31T17:00:00+02:00;209444077568
2019-03-31T18:00:00+02:00;209444077568
2019-03-31T19:00:00+02:00;209353066086
2019-03-31T20:00:00+02:00;209339064320
2019-03-31T21:00:00+02:00;209339064320
2019-03-31T22:00:00+02:00;209339064320
2019-03-31T23:00:00+02:00;209281328435
2019-04-01T00:00:00+02:00;192778809582
