Time;Average number of bytes written to the disk Hard disk 1
2019-03-28T22:00:00+01:00;1213781
2019-03-28T23:00:00+01:00;1221290
2019-03-29T00:00:00+01:00;17428172
2019-03-29T01:00:00+01:00;1349546
2019-03-29T02:00:00+01:00;1345382
2019-03-29T03:00:00+01:00;2516087
2019-03-29T04:00:00+01:00;975906
2019-03-29T05:00:00+01:00;963174
2019-03-29T06:00:00+01:00;930918
2019-03-29T07:00:00+01:00;907110
2019-03-29T08:00:00+01:00;967697
2019-03-29T09:00:00+01:00;1327411
2019-03-29T10:00:00+01:00;1245132
2019-03-29T11:00:00+01:00;1305002
2019-03-29T12:00:00+01:00;1518318
2019-03-29T13:00:00+01:00;1237469
2019-03-29T14:00:00+01:00;1150685
2019-03-29T15:00:00+01:00;1099246
2019-03-29T16:00:00+01:00;1289267
2019-03-29T17:00:00+01:00;1493930
2019-03-29T18:00:00+01:00;1555592
2019-03-29T19:00:00+01:00;1316573
2019-03-29T20:00:00+01:00;1231667
2019-03-29T21:00:00+01:00;1165704
2019-03-29T22:00:00+01:00;1021542
2019-03-29T23:00:00+01:00;1194120
2019-03-30T00:00:00+01:00;18901384
2019-03-30T01:00:00+01:00;1133687
2019-03-30T02:00:00+01:00;939929
2019-03-30T03:00:00+01:00;2747118
2019-03-30T04:00:00+01:00;1098205
2019-03-30T05:00:00+01:00;1098513
2019-03-30T06:00:00+01:00;905472
2019-03-30T07:00:00+01:00;800870
2019-03-30T08:00:00+01:00;1032516
2019-03-30T09:00:00+01:00;1195110
2019-03-30T10:00:00+01:00;766839
2019-03-30T11:00:00+01:00;803498
2019-03-30T12:00:00+01:00;1238647
2019-03-30T13:00:00+01:00;1132544
2019-03-30T14:00:00+01:00;951483
2019-03-30T15:00:00+01:00;892228
2019-03-30T16:00:00+01:00;1260561
2019-03-30T17:00:00+01:00;964130
2019-03-30T18:00:00+01:00;971229
2019-03-30T19:00:00+01:00;1020791
2019-03-30T20:00:00+01:00;1147016
2019-03-30T21:00:00+01:00;1047410
2019-03-30T22:00:00+01:00;1014732
2019-03-30T23:00:00+01:00;1069977
2019-03-31T00:00:00+01:00;16022784
2019-03-31T01:00:00+01:00;1149969
2019-03-31T03:00:00+02:00;2143658
2019-03-31T04:00:00+02:00;1042329
2019-03-31T05:00:00+02:00;952610
2019-03-31T06:00:00+02:00;145868
2019-03-31T07:00:00+02:00;743321
2019-03-31T08:00:00+02:00;2469512
2019-03-31T09:00:00+02:00;1052245
2019-03-31T10:00:00+02:00;643259
2019-03-31T11:00:00+02:00;931805
2019-03-31T12:00:00+02:00;936652
2019-03-31T13:00:00+02:00;1094212
2019-03-31T14:00:00+02:00;301585
2019-03-31T15:00:00+02:00;982630
2019-03-31T16:00:00+02:00;1080490
2019-03-31T17:00:00+02:00;944861
2019-03-31T18:00:00+02:00;251613
2019-03-31T19:00:00+02:00;862361
2019-03-31T20:00:00+02:00;992358
2019-03-31T21:00:00+02:00;1057501
2019-03-31T22:00:00+02:00;437094
2019-03-31T23:00:00+02:00;1150105
2019-04-01T00:00:00+02:00;14595532
