Time;Number of packets received on interface Network adapter 1
2019-03-30T02:00:00+01:00;17304
2019-03-30T03:00:00+01:00;27030
2019-03-30T04:00:00+01:00;16539
2019-03-30T05:00:00+01:00;13595
2019-03-30T06:00:00+01:00;18409
2019-03-30T07:00:00+01:00;18715
2019-03-30T08:00:00+01:00;15474
2019-03-30T09:00:00+01:00;10735
2019-03-30T10:00:00+01:00;19581
2019-03-30T11:00:00+01:00;18999
2019-03-30T12:00:00+01:00;14829
2019-03-30T13:00:00+01:00;13611
2019-03-30T14:00:00+01:00;18000
2019-03-30T15:00:00+01:00;16010
2019-03-30T16:00:00+01:00;15543
2019-03-30T17:00:00+01:00;12982
2019-03-30T18:00:00+01:00;15895
2019-03-30T19:00:00+01:00;16574
2019-03-30T20:00:00+01:00;15764
2019-03-30T21:00:00+01:00;11488
2019-03-30T22:00:00+01:00;17785
2019-03-30T23:00:00+01:00;18154
2019-03-31T00:00:00+01:00;16253
2019-03-31T01:00:00+01:00;13037
2019-03-31T03:00:00+02:00;28891
2019-03-31T04:00:00+02:00;14859
2019-03-31T05:00:00+02:00;13704
2019-03-31T06:00:00+02:00;3806
2019-03-31T07:00:00+02:00;31723
2019-03-31T08:00:00+02:00;18693
2019-03-31T09:00:00+02:00;14310
2019-03-31T10:00:00+02:00;4178
2019-03-31T11:00:00+02:00;28324
2019-03-31T12:00:00+02:00;16060
2019-03-31T13:00:00+02:00;14079
2019-03-31T14:00:00+02:00;4744
2019-03-31T15:00:00+02:00;29499
2019-03-31T16:00:00+02:00;15921
2019-03-31T17:00:00+02:00;14335
2019-03-31T18:00:00+02:00;5160
2019-03-31T19:00:00+02:00;28913
2019-03-31T20:00:00+02:00;15413
2019-03-31T21:00:00+02:00;14613
2019-03-31T22:00:00+02:00;6339
2019-03-31T23:00:00+02:00;31335
2019-04-01T00:00:00+02:00;14389
