Time;Host memory usage
2019-03-01T00:00:00+01:00;17199949414
2019-03-01T01:00:00+01:00;17200316416
2019-03-01T02:00:00+01:00;17200963037
2019-03-01T03:00:00+01:00;17200840704
2019-03-01T04:00:00+01:00;17200910609
2019-03-01T05:00:00+01:00;17201120324
2019-03-01T06:00:00+01:00;17201662088
2019-03-01T07:00:00+01:00;17201889280
2019-03-01T08:00:00+01:00;17201364992
2019-03-01T09:00:00+01:00;17201050419
2019-03-01T10:00:00+01:00;17201015466
2019-03-01T11:00:00+01:00;17201172753
2019-03-01T12:00:00+01:00;17201697041
2019-03-01T13:00:00+01:00;17201871803
2019-03-01T14:00:00+01:00;17201749469
2019-03-01T15:00:00+01:00;17201749469
2019-03-01T16:00:00+01:00;17201487325
2019-03-01T17:00:00+01:00;17200840704
2019-03-01T18:00:00+01:00;17200840704
2019-03-01T19:00:00+01:00;17200910609
2019-03-01T20:00:00+01:00;17201277610
2019-03-01T21:00:00+01:00;17200963037
2019-03-01T22:00:00+01:00;17200928085
2019-03-01T23:00:00+01:00;17200980514
2019-03-02T00:00:00+01:00;17199844556
2019-03-02T01:00:00+01:00;17199774651
2019-03-02T02:00:00+01:00;17199599889
2019-03-02T03:00:00+01:00;17200176605
2019-03-02T04:00:00+01:00;17200194082
2019-03-02T05:00:00+01:00;17196436684
2019-03-02T06:00:00+01:00;17198743552
2019-03-02T07:00:00+01:00;17197048354
2019-03-02T08:00:00+01:00;17198603741
2019-03-02T09:00:00+01:00;17197572642
2019-03-02T10:00:00+01:00;17198621218
2019-03-02T11:00:00+01:00;17197485260
2019-03-02T12:00:00+01:00;17198044501
2019-03-02T13:00:00+01:00;17198708599
2019-03-02T14:00:00+01:00;17198778504
2019-03-02T15:00:00+01:00;17199460078
2019-03-02T16:00:00+01:00;17199792128
2019-03-02T17:00:00+01:00;17199792128
2019-03-02T18:00:00+01:00;17199809604
2019-03-02T19:00:00+01:00;17199547460
2019-03-02T20:00:00+01:00;17199809604
2019-03-02T21:00:00+01:00;17199792128
2019-03-02T22:00:00+01:00;17200124177
2019-03-02T23:00:00+01:00;17201574707
2019-03-03T00:00:00+01:00;17199984366
2019-03-03T01:00:00+01:00;17200089224
2019-03-03T02:00:00+01:00;17200858180
2019-03-03T03:00:00+01:00;17200823227
2019-03-03T04:00:00+01:00;17200840704
2019-03-03T05:00:00+01:00;17200665941
2019-03-03T06:00:00+01:00;17200700893
2019-03-03T07:00:00+01:00;17200840704
2019-03-03T08:00:00+01:00;17200840704
2019-03-03T09:00:00+01:00;17200928085
2019-03-03T10:00:00+01:00;17200421273
2019-03-03T11:00:00+01:00;17199023172
2019-03-03T12:00:00+01:00;17197642547
2019-03-03T13:00:00+01:00;17198743552
2019-03-03T14:00:00+01:00;17192120046
2019-03-03T15:00:00+01:00;17196506589
2019-03-03T16:00:00+01:00;17199407650
2019-03-03T17:00:00+01:00;17198691123
2019-03-03T18:00:00+01:00;17197205640
2019-03-03T19:00:00+01:00;17198988219
2019-03-03T20:00:00+01:00;17199495031
2019-03-03T21:00:00+01:00;17199792128
2019-03-03T22:00:00+01:00;17199809604
2019-03-03T23:00:00+01:00;17199792128
2019-03-04T00:00:00+01:00;17197957120
2019-03-04T01:00:00+01:00;17197974596
2019-03-04T02:00:00+01:00;17198131882
2019-03-04T03:00:00+01:00;17200159129
2019-03-04T04:00:00+01:00;17200823227
