Time;Number of packets transmitted on interface Network adapter 1
2019-03-29T18:00:00+01:00;21752
2019-03-29T19:00:00+01:00;21028
2019-03-29T20:00:00+01:00;15247
2019-03-29T21:00:00+01:00;15083
2019-03-29T22:00:00+01:00;21395
2019-03-29T23:00:00+01:00;20261
2019-03-30T00:00:00+01:00;16913
2019-03-30T01:00:00+01:00;20931
2019-03-30T02:00:00+01:00;19052
2019-03-30T03:00:00+01:00;29363
2019-03-30T04:00:00+01:00;18463
2019-03-30T05:00:00+01:00;14865
2019-03-30T06:00:00+01:00;20830
2019-03-30T07:00:00+01:00;21343
2019-03-30T08:00:00+01:00;17244
2019-03-30T09:00:00+01:00;11751
2019-03-30T10:00:00+01:00;22165
2019-03-30T11:00:00+01:00;21658
2019-03-30T12:00:00+01:00;16794
2019-03-30T13:00:00+01:00;15290
2019-03-30T14:00:00+01:00;20681
2019-03-30T15:00:00+01:00;17972
2019-03-30T16:00:00+01:00;17091
2019-03-30T17:00:00+01:00;14586
2019-03-30T18:00:00+01:00;17907
2019-03-30T19:00:00+01:00;18689
2019-03-30T20:00:00+01:00;17419
2019-03-30T21:00:00+01:00;12779
2019-03-30T22:00:00+01:00;20131
2019-03-30T23:00:00+01:00;20120
2019-03-31T00:00:00+01:00;18139
2019-03-31T01:00:00+01:00;14532
2019-03-31T03:00:00+02:00;32471
2019-03-31T04:00:00+02:00;16449
2019-03-31T05:00:00+02:00;15695
2019-03-31T06:00:00+02:00;3667
2019-03-31T07:00:00+02:00;36233
2019-03-31T08:00:00+02:00;19918
2019-03-31T09:00:00+02:00;16071
2019-03-31T10:00:00+02:00;4110
2019-03-31T11:00:00+02:00;32358
2019-03-31T12:00:00+02:00;17859
2019-03-31T13:00:00+02:00;16105
2019-03-31T14:00:00+02:00;4879
2019-03-31T15:00:00+02:00;33461
2019-03-31T16:00:00+02:00;18101
2019-03-31T17:00:00+02:00;16001
2019-03-31T18:00:00+02:00;5326
2019-03-31T19:00:00+02:00;32841
2019-03-31T20:00:00+02:00;17896
2019-03-31T21:00:00+02:00;16282
2019-03-31T22:00:00+02:00;6799
2019-03-31T23:00:00+02:00;40786
2019-04-01T00:00:00+02:00;16458
