Time;Number of bytes received on interface Network adapter 1
2019-03-29T17:00:00+01:00;88576
2019-03-29T18:00:00+01:00;109755
2019-03-29T19:00:00+01:00;102656
2019-03-29T20:00:00+01:00;76202
2019-03-29T21:00:00+01:00;72704
2019-03-29T22:00:00+01:00;108851
2019-03-29T23:00:00+01:00;102894
2019-03-30T00:00:00+01:00;98167
2019-03-30T01:00:00+01:00;78984
2019-03-30T02:00:00+01:00;98833
2019-03-30T03:00:00+01:00;744891
2019-03-30T04:00:00+01:00;90692
2019-03-30T05:00:00+01:00;72686
2019-03-30T06:00:00+01:00;102553
2019-03-30T07:00:00+01:00;100283
2019-03-30T08:00:00+01:00;83797
2019-03-30T09:00:00+01:00;57139
2019-03-30T10:00:00+01:00;106086
2019-03-30T11:00:00+01:00;102400
2019-03-30T12:00:00+01:00;81339
2019-03-30T13:00:00+01:00;69870
2019-03-30T14:00:00+01:00;97809
2019-03-30T15:00:00+01:00;88780
2019-03-30T16:00:00+01:00;83473
2019-03-30T17:00:00+01:00;68369
2019-03-30T18:00:00+01:00;88115
2019-03-30T19:00:00+01:00;88866
2019-03-30T20:00:00+01:00;82005
2019-03-30T21:00:00+01:00;61457
2019-03-30T22:00:00+01:00;94327
2019-03-30T23:00:00+01:00;105028
2019-03-31T00:00:00+01:00;100608
2019-03-31T01:00:00+01:00;75042
2019-03-31T03:00:00+02:00;181094
2019-03-31T04:00:00+02:00;81015
2019-03-31T05:00:00+02:00;74513
2019-03-31T06:00:00+02:00;17442
2019-03-31T07:00:00+02:00;178773
2019-03-31T08:00:00+02:00;397568
2019-03-31T09:00:00+02:00;77465
2019-03-31T10:00:00+02:00;17868
2019-03-31T11:00:00+02:00;160750
2019-03-31T12:00:00+02:00;88149
2019-03-31T13:00:00+02:00;75690
2019-03-31T14:00:00+02:00;22203
2019-03-31T15:00:00+02:00;163925
2019-03-31T16:00:00+02:00;85794
2019-03-31T17:00:00+02:00;77465
2019-03-31T18:00:00+02:00;24900
2019-03-31T19:00:00+02:00;159453
2019-03-31T20:00:00+02:00;82363
2019-03-31T21:00:00+02:00;80093
2019-03-31T22:00:00+02:00;31556
2019-03-31T23:00:00+02:00;189371
2019-04-01T00:00:00+02:00;85009
