"Time	CPU usage	ANB_read	ANB_write	AN_read	AN_write	Free_disk	B_rec	B_trans	P_rec	P_trans	Host_memory	Guest_memory	Com_storage"
"2019-03-08T18:00:00+01:00	3707883333	18278	857361	0	31	2,33374E+11	140834	170632	25019	28377	17199495031	3615857049	4,93455E+11"
"2019-03-08T19:00:00+01:00	3912683333	21760	1224618	1	44	2,33374E+11	176981	211302	32255	36817	17200963037	3650285294	4,93455E+11"
"2019-03-08T20:00:00+01:00	1231383333	955	1081053	0	38	2,33374E+11	43912	48469	8624	9319	17201190229	2753927577	4,93455E+11"
"2019-03-08T21:00:00+01:00	886383333	2099	591445	0	22	2,33374E+11	28296	30737	5733	6028	17200840704	2244319641	4,93455E+11"
"2019-03-08T22:00:00+01:00	2969216666	12544	857719	0	33	2,33374E+11	132642	159300	23952	27393	17200438749	3192005154	4,93455E+11"
"2019-03-08T23:00:00+01:00	3765966666	10581	976964	0	36	2,33309E+11	148531	166536	25687	28264	17200543607	3658743808	4,93455E+11"
"2019-03-09T00:00:00+01:00	3479950000	26460876	19530496	294	255	2,02116E+11	60364	62941	10423	11293	17198481408	9067578436	4,93455E+11"
"2019-03-09T01:00:00+01:00	1763566666	304810	1174681	21	26	2,24008E+11	25412	26419	5093	5383	17197694976	2822661734	4,93623E+11"
"2019-03-09T02:00:00+01:00	2898216666	427554	815240	23	30	2,24013E+11	115729	136960	20198	23656	17197957120	3770452104	4,9367E+11"
"2019-03-09T03:00:00+01:00	4282700000	927351	2997845	39	61	2,23973E+11	143547	170427	25734	29988	17200019319	5121856853	4,93673E+11"
"2019-03-09T04:00:00+01:00	1503866666	70263	1329356	3	56	2,2395E+11	96307	62890	11031	12118	17200963037	2925806660	4,93762E+11"
"2019-03-09T05:00:00+01:00	575766666	1024	391270	0	16	2,23828E+11	21196	21930	4617	4625	17200963037	1897905083	4,9367E+11"
"2019-03-09T06:00:00+01:00	3033816666	44578	776840	2	30	2,23828E+11	114636	135680	20213	23581	17200840704	3017329868	4,9367E+11"
"2019-03-09T07:00:00+01:00	4089433333	105659	3270263	3	54	2,2367E+11	452420	188876	30972	35210	17200823227	4105472136	4,9367E+11"
"2019-03-09T08:00:00+01:00	1424233333	23466	1049804	1	35	2,23624E+11	50278	59460	10106	11130	17200823227	2977291741	4,9367E+11"
"2019-03-09T09:00:00+01:00	891183333	10649	648635	0	25	2,23624E+11	27921	31522	5658	5875	17200823227	2355905604	4,9367E+11"
"2019-03-09T10:00:00+01:00	2926366666	25668	736597	1	28	2,23624E+11	120832	145186	21674	25120	17200753322	2971507097	4,9367E+11"
"2019-03-09T11:00:00+01:00	3661516666	46370	943035	2	35	2,23573E+11	156108	184610	28293	31819	17200980514	3913635157	4,9367E+11"
"2019-03-09T12:00:00+01:00	1473150000	21299	1303364	0	41	2,23519E+11	50892	60398	9933	11099	17201347515	3034509038	4,9367E+11"
"2019-03-09T13:00:00+01:00	662000000	2696	585164	0	22	2,23519E+11	25821	27528	5488	5740	17201015466	2304490427	4,93736E+11"
"2019-03-09T14:00:00+01:00	2732750000	29354	746939	1	29	2,23519E+11	116172	141380	20296	23397	17201172753	3126259438	4,93755E+11"
"2019-03-09T15:00:00+01:00	4157533333	44612	887091	2	34	2,23519E+11	159385	193194	28992	33041	17201801898	3401091208	4,94374E+11"
"2019-03-09T16:00:00+01:00	1449333333	11793	1100373	0	37	2,23519E+11	53009	60518	10398	11382	17201924232	2791169501	4,94661E+11"
"2019-03-09T17:00:00+01:00	723100000	2628	565862	0	22	2,23519E+11	24132	24780	5100	5166	17201924232	2121234295	4,95043E+11"
"2019-03-09T18:00:00+01:00	3184566666	15803	815172	0	29	2,2342E+11	109892	133563	19743	22022	17200963037	3068954760	4,95265E+11"
"2019-03-09T19:00:00+01:00	4014066666	22715	788684	1	30	2,23414E+11	166092	199987	30358	32177	17201120324	3443943014	4,95458E+11"
"2019-03-09T20:00:00+01:00	1638650000	3362	817527	0	28	2,23414E+11	53094	60125	10275	11657	17201539754	2645120341	4,95486E+11"
"2019-03-09T21:00:00+01:00	794116666	1314	618427	0	23	2,23414E+11	28654	31266	5823	6203	17201731993	2135564834	4,9367E+11"
"2019-03-09T22:00:00+01:00	2741416666	137335	1132544	1	34	2,23414E+11	112537	135441	20594	23113	17201277610	3057490329	4,9367E+11"
"2019-03-09T23:00:00+01:00	3920133333	47735	1142340	2	39	2,23385E+11	187392	197802	29936	33837	17200229034	3492736750	4,9367E+11"
"2019-03-10T00:00:00+01:00	3257766666	21727761	16718080	239	242	2,00617E+11	82397	81220	12841	14459	17198970743	7905127082	4,9367E+11"
"2019-03-10T01:00:00+01:00	1875300000	288341	1209736	16	28	2,23599E+11	680874	56524	14186	14358	17199145506	3501300121	4,93902E+11"
"2019-03-10T02:00:00+01:00	2759616666	304145	856200	16	32	2,23773E+11	108765	127573	19655	22158	17199966890	3713252283	4,93914E+11"
"2019-03-10T03:00:00+01:00	4262800000	737501	1603481	32	39	2,23732E+11	183210	198297	30370	34633	17199040648	4466199756	4,93914E+11"
"2019-03-10T04:00:00+01:00	1500866666	63044	1699874	3	41	2,23723E+11	381457	67054	14547	13417	17200840704	2762508424	4,93914E+11"
"2019-03-10T05:00:00+01:00	672833333	1928	445030	0	17	2,23723E+11	23876	25241	5150	5339	17200089224	2112653448	4,93914E+11"
"2019-03-10T06:00:00+01:00	2666916666	30139	996420	1	36	2,23723E+11	102331	121838	18029	20254	17198131882	2971594478	4,93914E+11"
"2019-03-10T07:00:00+01:00	3791000000	22698	813021	0	31	2,23723E+11	171127	202666	30991	35308	17196978449	3383772228	4,93914E+11"
"2019-03-10T08:00:00+01:00	1543750000	6536	1166011	0	40	2,23723E+11	56388	63778	10835	12090	17198848409	2831295010	4,93914E+11"
"2019-03-10T09:00:00+01:00	809733333	2423	592486	0	23	2,23723E+11	33280	37905	6384	6624	17198795980	2293043473	4,93914E+11"
"2019-03-10T10:00:00+01:00	2527950000	8072	840038	0	29	2,23695E+11	117742	139707	20871	23335	17198743552	2914324753	4,93914E+11"
"2019-03-10T11:00:00+01:00	3976083333	11281	847564	0	31	2,23618E+11	154948	182135	27682	31460	17198900838	3601543987	4,93914E+11"
"2019-03-10T12:00:00+01:00	1744300000	18380	1096089	0	38	2,23618E+11	73233	87125	14123	15435	17198096930	2756846114	4,93914E+11"
"2019-03-10T13:00:00+01:00	760800000	2867	729651	0	27	2,23618E+11	27374	30105	5794	6123	17196698828	2427540821	4,93914E+11"
"2019-03-10T14:00:00+01:00	2496650000	3805	933188	0	32	2,23618E+11	98781	118425	17874	19818	17198953267	3048892006	4,93914E+11"
"2019-03-10T15:00:00+01:00	4121500000	13670	774434	0	31	2,23514E+11	158190	188740	28371	32322	17198900838	3509863492	4,93914E+11"
"2019-03-10T16:00:00+01:00	1682383333	2491	1027106	0	38	2,23512E+11	55995	65160	10875	12234	17195842491	2788338346	4,93914E+11"
"2019-03-10T17:00:00+01:00	801100000	1024	663637	0	25	2,23512E+11	27784	29798	5811	6181	17194549248	2410396603	4,93914E+11"
"2019-03-10T18:00:00+01:00	2689916666	162798	1012445	2	33	2,23512E+11	99123	114210	17149	19229	17196034730	3123288473	4,93914E+11"
"2019-03-10T19:00:00+01:00	3486950000	13056	915456	0	31	2,23512E+11	148377	171776	26473	29661	17196943496	3684573730	4,93914E+11"
"2019-03-10T20:00:00+01:00	1610000000	8106	1025041	0	34	2,23507E+11	57497	65928	11068	12260	17197293021	2839910809	4,93914E+11"
"2019-03-10T21:00:00+01:00	1123850000	1928	769706	0	29	2,23407E+11	39065	44168	7447	7854	17197170688	2401885661	4,93921E+11"
"2019-03-10T22:00:00+01:00	2492383333	3925	919125	0	32	2,23407E+11	96546	115217	17395	19476	17196768733	3011772416	4,93914E+11"
"2019-03-10T23:00:00+01:00	3716066666	8584	810086	0	32	2,23407E+11	156603	179541	27205	30955	17197397879	3446896503	4,93914E+11"
"2019-03-11T00:00:00+01:00	3548483333	21789303	16950237	233	210	2,01527E+11	97348	101563	16677	18128	17195615300	7538527436	4,93965E+11"
"2019-03-11T01:00:00+01:00	2087583333	298137	806894	18	25	2,23705E+11	31829	33433	6289	6702	17195562871	3492859084	4,94019E+11"
"2019-03-11T02:00:00+01:00	2335950000	333363	939264	16	32	2,23705E+11	97160	115029	17637	19853	17196489113	3675975406	4,94019E+11"
"2019-03-11T03:00:00+01:00	4542950000	878933	7607790	40	106	2,22527E+11	748817	215449	36440	39700	17198289169	5494171238	4,94019E+11"
"2019-03-11T04:00:00+01:00	5364700000	140117	3654468	7	173	2,21581E+11	422656	5387366	35554	82127	17197607594	3569999325	4,94019E+11"
"2019-03-11T05:00:00+01:00	965766666	39441	2147549	1	115	2,19586E+11	44868	38741	7170	7632	17195125964	2576525994	4,94019E+11"
"2019-03-11T06:00:00+01:00	3034650000	228522	954675	12	33	2,19596E+11	103406	123972	18279	20485	17198271692	3275087325	4,94019E+11"
"2019-03-11T07:00:00+01:00	4392283333	230314	735931	13	30	2,1954E+11	194372	235298	34794	40507	17200263987	3658743808	4,94019E+11"
"2019-03-11T08:00:00+01:00	3839466666	339182	944384	11	32	2,1948E+11	136584	179200	24665	27901	17200561083	3650093056	4,94019E+11"
"2019-03-11T09:00:00+01:00	3034300000	208454	1091425	8	33	2,19386E+11	100820	214457	17661	20585	17200001843	3773353164	4,94019E+11"
"2019-03-11T10:00:00+01:00	3563616666	80128	902587	3	33	2,19386E+11	113117	400452	19950	24692	17197048354	3567168170	4,94019E+11"
"2019-03-11T11:00:00+01:00	4908183333	93371	872806	2	31	2,19281E+11	185668	305561	32365	37712	17197590118	3555703739	4,94019E+11"
"2019-03-11T12:00:00+01:00	3740733333	17681	1123174	0	39	2,19281E+11	129194	414498	23771	29596	17199792128	3615839573	4,94019E+11"
"2019-03-11T13:00:00+01:00	2940650000	83899	1048951	1	32	2,19281E+11	97399	438340	17074	22376	17200840704	3524176554	4,94019E+11"
"2019-03-11T14:00:00+01:00	4395733333	39918	1317785	1	35	2,192E+11	147251	182630	24945	27756	17200840704	3607258726	4,94019E+11"
"2019-03-11T15:00:00+01:00	4758300000	17629	1213798	0	36	2,19176E+11	157286	198400	28135	31969	17201347515	3841947511	4,94019E+11"
"2019-03-11T16:00:00+01:00	4004050000	19490	1479748	0	39	2,19153E+11	130099	191436	23624	26955	17201312563	3532774877	4,94019E+11"
"2019-03-11T17:00:00+01:00	2463783333	12407	1263752	0	37	2,19071E+11	82124	96597	15110	16731	17201155276	3318026513	4,94019E+11"
"2019-03-11T18:00:00+01:00	3204533333	12919	836590	0	31	2,19071E+11	124023	154948	21708	24538	17201172753	3423967641	4,94019E+11"
"2019-03-11T19:00:00+01:00	3696516666	7731	733764	0	29	2,19071E+11	161689	186606	28698	32291	17201364992	3650180437	4,94041E+11"
"2019-03-11T20:00:00+01:00	2419100000	165597	1173504	2	34	2,19071E+11	81476	95709	15412	17290	17201225181	3183494212	4,94027E+11"
"2019-03-11T21:00:00+01:00	1634750000	16418	988569	0	34	2,18966E+11	60416	78438	11430	13166	17200840704	3120457318	4,94019E+11"
"2019-03-11T22:00:00+01:00	2727633333	10888	825344	0	29	2,18965E+11	86357	101614	15275	17146	17200928085	3071750963	4,94019E+11"
"2019-03-11T23:00:00+01:00	3622483333	4044	647560	0	27	2,18965E+11	142848	160614	24892	27945	17201102848	3507049813	4,94019E+11"
"2019-03-12T00:00:00+01:00	3865883333	20615321	16300629	238	219	1,96664E+11	98679	104055	16239	18296	17200019319	7570107050	4,94057E+11"
"2019-03-12T01:00:00+01:00	2702900000	389990	951876	21	32	2,19522E+11	51285	61235	10005	11487	17199984366	4368891904	4,94128E+11"
"2019-03-12T02:00:00+01:00	2702483333	328055	1774694	15	42	2,20974E+11	751240	141636	26010	27618	17200368844	4033854395	4,94128E+11"
"2019-03-12T03:00:00+01:00	3556084745	1031256	1877857	29	43	2,21037E+11	156795	172420	26079	29512	17200967256	4104921935	4,94128E+11"
"2019-03-12T04:00:00+01:00	2152316666	76492	765525	3	30	2,21042E+11	83950	100352	15763	18297	17200001843	3028794299	4,94128E+11"
"2019-03-12T05:00:00+01:00	1386100000	6963	995481	0	34	2,21042E+11	57873	65894	11234	12256	17199792128	2845625548	4,94128E+11"
"2019-03-12T06:00:00+01:00	2595016666	18995	948292	0	34	2,21018E+11	97058	119415	18148	19349	17200665941	3043194743	4,94128E+11"
"2019-03-12T07:00:00+01:00	3889750000	112349	757708	6	30	2,20937E+11	154163	183125	27418	31089	17200665941	3710298794	4,94128E+11"
"2019-03-12T08:00:00+01:00	3794950000	136721	832580	7	32	2,20937E+11	144230	304930	26298	30544	17200840704	3844935953	4,94128E+11"
"2019-03-12T09:00:00+01:00	2896166666	74547	812236	3	29	2,2092E+11	107656	288000	19691	23572	17201137800	3710368699	4,94128E+11"
"2019-03-12T10:00:00+01:00	3383866666	221132	1173009	5	37	2,20832E+11	133461	220962	23589	26951	17200910609	3607188821	4,94128E+11"
"2019-03-12T11:00:00+01:00	4417800000	94361	877056	3	29	2,20812E+11	182016	277811	33076	38387	17201102848	4019506380	4,94128E+11"
"2019-03-12T12:00:00+01:00	3740766666	22135	1172957	0	38	2,20724E+11	134058	159197	24527	27509	17201609659	3807781410	4,94128E+11"
"2019-03-12T13:00:00+01:00	2832883333	31505	897382	1	33	2,20724E+11	111940	168465	20800	23150	17201889280	3733297561	4,94128E+11"
"2019-03-12T14:00:00+01:00	4061766666	72192	862276	2	32	2,20684E+11	141516	337988	23383	27158	17201819374	3879259340	4,94128E+11"
"2019-03-12T15:00:00+01:00	4302183333	25617	904430	1	33	2,20619E+11	143052	175138	25362	28784	17201871803	3905054310	4,94128E+11"
"2019-03-12T16:00:00+01:00	3162500000	58999	928460	3	33	2,20619E+11	115848	221678	21138	24340	17201819374	3827704354	4,94128E+11"
"2019-03-12T17:00:00+01:00	2819450000	19114	843298	0	31	2,20536E+11	105796	132334	19737	22265	17201976661	3618775586	4,94128E+11"
"2019-03-12T18:00:00+01:00	3336250000	13568	899413	0	33	2,20514E+11	131840	221815	23192	26301	17201574707	3532792354	4,94168E+11"
"2019-03-12T19:00:00+01:00	2914300000	10717	1029649	0	37	2,20514E+11	113083	131874	20463	23397	17201399944	3610072405	4,94159E+11"
"2019-03-12T20:00:00+01:00	1630383333	3549	883473	0	33	2,20514E+11	56593	67686	10777	12240	17201609659	2828411426	4,94128E+11"
"2019-03-12T21:00:00+01:00	1540683333	37734	1055675	1	37	2,20514E+11	52394	62941	9896	11083	17201539754	2876995447	4,94128E+11"
"2019-03-12T22:00:00+01:00	1618300000	1962	1094621	0	37	2,20451E+11	57821	69102	10506	11770	17201609659	2779774976	4,94128E+11"
"2019-03-12T23:00:00+01:00	2278933333	3822	988689	0	36	2,20408E+11	93115	108765	16103	18600	17201434897	3209254229	4,94128E+11"
"2019-03-13T00:00:00+01:00	3085383333	22490214	16959419	285	257	1,99775E+11	52189	56883	9207	10301	17199966890	8013864413	4,94128E+11"
"2019-03-13T01:00:00+01:00	2521366666	620083	1249228	37	36	2,30532E+11	54647	64375	10520	11834	17199862033	3547087940	4,94179E+11"
"2019-03-13T02:00:00+01:00	1714483333	142506	1122696	7	38	2,30532E+11	58828	69751	10648	11653	17199757175	3429734809	4,94181E+11"
"2019-03-13T03:00:00+01:00	2535783333	622643	3720960	22	60	2,30522E+11	584072	130286	25055	26229	17200001843	4895783867	4,94181E+11"
"2019-03-13T04:00:00+01:00	1324933333	184132	1255116	5	41	2,30686E+11	48076	55364	9075	10104	17198481408	2834196070	4,94181E+11"
"2019-03-13T05:00:00+01:00	1314150000	12219	1062570	0	37	2,30686E+11	49561	57514	9374	10481	17197293021	2544876475	4,94181E+11"
"2019-03-13T06:00:00+01:00	4274900000	473446	1274743	25	44	2,30686E+11	152388	187272	27290	31229	17199844556	3724681762	4,94181E+11"
"2019-03-13T07:00:00+01:00	2982250000	73335	812731	3	32	2,30686E+11	118579	136379	21408	23571	17195073536	3423985117	4,94181E+11"
"2019-03-13T08:00:00+01:00	3257233333	235212	836676	10	32	2,30611E+11	116224	195003	21739	24808	17199075601	3478493593	4,94181E+11"
"2019-03-13T09:00:00+01:00	2826433333	100164	1169254	4	35	2,30581E+11	82517	164334	15564	17735	17200700893	3667342131	4,94181E+11"
"2019-03-13T10:00:00+01:00	4931100000	105437	1076343	5	32	2,30504E+11	184524	217651	32639	36805	17200893132	4139795524	4,94181E+11"
"2019-03-13T11:00:00+01:00	3715150000	64785	1158434	2	33	2,30476E+11	139417	206779	24255	27802	17201015466	3558622276	4,94181E+11"
"2019-03-13T12:00:00+01:00	3799683333	288750	1800021	4	39	2,30476E+11	113510	355106	21406	25765	17201172753	3567168170	4,94181E+11"
"2019-03-13T13:00:00+01:00	3425433333	36505	1452748	1	33	2,30402E+11	82329	96580	15046	16663	17199477555	3532897211	4,94211E+11"
"2019-03-13T14:00:00+01:00	5269866666	82210	1392162	4	37	2,3037E+11	177988	224546	31022	35172	17199477555	3773335688	4,94181E+11"
"2019-03-13T15:00:00+01:00	3909666666	26931	1169646	1	33	2,3037E+11	132505	154982	23537	26838	17199460078	3538524569	4,94181E+11"
"2019-03-13T16:00:00+01:00	3168166666	22408	1224379	0	35	2,30308E+11	103185	122180	19076	21523	17198656170	3484120951	4,94181E+11"
"2019-03-13T17:00:00+01:00	2622283333	18124	1373900	0	38	2,30265E+11	87603	103116	16632	18411	17198044501	3086203835	4,94181E+11"
"2019-03-13T18:00:00+01:00	4385283333	38212	1207108	2	38	2,30265E+11	182749	220654	33427	37447	17196768733	3610124834	4,94181E+11"
"2019-03-13T19:00:00+01:00	2953850000	18483	1319475	0	40	2,30221E+11	94139	114517	16852	19423	17198708599	3335258112	4,94181E+11"
"2019-03-13T20:00:00+01:00	1810666666	17766	1212416	0	39	2,3016E+11	48332	108134	9259	10997	17198743552	3117591210	4,94181E+11"
"2019-03-13T21:00:00+01:00	1280783333	105181	1325124	1	41	2,3016E+11	38024	165905	7679	9309	17197660023	2736661026	4,94181E+11"
"2019-03-13T22:00:00+01:00	1413783333	4232	1243340	0	37	2,3016E+11	43588	56098	7875	8931	17193797768	2868484505	4,94181E+11"
"2019-03-13T23:00:00+01:00	1547200000	1655	1456179	0	44	2,3016E+11	41608	48179	7470	8338	17198446455	2922958028	4,94181E+11"
"2019-03-14T00:00:00+01:00	3074966666	22580036	18124202	268	271	2,06203E+11	35464	44800	6882	7755	17197642547	7927951086	4,94205E+11"
"2019-03-14T01:00:00+01:00	2247500000	459008	984029	35	31	2,30528E+11	32563	38929	6223	6988	17197502737	3638820864	4,94328E+11"
"2019-03-14T02:00:00+01:00	1249166666	80947	956040	3	32	2,30528E+11	36437	44782	6710	7828	17196733781	2605082214	4,94328E+11"
"2019-03-14T03:00:00+01:00	1569683333	266120	2118468	17	47	2,305E+11	35976	47581	6842	7904	17198114406	3842017416	4,94328E+11"
"2019-03-14T04:00:00+01:00	1023783333	115200	2965060	5	51	2,30406E+11	402397	55961	11439	11828	17198743552	3177727044	4,94328E+11"
"2019-03-14T05:00:00+01:00	942800000	6843	951705	0	35	2,30422E+11	37700	45602	7343	8290	17193885149	2184271189	4,94328E+11"
"2019-03-14T06:00:00+01:00	4672933333	671675	1132202	37	42	2,30422E+11	190378	224938	33287	38546	17198254216	3850668168	4,94328E+11"
"2019-03-14T07:00:00+01:00	2161616666	130133	1052296	5	36	2,30422E+11	77636	115660	14656	16960	17199337745	3529961198	4,94328E+11"
"2019-03-14T08:00:00+01:00	2596816666	240708	959061	8	33	2,30422E+11	97809	291737	18298	21248	17200840704	3415456699	4,94328E+11"
"2019-03-14T09:00:00+01:00	2730266666	95607	1236445	4	36	2,30324E+11	85009	104874	15537	17135	17200875656	3214934016	4,94403E+11"
"2019-03-14T10:00:00+01:00	5631566666	465732	1526391	12	43	2,30316E+11	214067	441019	37096	44410	17200840704	3730361548	4,94343E+11"
"2019-03-14T11:00:00+01:00	3086716666	44014	891562	1	28	2,30261E+11	106188	131225	19900	22692	17200840704	3836355106	4,94328E+11"
"2019-03-14T12:00:00+01:00	3121833333	76014	889924	3	30	2,3021E+11	120422	143854	22350	24751	17200840704	3655930129	4,94328E+11"
"2019-03-14T13:00:00+01:00	2435233333	42547	1174835	2	38	2,3021E+11	89446	110353	16875	18891	17200840704	3083320251	4,94328E+11"
"2019-03-14T14:00:00+01:00	5609883333	62924	1102370	3	35	2,30186E+11	235929	289570	40693	46354	17199425126	3902170726	4,94328E+11"
"2019-03-14T15:00:00+01:00	3494833333	16793	1282560	0	38	2,30105E+11	96494	112537	17297	20020	17198726075	3472656520	4,94328E+11"
"2019-03-14T16:00:00+01:00	3148600000	20684	995669	1	33	2,30105E+11	93354	119705	17548	20144	17198830933	3383894562	4,94328E+11"
"2019-03-14T17:00:00+01:00	1842716666	19541	1265971	0	42	2,30105E+11	69222	81544	13151	14545	17199862033	2968728371	4,94328E+11"
"2019-03-14T18:00:00+01:00	4589333333	27613	840482	1	32	2,30005E+11	160307	195174	28373	32863	17200858180	3541443106	4,94328E+11"
"2019-03-14T19:00:00+01:00	2343833333	23449	1028642	1	37	2,3E+11	98577	118579	18700	21142	17201574707	2997302067	4,94328E+11"
"2019-03-14T20:00:00+01:00	1285533333	3362	1058440	0	36	2,3E+11	47462	55091	8862	9923	17199862033	2530580889	4,94328E+11"
"2019-03-14T21:00:00+01:00	1160733333	4693	727005	0	28	2,3E+11	44817	54715	8543	9697	17198761028	2350313198	4,94328E+11"
"2019-03-14T22:00:00+01:00	1203183333	1740	1118566	0	33	2,3E+11	36590	44782	6485	7417	17198376550	2427610726	4,94328E+11"
"2019-03-14T23:00:00+01:00	1451950000	50756	1065011	2	38	2,3E+11	51251	59682	9113	10225	17198656170	2553457322	4,94328E+11"
"2019-03-15T00:00:00+01:00	2904683333	22828646	19638835	269	299	2,05242E+11	45021	45346	7208	8119	17199844556	7893610222	4,94347E+11"
"2019-03-15T01:00:00+01:00	2237083333	372019	1433770	28	37	2,30303E+11	26470	33689	5155	6048	17199617365	3595829248	4,94348E+11"
"2019-03-15T02:00:00+01:00	1113500000	67430	812509	3	29	2,30303E+11	27767	32187	4906	5403	17198166835	2756776209	4,94348E+11"
"2019-03-15T03:00:00+01:00	1611750000	600729	3153203	20	57	2,3024E+11	91494	53845	8796	9571	17200054272	3770487057	4,95074E+11"
"2019-03-15T04:00:00+01:00	1100083333	42257	808516	2	30	2,30217E+11	26760	27852	4688	5049	17201330039	2859886182	4,95485E+11"
"2019-03-15T05:00:00+01:00	1082733333	52855	1836270	2	38	2,30225E+11	250129	39116	7934	8320	17201137800	3088912657	4,94974E+11"
"2019-03-15T06:00:00+01:00	5220416666	506265	885947	28	32	2,30361E+11	231185	277964	41044	47659	17200665941	3564302062	4,94348E+11"
"2019-03-15T07:00:00+01:00	2064050000	144708	1049480	5	36	2,30361E+11	84241	191368	16559	19513	17200823227	3192057582	4,94348E+11"
"2019-03-15T08:00:00+01:00	2451733333	85367	823159	4	29	2,30313E+11	81954	99396	15164	16876	17200840704	3675905501	4,94348E+11"
"2019-03-15T09:00:00+01:00	2363783333	51712	1124932	2	37	2,30256E+11	67328	93030	12434	13678	17201260134	3183389354	4,94348E+11"
"2019-03-15T10:00:00+01:00	5506400000	88712	902348	4	32	2,30217E+11	218504	656452	41010	50541	17200229034	3538437188	4,94348E+11"
"2019-03-15T11:00:00+01:00	2672583333	41335	1026918	1	35	2,3015E+11	91306	141619	17562	19978	17200263987	3475575057	4,94348E+11"
"2019-03-15T12:00:00+01:00	2751383333	366967	1272302	4	34	2,3015E+11	76441	92364	14483	15882	17200019319	3630257493	4,94348E+11"
"2019-03-15T13:00:00+01:00	2176750000	63675	1462545	2	42	2,3015E+11	76202	100846	14208	15962	17200386321	3418357760	4,94348E+11"
"2019-03-15T14:00:00+01:00	5951666666	40584	1207995	1	39	2,30085E+11	237209	435968	41860	49038	17200368844	3784817595	4,94348E+11"
"2019-03-15T15:00:00+01:00	2972450000	14830	1255901	0	40	2,30045E+11	103577	124996	18762	20595	17200019319	3535640985	4,94348E+11"
"2019-03-15T16:00:00+01:00	1854383333	17629	990344	0	36	2,30045E+11	63965	243370	12644	15706	17200403797	3114725102	4,94348E+11"
"2019-03-15T17:00:00+01:00	1539933333	4676	1032106	0	36	2,30045E+11	52155	75178	10136	11243	17200805751	2922923076	4,94348E+11"
"2019-03-15T18:00:00+01:00	4404816666	19165	906939	0	34	2,29958E+11	170820	210312	28134	30266	17200630988	3529908770	4,94348E+11"
"2019-03-15T19:00:00+01:00	2993550000	6229	806485	0	32	2,2994E+11	110813	141533	21063	24124	17199425126	3320962525	4,94348E+11"
"2019-03-15T20:00:00+01:00	1052000000	1979	869358	0	31	2,2994E+11	30993	36744	5973	6841	17198061977	2484932881	4,94348E+11"
"2019-03-15T21:00:00+01:00	1044600000	2150	775475	0	29	2,2994E+11	26641	31129	4835	5362	17195964825	2315884953	4,94348E+11"
"2019-03-15T22:00:00+01:00	948000000	1109	761105	0	28	2,2994E+11	19865	28023	3778	4204	17197100782	2470514961	4,94348E+11"
"2019-03-15T23:00:00+01:00	1612133333	28637	1066496	1	37	2,2994E+11	44919	54903	8136	9166	17198533836	2585001984	4,94348E+11"
"2019-03-16T00:00:00+01:00	3130833333	28951022	21171370	317	249	1,98673E+11	26385	28740	4514	5142	17197555165	9247933508	4,94348E+11"
"2019-03-16T01:00:00+01:00	2060733333	322679	797798	19	29	2,20691E+11	19916	22647	3724	4297	17196681352	3584382293	4,94348E+11"
"2019-03-16T02:00:00+01:00	938033333	61952	781960	3	28	2,20691E+11	16401	19131	3027	3286	17197240593	2888564736	4,94348E+11"
"2019-03-16T03:00:00+01:00	1698316666	503825	2336665	20	50	2,20679E+11	43298	53162	8015	9131	17199879509	3753325363	4,94348E+11"
"2019-03-16T04:00:00+01:00	1707816666	318156	3293644	21	128	2,20509E+11	486570	46301	10479	10885	17200858180	3544326690	4,94348E+11"
"2019-03-16T05:00:00+01:00	962300000	3720	3513224	0	189	2,18527E+11	20770	25224	4122	4468	17200403797	2705326080	4,94348E+11"
"2019-03-16T06:00:00+01:00	836200000	2542	680516	0	27	2,18443E+11	15906	18568	2906	3094	17200019319	2378956800	4,94348E+11"
"2019-03-16T07:00:00+01:00	1359583333	7526	969420	0	33	2,18443E+11	44014	53094	8259	9122	17200019319	2499193514	4,94348E+11"
"2019-03-16T08:00:00+01:00	807600000	26385	738440	1	27	2,18443E+11	27392	34372	5247	6194	17200001843	2335982660	4,94348E+11"
"2019-03-16T09:00:00+01:00	969216666	12526	758476	0	27	2,18443E+11	30890	37358	6111	6831	17198656170	2427540821	4,94348E+11"
"2019-03-16T10:00:00+01:00	973500000	12492	830890	0	29	2,18443E+11	24627	29320	4635	5186	17198149358	2244372070	4,94348E+11"
"2019-03-16T11:00:00+01:00	1451833333	13499	908083	0	31	2,18443E+11	48930	59835	8817	10017	17197240593	2633690862	4,94372E+11"
"2019-03-16T12:00:00+01:00	920683333	7168	706764	0	26	2,18443E+11	22732	25685	4244	4697	17197258069	2622226432	4,94348E+11"
"2019-03-16T13:00:00+01:00	912033333	5956	934468	0	33	2,18443E+11	27426	31675	5169	5868	17196751257	2433290513	4,94366E+11"
"2019-03-16T14:00:00+01:00	1056300000	2713	957405	0	35	2,18443E+11	22391	27494	4164	4664	17198586265	2318803490	4,94534E+11"
"2019-03-16T15:00:00+01:00	1563183333	44066	811776	1	28	2,18443E+11	49510	60108	8948	10197	17200368844	2719551761	4,94618E+11"
"2019-03-16T16:00:00+01:00	962300000	4659	873369	0	30	2,18443E+11	31317	38195	6094	7001	17198254216	2493461299	4,94882E+11"
"2019-03-16T17:00:00+01:00	1038566666	43400	761344	2	29	2,18443E+11	28125	34679	5489	6302	17200473702	2339006054	4,95004E+11"
