Time;Number of bytes transmitted on interface Network adapter 1
2019-03-03T15:00:00+01:00;97024
2019-03-03T16:00:00+01:00;140782
2019-03-03T17:00:00+01:00;85930
2019-03-03T18:00:00+01:00;141875
2019-03-03T19:00:00+01:00;99840
2019-03-03T20:00:00+01:00;112076
2019-03-03T21:00:00+01:00;101717
2019-03-03T22:00:00+01:00;111598
2019-03-03T23:00:00+01:00;86818
2019-03-04T00:00:00+01:00;116992
2019-03-04T01:00:00+01:00;83080
2019-03-04T02:00:00+01:00;102144
2019-03-04T03:00:00+01:00;98508
2019-03-04T04:00:00+01:00;4294075
2019-03-04T05:00:00+01:00;77721
2019-03-04T06:00:00+01:00;110045
2019-03-04T07:00:00+01:00;127795
2019-03-04T08:00:00+01:00;231270
2019-03-04T09:00:00+01:00;150493
2019-03-04T10:00:00+01:00;137762
2019-03-04T11:00:00+01:00;168755
2019-03-04T12:00:00+01:00;174779
2019-03-04T13:00:00+01:00;361403
2019-03-04T14:00:00+01:00;216866
2019-03-04T15:00:00+01:00;199697
2019-03-04T16:00:00+01:00;145083
2019-03-04T17:00:00+01:00;275746
2019-03-04T18:00:00+01:00;113117
2019-03-04T19:00:00+01:00;109755
2019-03-04T20:00:00+01:00;84804
2019-03-04T21:00:00+01:00;256819
2019-03-04T22:00:00+01:00;90077
2019-03-04T23:00:00+01:00;116326
2019-03-05T00:00:00+01:00;115677
2019-03-05T01:00:00+01:00;137062
2019-03-05T02:00:00+01:00;92518
2019-03-05T03:00:00+01:00;117936
2019-03-05T04:00:00+01:00;97826
2019-03-05T05:00:00+01:00;175155
2019-03-05T06:00:00+01:00;112520
2019-03-05T07:00:00+01:00;144179
2019-03-05T08:00:00+01:00;277828
2019-03-05T09:00:00+01:00;178210
2019-03-05T10:00:00+01:00;161689
2019-03-05T11:00:00+01:00;138257
2019-03-05T12:00:00+01:00;200362
2019-03-05T13:00:00+01:00;173482
2019-03-05T14:00:00+01:00;216797
2019-03-05T15:00:00+01:00;159266
2019-03-05T16:00:00+01:00;227584
2019-03-05T17:00:00+01:00;223163
2019-03-05T18:00:00+01:00;159829
2019-03-05T19:00:00+01:00;97894
2019-03-05T20:00:00+01:00;97331
2019-03-05T21:00:00+01:00;113425
2019-03-05T22:00:00+01:00;146961
2019-03-05T23:00:00+01:00;125730
2019-03-06T00:00:00+01:00;91460
2019-03-06T01:00:00+01:00;99925
2019-03-06T02:00:00+01:00;140151
2019-03-06T03:00:00+01:00;107246
2019-03-06T04:00:00+01:00;166894
2019-03-06T05:00:00+01:00;100539
2019-03-06T06:00:00+01:00;107366
2019-03-06T07:00:00+01:00;74632
2019-03-06T08:00:00+01:00;66082
2019-03-06T09:00:00+01:00;85384
2019-03-06T10:00:00+01:00;373913
2019-03-06T11:00:00+01:00;335411
2019-03-06T12:00:00+01:00;67123
2019-03-06T13:00:00+01:00;74478
2019-03-06T14:00:00+01:00;371473
2019-03-06T15:00:00+01:00;264942
2019-03-06T16:00:00+01:00;79479
2019-03-06T17:00:00+01:00;54323
2019-03-06T18:00:00+01:00;286720
2019-03-06T19:00:00+01:00;156842
2019-03-06T20:00:00+01:00;22937
2019-03-06T21:00:00+01:00;33536
2019-03-06T22:00:00+01:00;257177
2019-03-06T23:00:00+01:00;151517
2019-03-07T00:00:00+01:00;23517
2019-03-07T01:00:00+01:00;18756
2019-03-07T02:00:00+01:00;245691
2019-03-07T03:00:00+01:00;158583
2019-03-07T04:00:00+01:00;44117
2019-03-07T05:00:00+01:00;22852
2019-03-07T06:00:00+01:00;237994
2019-03-07T07:00:00+01:00;177066
2019-03-07T08:00:00+01:00;95505
2019-03-07T09:00:00+01:00;256187
2019-03-07T10:00:00+01:00;747758
2019-03-07T11:00:00+01:00;376541
2019-03-07T12:00:00+01:00;127914
2019-03-07T13:00:00+01:00;160153
2019-03-07T14:00:00+01:00;274585
2019-03-07T15:00:00+01:00;256887
2019-03-07T16:00:00+01:00;84258
2019-03-07T17:00:00+01:00;74888
2019-03-07T18:00:00+01:00;226372
2019-03-07T19:00:00+01:00;177305
2019-03-07T20:00:00+01:00;44407
2019-03-07T21:00:00+01:00;41062
2019-03-07T22:00:00+01:00;211063
2019-03-07T23:00:00+01:00;165700
2019-03-08T00:00:00+01:00;41574
2019-03-08T01:00:00+01:00;30737
2019-03-08T02:00:00+01:00;194986
2019-03-08T03:00:00+01:00;217600
2019-03-08T04:00:00+01:00;36317
2019-03-08T05:00:00+01:00;30702
2019-03-08T06:00:00+01:00;181862
2019-03-08T07:00:00+01:00;207889
2019-03-08T08:00:00+01:00;102246
2019-03-08T09:00:00+01:00;84667
2019-03-08T10:00:00+01:00;277026
2019-03-08T11:00:00+01:00;388266
2019-03-08T12:00:00+01:00;121685
2019-03-08T13:00:00+01:00;91443
2019-03-08T14:00:00+01:00;195532
2019-03-08T15:00:00+01:00;219699
2019-03-08T16:00:00+01:00;86084
2019-03-08T17:00:00+01:00;47342
2019-03-08T18:00:00+01:00;170632
2019-03-08T19:00:00+01:00;211302
2019-03-08T20:00:00+01:00;48469
2019-03-08T21:00:00+01:00;30737
2019-03-08T22:00:00+01:00;159300
2019-03-08T23:00:00+01:00;166536
2019-03-09T00:00:00+01:00;62941
2019-03-09T01:00:00+01:00;26419
2019-03-09T02:00:00+01:00;136960
2019-03-09T03:00:00+01:00;170427
2019-03-09T04:00:00+01:00;62890
2019-03-09T05:00:00+01:00;21930
2019-03-09T06:00:00+01:00;135680
2019-03-09T07:00:00+01:00;188876
2019-03-09T08:00:00+01:00;59460
2019-03-09T09:00:00+01:00;31522
2019-03-09T10:00:00+01:00;145186
2019-03-09T11:00:00+01:00;184610
2019-03-09T12:00:00+01:00;60398
2019-03-09T13:00:00+01:00;27528
2019-03-09T14:00:00+01:00;141380
2019-03-09T15:00:00+01:00;193194
2019-03-09T16:00:00+01:00;60518
2019-03-09T17:00:00+01:00;24780
2019-03-09T18:00:00+01:00;133563
2019-03-09T19:00:00+01:00;199987
2019-03-09T20:00:00+01:00;60125
2019-03-09T21:00:00+01:00;31266
2019-03-09T22:00:00+01:00;135441
2019-03-09T23:00:00+01:00;197802
2019-03-10T00:00:00+01:00;81220
2019-03-10T01:00:00+01:00;56524
2019-03-10T02:00:00+01:00;127573
2019-03-10T03:00:00+01:00;198297
2019-03-10T04:00:00+01:00;67054
2019-03-10T05:00:00+01:00;25241
2019-03-10T06:00:00+01:00;121838
2019-03-10T07:00:00+01:00;202666
2019-03-10T08:00:00+01:00;63778
2019-03-10T09:00:00+01:00;37905
2019-03-10T10:00:00+01:00;139707
2019-03-10T11:00:00+01:00;182135
2019-03-10T12:00:00+01:00;87125
2019-03-10T13:00:00+01:00;30105
2019-03-10T14:00:00+01:00;118425
2019-03-10T15:00:00+01:00;188740
2019-03-10T16:00:00+01:00;65160
2019-03-10T17:00:00+01:00;29798
2019-03-10T18:00:00+01:00;114210
2019-03-10T19:00:00+01:00;171776
2019-03-10T20:00:00+01:00;65928
2019-03-10T21:00:00+01:00;44168
2019-03-10T22:00:00+01:00;115217
2019-03-10T23:00:00+01:00;179541
2019-03-11T00:00:00+01:00;101563
2019-03-11T01:00:00+01:00;33433
2019-03-11T02:00:00+01:00;115029
2019-03-11T03:00:00+01:00;215449
2019-03-11T04:00:00+01:00;5387366
2019-03-11T05:00:00+01:00;38741
2019-03-11T06:00:00+01:00;123972
2019-03-11T07:00:00+01:00;235298
2019-03-11T08:00:00+01:00;179200
2019-03-11T09:00:00+01:00;214457
2019-03-11T10:00:00+01:00;400452
2019-03-11T11:00:00+01:00;305561
2019-03-11T12:00:00+01:00;414498
2019-03-11T13:00:00+01:00;438340
2019-03-11T14:00:00+01:00;182630
2019-03-11T15:00:00+01:00;198400
2019-03-11T16:00:00+01:00;191436
2019-03-11T17:00:00+01:00;96597
2019-03-11T18:00:00+01:00;154948
2019-03-11T19:00:00+01:00;186606
2019-03-11T20:00:00+01:00;95709
2019-03-11T21:00:00+01:00;78438
2019-03-11T22:00:00+01:00;101614
2019-03-11T23:00:00+01:00;160614
2019-03-12T00:00:00+01:00;104055
2019-03-12T01:00:00+01:00;61235
2019-03-12T02:00:00+01:00;141636
2019-03-12T03:00:00+01:00;172420
2019-03-12T04:00:00+01:00;100352
2019-03-12T05:00:00+01:00;65894
2019-03-12T06:00:00+01:00;119415
2019-03-12T07:00:00+01:00;183125
2019-03-12T08:00:00+01:00;304930
2019-03-12T09:00:00+01:00;288000
2019-03-12T10:00:00+01:00;220962
2019-03-12T11:00:00+01:00;277811
2019-03-12T12:00:00+01:00;159197
2019-03-12T13:00:00+01:00;168465
2019-03-12T14:00:00+01:00;337988
2019-03-12T15:00:00+01:00;175138
2019-03-12T16:00:00+01:00;221678
2019-03-12T17:00:00+01:00;132334
2019-03-12T18:00:00+01:00;221815
2019-03-12T19:00:00+01:00;131874
2019-03-12T20:00:00+01:00;67686
2019-03-12T21:00:00+01:00;62941
2019-03-12T22:00:00+01:00;69102
2019-03-12T23:00:00+01:00;108765
2019-03-13T00:00:00+01:00;56883
2019-03-13T01:00:00+01:00;64375
2019-03-13T02:00:00+01:00;69751
2019-03-13T03:00:00+01:00;130286
2019-03-13T04:00:00+01:00;55364
2019-03-13T05:00:00+01:00;57514
2019-03-13T06:00:00+01:00;187272
2019-03-13T07:00:00+01:00;136379
2019-03-13T08:00:00+01:00;195003
2019-03-13T09:00:00+01:00;164334
2019-03-13T10:00:00+01:00;217651
2019-03-13T11:00:00+01:00;206779
2019-03-13T12:00:00+01:00;355106
2019-03-13T13:00:00+01:00;96580
2019-03-13T14:00:00+01:00;224546
2019-03-13T15:00:00+01:00;154982
2019-03-13T16:00:00+01:00;122180
2019-03-13T17:00:00+01:00;103116
2019-03-13T18:00:00+01:00;220654
2019-03-13T19:00:00+01:00;114517
2019-03-13T20:00:00+01:00;108134
2019-03-13T21:00:00+01:00;165905
2019-03-13T22:00:00+01:00;56098
2019-03-13T23:00:00+01:00;48179
2019-03-14T00:00:00+01:00;44800
2019-03-14T01:00:00+01:00;38929
2019-03-14T02:00:00+01:00;44782
2019-03-14T03:00:00+01:00;47581
2019-03-14T04:00:00+01:00;55961
2019-03-14T05:00:00+01:00;45602
2019-03-14T06:00:00+01:00;224938
2019-03-14T07:00:00+01:00;115660
2019-03-14T08:00:00+01:00;291737
2019-03-14T09:00:00+01:00;104874
2019-03-14T10:00:00+01:00;441019
2019-03-14T11:00:00+01:00;131225
2019-03-14T12:00:00+01:00;143854
2019-03-14T13:00:00+01:00;110353
2019-03-14T14:00:00+01:00;289570
2019-03-14T15:00:00+01:00;112537
2019-03-14T16:00:00+01:00;119705
2019-03-14T17:00:00+01:00;81544
2019-03-14T18:00:00+01:00;195174
2019-03-14T19:00:00+01:00;118579
2019-03-14T20:00:00+01:00;55091
2019-03-14T21:00:00+01:00;54715
2019-03-14T22:00:00+01:00;44782
2019-03-14T23:00:00+01:00;59682
2019-03-15T00:00:00+01:00;45346
2019-03-15T01:00:00+01:00;33689
2019-03-15T02:00:00+01:00;32187
2019-03-15T03:00:00+01:00;53845
2019-03-15T04:00:00+01:00;27852
2019-03-15T05:00:00+01:00;39116
2019-03-15T06:00:00+01:00;277964
2019-03-15T07:00:00+01:00;191368
2019-03-15T08:00:00+01:00;99396
2019-03-15T09:00:00+01:00;93030
2019-03-15T10:00:00+01:00;656452
2019-03-15T11:00:00+01:00;141619
2019-03-15T12:00:00+01:00;92364
2019-03-15T13:00:00+01:00;100846
2019-03-15T14:00:00+01:00;435968
2019-03-15T15:00:00+01:00;124996
2019-03-15T16:00:00+01:00;243370
2019-03-15T17:00:00+01:00;75178
2019-03-15T18:00:00+01:00;210312
2019-03-15T19:00:00+01:00;141533
2019-03-15T20:00:00+01:00;36744
2019-03-15T21:00:00+01:00;31129
2019-03-15T22:00:00+01:00;28023
2019-03-15T23:00:00+01:00;54903
2019-03-16T00:00:00+01:00;28740
2019-03-16T01:00:00+01:00;22647
2019-03-16T02:00:00+01:00;19131
2019-03-16T03:00:00+01:00;53162
2019-03-16T04:00:00+01:00;46301
2019-03-16T05:00:00+01:00;25224
2019-03-16T06:00:00+01:00;18568
2019-03-16T07:00:00+01:00;53094
2019-03-16T08:00:00+01:00;34372
2019-03-16T09:00:00+01:00;37358
2019-03-16T10:00:00+01:00;29320
2019-03-16T11:00:00+01:00;59835
2019-03-16T12:00:00+01:00;25685
2019-03-16T13:00:00+01:00;31675
2019-03-16T14:00:00+01:00;27494
2019-03-16T15:00:00+01:00;60108
2019-03-16T16:00:00+01:00;38195
2019-03-16T17:00:00+01:00;34679
2019-03-16T18:00:00+01:00;43741
2019-03-16T19:00:00+01:00;59733
2019-03-16T20:00:00+01:00;43195
2019-03-16T21:00:00+01:00;37358
2019-03-16T22:00:00+01:00;30327
2019-03-16T23:00:00+01:00;57804
2019-03-17T00:00:00+01:00;37939
2019-03-17T01:00:00+01:00;38417
2019-03-17T02:00:00+01:00;21265
2019-03-17T03:00:00+01:00;53811
2019-03-17T04:00:00+01:00;50824
2019-03-17T05:00:00+01:00;28023
2019-03-17T06:00:00+01:00;47564
2019-03-17T07:00:00+01:00;36829
2019-03-17T08:00:00+01:00;47240
2019-03-17T09:00:00+01:00;26094
2019-03-17T10:00:00+01:00;64221
2019-03-17T11:00:00+01:00;48145
2019-03-17T12:00:00+01:00;37853
2019-03-17T13:00:00+01:00;28006
2019-03-17T14:00:00+01:00;76629
2019-03-17T15:00:00+01:00;96085
2019-03-17T16:00:00+01:00;179592
2019-03-17T17:00:00+01:00;26163
2019-03-17T18:00:00+01:00;76817
2019-03-17T19:00:00+01:00;88883
2019-03-17T20:00:00+01:00;166621
2019-03-17T21:00:00+01:00;33860
2019-03-17T22:00:00+01:00;29303
2019-03-17T23:00:00+01:00;48162
2019-03-18T00:00:00+01:00;167355
2019-03-18T01:00:00+01:00;47257
2019-03-18T02:00:00+01:00;38400
2019-03-18T03:00:00+01:00;34474
2019-03-18T04:00:00+01:00;2141286
2019-03-18T05:00:00+01:00;1348761
2019-03-18T06:00:00+01:00;141533
2019-03-18T07:00:00+01:00;93149
2019-03-18T08:00:00+01:00;114585
2019-03-18T09:00:00+01:00;380398
2019-03-18T10:00:00+01:00;293888
2019-03-18T11:00:00+01:00;91204
2019-03-18T12:00:00+01:00;108458
2019-03-18T13:00:00+01:00;251579
2019-03-18T14:00:00+01:00;295543
2019-03-18T15:00:00+01:00;104721
2019-03-18T16:00:00+01:00;123511
2019-03-18T17:00:00+01:00;490359
2019-03-18T18:00:00+01:00;669431
2019-03-18T19:00:00+01:00;54835
2019-03-18T20:00:00+01:00;68744
2019-03-18T21:00:00+01:00;184064
2019-03-18T22:00:00+01:00;59238
2019-03-18T23:00:00+01:00;53384
2019-03-19T00:00:00+01:00;40328
2019-03-19T01:00:00+01:00;161160
2019-03-19T02:00:00+01:00;46165
2019-03-19T03:00:00+01:00;58402
2019-03-19T04:00:00+01:00;46318
2019-03-19T05:00:00+01:00;196471
2019-03-19T06:00:00+01:00;151859
2019-03-19T07:00:00+01:00;85350
2019-03-19T08:00:00+01:00;111086
2019-03-19T09:00:00+01:00;227379
2019-03-19T10:00:00+01:00;195993
2019-03-19T11:00:00+01:00;183449
2019-03-19T12:00:00+01:00;287846
2019-03-19T13:00:00+01:00;221764
2019-03-19T14:00:00+01:00;350907
2019-03-19T15:00:00+01:00;102229
2019-03-19T16:00:00+01:00;192597
2019-03-19T17:00:00+01:00;209664
2019-03-19T18:00:00+01:00;183995
2019-03-19T19:00:00+01:00;141312
2019-03-19T20:00:00+01:00;50585
2019-03-19T21:00:00+01:00;94907
2019-03-19T22:00:00+01:00;48861
2019-03-19T23:00:00+01:00;25190
2019-03-20T00:00:00+01:00;25719
2019-03-20T01:00:00+01:00;82619
2019-03-20T02:00:00+01:00;44270
2019-03-20T03:00:00+01:00;51746
2019-03-20T04:00:00+01:00;27699
2019-03-20T05:00:00+01:00;429175
2019-03-20T06:00:00+01:00;235042
2019-03-20T07:00:00+01:00;70809
2019-03-20T08:00:00+01:00;117964
2019-03-20T09:00:00+01:00;130525
2019-03-20T10:00:00+01:00;249446
2019-03-20T11:00:00+01:00;79462
2019-03-20T12:00:00+01:00;119500
2019-03-20T13:00:00+01:00;387976
2019-03-20T14:00:00+01:00;283835
2019-03-20T15:00:00+01:00;155818
2019-03-20T16:00:00+01:00;93747
2019-03-20T17:00:00+01:00;229444
2019-03-20T18:00:00+01:00;228069
2019-03-20T19:00:00+01:00;80674
2019-03-20T20:00:00+01:00;36386
2019-03-20T21:00:00+01:00;81510
2019-03-20T22:00:00+01:00;61542
2019-03-20T23:00:00+01:00;34133
2019-03-21T00:00:00+01:00;26385
2019-03-21T01:00:00+01:00;68403
2019-03-21T02:00:00+01:00;59460
2019-03-21T03:00:00+01:00;28996
2019-03-21T04:00:00+01:00;51626
2019-03-21T05:00:00+01:00;77516
2019-03-21T06:00:00+01:00;269448
2019-03-21T07:00:00+01:00;84804
2019-03-21T08:00:00+01:00;108441
2019-03-21T09:00:00+01:00;329096
2019-03-21T10:00:00+01:00;527052
2019-03-21T11:00:00+01:00;200499
2019-03-21T12:00:00+01:00;102502
2019-03-21T13:00:00+01:00;124706
2019-03-21T14:00:00+01:00;386764
2019-03-21T15:00:00+01:00;117998
2019-03-21T16:00:00+01:00;90333
2019-03-21T17:00:00+01:00;97314
2019-03-21T18:00:00+01:00;242722
2019-03-21T19:00:00+01:00;94890
2019-03-21T20:00:00+01:00;33143
2019-03-21T21:00:00+01:00;66560
2019-03-21T22:00:00+01:00;68386
2019-03-21T23:00:00+01:00;36420
2019-03-22T00:00:00+01:00;29508
2019-03-22T01:00:00+01:00;58197
2019-03-22T02:00:00+01:00;52292
2019-03-22T03:00:00+01:00;49339
2019-03-22T04:00:00+01:00;28177
2019-03-22T05:00:00+01:00;81595
2019-03-22T06:00:00+01:00;226747
2019-03-22T07:00:00+01:00;101410
2019-03-22T08:00:00+01:00;286259
2019-03-22T09:00:00+01:00;144247
2019-03-22T10:00:00+01:00;260898
2019-03-22T11:00:00+01:00;203417
2019-03-22T12:00:00+01:00;121036
2019-03-22T13:00:00+01:00;108987
2019-03-22T14:00:00+01:00;471552
2019-03-22T15:00:00+01:00;97604
2019-03-22T16:00:00+01:00;80520
2019-03-22T17:00:00+01:00;176418
2019-03-22T18:00:00+01:00;242449
2019-03-22T19:00:00+01:00;90248
2019-03-22T20:00:00+01:00;33655
2019-03-22T21:00:00+01:00;61184
2019-03-22T22:00:00+01:00;137079
2019-03-22T23:00:00+01:00;86101
2019-03-23T00:00:00+01:00;33211
2019-03-23T01:00:00+01:00;46779
2019-03-23T02:00:00+01:00;101990
2019-03-23T03:00:00+01:00;103577
2019-03-23T04:00:00+01:00;43571
2019-03-23T05:00:00+01:00;47906
2019-03-23T06:00:00+01:00;101546
2019-03-23T07:00:00+01:00;109209
2019-03-23T08:00:00+01:00;61559
2019-03-23T09:00:00+01:00;58794
2019-03-23T10:00:00+01:00;98440
2019-03-23T11:00:00+01:00;93900
2019-03-23T12:00:00+01:00;36249
2019-03-23T13:00:00+01:00;56251
2019-03-23T14:00:00+01:00;102314
2019-03-23T15:00:00+01:00;90163
2019-03-23T16:00:00+01:00;28910
2019-03-23T17:00:00+01:00;50329
2019-03-23T18:00:00+01:00;83985
2019-03-23T19:00:00+01:00;114909
2019-03-23T20:00:00+01:00;32853
2019-03-23T21:00:00+01:00;58470
2019-03-23T22:00:00+01:00;106598
2019-03-23T23:00:00+01:00;119296
2019-03-24T00:00:00+01:00;198980
2019-03-24T01:00:00+01:00;40345
2019-03-24T02:00:00+01:00;85742
2019-03-24T03:00:00+01:00;116121
2019-03-24T04:00:00+01:00;100539
2019-03-24T05:00:00+01:00;39424
2019-03-24T06:00:00+01:00;83063
2019-03-24T07:00:00+01:00;119022
2019-03-24T08:00:00+01:00;66730
2019-03-24T09:00:00+01:00;45243
2019-03-24T10:00:00+01:00;71850
2019-03-24T11:00:00+01:00;87739
2019-03-24T12:00:00+01:00;61166
2019-03-24T13:00:00+01:00;40686
2019-03-24T14:00:00+01:00;81390
2019-03-24T15:00:00+01:00;97689
2019-03-24T16:00:00+01:00;67874
2019-03-24T17:00:00+01:00;47872
2019-03-24T18:00:00+01:00;62890
2019-03-24T19:00:00+01:00;113698
2019-03-24T20:00:00+01:00;64580
2019-03-24T21:00:00+01:00;60091
2019-03-24T22:00:00+01:00;46370
2019-03-24T23:00:00+01:00;85145
2019-03-25T00:00:00+01:00;185002
2019-03-25T01:00:00+01:00;58180
2019-03-25T02:00:00+01:00;58333
2019-03-25T03:00:00+01:00;77909
2019-03-25T04:00:00+01:00;3029384
2019-03-25T05:00:00+01:00;91136
2019-03-25T06:00:00+01:00;156296
2019-03-25T07:00:00+01:00;154282
2019-03-25T08:00:00+01:00;141465
2019-03-25T09:00:00+01:00;197580
2019-03-25T10:00:00+01:00;299485
2019-03-25T11:00:00+01:00;206950
2019-03-25T12:00:00+01:00;563592
2019-03-25T13:00:00+01:00;176571
2019-03-25T14:00:00+01:00;245026
2019-03-25T15:00:00+01:00;175616
2019-03-25T16:00:00+01:00;311876
2019-03-25T17:00:00+01:00;119773
2019-03-25T18:00:00+01:00;192989
2019-03-25T19:00:00+01:00;115746
2019-03-25T20:00:00+01:00;75025
2019-03-25T21:00:00+01:00;51865
2019-03-25T22:00:00+01:00;46865
2019-03-25T23:00:00+01:00;42564
2019-03-26T00:00:00+01:00;49237
2019-03-26T01:00:00+01:00;50124
2019-03-26T02:00:00+01:00;50517
2019-03-26T03:00:00+01:00;55773
2019-03-26T04:00:00+01:00;51916
2019-03-26T05:00:00+01:00;50585
2019-03-26T06:00:00+01:00;255146
2019-03-26T07:00:00+01:00;103082
2019-03-26T08:00:00+01:00;115029
2019-03-26T09:00:00+01:00;211968
2019-03-26T10:00:00+01:00;295099
2019-03-26T11:00:00+01:00;249139
2019-03-26T12:00:00+01:00;133154
2019-03-26T13:00:00+01:00;127897
2019-03-26T14:00:00+01:00;327867
2019-03-26T15:00:00+01:00;164403
2019-03-26T16:00:00+01:00;208145
2019-03-26T17:00:00+01:00;289655
2019-03-26T18:00:00+01:00;460765
2019-03-26T19:00:00+01:00;98747
2019-03-26T20:00:00+01:00;65894
2019-03-26T21:00:00+01:00;218385
2019-03-26T22:00:00+01:00;52548
2019-03-26T23:00:00+01:00;70400
2019-03-27T00:00:00+01:00;54323
2019-03-27T01:00:00+01:00;39372
2019-03-27T02:00:00+01:00;48674
2019-03-27T03:00:00+01:00;94156
2019-03-27T04:00:00+01:00;47769
2019-03-27T05:00:00+01:00;87603
2019-03-27T06:00:00+01:00;230570
2019-03-27T07:00:00+01:00;115336
2019-03-27T08:00:00+01:00;201745
2019-03-27T09:00:00+01:00;213094
2019-03-27T10:00:00+01:00;273271
2019-03-27T11:00:00+01:00;129570
2019-03-27T12:00:00+01:00;125610
2019-03-27T13:00:00+01:00;134246
2019-03-27T14:00:00+01:00;266717
2019-03-27T15:00:00+01:00;219699
2019-03-27T16:00:00+01:00;135082
2019-03-27T17:00:00+01:00;87790
2019-03-27T18:00:00+01:00;299793
2019-03-27T19:00:00+01:00;101546
2019-03-27T20:00:00+01:00;55210
2019-03-27T21:00:00+01:00;40738
2019-03-27T22:00:00+01:00;54254
2019-03-27T23:00:00+01:00;58265
2019-03-28T00:00:00+01:00;55296
2019-03-28T01:00:00+01:00;44834
2019-03-28T02:00:00+01:00;55381
2019-03-28T03:00:00+01:00;60142
2019-03-28T04:00:00+01:00;36198
2019-03-28T05:00:00+01:00;42018
2019-03-28T06:00:00+01:00;253747
2019-03-28T07:00:00+01:00;96375
2019-03-28T08:00:00+01:00;133137
2019-03-28T09:00:00+01:00;191300
2019-03-28T10:00:00+01:00;329335
2019-03-28T11:00:00+01:00;119313
2019-03-28T12:00:00+01:00;245674
2019-03-28T13:00:00+01:00;334950
2019-03-28T14:00:00+01:00;283067
2019-03-28T15:00:00+01:00;382737
2019-03-28T16:00:00+01:00;118101
2019-03-28T17:00:00+01:00;98850
2019-03-28T18:00:00+01:00;253098
2019-03-28T19:00:00+01:00;102451
2019-03-28T20:00:00+01:00;49288
2019-03-28T21:00:00+01:00;43451
2019-03-28T22:00:00+01:00;55074
2019-03-28T23:00:00+01:00;73608
2019-03-29T00:00:00+01:00;65177
2019-03-29T01:00:00+01:00;72686
2019-03-29T02:00:00+01:00;49971
2019-03-29T03:00:00+01:00;39150
2019-03-29T04:00:00+01:00;44151
2019-03-29T05:00:00+01:00;56490
2019-03-29T06:00:00+01:00;60689
2019-03-29T07:00:00+01:00;73181
2019-03-29T08:00:00+01:00;245009
2019-03-29T09:00:00+01:00;135082
2019-03-29T10:00:00+01:00;131157
2019-03-29T11:00:00+01:00;135987
2019-03-29T12:00:00+01:00;141038
2019-03-29T13:00:00+01:00;115302
2019-03-29T14:00:00+01:00;355481
2019-03-29T15:00:00+01:00;78609
2019-03-29T16:00:00+01:00;187801
2019-03-29T17:00:00+01:00;107264
2019-03-29T18:00:00+01:00;132352
2019-03-29T19:00:00+01:00;123477
2019-03-29T20:00:00+01:00;86835
2019-03-29T21:00:00+01:00;84821
2019-03-29T22:00:00+01:00;122760
2019-03-29T23:00:00+01:00;121873
2019-03-30T00:00:00+01:00;107127
