Time;Number of bytes received
2019-03-28T14:00:00+01:00;19337042
2019-03-28T15:00:00+01:00;21763874
2019-03-28T16:00:00+01:00;22817757
2019-03-28T17:00:00+01:00;21602286
2019-03-28T18:00:00+01:00;24179865
2019-03-28T19:00:00+01:00;28838690
2019-03-28T20:00:00+01:00;31096115
2019-03-28T21:00:00+01:00;27664435
2019-03-28T22:00:00+01:00;25538372
2019-03-28T23:00:00+01:00;16328721
2019-03-29T00:00:00+01:00;8811212
2019-03-29T01:00:00+01:00;5193966
2019-03-29T02:00:00+01:00;2970994
2019-03-29T03:00:00+01:00;2054195
2019-03-29T04:00:00+01:00;2923867
2019-03-29T05:00:00+01:00;1321250
2019-03-29T06:00:00+01:00;1612970
2019-03-29T07:00:00+01:00;5829256
2019-03-29T08:00:00+01:00;5792938
2019-03-29T09:00:00+01:00;10687897
2019-03-29T10:00:00+01:00;8982118
2019-03-29T11:00:00+01:00;10554282
2019-03-29T12:00:00+01:00;20552448
2019-03-29T13:00:00+01:00;20629367
2019-03-29T14:00:00+01:00;8209859
2019-03-29T15:00:00+01:00;6689194
2019-03-29T16:00:00+01:00;7239697
2019-03-29T17:00:00+01:00;7756066
2019-03-29T18:00:00+01:00;14672366
2019-03-29T19:00:00+01:00;19848739
2019-03-29T20:00:00+01:00;27897026
2019-03-29T21:00:00+01:00;29997604
2019-03-29T22:00:00+01:00;26236928
2019-03-29T23:00:00+01:00;25826599
2019-03-30T00:00:00+01:00;16243507
2019-03-30T01:00:00+01:00;8347559
2019-03-30T02:00:00+01:00;6060458
2019-03-30T03:00:00+01:00;4103014
2019-03-30T04:00:00+01:00;2403396
2019-03-30T05:00:00+01:00;1456913
2019-03-30T06:00:00+01:00;1611741
2019-03-30T07:00:00+01:00;2797977
2019-03-30T08:00:00+01:00;7351244
2019-03-30T09:00:00+01:00;9201954
2019-03-30T10:00:00+01:00;15342882
2019-03-30T11:00:00+01:00;20692974
2019-03-30T12:00:00+01:00;17668403
2019-03-30T13:00:00+01:00;22161971
2019-03-30T14:00:00+01:00;22208102
2019-03-30T15:00:00+01:00;18373478
2019-03-30T16:00:00+01:00;17314389
2019-03-30T17:00:00+01:00;19613713
2019-03-30T18:00:00+01:00;19283916
2019-03-30T19:00:00+01:00;20786466
2019-03-30T20:00:00+01:00;23529403
2019-03-30T21:00:00+01:00;22098141
2019-03-30T22:00:00+01:00;24280456
2019-03-30T23:00:00+01:00;20309043
2019-03-31T00:00:00+01:00;14826666
2019-03-31T01:00:00+01:00;9125818
2019-03-31T03:00:00+02:00;5067878
2019-03-31T04:00:00+02:00;3105739
2019-03-31T05:00:00+02:00;6780433
2019-03-31T06:00:00+02:00;2077303
2019-03-31T07:00:00+02:00;1589930
2019-03-31T08:00:00+02:00;2762169
2019-03-31T09:00:00+02:00;9668232
2019-03-31T10:00:00+02:00;15069583
2019-03-31T11:00:00+02:00;16883370
2019-03-31T12:00:00+02:00;18813610
2019-03-31T13:00:00+02:00;25807069
2019-03-31T14:00:00+02:00;21599044
2019-03-31T15:00:00+02:00;19186193
2019-03-31T16:00:00+02:00;25044599
2019-03-31T17:00:00+02:00;25735850
2019-03-31T18:00:00+02:00;23344964
2019-03-31T19:00:00+02:00;26539895
2019-03-31T20:00:00+02:00;29444966
2019-03-31T21:00:00+02:00;29457373
2019-03-31T22:00:00+02:00;29465139
2019-03-31T23:00:00+02:00;19874696
2019-04-01T00:00:00+02:00;10328405
