Time;Number of bytes transmitted
2019-03-28T15:00:00+01:00;19417497
2019-03-28T16:00:00+01:00;20745719
2019-03-28T17:00:00+01:00;28634248
2019-03-28T18:00:00+01:00;55163750
2019-03-28T19:00:00+01:00;50749815
2019-03-28T20:00:00+01:00;32665053
2019-03-28T21:00:00+01:00;27311291
2019-03-28T22:00:00+01:00;26113143
2019-03-28T23:00:00+01:00;15852839
2019-03-29T00:00:00+01:00;8300697
2019-03-29T01:00:00+01:00;29914931
2019-03-29T02:00:00+01:00;13793703
2019-03-29T03:00:00+01:00;14879232
2019-03-29T04:00:00+01:00;7506388
2019-03-29T05:00:00+01:00;1643281
2019-03-29T06:00:00+01:00;2206310
2019-03-29T07:00:00+01:00;5418001
2019-03-29T08:00:00+01:00;5843985
2019-03-29T09:00:00+01:00;7544251
2019-03-29T10:00:00+01:00;20203161
2019-03-29T11:00:00+01:00;13975142
2019-03-29T12:00:00+01:00;20499148
2019-03-29T13:00:00+01:00;21982737
2019-03-29T14:00:00+01:00;6439328
2019-03-29T15:00:00+01:00;5589930
2019-03-29T16:00:00+01:00;6269064
2019-03-29T17:00:00+01:00;8044066
2019-03-29T18:00:00+01:00;23412684
2019-03-29T19:00:00+01:00;24232730
2019-03-29T20:00:00+01:00;27884649
2019-03-29T21:00:00+01:00;29583817
2019-03-29T22:00:00+01:00;30510947
2019-03-29T23:00:00+01:00;21474217
2019-03-30T00:00:00+01:00;12182016
2019-03-30T01:00:00+01:00;37794092
2019-03-30T02:00:00+01:00;28949640
2019-03-30T03:00:00+01:00;10851208
2019-03-30T04:00:00+01:00;3860428
2019-03-30T05:00:00+01:00;5305497
2019-03-30T06:00:00+01:00;1437747
2019-03-30T07:00:00+01:00;5681459
2019-03-30T08:00:00+01:00;16869478
2019-03-30T09:00:00+01:00;20052445
2019-03-30T10:00:00+01:00;34943488
2019-03-30T11:00:00+01:00;39352576
2019-03-30T12:00:00+01:00;18522214
2019-03-30T13:00:00+01:00;22684910
2019-03-30T14:00:00+01:00;22363869
2019-03-30T15:00:00+01:00;18521856
2019-03-30T16:00:00+01:00;17575884
2019-03-30T17:00:00+01:00;21726737
2019-03-30T18:00:00+01:00;25712861
2019-03-30T19:00:00+01:00;20695210
2019-03-30T20:00:00+01:00;23244458
2019-03-30T21:00:00+01:00;22085341
2019-03-30T22:00:00+01:00;23977369
2019-03-30T23:00:00+01:00;20271718
2019-03-31T00:00:00+01:00;12800921
2019-03-31T01:00:00+01:00;29661600
2019-03-31T03:00:00+02:00;8848827
2019-03-31T04:00:00+02:00;4142327
2019-03-31T05:00:00+02:00;2394043
2019-03-31T06:00:00+02:00;3479637
2019-03-31T07:00:00+02:00;2347434
2019-03-31T08:00:00+02:00;5943525
2019-03-31T09:00:00+02:00;9410201
2019-03-31T10:00:00+02:00;15487757
2019-03-31T11:00:00+02:00;16551526
2019-03-31T12:00:00+02:00;18675191
2019-03-31T13:00:00+02:00;25519035
2019-03-31T14:00:00+02:00;21399364
2019-03-31T15:00:00+02:00;18896605
2019-03-31T16:00:00+02:00;35741405
2019-03-31T17:00:00+02:00;28423635
2019-03-31T18:00:00+02:00;31777877
2019-03-31T19:00:00+02:00;26202777
2019-03-31T20:00:00+02:00;29193062
2019-03-31T21:00:00+02:00;29223987
2019-03-31T22:00:00+02:00;29473689
2019-03-31T23:00:00+02:00;19610624
2019-04-01T00:00:00+02:00;10094506
