Time;CPU usage;Ntwk_bytes receiv;Ntwk_bytes transmitted;Number of VMs;Used memory;Aver write latency LUN_080;Average read latency LUN_080;Average write latency  LUN_081;Average read latency LUN_081;Average write latency LUN_082;Average read latency LUN_082;Average write latency LUN_083;Average read latency LUN_083;Average write latency LUN_084;Average read latency LUN_084;Average write latency LUN_085;Average read latency LUN_085;Average read latency LUN_086;Average read latency LUN_086
2019-03-25T14:00:00+01:00;13844816666;6928503;7376520;79;2.46E+11;1;4;1;0;1;1;0;0;2;4;0;6;2;2
2019-03-25T15:00:00+01:00;13185150000;9325762;7113427;79;2.46E+11;1;3;2;1;1;1;1;0;2;2;1;7;2;2
2019-03-25T16:00:00+01:00;13358566666;9398596;8645120;79;2.46E+11;1;4;1;0;1;1;0;0;1;2;0;6;2;2
2019-03-25T17:00:00+01:00;13412083333;12035891;12664234;79;2.46E+11;1;4;1;0;1;1;1;0;1;1;0;7;1;1
2019-03-25T18:00:00+01:00;14040333333;17068322;21463739;79;2.46E+11;1;6;1;0;1;4;1;0;1;2;0;5;2;2
2019-03-25T19:00:00+01:00;16351600000;25980928;25475310;79;2.46E+11;1;3;0;0;1;0;4;0;1;1;0;6;1;1
2019-03-25T20:00:00+01:00;17512066666;26924882;26789835;79;2.46E+11;1;5;3;0;1;1;0;0;2;2;0;6;1;1
2019-03-25T21:00:00+01:00;17855450000;37772987;38543786;79;2.46E+11;1;2;0;0;0;2;0;0;1;2;0;6;1;1
2019-03-25T22:00:00+01:00;17489716666;37703697;41444369;79;2.46E+11;1;3;1;1;0;2;0;0;2;2;0;6;1;1
2019-03-25T23:00:00+01:00;13719466666;21755511;21536529;79;2.46E+11;1;1;1;0;1;1;0;0;2;1;0;5;0;0
2019-03-26T00:00:00+01:00;9739983333;9147669;8924333;79;2.46E+11;2;2;2;1;7;1;1;0;5;1;1;7;1;1
2019-03-26T01:00:00+01:00;10049516666;4867259;28848742;79;2.46E+11;2;2;2;0;3;2;2;0;3;4;2;8;3;3
2019-03-26T02:00:00+01:00;10924116666;3607722;14047744;79;2.46E+11;3;5;2;0;7;1;2;0;4;2;2;6;1;1
2019-03-26T03:00:00+01:00;10656916666;7151872;2758587;81;2.55E+11;3;3;2;1;2;3;4;1;4;2;2;6;1;1
2019-03-26T04:00:00+01:00;11091800000;1531435;7345950;80;2.49E+11;10;5;2;0;7;2;1;0;16;3;1;6;3;3
2019-03-26T05:00:00+01:00;9462050000;1521902;1396053;80;2.44E+11;1;2;1;0;2;0;1;1;2;1;0;5;0;0
2019-03-26T06:00:00+01:00;10300316666;1556889;1340074;80;2.45E+11;1;2;1;0;1;1;0;1;2;2;1;5;1;1
2019-03-26T07:00:00+01:00;11797133333;7551709;7221009;80;2.45E+11;1;5;2;0;1;2;1;0;2;2;1;6;2;2
2019-03-26T08:00:00+01:00;11949450000;9274385;8200120;80;2.45E+11;1;6;2;1;1;2;0;0;1;2;0;6;2;2
2019-03-26T09:00:00+01:00;11981300000;8361420;5928413;81;2.51E+11;1;5;1;0;1;2;0;0;2;1;0;7;2;2
2019-03-26T10:00:00+01:00;12982350000;6937907;8118852;81;2.54E+11;2;6;1;1;2;2;0;0;2;2;1;7;1;1
2019-03-26T11:00:00+01:00;13713250000;7383647;14708059;81;2.47E+11;1;6;1;2;1;2;0;0;1;0;0;7;3;3
2019-03-26T12:00:00+01:00;14104916666;18083072;18032076;81;2.47E+11;2;7;0;0;1;2;0;0;2;2;0;6;2;2
2019-03-26T13:00:00+01:00;14869783333;23801139;22769442;81;2.46E+11;1;6;1;0;1;2;1;1;2;3;0;6;3;3
2019-03-26T14:00:00+01:00;13566900000;11107174;14417527;80;2.39E+11;2;5;1;0;1;2;0;0;3;1;0;6;2;2
2019-03-26T15:00:00+01:00;14205000000;9106449;16209885;80;2.39E+11;1;3;1;0;1;1;1;0;2;1;0;6;2;2
2019-03-26T16:00:00+01:00;15033600000;8298905;9190912;80;2.35E+11;2;5;1;1;1;1;0;0;2;1;0;6;2;2
2019-03-26T17:00:00+01:00;14079233333;12297094;11131747;80;2.35E+11;2;4;1;0;1;1;1;0;2;1;1;6;3;3
2019-03-26T18:00:00+01:00;15258033333;19376315;31743078;80;2.41E+11;2;5;2;0;1;1;2;0;3;2;1;5;1;1
2019-03-26T19:00:00+01:00;16801183333;23334682;27236404;79;2.41E+11;1;3;0;0;0;1;0;0;1;0;0;5;1;1
2019-03-26T20:00:00+01:00;17654483333;22172518;22117512;78;2.39E+11;1;3;1;0;0;1;0;0;1;1;0;5;1;1
2019-03-26T21:00:00+01:00;16470750000;23782468;23957196;78;2.39E+11;1;3;1;0;0;1;1;0;1;0;0;6;1;1
2019-03-26T22:00:00+01:00;15484016666;25814510;25524992;78;2.39E+11;1;2;0;0;1;1;0;1;1;2;0;5;1;1
2019-03-26T23:00:00+01:00;14372783333;20895897;20963720;78;2.39E+11;2;2;2;0;1;0;1;0;3;0;1;6;0;0
2019-03-27T00:00:00+01:00;9875650000;8988996;8311176;78;2.40E+11;2;2;4;2;1;2;5;1;3;0;2;7;0;0
2019-03-27T01:00:00+01:00;9929733333;3747174;21478809;79;2.41E+11;3;2;3;1;2;2;2;0;3;1;3;6;2;2
2019-03-27T02:00:00+01:00;9900150000;5335569;2115140;79;2.43E+11;2;2;2;0;3;4;2;0;4;1;1;5;1;1
2019-03-27T03:00:00+01:00;8821366666;2161920;3408298;81;2.57E+11;2;4;2;2;3;2;2;0;4;1;2;5;2;2
2019-03-27T04:00:00+01:00;9644883333;1219375;8200469;81;2.53E+11;7;5;3;1;7;2;2;0;8;1;3;4;5;5
2019-03-27T05:00:00+01:00;9012816666;1188551;7272951;80;2.45E+11;1;4;1;0;1;2;2;0;1;0;1;4;0;0
2019-03-27T06:00:00+01:00;9092666666;1785702;8796484;80;2.45E+11;1;5;1;0;1;0;0;0;2;1;1;4;1;1
2019-03-27T07:00:00+01:00;11187000000;7666841;29347549;80;2.45E+11;1;6;2;1;1;3;0;0;1;1;2;6;2;2
2019-03-27T08:00:00+01:00;12308816666;4060108;16161518;80;2.45E+11;1;6;1;2;1;1;1;0;1;0;1;5;1;1
2019-03-27T09:00:00+01:00;13074350000;3929292;4339660;80;2.45E+11;2;7;3;0;2;1;3;0;2;1;2;7;3;3
2019-03-27T10:00:00+01:00;12483350000;4459161;4942250;80;2.45E+11;1;5;3;1;1;1;0;0;2;0;1;7;1;1
2019-03-27T11:00:00+01:00;13014716666;4790459;4912179;80;2.45E+11;1;6;1;1;2;1;1;0;2;1;1;7;2;2
2019-03-27T12:00:00+01:00;15605683333;17285519;23829261;79;2.44E+11;1;8;0;0;1;3;0;0;2;1;0;6;1;1
2019-03-27T13:00:00+01:00;16584316666;18281045;18555118;79;2.43E+11;1;6;2;0;1;1;0;0;1;0;0;6;0;0
2019-03-27T14:00:00+01:00;13025950000;5999189;5933875;79;2.43E+11;1;5;1;0;1;0;0;0;1;0;0;7;2;2
2019-03-27T15:00:00+01:00;13207233333;7820902;7027797;79;2.43E+11;1;6;0;0;1;1;0;0;2;0;0;7;2;2
2019-03-27T16:00:00+01:00;14408016666;10614698;10703906;79;2.43E+11;2;4;2;1;1;1;1;0;2;0;1;8;1;1
2019-03-27T17:00:00+01:00;13262783333;10503645;10336170;79;2.43E+11;1;5;1;0;1;1;1;0;2;0;1;6;1;1
2019-03-27T18:00:00+01:00;14241750000;15549249;20783138;79;2.43E+11;2;4;1;0;1;1;1;0;2;2;1;7;2;2
2019-03-27T19:00:00+01:00;16095183333;22066661;21800005;79;2.43E+11;2;4;1;0;1;0;1;0;1;0;0;6;1;1
2019-03-27T20:00:00+01:00;16858333333;21975193;21803929;79;2.43E+11;1;3;0;0;0;1;0;0;1;0;0;6;1;1
2019-03-27T21:00:00+01:00;16967233333;25173807;25323867;79;2.43E+11;1;3;1;0;0;1;1;0;1;1;4;6;1;1
2019-03-27T22:00:00+01:00;18068766666;25842585;29037482;78;2.34E+11;1;2;1;0;1;1;0;0;2;0;0;6;1;1
2019-03-27T23:00:00+01:00;14391800000;19458747;19196330;78;2.32E+11;2;1;1;0;0;1;5;0;2;0;0;5;0;0
2019-03-28T00:00:00+01:00;11833416666;12056610;10357452;78;2.37E+11;1;3;2;1;1;1;1;1;1;0;1;6;2;2
2019-03-28T01:00:00+01:00;10553400000;6171733;24491605;79;2.41E+11;2;4;3;0;2;1;1;0;4;0;3;6;3;3
2019-03-28T02:00:00+01:00;9958316666;7910541;4515486;79;2.43E+11;4;5;2;0;3;1;2;0;5;1;2;4;1;1
2019-03-28T03:00:00+01:00;9944066666;3382306;4259686;81;2.57E+11;2;5;3;2;2;1;1;0;2;1;2;6;1;1
2019-03-28T04:00:00+01:00;10396616666;5103457;8512105;81;2.58E+11;6;4;1;0;4;2;5;0;21;1;1;4;4;4
2019-03-28T05:00:00+01:00;8945166666;2922496;8092467;80;2.50E+11;0;3;0;0;0;1;0;0;0;0;1;4;1;1
2019-03-28T06:00:00+01:00;9490050000;2847590;2491323;80;2.49E+11;1;4;1;0;5;0;2;0;3;0;2;3;0;0
2019-03-28T07:00:00+01:00;9248700000;8853486;8863590;80;2.49E+11;1;6;0;1;1;2;0;0;1;1;0;6;1;1
2019-03-28T08:00:00+01:00;13377716666;6714562;6518219;80;2.49E+11;1;6;1;0;1;1;0;0;2;0;0;5;1;1
2019-03-28T09:00:00+01:00;15207400000;10292343;9180910;80;2.49E+11;2;8;1;0;2;1;1;0;3;2;1;7;4;4
2019-03-28T10:00:00+01:00;13800250000;7420142;8059818;80;2.49E+11;1;6;1;1;1;2;1;0;1;1;0;7;4;4
2019-03-28T11:00:00+01:00;14627900000;11357320;11110365;80;2.49E+11;1;5;1;0;1;1;0;0;1;1;0;7;2;2
2019-03-28T12:00:00+01:00;12523633333;12633309;17145651;80;2.49E+11;1;6;1;0;1;1;0;1;2;0;0;6;0;0
2019-03-28T13:00:00+01:00;14967383333;20736699;22112597;79;2.43E+11;1;6;5;0;0;1;0;0;1;0;0;6;3;3
2019-03-28T14:00:00+01:00;13929533333;19337042;20001253;79;2.41E+11;1;5;2;1;1;1;2;0;2;0;0;7;2;2
2019-03-28T15:00:00+01:00;16813800000;21763874;19417497;79;2.41E+11;2;5;1;1;2;4;2;0;4;0;1;8;3;3
2019-03-28T16:00:00+01:00;16367150000;22817757;20745719;79;2.41E+11;1;5;3;0;1;2;1;0;3;0;1;7;2;2
2019-03-28T17:00:00+01:00;14703933333;21602286;28634248;79;2.41E+11;2;4;1;0;2;2;0;0;2;0;1;7;2;2
2019-03-28T18:00:00+01:00;12717183333;24179865;55163750;79;2.44E+11;2;3;1;0;1;1;0;0;2;1;0;7;2;2
2019-03-28T19:00:00+01:00;14822766666;28838690;50749815;80;2.49E+11;1;3;0;0;0;1;1;0;1;0;0;5;1;1
2019-03-28T20:00:00+01:00;15664200000;31096115;32665053;79;2.42E+11;1;2;0;0;0;1;0;0;1;0;0;5;1;1
2019-03-28T21:00:00+01:00;15470166666;27664435;27311291;79;2.41E+11;1;2;1;0;0;1;0;0;2;1;0;6;4;4
2019-03-28T22:00:00+01:00;17150900000;25538372;26113143;79;2.41E+11;1;2;1;1;1;1;1;0;2;2;0;5;4;4
2019-03-28T23:00:00+01:00;14106650000;16328721;15852839;79;2.41E+11;1;2;0;1;1;2;0;0;3;1;0;5;1;1
2019-03-29T00:00:00+01:00;10592150000;8811212;8300697;79;2.41E+11;1;2;4;1;1;1;2;0;5;0;1;8;0;0
2019-03-29T01:00:00+01:00;9822616666;5193966;29914931;79;2.41E+11;2;3;1;1;2;1;2;0;3;1;2;6;2;2
2019-03-29T02:00:00+01:00;9930200000;2970994;13793703;79;2.41E+11;2;3;2;2;3;1;2;2;3;1;3;5;1;1
2019-03-29T03:00:00+01:00;10125150000;2054195;14879232;80;2.43E+11;2;4;2;0;3;2;1;0;4;0;2;7;2;2
2019-03-29T04:00:00+01:00;10737750000;2923867;7506388;79;2.42E+11;4;4;2;1;6;2;3;0;11;3;1;5;3;3
2019-03-29T05:00:00+01:00;9017950000;1321250;1643281;79;2.41E+11;1;2;0;0;1;0;0;0;2;0;0;3;0;0
2019-03-29T06:00:00+01:00;9646866666;1612970;2206310;79;2.41E+11;1;2;1;1;1;0;1;0;1;0;1;5;0;0
2019-03-29T07:00:00+01:00;10702083333;5829256;5418001;79;2.41E+11;1;6;1;0;0;1;0;0;1;0;0;5;0;0
2019-03-29T08:00:00+01:00;12445983333;5792938;5843985;79;2.41E+11;2;6;2;0;1;0;1;0;3;0;1;6;2;2
2019-03-29T09:00:00+01:00;15305216666;10687897;7544251;79;2.44E+11;2;6;1;1;1;1;1;1;2;1;1;8;1;1
2019-03-29T10:00:00+01:00;16995833333;8982118;20203161;79;2.48E+11;2;9;2;1;2;1;2;0;4;4;1;7;3;3
2019-03-29T11:00:00+01:00;13225383333;10554282;13975142;79;2.42E+11;2;6;2;0;2;1;6;1;2;0;1;6;1;1
2019-03-29T12:00:00+01:00;15486150000;20552448;20499148;80;2.44E+11;2;7;2;0;2;2;0;0;3;0;1;6;1;1
2019-03-29T13:00:00+01:00;15041483333;20629367;21982737;79;2.42E+11;1;4;4;0;0;2;0;0;1;1;0;6;0;0
2019-03-29T14:00:00+01:00;13009700000;8209859;6439328;79;2.42E+11;2;5;2;1;2;1;5;0;3;1;1;8;1;1
2019-03-29T15:00:00+01:00;14046933333;6689194;5589930;79;2.42E+11;1;4;0;0;1;1;0;0;1;1;0;7;1;1
2019-03-29T16:00:00+01:00;12242150000;7239697;6269064;79;2.42E+11;1;3;0;0;1;1;0;0;1;0;1;6;1;1
2019-03-29T17:00:00+01:00;10524750000;7756066;8044066;80;2.46E+11;1;4;0;0;0;1;0;0;1;0;1;5;1;1
2019-03-29T18:00:00+01:00;11962833333;14672366;23412684;80;2.46E+11;2;4;1;0;1;1;0;0;2;1;1;4;1;1
2019-03-29T19:00:00+01:00;12265816666;19848739;24232730;80;2.46E+11;1;3;15;0;1;1;0;0;1;0;2;4;3;3
2019-03-29T20:00:00+01:00;14020700000;27897026;27884649;80;2.46E+11;1;2;1;0;0;1;0;0;1;0;0;4;0;0
2019-03-29T21:00:00+01:00;17527633333;29997604;29583817;79;2.44E+11;0;2;1;0;0;1;9;0;1;0;0;4;0;0
2019-03-29T22:00:00+01:00;16747966666;26236928;30510947;78;2.37E+11;1;2;0;0;0;2;1;1;1;0;0;5;1;1
2019-03-29T23:00:00+01:00;14405916666;25826599;21474217;78;2.37E+11;1;1;1;1;1;0;3;0;2;0;1;4;0;0
2019-03-30T00:00:00+01:00;12777183333;16243507;12182016;80;2.42E+11;1;2;2;1;1;1;4;1;2;0;2;4;0;0
2019-03-30T01:00:00+01:00;12832700000;8347559;37794092;80;2.43E+11;1;2;2;1;1;2;0;0;1;1;2;6;3;3
2019-03-30T02:00:00+01:00;12247983333;6060458;28949640;80;2.43E+11;2;3;2;1;2;2;1;0;3;1;2;6;2;2
2019-03-30T03:00:00+01:00;12256666666;4103014;10851208;80;2.43E+11;2;5;1;1;2;1;1;0;4;1;2;5;2;2
2019-03-30T04:00:00+01:00;12362616666;2403396;3860428;80;2.43E+11;7;5;1;0;9;2;1;0;18;1;1;5;4;4
2019-03-30T05:00:00+01:00;12191750000;1456913;5305497;79;2.39E+11;0;3;3;0;1;1;0;0;2;0;1;4;1;1
2019-03-30T06:00:00+01:00;13710766666;1611741;1437747;79;2.38E+11;1;2;1;0;4;1;0;0;4;1;1;4;2;2
2019-03-30T07:00:00+01:00;13463133333;2797977;5681459;79;2.38E+11;1;5;1;0;1;1;0;0;1;0;2;5;1;1
2019-03-30T08:00:00+01:00;14768566666;7351244;16869478;79;2.38E+11;1;4;1;0;1;1;0;0;2;2;3;4;1;1
2019-03-30T09:00:00+01:00;18107600000;9201954;20052445;78;2.35E+11;2;4;1;0;1;1;1;0;2;0;1;5;0;0
2019-03-30T10:00:00+01:00;20333116666;15342882;34943488;78;2.30E+11;1;4;0;0;1;1;0;0;1;0;0;5;1;1
2019-03-30T11:00:00+01:00;20724133333;20692974;39352576;78;2.30E+11;1;5;1;0;1;1;0;0;2;0;0;5;1;1
2019-03-30T12:00:00+01:00;18014166666;17668403;18522214;78;2.30E+11;1;4;2;0;1;1;0;0;3;0;0;5;0;0
2019-03-30T13:00:00+01:00;17375533333;22161971;22684910;78;2.30E+11;1;4;1;0;0;1;0;0;1;0;0;5;0;0
2019-03-30T14:00:00+01:00;18758800000;22208102;22363869;78;2.30E+11;1;4;1;0;1;0;1;0;2;0;0;4;0;0
2019-03-30T15:00:00+01:00;19128266666;18373478;18521856;78;2.30E+11;1;4;1;0;0;1;1;0;1;0;0;5;0;0
2019-03-30T16:00:00+01:00;20011383333;17314389;17575884;78;2.30E+11;1;4;0;0;1;0;0;0;2;0;0;5;1;1
2019-03-30T17:00:00+01:00;20483916666;19613713;21726737;78;2.30E+11;1;4;1;0;1;0;0;0;2;0;0;4;2;2
2019-03-30T18:00:00+01:00;20935033333;19283916;25712861;77;2.27E+11;1;4;1;0;1;1;0;0;1;1;0;4;1;1
2019-03-30T19:00:00+01:00;21116616666;20786466;20695210;77;2.26E+11;1;4;1;0;0;1;0;0;0;0;0;6;1;1
2019-03-30T20:00:00+01:00;18409416666;23529403;23244458;77;2.26E+11;1;2;0;0;1;0;2;0;1;0;0;4;0;0
2019-03-30T21:00:00+01:00;17140016666;22098141;22085341;77;2.26E+11;1;3;1;0;0;0;0;0;1;0;0;4;0;0
2019-03-30T22:00:00+01:00;18077616666;24280456;23977369;77;2.27E+11;1;2;0;0;1;1;0;0;1;1;0;3;1;1
2019-03-30T23:00:00+01:00;16796150000;20309043;20271718;77;2.27E+11;1;2;1;0;1;0;0;0;1;0;0;4;0;0
2019-03-31T00:00:00+01:00;13836383333;14826666;12800921;77;2.36E+11;1;1;1;1;1;1;1;0;1;1;0;4;1;1
2019-03-31T01:00:00+01:00;14188133333;9125818;29661600;77;2.36E+11;1;2;1;0;1;1;0;0;1;0;0;6;1;1
2019-03-31T03:00:00+02:00;13429066666;5067878;8848827;77;2.36E+11;3;6;2;1;4;2;2;1;4;1;1;5;5;5
2019-03-31T04:00:00+02:00;12165383333;3105739;4142327;77;2.36E+11;8;4;2;0;8;3;1;0;11;1;0;3;4;4
2019-03-31T05:00:00+02:00;12203766666;6780433;2394043;77;2.43E+11;1;1;0;0;1;0;0;0;1;0;0;3;0;0
2019-03-31T06:00:00+02:00;12903650000;2077303;3479637;78;2.47E+11;1;3;1;0;1;1;0;0;1;0;0;3;1;1
2019-03-31T07:00:00+02:00;12872483333;1589930;2347434;78;2.46E+11;0;2;3;0;1;1;0;0;1;1;3;4;1;1
2019-03-31T08:00:00+02:00;12725650000;2762169;5943525;78;2.46E+11;1;3;1;0;1;1;0;0;1;1;0;3;0;0
2019-03-31T09:00:00+02:00;16973233333;9668232;9410201;78;2.46E+11;2;3;2;0;2;2;0;1;1;0;0;5;1;1
2019-03-31T10:00:00+02:00;20658500000;15069583;15487757;77;2.44E+11;1;3;1;0;1;1;3;0;0;0;0;5;1;1
2019-03-31T11:00:00+02:00;21941883333;16883370;16551526;77;2.42E+11;1;3;0;0;0;1;0;0;1;0;0;4;1;1
2019-03-31T12:00:00+02:00;22107966666;18813610;18675191;77;2.42E+11;1;3;1;0;0;0;1;0;1;0;0;4;0;0
2019-03-31T13:00:00+02:00;23088716666;25807069;25519035;77;2.42E+11;1;3;1;0;0;0;0;0;1;1;0;4;0;0
2019-03-31T14:00:00+02:00;22758250000;21599044;21399364;77;2.42E+11;1;2;0;0;0;1;0;0;1;0;0;4;1;1
2019-03-31T15:00:00+02:00;21575900000;19186193;18896605;77;2.42E+11;1;2;1;0;1;0;1;0;0;0;0;5;1;1
2019-03-31T16:00:00+02:00;21647466666;25044599;35741405;77;2.42E+11;1;2;0;0;1;0;0;0;1;0;0;5;3;3
2019-03-31T17:00:00+02:00;21657700000;25735850;28423635;76;2.32E+11;1;2;0;0;0;1;0;0;1;0;0;5;1;1
2019-03-31T18:00:00+02:00;22033866666;23344964;31777877;76;2.29E+11;1;3;0;0;1;1;0;0;1;1;0;4;4;4
2019-03-31T19:00:00+02:00;19663650000;26539895;26202777;76;2.29E+11;1;2;1;0;0;0;0;0;1;0;0;5;2;2
2019-03-31T20:00:00+02:00;19565633333;29444966;29193062;76;2.29E+11;1;5;8;0;0;0;7;6;1;1;0;6;0;0
2019-03-31T21:00:00+02:00;22129133333;29457373;29223987;76;2.29E+11;2;3;1;0;1;1;1;0;1;1;0;6;1;1
2019-03-31T22:00:00+02:00;22435283333;29465139;29473689;76;2.29E+11;2;3;1;0;1;2;5;0;2;0;0;5;1;1
2019-03-31T23:00:00+02:00;20807066666;19874696;19610624;76;2.29E+11;2;2;1;0;1;0;0;0;2;0;0;5;0;0
2019-04-01T00:00:00+02:00;18170233333;10328405;10094506;76;2.29E+11;2;3;3;1;1;1;0;0;2;1;0;5;1;1
