Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-01-07T01:00:00+01:00;10924466666;2,34E+11;1439931;28508177;11;11
2019-01-07T02:00:00+01:00;10177633333;2,34E+11;1105920;14111249;16;15
2019-01-07T03:00:00+01:00;7747366666;2,48E+11;4343586;1528081;10;10
2019-01-07T04:00:00+01:00;8435833333;2,39E+11;975974;2658440;11;37
2019-01-07T05:00:00+01:00;7154150000;2,38E+11;829610;627592;7;10
2019-01-07T06:00:00+01:00;7762833333;2,38E+11;795752;546920;9;5
2019-01-07T07:00:00+01:00;11416366666;2,38E+11;1465463;4436582;13;10
2019-01-07T08:00:00+01:00;12369483333;2,34E+11;2602782;14515807;15;13
2019-01-07T09:00:00+01:00;11907500000;2,33E+11;3270468;12562278;13;13
2019-01-07T10:00:00+01:00;9991566666;2,36E+11;4632473;8947148;15;10
2019-01-07T11:00:00+01:00;12361166666;2,39E+11;6841565;12483020;14;10
2019-01-07T12:00:00+01:00;12181216666;2,31E+11;5462571;7168555;13;5
2019-01-07T13:00:00+01:00;11346250000;2,30E+11;2865305;5343419;20;25
2019-01-07T14:00:00+01:00;11040550000;2,30E+11;5208964;7200203;17;6
2019-01-07T15:00:00+01:00;11101916666;2,30E+11;3217100;5209292;17;6
2019-01-07T16:00:00+01:00;11825666666;2,34E+11;9162266;11635590;22;7
2019-01-07T17:00:00+01:00;11556200000;2,34E+11;12579891;20707225;12;8
2019-01-07T18:00:00+01:00;12139783333;2,31E+11;5983863;11703620;13;16
2019-01-07T19:00:00+01:00;11045533333;2,30E+11;1782801;1901158;14;7
2019-01-07T20:00:00+01:00;10944250000;2,30E+11;1976733;3880223;14;9
2019-01-07T21:00:00+01:00;11231933333;2,30E+11;2148010;2916164;14;9
2019-01-07T22:00:00+01:00;11174066666;2,30E+11;1983812;1839581;13;14
2019-01-07T23:00:00+01:00;8994183333;2,37E+11;3873501;3270058;11;6
2019-01-08T00:00:00+01:00;7903500000;2,38E+11;1304957;831019;11;7
2019-01-08T01:00:00+01:00;9409816666;2,38E+11;1494579;26629529;10;10
2019-01-08T02:00:00+01:00;7711900000;2,44E+11;4149879;7340356;12;14
2019-01-08T03:00:00+01:00;7790933333;2,46E+11;1061870;4461568;12;10
2019-01-08T04:00:00+01:00;7944066666;2,46E+11;1021081;1078323;9;21
2019-01-08T05:00:00+01:00;7514283333;2,39E+11;995566;2800657;5;8
2019-01-08T06:00:00+01:00;7742650000;2,42E+11;996631;628624;9;4
2019-01-08T07:00:00+01:00;11701483333;2,41E+11;1509700;6416401;16;5
2019-01-08T08:00:00+01:00;10595583333;2,36E+11;2247389;5846852;14;6
