Time;Number of bytes transmitted on interface Network adapter 1
2019-03-29T09:00:00+01:00;973806
2019-03-29T10:00:00+01:00;522666
2019-03-29T11:00:00+01:00;542139
2019-03-29T12:00:00+01:00;277845
2019-03-29T13:00:00+01:00;705672
2019-03-29T14:00:00+01:00;936294
2019-03-29T15:00:00+01:00;440337
2019-03-29T16:00:00+01:00;998195
2019-03-29T17:00:00+01:00;373486
2019-03-29T18:00:00+01:00;433902
2019-03-29T19:00:00+01:00;154368
2019-03-29T20:00:00+01:00;372872
2019-03-29T21:00:00+01:00;515310
2019-03-29T22:00:00+01:00;172817
2019-03-29T23:00:00+01:00;327458
2019-03-30T00:00:00+01:00;149998
2019-03-30T01:00:00+01:00;54442
2019-03-30T02:00:00+01:00;63300
2019-03-30T03:00:00+01:00;14234077
2019-03-30T04:00:00+01:00;7572633
2019-03-30T05:00:00+01:00;14436778
2019-03-30T06:00:00+01:00;1596945
2019-03-30T07:00:00+01:00;4920132
2019-03-30T08:00:00+01:00;4751616
2019-03-30T09:00:00+01:00;4155426
2019-03-30T10:00:00+01:00;7541981
2019-03-30T11:00:00+01:00;2084232
2019-03-30T12:00:00+01:00;3700377
2019-03-30T13:00:00+01:00;10804548
2019-03-30T14:00:00+01:00;3071266
2019-03-30T15:00:00+01:00;3653307
2019-03-30T16:00:00+01:00;522001
2019-03-30T17:00:00+01:00;780458
2019-03-30T18:00:00+01:00;941875
2019-03-30T19:00:00+01:00;276650
2019-03-30T20:00:00+01:00;272435
2019-03-30T21:00:00+01:00;374937
2019-03-30T22:00:00+01:00;657493
2019-03-30T23:00:00+01:00;94225
2019-03-31T00:00:00+01:00;100795
2019-03-31T01:00:00+01:00;47718
2019-03-31T03:00:00+02:00;60620
2019-03-31T04:00:00+02:00;36334
2019-03-31T05:00:00+02:00;25531
2019-03-31T06:00:00+02:00;35225
2019-03-31T07:00:00+02:00;45619
2019-03-31T08:00:00+02:00;63385
2019-03-31T09:00:00+02:00;798208
2019-03-31T10:00:00+02:00;434295
2019-03-31T11:00:00+02:00;648686
2019-03-31T12:00:00+02:00;1269282
2019-03-31T13:00:00+02:00;2715972
2019-03-31T14:00:00+02:00;568627
2019-03-31T15:00:00+02:00;617676
2019-03-31T16:00:00+02:00;508484
2019-03-31T17:00:00+02:00;693742
2019-03-31T18:00:00+02:00;1900936
2019-03-31T19:00:00+02:00;2038016
2019-03-31T20:00:00+02:00;2594713
2019-03-31T21:00:00+02:00;931788
2019-03-31T22:00:00+02:00;872192
2019-03-31T23:00:00+02:00;344388
2019-04-01T00:00:00+02:00;276701
