Time;Number of packets received on interface Network adapter 1
2019-03-29T22:00:00+01:00;7820
2019-03-29T23:00:00+01:00;3241
2019-03-30T00:00:00+01:00;2956
2019-03-30T01:00:00+01:00;2841
2019-03-30T02:00:00+01:00;1754
2019-03-30T03:00:00+01:00;127785
2019-03-30T04:00:00+01:00;140500
2019-03-30T05:00:00+01:00;133324
2019-03-30T06:00:00+01:00;55706
2019-03-30T07:00:00+01:00;60941
2019-03-30T08:00:00+01:00;58779
2019-03-30T09:00:00+01:00;43782
2019-03-30T10:00:00+01:00;107101
2019-03-30T11:00:00+01:00;41227
2019-03-30T12:00:00+01:00;75964
2019-03-30T13:00:00+01:00;132505
2019-03-30T14:00:00+01:00;45638
2019-03-30T15:00:00+01:00;62039
2019-03-30T16:00:00+01:00;15772
2019-03-30T17:00:00+01:00;14384
2019-03-30T18:00:00+01:00;9901
2019-03-30T19:00:00+01:00;8678
2019-03-30T20:00:00+01:00;6459
2019-03-30T21:00:00+01:00;8864
2019-03-30T22:00:00+01:00;6735
2019-03-30T23:00:00+01:00;3292
2019-03-31T00:00:00+01:00;4232
2019-03-31T01:00:00+01:00;2577
2019-03-31T03:00:00+02:00;2071
2019-03-31T04:00:00+02:00;1692
2019-03-31T05:00:00+02:00;816
2019-03-31T06:00:00+02:00;2279
2019-03-31T07:00:00+02:00;1858
2019-03-31T08:00:00+02:00;3095
2019-03-31T09:00:00+02:00;4404
2019-03-31T10:00:00+02:00;11532
2019-03-31T11:00:00+02:00;14798
2019-03-31T12:00:00+02:00;11664
2019-03-31T13:00:00+02:00;11247
2019-03-31T14:00:00+02:00;16901
2019-03-31T15:00:00+02:00;24507
2019-03-31T16:00:00+02:00;17004
2019-03-31T17:00:00+02:00;17078
2019-03-31T18:00:00+02:00;18430
2019-03-31T19:00:00+02:00;16164
2019-03-31T20:00:00+02:00;16598
2019-03-31T21:00:00+02:00;22737
2019-03-31T22:00:00+02:00;23568
2019-03-31T23:00:00+02:00;10085
2019-04-01T00:00:00+02:00;3631
