Time;Average number of bytes written to the disk Hard disk 1
2019-03-29T23:00:00+01:00;5324
2019-03-30T00:00:00+01:00;7219
2019-03-30T01:00:00+01:00;2969
2019-03-30T02:00:00+01:00;2833
2019-03-30T03:00:00+01:00;28023
2019-03-30T04:00:00+01:00;9335
2019-03-30T05:00:00+01:00;13687
2019-03-30T06:00:00+01:00;11980
2019-03-30T07:00:00+01:00;8413
2019-03-30T08:00:00+01:00;8686
2019-03-30T09:00:00+01:00;7219
2019-03-30T10:00:00+01:00;22408
2019-03-30T11:00:00+01:00;12458
2019-03-30T12:00:00+01:00;9984
2019-03-30T13:00:00+01:00;10342
2019-03-30T14:00:00+01:00;12100
2019-03-30T15:00:00+01:00;19575
2019-03-30T16:00:00+01:00;15360
2019-03-30T17:00:00+01:00;13721
2019-03-30T18:00:00+01:00;9830
2019-03-30T19:00:00+01:00;9216
2019-03-30T20:00:00+01:00;6809
2019-03-30T21:00:00+01:00;8806
2019-03-30T22:00:00+01:00;6024
2019-03-30T23:00:00+01:00;4556
2019-03-31T00:00:00+01:00;4164
2019-03-31T01:00:00+01:00;3788
2019-03-31T03:00:00+02:00;8686
2019-03-31T04:00:00+02:00;175906
2019-03-31T05:00:00+02:00;2150
2019-03-31T06:00:00+02:00;21162
2019-03-31T07:00:00+02:00;2201
2019-03-31T08:00:00+02:00;3549
2019-03-31T09:00:00+02:00;5529
2019-03-31T10:00:00+02:00;25856
2019-03-31T11:00:00+02:00;13124
2019-03-31T12:00:00+02:00;76902
2019-03-31T13:00:00+02:00;10052
2019-03-31T14:00:00+02:00;15189
2019-03-31T15:00:00+02:00;24558
2019-03-31T16:00:00+02:00;13482
2019-03-31T17:00:00+02:00;15667
2019-03-31T18:00:00+02:00;25804
2019-03-31T19:00:00+02:00;14353
2019-03-31T20:00:00+02:00;15530
2019-03-31T21:00:00+02:00;18363
2019-03-31T22:00:00+02:00;22016
2019-03-31T23:00:00+02:00;11315
2019-04-01T00:00:00+02:00;4573
