Time;Number of packets transmitted on interface Network adapter 1
2019-03-29T23:00:00+01:00;3364
2019-03-30T00:00:00+01:00;2949
2019-03-30T01:00:00+01:00;2829
2019-03-30T02:00:00+01:00;1909
2019-03-30T03:00:00+01:00;54446
2019-03-30T04:00:00+01:00;58645
2019-03-30T05:00:00+01:00;55218
2019-03-30T06:00:00+01:00;37847
2019-03-30T07:00:00+01:00;35450
2019-03-30T08:00:00+01:00;34637
2019-03-30T09:00:00+01:00;35868
2019-03-30T10:00:00+01:00;55152
2019-03-30T11:00:00+01:00;38146
2019-03-30T12:00:00+01:00;45315
2019-03-30T13:00:00+01:00;58837
2019-03-30T14:00:00+01:00;41613
2019-03-30T15:00:00+01:00;37660
2019-03-30T16:00:00+01:00;15764
2019-03-30T17:00:00+01:00;13896
2019-03-30T18:00:00+01:00;9861
2019-03-30T19:00:00+01:00;8697
2019-03-30T20:00:00+01:00;6561
2019-03-30T21:00:00+01:00;8664
2019-03-30T22:00:00+01:00;6009
2019-03-30T23:00:00+01:00;3373
2019-03-31T00:00:00+01:00;4146
2019-03-31T01:00:00+01:00;2560
2019-03-31T03:00:00+02:00;2039
2019-03-31T04:00:00+02:00;1695
2019-03-31T05:00:00+02:00;793
2019-03-31T06:00:00+02:00;2251
2019-03-31T07:00:00+02:00;1836
2019-03-31T08:00:00+02:00;3054
2019-03-31T09:00:00+02:00;4769
2019-03-31T10:00:00+02:00;11603
2019-03-31T11:00:00+02:00;14780
2019-03-31T12:00:00+02:00;12122
2019-03-31T13:00:00+02:00;12089
2019-03-31T14:00:00+02:00;16607
2019-03-31T15:00:00+02:00;24796
2019-03-31T16:00:00+02:00;16517
2019-03-31T17:00:00+02:00;16997
2019-03-31T18:00:00+02:00;19029
2019-03-31T19:00:00+02:00;16574
2019-03-31T20:00:00+02:00;16788
2019-03-31T21:00:00+02:00;22912
2019-03-31T22:00:00+02:00;24109
2019-03-31T23:00:00+02:00;10301
2019-04-01T00:00:00+02:00;3643
