Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status
2019-09-09T00:00:00+02:00;155500000;12590252032;63488;3072;1
2019-09-09T00:02:00+02:00;158500000;12596543488;68608;98816;1
2019-09-09T00:04:00+02:00;160000000;12591824896;95232;90624;1
2019-09-09T00:06:00+02:00;220500000;12593397760;77312;90112;1
2019-09-09T00:08:00+02:00;324500000;12594446336;70144;98816;1
2019-09-09T00:10:00+02:00;354500000;12589727744;71680;195584;1
2019-09-09T00:12:00+02:00;295500000;12597592064;71680;98304;1
2019-09-09T00:14:00+02:00;389500000;12595494912;72704;99840;1
2019-09-09T00:16:00+02:00;256500000;12595494912;69632;99840;1
2019-09-09T00:18:00+02:00;404000000;12596543488;66560;3072;1
2019-09-09T00:20:00+02:00;193000000;12591300608;106496;4096;1
2019-09-09T00:22:00+02:00;274500000;12603359232;65024;2560;1
2019-09-09T00:24:00+02:00;239500000;12599164928;72704;2560;1
2019-09-09T00:26:00+02:00;294500000;12596019200;72704;98816;1
2019-09-09T00:28:00+02:00;181500000;12597592064;67072;37376;1
2019-09-09T00:30:00+02:00;231000000;12596543488;66560;3072;1
2019-09-09T00:32:00+02:00;179500000;12601786368;68096;98816;1
2019-09-09T00:34:00+02:00;189000000;12599164928;67072;2560;1
2019-09-09T00:36:00+02:00;172500000;12599164928;67072;39936;1
2019-09-09T00:38:00+02:00;190500000;12599164928;69120;3072;1
2019-09-09T00:40:00+02:00;124500000;12601786368;84992;4096;1
2019-09-09T00:42:00+02:00;397500000;12609126400;70144;98304;1
2019-09-09T00:44:00+02:00;260500000;12598640640;73216;4096;1
2019-09-09T00:46:00+02:00;357500000;12600737792;74240;4096;1
2019-09-09T00:48:00+02:00;228000000;12601786368;66048;99328;1
2019-09-09T00:50:00+02:00;262000000;12604407808;70656;195584;1
2019-09-09T00:52:00+02:00;244000000;12613844992;65024;4096;1
2019-09-09T00:54:00+02:00;267500000;12591824896;72704;5120;1
2019-09-09T00:56:00+02:00;303000000;12582387712;69632;4608;1
2019-09-09T00:58:00+02:00;325500000;12582387712;70144;64512;1
2019-09-09T01:00:00+02:00;396500000;12582912000;87040;195584;1
2019-09-09T01:02:00+02:00;332500000;12595494912;72192;2560;1
2019-09-09T01:04:00+02:00;283500000;12584484864;67584;2560;1
2019-09-09T01:06:00+02:00;163000000;12582912000;69632;2560;1
2019-09-09T01:08:00+02:00;267500000;12580814848;64000;3072;1
2019-09-09T01:10:00+02:00;202000000;12587106304;67584;3072;1
2019-09-09T01:12:00+02:00;233000000;12586582016;68608;98816;1
2019-09-09T01:14:00+02:00;148000000;12582912000;68096;100352;1
2019-09-09T01:16:00+02:00;174500000;12586582016;72192;100352;1
2019-09-09T01:18:00+02:00;255000000;12585009152;67584;98816;1
2019-09-09T01:20:00+02:00;296500000;12583436288;69632;3072;1
2019-09-09T01:22:00+02:00;291000000;12590252032;69120;2560;1
2019-09-09T01:24:00+02:00;347000000;12586057728;67072;62464;1
2019-09-09T01:26:00+02:00;289000000;12586057728;71680;61952;1
2019-09-09T01:28:00+02:00;418000000;12587630592;67584;62464;1
2019-09-09T01:30:00+02:00;390500000;12587106304;66560;77824;1
2019-09-09T01:32:00+02:00;358500000;12591824896;69120;98816;1
2019-09-09T01:34:00+02:00;299500000;12586057728;73216;99328;1
2019-09-09T01:36:00+02:00;420500000;12590776320;73216;99328;1
2019-09-09T01:38:00+02:00;259000000;12592349184;65536;3072;1
2019-09-09T01:40:00+02:00;319500000;12590776320;70656;195584;1
2019-09-09T01:42:00+02:00;171000000;12593397760;70656;98816;1
2019-09-09T01:44:00+02:00;127000000;12588679168;68096;3072;1
2019-09-09T01:46:00+02:00;294000000;12593922048;67072;2560;1
2019-09-09T01:48:00+02:00;156000000;12594970624;66048;2560;1
2019-09-09T01:50:00+02:00;195000000;12589727744;71680;4096;1
2019-09-09T01:52:00+02:00;169500000;12597592064;68096;61440;1
2019-09-09T01:54:00+02:00;258000000;12590776320;65536;98816;1
2019-09-09T01:56:00+02:00;251500000;12595494912;71168;98816;1
2019-09-09T01:58:00+02:00;147000000;12594446336;67072;98816;1
2019-09-09T02:00:00+02:00;321500000;12595494912;69632;3072;1
2019-09-09T02:02:00+02:00;456000000;12609650688;70144;98816;1
2019-09-09T02:04:00+02:00;378500000;12594970624;70144;99328;1
2019-09-09T02:06:00+02:00;349500000;12596019200;67584;2560;1
2019-09-09T02:08:00+02:00;323000000;12597067776;71168;3072;1
2019-09-09T02:10:00+02:00;413500000;12597067776;70656;3072;1
2019-09-09T02:12:00+02:00;259000000;12601786368;69120;2560;1
2019-09-09T02:14:00+02:00;130500000;12597592064;69632;99328;1
