Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status
2019-09-02T00:00:00+02:00;308500000;12448694272;69632;98816;1
2019-09-02T00:02:00+02:00;190000000;12459704320;62464;2560;1
2019-09-02T00:04:00+02:00;164500000;12446597120;65536;2048;1
2019-09-02T00:06:00+02:00;185500000;12447121408;70656;3584;1
2019-09-02T00:08:00+02:00;249500000;12447645696;66560;98304;1
2019-09-02T00:10:00+02:00;932500000;12449218560;69632;98304;1
2019-09-02T00:12:00+02:00;148500000;12448169984;69120;37376;1
2019-09-02T00:14:00+02:00;208500000;12449218560;84992;2048;1
2019-09-02T00:16:00+02:00;244000000;12452364288;67584;39936;1
2019-09-02T00:18:00+02:00;171500000;12449218560;67584;98304;1
2019-09-02T00:20:00+02:00;293500000;12452888576;72192;68096;1
2019-09-02T00:22:00+02:00;243000000;12447645696;66048;57344;1
2019-09-02T00:24:00+02:00;297500000;12448694272;64512;2048;1
2019-09-02T00:26:00+02:00;331000000;12451315712;64000;3072;1
2019-09-02T00:28:00+02:00;378500000;12448694272;63488;3072;1
2019-09-02T00:30:00+02:00;413500000;12448694272;65024;3072;1
2019-09-02T00:32:00+02:00;433000000;12449742848;66048;2560;1
2019-09-02T00:34:00+02:00;156500000;12447645696;69632;195584;1
2019-09-02T00:36:00+02:00;213000000;12450267136;68096;99328;1
2019-09-02T00:38:00+02:00;152500000;12448694272;66048;54784;1
2019-09-02T00:40:00+02:00;196500000;12450791424;71680;55296;1
2019-09-02T00:42:00+02:00;209000000;12449742848;64512;37376;1
2019-09-02T00:44:00+02:00;220500000;12449218560;65536;69632;1
2019-09-02T00:46:00+02:00;148000000;12450267136;69120;4608;1
2019-09-02T00:48:00+02:00;162500000;12450791424;62976;3072;1
2019-09-02T00:50:00+02:00;240000000;12451315712;66560;98816;1
2019-09-02T00:52:00+02:00;211000000;12449742848;64000;58368;1
2019-09-02T00:54:00+02:00;158000000;12449742848;63488;3072;1
2019-09-02T00:56:00+02:00;328000000;12454461440;69120;57344;1
2019-09-02T00:58:00+02:00;258000000;12449742848;63488;98304;1
2019-09-02T01:00:00+02:00;398000000;12454461440;67584;98816;1
2019-09-02T01:02:00+02:00;298000000;12462850048;64512;98816;1
2019-09-02T01:04:00+02:00;377000000;12452888576;61440;3072;1
2019-09-02T01:06:00+02:00;367000000;12454461440;67072;98816;1
2019-09-02T01:08:00+02:00;181000000;12452364288;65024;2560;1
2019-09-02T01:10:00+02:00;278000000;12453937152;65536;3072;1
2019-09-02T01:12:00+02:00;257000000;12452888576;64000;3584;1
2019-09-02T01:14:00+02:00;120000000;12451840000;67584;194560;1
2019-09-02T01:16:00+02:00;213000000;12452364288;66048;38400;1
2019-09-02T01:18:00+02:00;84000000;12451840000;70144;98816;1
2019-09-02T01:20:00+02:00;159000000;12455510016;73216;3072;1
2019-09-02T01:22:00+02:00;80000000;12451315712;69120;99840;1
2019-09-02T01:24:00+02:00;219000000;12453412864;64512;3072;1
2019-09-02T01:26:00+02:00;149500000;12454985728;71168;2560;1
2019-09-02T01:28:00+02:00;196000000;12454461440;65024;3072;1
2019-09-02T01:30:00+02:00;265500000;12456034304;62464;3072;1
2019-09-02T01:32:00+02:00;337500000;12454461440;71680;3072;1
2019-09-02T01:34:00+02:00;210000000;12452364288;62976;3072;1
2019-09-02T01:36:00+02:00;267000000;12458131456;69120;2560;1
2019-09-02T01:38:00+02:00;306000000;12456558592;65536;99328;1
2019-09-02T01:40:00+02:00;179500000;12457082880;71680;3072;1
2019-09-02T01:42:00+02:00;137000000;12456034304;73216;3072;1
2019-09-02T01:44:00+02:00;358000000;12454985728;67584;2560;1
2019-09-02T01:46:00+02:00;198500000;12459704320;71168;98304;1
2019-09-02T01:48:00+02:00;259500000;12455510016;68096;4608;1
2019-09-02T01:50:00+02:00;264500000;12458655744;63488;2048;1
2019-09-02T01:52:00+02:00;286500000;12457607168;63488;98816;1
2019-09-02T01:54:00+02:00;294500000;12458655744;68096;98304;1
2019-09-02T01:56:00+02:00;310500000;12458655744;65536;98304;1
2019-09-02T01:58:00+02:00;178000000;12456558592;66048;99840;1
2019-09-02T02:00:00+02:00;198500000;12468617216;65536;98816;1
2019-09-02T02:02:00+02:00;337000000;12472811520;64512;99328;1
2019-09-02T02:04:00+02:00;328000000;12458655744;63488;3072;1
2019-09-02T02:06:00+02:00;274500000;12460228608;59904;3072;1
2019-09-02T02:08:00+02:00;306500000;12461277184;69632;3584;1
2019-09-02T02:10:00+02:00;370500000;12470190080;63488;2048;1
2019-09-02T02:12:00+02:00;340000000;12462850048;66048;2560;1
2019-09-02T02:14:00+02:00;244500000;12462325760;66048;99328;1
