Time;Number of bytes transmitted on interface Network adapter 1
2019-03-29T18:00:00+01:00;64392
2019-03-29T19:00:00+01:00;24456
2019-03-29T20:00:00+01:00;6434
2019-03-29T21:00:00+01:00;6024
2019-03-29T22:00:00+01:00;5990
2019-03-29T23:00:00+01:00;30122
2019-03-30T00:00:00+01:00;3464
2019-03-30T01:00:00+01:00;19968
2019-03-30T02:00:00+01:00;7082
2019-03-30T03:00:00+01:00;14472
2019-03-30T04:00:00+01:00;11741
2019-03-30T05:00:00+01:00;16401
2019-03-30T06:00:00+01:00;4130
2019-03-30T07:00:00+01:00;10291
2019-03-30T08:00:00+01:00;9949
2019-03-30T09:00:00+01:00;19404
2019-03-30T10:00:00+01:00;4983
2019-03-30T11:00:00+01:00;16145
2019-03-30T12:00:00+01:00;7953
2019-03-30T13:00:00+01:00;12236
2019-03-30T14:00:00+01:00;11349
2019-03-30T15:00:00+01:00;8840
2019-03-30T16:00:00+01:00;5905
2019-03-30T17:00:00+01:00;18670
2019-03-30T18:00:00+01:00;9540
2019-03-30T19:00:00+01:00;10188
2019-03-30T20:00:00+01:00;3805
2019-03-30T21:00:00+01:00;3515
2019-03-30T22:00:00+01:00;25446
2019-03-30T23:00:00+01:00;39253
2019-03-31T00:00:00+01:00;15104
2019-03-31T01:00:00+01:00;11315
2019-03-31T03:00:00+02:00;2696
2019-03-31T04:00:00+02:00;7509
2019-03-31T05:00:00+02:00;16520
2019-03-31T06:00:00+02:00;3601
2019-03-31T07:00:00+02:00;2833
2019-03-31T08:00:00+02:00;18534
2019-03-31T09:00:00+02:00;15820
2019-03-31T10:00:00+02:00;20667
2019-03-31T11:00:00+02:00;4932
2019-03-31T12:00:00+02:00;8499
2019-03-31T13:00:00+02:00;3737
2019-03-31T14:00:00+02:00;4915
2019-03-31T15:00:00+02:00;18244
2019-03-31T16:00:00+02:00;12936
2019-03-31T17:00:00+02:00;4915
2019-03-31T18:00:00+02:00;9062
2019-03-31T19:00:00+02:00;5956
2019-03-31T20:00:00+02:00;3976
2019-03-31T21:00:00+02:00;4864
2019-03-31T22:00:00+02:00;5410
2019-03-31T23:00:00+02:00;31180
2019-04-01T00:00:00+02:00;11912
