Time;Number of packets received on interface Network adapter 1
2019-03-06T06:00:00+01:00;1060
2019-03-06T07:00:00+01:00;962
2019-03-06T08:00:00+01:00;939
2019-03-06T09:00:00+01:00;946
2019-03-06T10:00:00+01:00;1031
2019-03-06T11:00:00+01:00;954
2019-03-06T12:00:00+01:00;1146
2019-03-06T13:00:00+01:00;877
2019-03-06T14:00:00+01:00;1065
2019-03-06T15:00:00+01:00;972
2019-03-06T16:00:00+01:00;1018
2019-03-06T17:00:00+01:00;960
2019-03-06T18:00:00+01:00;1033
2019-03-06T19:00:00+01:00;658
2019-03-06T20:00:00+01:00;387
2019-03-06T21:00:00+01:00;324
2019-03-06T22:00:00+01:00;329
2019-03-06T23:00:00+01:00;2851
2019-03-07T00:00:00+01:00;356
2019-03-07T01:00:00+01:00;394
2019-03-07T02:00:00+01:00;417
2019-03-07T03:00:00+01:00;404
2019-03-07T04:00:00+01:00;413
2019-03-07T05:00:00+01:00;520
2019-03-07T06:00:00+01:00;863
2019-03-07T07:00:00+01:00;594
2019-03-07T08:00:00+01:00;747
2019-03-07T09:00:00+01:00;955
2019-03-07T10:00:00+01:00;1072
2019-03-07T11:00:00+01:00;1011
2019-03-07T12:00:00+01:00;1082
2019-03-07T13:00:00+01:00;876
2019-03-07T14:00:00+01:00;938
2019-03-07T15:00:00+01:00;1030
2019-03-07T16:00:00+01:00;703
2019-03-07T17:00:00+01:00;751
2019-03-07T18:00:00+01:00;972
2019-03-07T19:00:00+01:00;619
2019-03-07T20:00:00+01:00;390
2019-03-07T21:00:00+01:00;408
2019-03-07T22:00:00+01:00;401
2019-03-07T23:00:00+01:00;4121
2019-03-08T00:00:00+01:00;520
2019-03-08T01:00:00+01:00;271
2019-03-08T02:00:00+01:00;342
2019-03-08T03:00:00+01:00;335
2019-03-08T04:00:00+01:00;287
2019-03-08T05:00:00+01:00;512
2019-03-08T06:00:00+01:00;850
2019-03-08T07:00:00+01:00;682
2019-03-08T08:00:00+01:00;703
2019-03-08T09:00:00+01:00;1071
2019-03-08T10:00:00+01:00;1579
2019-03-08T11:00:00+01:00;999
2019-03-08T12:00:00+01:00;1175
2019-03-08T13:00:00+01:00;1136
2019-03-08T14:00:00+01:00;996
2019-03-08T15:00:00+01:00;1226
2019-03-08T16:00:00+01:00;802
2019-03-08T17:00:00+01:00;672
2019-03-08T18:00:00+01:00;1014
2019-03-08T19:00:00+01:00;838
2019-03-08T20:00:00+01:00;389
2019-03-08T21:00:00+01:00;290
2019-03-08T22:00:00+01:00;358
2019-03-08T23:00:00+01:00;4571
2019-03-09T00:00:00+01:00;365
2019-03-09T01:00:00+01:00;297
2019-03-09T02:00:00+01:00;283
2019-03-09T03:00:00+01:00;440
2019-03-09T04:00:00+01:00;308
2019-03-09T05:00:00+01:00;320
2019-03-09T06:00:00+01:00;550
2019-03-09T07:00:00+01:00;249
2019-03-09T08:00:00+01:00;324
2019-03-09T09:00:00+01:00;498
2019-03-09T10:00:00+01:00;374
2019-03-09T11:00:00+01:00;361
2019-03-09T12:00:00+01:00;620
2019-03-09T13:00:00+01:00;456
2019-03-09T14:00:00+01:00;405
2019-03-09T15:00:00+01:00;358
2019-03-09T16:00:00+01:00;471
2019-03-09T17:00:00+01:00;339
2019-03-09T18:00:00+01:00;500
2019-03-09T19:00:00+01:00;303
2019-03-09T20:00:00+01:00;398
2019-03-09T21:00:00+01:00;301
2019-03-09T22:00:00+01:00;453
2019-03-09T23:00:00+01:00;4257
2019-03-10T00:00:00+01:00;476
2019-03-10T01:00:00+01:00;433
2019-03-10T02:00:00+01:00;323
2019-03-10T03:00:00+01:00;259
2019-03-10T04:00:00+01:00;692
2019-03-10T05:00:00+01:00;288
2019-03-10T06:00:00+01:00;365
2019-03-10T07:00:00+01:00;384
2019-03-10T08:00:00+01:00;403
2019-03-10T09:00:00+01:00;294
2019-03-10T10:00:00+01:00;356
2019-03-10T11:00:00+01:00;483
2019-03-10T12:00:00+01:00;344
2019-03-10T13:00:00+01:00;393
2019-03-10T14:00:00+01:00;521
2019-03-10T15:00:00+01:00;333
2019-03-10T16:00:00+01:00;333
2019-03-10T17:00:00+01:00;366
2019-03-10T18:00:00+01:00;508
2019-03-10T19:00:00+01:00;346
2019-03-10T20:00:00+01:00;390
2019-03-10T21:00:00+01:00;363
2019-03-10T22:00:00+01:00;405
2019-03-10T23:00:00+01:00;3702
2019-03-11T00:00:00+01:00;296
2019-03-11T01:00:00+01:00;300
2019-03-11T02:00:00+01:00;396
2019-03-11T03:00:00+01:00;341
2019-03-11T04:00:00+01:00;306
2019-03-11T05:00:00+01:00;298
2019-03-11T06:00:00+01:00;820
2019-03-11T07:00:00+01:00;536
2019-03-11T08:00:00+01:00;870
2019-03-11T09:00:00+01:00;1193
2019-03-11T10:00:00+01:00;987
2019-03-11T11:00:00+01:00;909
2019-03-11T12:00:00+01:00;1073
2019-03-11T13:00:00+01:00;843
2019-03-11T14:00:00+01:00;968
2019-03-11T15:00:00+01:00;1018
2019-03-11T16:00:00+01:00;923
2019-03-11T17:00:00+01:00;840
2019-03-11T18:00:00+01:00;1029
2019-03-11T19:00:00+01:00;714
2019-03-11T20:00:00+01:00;421
2019-03-11T21:00:00+01:00;522
2019-03-11T22:00:00+01:00;500
2019-03-11T23:00:00+01:00;4103
2019-03-12T00:00:00+01:00;287
2019-03-12T01:00:00+01:00;441
2019-03-12T02:00:00+01:00;425
2019-03-12T03:00:00+01:00;251
2019-03-12T04:00:00+01:00;443
2019-03-12T05:00:00+01:00;255
2019-03-12T06:00:00+01:00;544
2019-03-12T07:00:00+01:00;654
2019-03-12T08:00:00+01:00;683
2019-03-12T09:00:00+01:00;1077
2019-03-12T10:00:00+01:00;1309
2019-03-12T11:00:00+01:00;897
2019-03-12T12:00:00+01:00;1120
2019-03-12T13:00:00+01:00;828
2019-03-12T14:00:00+01:00;1260
2019-03-12T15:00:00+01:00;1049
2019-03-12T16:00:00+01:00;882
2019-03-12T17:00:00+01:00;749
2019-03-12T18:00:00+01:00;966
2019-03-12T19:00:00+01:00;547
2019-03-12T20:00:00+01:00;553
2019-03-12T21:00:00+01:00;474
2019-03-12T22:00:00+01:00;486
2019-03-12T23:00:00+01:00;3841
2019-03-13T00:00:00+01:00;420
2019-03-13T01:00:00+01:00;426
2019-03-13T02:00:00+01:00;243
2019-03-13T03:00:00+01:00;381
2019-03-13T04:00:00+01:00;329
2019-03-13T05:00:00+01:00;299
2019-03-13T06:00:00+01:00;806
2019-03-13T07:00:00+01:00;756
2019-03-13T08:00:00+01:00;880
2019-03-13T09:00:00+01:00;1037
2019-03-13T10:00:00+01:00;979
2019-03-13T11:00:00+01:00;895
2019-03-13T12:00:00+01:00;1121
2019-03-13T13:00:00+01:00;941
2019-03-13T14:00:00+01:00;989
2019-03-13T15:00:00+01:00;847
2019-03-13T16:00:00+01:00;993
2019-03-13T17:00:00+01:00;743
2019-03-13T18:00:00+01:00;1154
2019-03-13T19:00:00+01:00;533
2019-03-13T20:00:00+01:00;357
2019-03-13T21:00:00+01:00;408
2019-03-13T22:00:00+01:00;522
2019-03-13T23:00:00+01:00;2947
2019-03-14T00:00:00+01:00;271
2019-03-14T01:00:00+01:00;531
2019-03-14T02:00:00+01:00;376
2019-03-14T03:00:00+01:00;328
2019-03-14T04:00:00+01:00;288
2019-03-14T05:00:00+01:00;270
2019-03-14T06:00:00+01:00;838
2019-03-14T07:00:00+01:00;635
2019-03-14T08:00:00+01:00;1125
2019-03-14T09:00:00+01:00;1111
2019-03-14T10:00:00+01:00;1082
2019-03-14T11:00:00+01:00;901
2019-03-14T12:00:00+01:00;1039
2019-03-14T13:00:00+01:00;859
2019-03-14T14:00:00+01:00;914
2019-03-14T15:00:00+01:00;896
2019-03-14T16:00:00+01:00;942
2019-03-14T17:00:00+01:00;808
2019-03-14T18:00:00+01:00;989
2019-03-14T19:00:00+01:00;793
2019-03-14T20:00:00+01:00;437
2019-03-14T21:00:00+01:00;521
2019-03-14T22:00:00+01:00;324
2019-03-14T23:00:00+01:00;3161
2019-03-15T00:00:00+01:00;446
2019-03-15T01:00:00+01:00;280
2019-03-15T02:00:00+01:00;253
2019-03-15T03:00:00+01:00;242
2019-03-15T04:00:00+01:00;374
2019-03-15T05:00:00+01:00;415
2019-03-15T06:00:00+01:00;716
2019-03-15T07:00:00+01:00;609
2019-03-15T08:00:00+01:00;849
2019-03-15T09:00:00+01:00;1080
2019-03-15T10:00:00+01:00;1139
2019-03-15T11:00:00+01:00;807
2019-03-15T12:00:00+01:00;1143
2019-03-15T13:00:00+01:00;891
2019-03-15T14:00:00+01:00;840
2019-03-15T15:00:00+01:00;974
2019-03-15T16:00:00+01:00;786
2019-03-15T17:00:00+01:00;621
2019-03-15T18:00:00+01:00;979
2019-03-15T19:00:00+01:00;729
2019-03-15T20:00:00+01:00;472
2019-03-15T21:00:00+01:00;366
2019-03-15T22:00:00+01:00;358
2019-03-15T23:00:00+01:00;3133
2019-03-16T00:00:00+01:00;421
2019-03-16T01:00:00+01:00;403
2019-03-16T02:00:00+01:00;312
2019-03-16T03:00:00+01:00;439
2019-03-16T04:00:00+01:00;617
2019-03-16T05:00:00+01:00;272
2019-03-16T06:00:00+01:00;351
2019-03-16T07:00:00+01:00;296
2019-03-16T08:00:00+01:00;274
2019-03-16T09:00:00+01:00;304
2019-03-16T10:00:00+01:00;337
2019-03-16T11:00:00+01:00;377
2019-03-16T12:00:00+01:00;398
2019-03-16T13:00:00+01:00;286
2019-03-16T14:00:00+01:00;371
2019-03-16T15:00:00+01:00;371
2019-03-16T16:00:00+01:00;344
2019-03-16T17:00:00+01:00;368
2019-03-16T18:00:00+01:00;432
2019-03-16T19:00:00+01:00;407
2019-03-16T20:00:00+01:00;427
2019-03-16T21:00:00+01:00;481
2019-03-16T22:00:00+01:00;338
2019-03-16T23:00:00+01:00;2737
2019-03-17T00:00:00+01:00;369
2019-03-17T01:00:00+01:00;275
2019-03-17T02:00:00+01:00;240
2019-03-17T03:00:00+01:00;357
2019-03-17T04:00:00+01:00;271
2019-03-17T05:00:00+01:00;282
2019-03-17T06:00:00+01:00;260
2019-03-17T07:00:00+01:00;257
2019-03-17T08:00:00+01:00;499
2019-03-17T09:00:00+01:00;299
2019-03-17T10:00:00+01:00;511
2019-03-17T11:00:00+01:00;435
2019-03-17T12:00:00+01:00;393
2019-03-17T13:00:00+01:00;356
2019-03-17T14:00:00+01:00;830
2019-03-17T15:00:00+01:00;555
2019-03-17T16:00:00+01:00;565
2019-03-17T17:00:00+01:00;816
2019-03-17T18:00:00+01:00;769
2019-03-17T19:00:00+01:00;457
2019-03-17T20:00:00+01:00;578
2019-03-17T21:00:00+01:00;370
2019-03-17T22:00:00+01:00;461
2019-03-17T23:00:00+01:00;2839
2019-03-18T00:00:00+01:00;304
2019-03-18T01:00:00+01:00;312
2019-03-18T02:00:00+01:00;505
2019-03-18T03:00:00+01:00;238
2019-03-18T04:00:00+01:00;369
2019-03-18T05:00:00+01:00;278
2019-03-18T06:00:00+01:00;940
2019-03-18T07:00:00+01:00;604
2019-03-18T08:00:00+01:00;963
2019-03-18T09:00:00+01:00;1058
2019-03-18T10:00:00+01:00;1080
2019-03-18T11:00:00+01:00;885
2019-03-18T12:00:00+01:00;1339
2019-03-18T13:00:00+01:00;981
2019-03-18T14:00:00+01:00;1055
2019-03-18T15:00:00+01:00;1044
2019-03-18T16:00:00+01:00;1022
2019-03-18T17:00:00+01:00;670
2019-03-18T18:00:00+01:00;1095
2019-03-18T19:00:00+01:00;690
2019-03-18T20:00:00+01:00;335
2019-03-18T21:00:00+01:00;499
2019-03-18T22:00:00+01:00;446
2019-03-18T23:00:00+01:00;3825
2019-03-19T00:00:00+01:00;242
2019-03-19T01:00:00+01:00;446
2019-03-19T02:00:00+01:00;303
2019-03-19T03:00:00+01:00;275
2019-03-19T04:00:00+01:00;630
2019-03-19T05:00:00+01:00;384
2019-03-19T06:00:00+01:00;975
2019-03-19T07:00:00+01:00;770
2019-03-19T08:00:00+01:00;908
2019-03-19T09:00:00+01:00;994
2019-03-19T10:00:00+01:00;922
2019-03-19T11:00:00+01:00;850
2019-03-19T12:00:00+01:00;1017
2019-03-19T13:00:00+01:00;940
2019-03-19T14:00:00+01:00;1108
2019-03-19T15:00:00+01:00;1133
2019-03-19T16:00:00+01:00;834
2019-03-19T17:00:00+01:00;893
2019-03-19T18:00:00+01:00;978
2019-03-19T19:00:00+01:00;651
2019-03-19T20:00:00+01:00;475
2019-03-19T21:00:00+01:00;330
2019-03-19T22:00:00+01:00;672
2019-03-19T23:00:00+01:00;3594
2019-03-20T00:00:00+01:00;313
2019-03-20T01:00:00+01:00;454
2019-03-20T02:00:00+01:00;322
2019-03-20T03:00:00+01:00;312
2019-03-20T04:00:00+01:00;571
2019-03-20T05:00:00+01:00;351
2019-03-20T06:00:00+01:00;820
2019-03-20T07:00:00+01:00;802
2019-03-20T08:00:00+01:00;877
2019-03-20T09:00:00+01:00;950
2019-03-20T10:00:00+01:00;1227
2019-03-20T11:00:00+01:00;954
2019-03-20T12:00:00+01:00;1074
2019-03-20T13:00:00+01:00;910
2019-03-20T14:00:00+01:00;1021
2019-03-20T15:00:00+01:00;1986
2019-03-20T16:00:00+01:00;823
2019-03-20T17:00:00+01:00;707
2019-03-20T18:00:00+01:00;886
2019-03-20T19:00:00+01:00;566
2019-03-20T20:00:00+01:00;368
2019-03-20T21:00:00+01:00;431
2019-03-20T22:00:00+01:00;342
2019-03-20T23:00:00+01:00;4329
2019-03-21T00:00:00+01:00;448
2019-03-21T01:00:00+01:00;288
2019-03-21T02:00:00+01:00;250
2019-03-21T03:00:00+01:00;240
2019-03-21T04:00:00+01:00;363
2019-03-21T05:00:00+01:00;480
2019-03-21T06:00:00+01:00;977
2019-03-21T07:00:00+01:00;660
2019-03-21T08:00:00+01:00;893
2019-03-21T09:00:00+01:00;1159
2019-03-21T10:00:00+01:00;1490
2019-03-21T11:00:00+01:00;1007
2019-03-21T12:00:00+01:00;1104
2019-03-21T13:00:00+01:00;1065
2019-03-21T14:00:00+01:00;946
2019-03-21T15:00:00+01:00;1029
2019-03-21T16:00:00+01:00;952
2019-03-21T17:00:00+01:00;682
2019-03-21T18:00:00+01:00;785
2019-03-21T19:00:00+01:00;728
2019-03-21T20:00:00+01:00;314
2019-03-21T21:00:00+01:00;428
2019-03-21T22:00:00+01:00;336
2019-03-21T23:00:00+01:00;4597
2019-03-22T00:00:00+01:00;279
2019-03-22T01:00:00+01:00;267
2019-03-22T02:00:00+01:00;230
2019-03-22T03:00:00+01:00;397
2019-03-22T04:00:00+01:00;281
2019-03-22T05:00:00+01:00;253
2019-03-22T06:00:00+01:00;1040
2019-03-22T07:00:00+01:00;726
2019-03-22T08:00:00+01:00;870
2019-03-22T09:00:00+01:00;944
2019-03-22T10:00:00+01:00;1147
2019-03-22T11:00:00+01:00;834
2019-03-22T12:00:00+01:00;1171
2019-03-22T13:00:00+01:00;978
2019-03-22T14:00:00+01:00;1219
2019-03-22T15:00:00+01:00;942
2019-03-22T16:00:00+01:00;716
2019-03-22T17:00:00+01:00;785
2019-03-22T18:00:00+01:00;868
2019-03-22T19:00:00+01:00;473
2019-03-22T20:00:00+01:00;282
2019-03-22T21:00:00+01:00;342
2019-03-22T22:00:00+01:00;268
2019-03-22T23:00:00+01:00;3443
2019-03-23T00:00:00+01:00;285
2019-03-23T01:00:00+01:00;317
2019-03-23T02:00:00+01:00;250
2019-03-23T03:00:00+01:00;345
2019-03-23T04:00:00+01:00;306
2019-03-23T05:00:00+01:00;240
2019-03-23T06:00:00+01:00;434
2019-03-23T07:00:00+01:00;321
2019-03-23T08:00:00+01:00;246
2019-03-23T09:00:00+01:00;362
2019-03-23T10:00:00+01:00;336
2019-03-23T11:00:00+01:00;354
2019-03-23T12:00:00+01:00;314
2019-03-23T13:00:00+01:00;305
2019-03-23T14:00:00+01:00;310
2019-03-23T15:00:00+01:00;282
2019-03-23T16:00:00+01:00;425
2019-03-23T17:00:00+01:00;361
2019-03-23T18:00:00+01:00;292
2019-03-23T19:00:00+01:00;297
2019-03-23T20:00:00+01:00;331
2019-03-23T21:00:00+01:00;260
2019-03-23T22:00:00+01:00;412
2019-03-23T23:00:00+01:00;4283
2019-03-24T00:00:00+01:00;305
2019-03-24T01:00:00+01:00;390
2019-03-24T02:00:00+01:00;235
2019-03-24T03:00:00+01:00;257
2019-03-24T04:00:00+01:00;540
2019-03-24T05:00:00+01:00;320
2019-03-24T06:00:00+01:00;357
2019-03-24T07:00:00+01:00;395
2019-03-24T08:00:00+01:00;259
2019-03-24T09:00:00+01:00;281
2019-03-24T10:00:00+01:00;405
2019-03-24T11:00:00+01:00;370
2019-03-24T12:00:00+01:00;438
2019-03-24T13:00:00+01:00;479
2019-03-24T14:00:00+01:00;313
2019-03-24T15:00:00+01:00;297
2019-03-24T16:00:00+01:00;274
2019-03-24T17:00:00+01:00;379
2019-03-24T18:00:00+01:00;316
2019-03-24T19:00:00+01:00;383
2019-03-24T20:00:00+01:00;375
2019-03-24T21:00:00+01:00;293
2019-03-24T22:00:00+01:00;405
2019-03-24T23:00:00+01:00;4633
2019-03-25T00:00:00+01:00;245
2019-03-25T01:00:00+01:00;451
2019-03-25T02:00:00+01:00;256
2019-03-25T03:00:00+01:00;246
2019-03-25T04:00:00+01:00;242
2019-03-25T05:00:00+01:00;348
2019-03-25T06:00:00+01:00;980
2019-03-25T07:00:00+01:00;558
2019-03-25T08:00:00+01:00;902
2019-03-25T09:00:00+01:00;1115
2019-03-25T10:00:00+01:00;1027
2019-03-25T11:00:00+01:00;1010
2019-03-25T12:00:00+01:00;1043
2019-03-25T13:00:00+01:00;1025
2019-03-25T14:00:00+01:00;1346
2019-03-25T15:00:00+01:00;1049
2019-03-25T16:00:00+01:00;882
2019-03-25T17:00:00+01:00;808
2019-03-25T18:00:00+01:00;1164
2019-03-25T19:00:00+01:00;698
2019-03-25T20:00:00+01:00;510
2019-03-25T21:00:00+01:00;553
2019-03-25T22:00:00+01:00;343
2019-03-25T23:00:00+01:00;4733
2019-03-26T00:00:00+01:00;333
2019-03-26T01:00:00+01:00;355
2019-03-26T02:00:00+01:00;378
2019-03-26T03:00:00+01:00;291
2019-03-26T04:00:00+01:00;531
2019-03-26T05:00:00+01:00;427
2019-03-26T06:00:00+01:00;950
2019-03-26T07:00:00+01:00;625
2019-03-26T08:00:00+01:00;745
2019-03-26T09:00:00+01:00;922
2019-03-26T10:00:00+01:00;1353
2019-03-26T11:00:00+01:00;969
2019-03-26T12:00:00+01:00;1183
2019-03-26T13:00:00+01:00;3106
2019-03-26T14:00:00+01:00;2578
2019-03-26T15:00:00+01:00;1133
2019-03-26T16:00:00+01:00;1118
2019-03-26T17:00:00+01:00;855
2019-03-26T18:00:00+01:00;908
2019-03-26T19:00:00+01:00;721
2019-03-26T20:00:00+01:00;486
2019-03-26T21:00:00+01:00;353
2019-03-26T22:00:00+01:00;332
2019-03-26T23:00:00+01:00;3881
2019-03-27T00:00:00+01:00;421
2019-03-27T01:00:00+01:00;321
2019-03-27T02:00:00+01:00;270
2019-03-27T03:00:00+01:00;267
2019-03-27T04:00:00+01:00;377
2019-03-27T05:00:00+01:00;295
2019-03-27T06:00:00+01:00;942
2019-03-27T07:00:00+01:00;615
2019-03-27T08:00:00+01:00;879
2019-03-27T09:00:00+01:00;994
2019-03-27T10:00:00+01:00;1119
2019-03-27T11:00:00+01:00;969
2019-03-27T12:00:00+01:00;1088
2019-03-27T13:00:00+01:00;839
2019-03-27T14:00:00+01:00;1000
2019-03-27T15:00:00+01:00;1057
2019-03-27T16:00:00+01:00;1100
2019-03-27T17:00:00+01:00;797
2019-03-27T18:00:00+01:00;1047
2019-03-27T19:00:00+01:00;667
2019-03-27T20:00:00+01:00;490
2019-03-27T21:00:00+01:00;557
2019-03-27T22:00:00+01:00;432
2019-03-27T23:00:00+01:00;4640
2019-03-28T00:00:00+01:00;305
2019-03-28T01:00:00+01:00;305
2019-03-28T02:00:00+01:00;425
2019-03-28T03:00:00+01:00;519
2019-03-28T04:00:00+01:00;300
2019-03-28T05:00:00+01:00;291
2019-03-28T06:00:00+01:00;985
2019-03-28T07:00:00+01:00;725
2019-03-28T08:00:00+01:00;1023
2019-03-28T09:00:00+01:00;1059
2019-03-28T10:00:00+01:00;1212
2019-03-28T11:00:00+01:00;1050
2019-03-28T12:00:00+01:00;1108
2019-03-28T13:00:00+01:00;912
2019-03-28T14:00:00+01:00;842
2019-03-28T15:00:00+01:00;871
2019-03-28T16:00:00+01:00;773
2019-03-28T17:00:00+01:00;755
2019-03-28T18:00:00+01:00;1099
2019-03-28T19:00:00+01:00;574
2019-03-28T20:00:00+01:00;315
2019-03-28T21:00:00+01:00;422
2019-03-28T22:00:00+01:00;326
2019-03-28T23:00:00+01:00;4382
2019-03-29T00:00:00+01:00;441
2019-03-29T01:00:00+01:00;349
2019-03-29T02:00:00+01:00;422
2019-03-29T03:00:00+01:00;522
2019-03-29T04:00:00+01:00;379
2019-03-29T05:00:00+01:00;433
2019-03-29T06:00:00+01:00;505
2019-03-29T07:00:00+01:00;726
2019-03-29T08:00:00+01:00;1066
2019-03-29T09:00:00+01:00;1081
2019-03-29T10:00:00+01:00;1099
2019-03-29T11:00:00+01:00;1235
2019-03-29T12:00:00+01:00;995
2019-03-29T13:00:00+01:00;825
2019-03-29T14:00:00+01:00;1221
2019-03-29T15:00:00+01:00;1007
2019-03-29T16:00:00+01:00;719
2019-03-29T17:00:00+01:00;805
2019-03-29T18:00:00+01:00;936
2019-03-29T19:00:00+01:00;686
2019-03-29T20:00:00+01:00;375
2019-03-29T21:00:00+01:00;347
2019-03-29T22:00:00+01:00;360
2019-03-29T23:00:00+01:00;3937
2019-03-30T00:00:00+01:00;280
2019-03-30T01:00:00+01:00;458
2019-03-30T02:00:00+01:00;350
2019-03-30T03:00:00+01:00;441
2019-03-30T04:00:00+01:00;354
2019-03-30T05:00:00+01:00;516
2019-03-30T06:00:00+01:00;358
2019-03-30T07:00:00+01:00;394
2019-03-30T08:00:00+01:00;335
2019-03-30T09:00:00+01:00;504
2019-03-30T10:00:00+01:00;378
2019-03-30T11:00:00+01:00;546
2019-03-30T12:00:00+01:00;357
2019-03-30T13:00:00+01:00;475
2019-03-30T14:00:00+01:00;419
2019-03-30T15:00:00+01:00;472
2019-03-30T16:00:00+01:00;432
2019-03-30T17:00:00+01:00;516
2019-03-30T18:00:00+01:00;412
2019-03-30T19:00:00+01:00;454
2019-03-30T20:00:00+01:00;299
2019-03-30T21:00:00+01:00;327
2019-03-30T22:00:00+01:00;428
2019-03-30T23:00:00+01:00;4289
2019-03-31T00:00:00+01:00;494
2019-03-31T01:00:00+01:00;301
2019-03-31T03:00:00+02:00;265
2019-03-31T04:00:00+02:00;335
2019-03-31T05:00:00+02:00;493
2019-03-31T06:00:00+02:00;277
