Time;Guest memory usage
2019-03-01T00:00:00+01:00;108038280
2019-03-01T01:00:00+01:00;111918011
2019-03-01T02:00:00+01:00;93515502
2019-03-01T03:00:00+01:00;94144648
2019-03-01T04:00:00+01:00;79307298
2019-03-01T05:00:00+01:00;107199419
2019-03-01T06:00:00+01:00;208212241
2019-03-01T07:00:00+01:00;112250060
2019-03-01T08:00:00+01:00;118593945
2019-03-01T09:00:00+01:00;135982830
2019-03-01T10:00:00+01:00;148268646
2019-03-01T11:00:00+01:00;123539729
2019-03-01T12:00:00+01:00;111848106
2019-03-01T13:00:00+01:00;120324096
2019-03-01T14:00:00+01:00;108370329
2019-03-01T15:00:00+01:00;113648162
2019-03-01T16:00:00+01:00;109418905
2019-03-01T17:00:00+01:00;112529681
2019-03-01T18:00:00+01:00;123976635
2019-03-01T19:00:00+01:00;103022592
2019-03-01T20:00:00+01:00;92606737
2019-03-01T21:00:00+01:00;105871223
2019-03-01T22:00:00+01:00;97395234
2019-03-01T23:00:00+01:00;110729625
2019-03-02T00:00:00+01:00;114259831
2019-03-02T01:00:00+01:00;107601373
2019-03-02T02:00:00+01:00;98688477
2019-03-02T03:00:00+01:00;92676642
2019-03-02T04:00:00+01:00;83519078
2019-03-02T05:00:00+01:00;98199142
2019-03-02T06:00:00+01:00;193200128
2019-03-02T07:00:00+01:00;94144648
2019-03-02T08:00:00+01:00;104455645
2019-03-02T09:00:00+01:00;87800763
2019-03-02T10:00:00+01:00;112634538
2019-03-02T11:00:00+01:00;114626833
2019-03-02T12:00:00+01:00;95175748
2019-03-02T13:00:00+01:00;102253636
2019-03-02T14:00:00+01:00;108352853
2019-03-02T15:00:00+01:00;105119744
2019-03-02T16:00:00+01:00;88185241
2019-03-02T17:00:00+01:00;94529126
2019-03-02T18:00:00+01:00;123941683
2019-03-02T19:00:00+01:00;94057267
2019-03-02T20:00:00+01:00;105853747
2019-03-02T21:00:00+01:00;114731690
2019-03-02T22:00:00+01:00;98758382
2019-03-02T23:00:00+01:00;107636326
2019-03-03T00:00:00+01:00;106150843
2019-03-03T01:00:00+01:00;104018739
2019-03-03T02:00:00+01:00;105137220
2019-03-03T03:00:00+01:00;102620637
2019-03-03T04:00:00+01:00;97779712
2019-03-03T05:00:00+01:00;122910583
2019-03-03T06:00:00+01:00;183291084
2019-03-03T07:00:00+01:00;110450005
2019-03-03T08:00:00+01:00;105102267
2019-03-03T09:00:00+01:00;105783842
2019-03-03T10:00:00+01:00;115098692
2019-03-03T11:00:00+01:00;89198865
2019-03-03T12:00:00+01:00;119275520
2019-03-03T13:00:00+01:00;92694118
2019-03-03T14:00:00+01:00;97010756
2019-03-03T15:00:00+01:00;91261064
2019-03-03T16:00:00+01:00;99387528
2019-03-03T17:00:00+01:00;89198865
2019-03-03T18:00:00+01:00;106185796
2019-03-03T19:00:00+01:00;112949111
2019-03-03T20:00:00+01:00;99806958
2019-03-03T21:00:00+01:00;110362624
2019-03-03T22:00:00+01:00;105539174
2019-03-03T23:00:00+01:00;124273732
2019-03-04T00:00:00+01:00;99544814
2019-03-04T01:00:00+01:00;113333589
2019-03-04T02:00:00+01:00;105032362
2019-03-04T03:00:00+01:00;86752187
2019-03-04T04:00:00+01:00;88132812
2019-03-04T05:00:00+01:00;93847552
2019-03-04T06:00:00+01:00;189110681
2019-03-04T07:00:00+01:00;128555417
2019-03-04T08:00:00+01:00;135633305
2019-03-04T09:00:00+01:00;118925994
2019-03-04T10:00:00+01:00;125357260
2019-03-04T11:00:00+01:00;131753574
2019-03-04T12:00:00+01:00;127157316
2019-03-04T13:00:00+01:00;107968375
2019-03-04T14:00:00+01:00;121844531
