Time;Number of bytes received on interface Network adapter 1
2019-03-07T14:00:00+01:00;8038
2019-03-07T15:00:00+01:00;8072
2019-03-07T16:00:00+01:00;6826
2019-03-07T17:00:00+01:00;7099
2019-03-07T18:00:00+01:00;7116
2019-03-07T19:00:00+01:00;5154
2019-03-07T20:00:00+01:00;2952
2019-03-07T21:00:00+01:00;2201
2019-03-07T22:00:00+01:00;2286
2019-03-07T23:00:00+01:00;20411
2019-03-08T00:00:00+01:00;2508
2019-03-08T01:00:00+01:00;1245
2019-03-08T02:00:00+01:00;1399
2019-03-08T03:00:00+01:00;1399
2019-03-08T04:00:00+01:00;1228
2019-03-08T05:00:00+01:00;1962
2019-03-08T06:00:00+01:00;6229
2019-03-08T07:00:00+01:00;6109
2019-03-08T08:00:00+01:00;7389
2019-03-08T09:00:00+01:00;9386
2019-03-08T10:00:00+01:00;12407
2019-03-08T11:00:00+01:00;9335
2019-03-08T12:00:00+01:00;10018
2019-03-08T13:00:00+01:00;10717
2019-03-08T14:00:00+01:00;10205
2019-03-08T15:00:00+01:00;10325
2019-03-08T16:00:00+01:00;6656
2019-03-08T17:00:00+01:00;6587
2019-03-08T18:00:00+01:00;7150
2019-03-08T19:00:00+01:00;5546
2019-03-08T20:00:00+01:00;2286
2019-03-08T21:00:00+01:00;1518
2019-03-08T22:00:00+01:00;1809
2019-03-08T23:00:00+01:00;22169
2019-03-09T00:00:00+01:00;1723
2019-03-09T01:00:00+01:00;1228
2019-03-09T02:00:00+01:00;1160
2019-03-09T03:00:00+01:00;1689
2019-03-09T04:00:00+01:00;1314
2019-03-09T05:00:00+01:00;1365
2019-03-09T06:00:00+01:00;7697
2019-03-09T07:00:00+01:00;972
2019-03-09T08:00:00+01:00;1331
2019-03-09T09:00:00+01:00;2525
2019-03-09T10:00:00+01:00;2116
2019-03-09T11:00:00+01:00;2099
2019-03-09T12:00:00+01:00;3208
2019-03-09T13:00:00+01:00;2423
2019-03-09T14:00:00+01:00;2252
2019-03-09T15:00:00+01:00;1911
2019-03-09T16:00:00+01:00;2508
2019-03-09T17:00:00+01:00;1962
2019-03-09T18:00:00+01:00;2440
2019-03-09T19:00:00+01:00;1740
2019-03-09T20:00:00+01:00;1826
2019-03-09T21:00:00+01:00;1501
2019-03-09T22:00:00+01:00;2048
2019-03-09T23:00:00+01:00;22135
2019-03-10T00:00:00+01:00;1979
2019-03-10T01:00:00+01:00;1979
2019-03-10T02:00:00+01:00;1365
2019-03-10T03:00:00+01:00;1143
2019-03-10T04:00:00+01:00;2491
2019-03-10T05:00:00+01:00;1194
2019-03-10T06:00:00+01:00;1416
2019-03-10T07:00:00+01:00;1792
2019-03-10T08:00:00+01:00;1723
2019-03-10T09:00:00+01:00;1245
2019-03-10T10:00:00+01:00;1860
2019-03-10T11:00:00+01:00;2542
2019-03-10T12:00:00+01:00;1894
2019-03-10T13:00:00+01:00;2218
2019-03-10T14:00:00+01:00;2918
2019-03-10T15:00:00+01:00;2167
2019-03-10T16:00:00+01:00;1945
2019-03-10T17:00:00+01:00;2150
2019-03-10T18:00:00+01:00;2696
2019-03-10T19:00:00+01:00;1962
2019-03-10T20:00:00+01:00;2201
2019-03-10T21:00:00+01:00;1996
2019-03-10T22:00:00+01:00;2082
2019-03-10T23:00:00+01:00;17681
2019-03-11T00:00:00+01:00;1416
2019-03-11T01:00:00+01:00;1194
2019-03-11T02:00:00+01:00;1638
2019-03-11T03:00:00+01:00;1518
2019-03-11T04:00:00+01:00;1143
2019-03-11T05:00:00+01:00;1228
2019-03-11T06:00:00+01:00;8123
2019-03-11T07:00:00+01:00;4761
2019-03-11T08:00:00+01:00;8584
2019-03-11T09:00:00+01:00;11034
2019-03-11T10:00:00+01:00;8994
2019-03-11T11:00:00+01:00;9028
2019-03-11T12:00:00+01:00;9386
2019-03-11T13:00:00+01:00;8704
2019-03-11T14:00:00+01:00;10410
2019-03-11T15:00:00+01:00;9079
2019-03-11T16:00:00+01:00;9454
2019-03-11T17:00:00+01:00;8362
2019-03-11T18:00:00+01:00;8106
2019-03-11T19:00:00+01:00;5034
2019-03-11T20:00:00+01:00;3020
2019-03-11T21:00:00+01:00;3072
2019-03-11T22:00:00+01:00;2628
2019-03-11T23:00:00+01:00;18158
2019-03-12T00:00:00+01:00;1228
2019-03-12T01:00:00+01:00;1877
2019-03-12T02:00:00+01:00;1740
2019-03-12T03:00:00+01:00;988
2019-03-12T04:00:00+01:00;1860
2019-03-12T05:00:00+01:00;1058
2019-03-12T06:00:00+01:00;4130
2019-03-12T07:00:00+01:00;5461
2019-03-12T08:00:00+01:00;6724
2019-03-12T09:00:00+01:00;9164
2019-03-12T10:00:00+01:00;11673
2019-03-12T11:00:00+01:00;9369
2019-03-12T12:00:00+01:00;10035
2019-03-12T13:00:00+01:00;8908
2019-03-12T14:00:00+01:00;11895
2019-03-12T15:00:00+01:00;9147
2019-03-12T16:00:00+01:00;9096
2019-03-12T17:00:00+01:00;7543
2019-03-12T18:00:00+01:00;7987
2019-03-12T19:00:00+01:00;4522
2019-03-12T20:00:00+01:00;3242
2019-03-12T21:00:00+01:00;2747
2019-03-12T22:00:00+01:00;2577
2019-03-12T23:00:00+01:00;18414
2019-03-13T00:00:00+01:00;1809
2019-03-13T01:00:00+01:00;1792
2019-03-13T02:00:00+01:00;972
2019-03-13T03:00:00+01:00;1536
2019-03-13T04:00:00+01:00;1433
2019-03-13T05:00:00+01:00;1109
2019-03-13T06:00:00+01:00;7987
2019-03-13T07:00:00+01:00;5853
2019-03-13T08:00:00+01:00;8601
2019-03-13T09:00:00+01:00;9318
2019-03-13T10:00:00+01:00;8960
2019-03-13T11:00:00+01:00;8704
2019-03-13T12:00:00+01:00;9386
2019-03-13T13:00:00+01:00;9028
2019-03-13T14:00:00+01:00;9250
2019-03-13T15:00:00+01:00;7748
2019-03-13T16:00:00+01:00;10274
2019-03-13T17:00:00+01:00;7816
2019-03-13T18:00:00+01:00;8823
2019-03-13T19:00:00+01:00;4471
2019-03-13T20:00:00+01:00;2850
2019-03-13T21:00:00+01:00;2338
2019-03-13T22:00:00+01:00;2423
2019-03-13T23:00:00+01:00;14540
2019-03-14T00:00:00+01:00;1365
2019-03-14T01:00:00+01:00;2304
2019-03-14T02:00:00+01:00;1689
2019-03-14T03:00:00+01:00;1314
2019-03-14T04:00:00+01:00;1365
2019-03-14T05:00:00+01:00;1194
2019-03-14T06:00:00+01:00;6434
2019-03-14T07:00:00+01:00;5324
2019-03-14T08:00:00+01:00;10496
2019-03-14T09:00:00+01:00;8584
2019-03-14T10:00:00+01:00;9745
2019-03-14T11:00:00+01:00;8226
2019-03-14T12:00:00+01:00;9284
2019-03-14T13:00:00+01:00;8226
2019-03-14T14:00:00+01:00;9318
2019-03-14T15:00:00+01:00;7884
2019-03-14T16:00:00+01:00;8123
2019-03-14T17:00:00+01:00;7441
2019-03-14T18:00:00+01:00;7406
2019-03-14T19:00:00+01:00;5632
2019-03-14T20:00:00+01:00;2491
2019-03-14T21:00:00+01:00;2867
2019-03-14T22:00:00+01:00;1911
2019-03-14T23:00:00+01:00;15650
2019-03-15T00:00:00+01:00;1894
2019-03-15T01:00:00+01:00;1331
2019-03-15T02:00:00+01:00;1024
2019-03-15T03:00:00+01:00;1006
2019-03-15T04:00:00+01:00;1382
2019-03-15T05:00:00+01:00;1501
2019-03-15T06:00:00+01:00;5956
2019-03-15T07:00:00+01:00;4829
2019-03-15T08:00:00+01:00;8362
2019-03-15T09:00:00+01:00;8601
2019-03-15T10:00:00+01:00;9813
2019-03-15T11:00:00+01:00;7270
2019-03-15T12:00:00+01:00;8874
2019-03-15T13:00:00+01:00;7867
2019-03-15T14:00:00+01:00;7099
2019-03-15T15:00:00+01:00;7287
2019-03-15T16:00:00+01:00;6536
2019-03-15T17:00:00+01:00;6007
2019-03-15T18:00:00+01:00;6331
2019-03-15T19:00:00+01:00;4812
2019-03-15T20:00:00+01:00;2542
2019-03-15T21:00:00+01:00;1860
2019-03-15T22:00:00+01:00;1672
2019-03-15T23:00:00+01:00;15104
2019-03-16T00:00:00+01:00;1723
2019-03-16T01:00:00+01:00;1826
2019-03-16T02:00:00+01:00;1416
2019-03-16T03:00:00+01:00;1826
2019-03-16T04:00:00+01:00;2286
2019-03-16T05:00:00+01:00;1143
2019-03-16T06:00:00+01:00;1399
2019-03-16T07:00:00+01:00;1262
2019-03-16T08:00:00+01:00;1280
2019-03-16T09:00:00+01:00;1826
2019-03-16T10:00:00+01:00;2440
2019-03-16T11:00:00+01:00;2645
2019-03-16T12:00:00+01:00;2781
2019-03-16T13:00:00+01:00;2133
2019-03-16T14:00:00+01:00;3515
2019-03-16T15:00:00+01:00;2747
2019-03-16T16:00:00+01:00;2901
2019-03-16T17:00:00+01:00;2884
2019-03-16T18:00:00+01:00;2440
2019-03-16T19:00:00+01:00;2201
2019-03-16T20:00:00+01:00;1792
2019-03-16T21:00:00+01:00;2269
2019-03-16T22:00:00+01:00;1484
2019-03-16T23:00:00+01:00;13243
2019-03-17T00:00:00+01:00;1484
2019-03-17T01:00:00+01:00;1160
2019-03-17T02:00:00+01:00;887
2019-03-17T03:00:00+01:00;1382
2019-03-17T04:00:00+01:00;1092
2019-03-17T05:00:00+01:00;1211
2019-03-17T06:00:00+01:00;1092
2019-03-17T07:00:00+01:00;1143
2019-03-17T08:00:00+01:00;2440
2019-03-17T09:00:00+01:00;1262
2019-03-17T10:00:00+01:00;2594
2019-03-17T11:00:00+01:00;2406
2019-03-17T12:00:00+01:00;2167
2019-03-17T13:00:00+01:00;1809
2019-03-17T14:00:00+01:00;6297
2019-03-17T15:00:00+01:00;3925
2019-03-17T16:00:00+01:00;4130
2019-03-17T17:00:00+01:00;4915
2019-03-17T18:00:00+01:00;5205
2019-03-17T19:00:00+01:00;3140
2019-03-17T20:00:00+01:00;2901
2019-03-17T21:00:00+01:00;2099
2019-03-17T22:00:00+01:00;2321
2019-03-17T23:00:00+01:00;13516
2019-03-18T00:00:00+01:00;1314
2019-03-18T01:00:00+01:00;1177
2019-03-18T02:00:00+01:00;2099
2019-03-18T03:00:00+01:00;938
2019-03-18T04:00:00+01:00;1518
2019-03-18T05:00:00+01:00;1280
2019-03-18T06:00:00+01:00;6809
2019-03-18T07:00:00+01:00;5324
2019-03-18T08:00:00+01:00;8891
2019-03-18T09:00:00+01:00;9540
2019-03-18T10:00:00+01:00;10291
2019-03-18T11:00:00+01:00;8396
2019-03-18T12:00:00+01:00;11554
2019-03-18T13:00:00+01:00;9028
2019-03-18T14:00:00+01:00;9779
2019-03-18T15:00:00+01:00;9164
2019-03-18T16:00:00+01:00;10581
2019-03-18T17:00:00+01:00;7526
2019-03-18T18:00:00+01:00;8400
2019-03-18T19:00:00+01:00;5427
2019-03-18T20:00:00+01:00;2304
2019-03-18T21:00:00+01:00;2645
2019-03-18T22:00:00+01:00;2286
2019-03-18T23:00:00+01:00;18722
2019-03-19T00:00:00+01:00;1092
2019-03-19T01:00:00+01:00;1740
2019-03-19T02:00:00+01:00;1092
2019-03-19T03:00:00+01:00;1194
2019-03-19T04:00:00+01:00;2286
2019-03-19T05:00:00+01:00;1536
2019-03-19T06:00:00+01:00;6792
2019-03-19T07:00:00+01:00;6058
2019-03-19T08:00:00+01:00;7799
2019-03-19T09:00:00+01:00;8772
2019-03-19T10:00:00+01:00;8226
2019-03-19T11:00:00+01:00;8823
2019-03-19T12:00:00+01:00;8806
2019-03-19T13:00:00+01:00;8652
2019-03-19T14:00:00+01:00;10547
2019-03-19T15:00:00+01:00;9318
2019-03-19T16:00:00+01:00;8908
2019-03-19T17:00:00+01:00;8362
2019-03-19T18:00:00+01:00;7987
2019-03-19T19:00:00+01:00;5461
2019-03-19T20:00:00+01:00;2918
2019-03-19T21:00:00+01:00;2099
2019-03-19T22:00:00+01:00;3447
2019-03-19T23:00:00+01:00;17749
2019-03-20T00:00:00+01:00;1433
2019-03-20T01:00:00+01:00;1877
2019-03-20T02:00:00+01:00;1280
2019-03-20T03:00:00+01:00;1348
2019-03-20T04:00:00+01:00;2167
2019-03-20T05:00:00+01:00;1501
2019-03-20T06:00:00+01:00;6980
2019-03-20T07:00:00+01:00;6468
2019-03-20T08:00:00+01:00;8277
2019-03-20T09:00:00+01:00;8738
2019-03-20T10:00:00+01:00;10291
2019-03-20T11:00:00+01:00;9386
2019-03-20T12:00:00+01:00;9489
2019-03-20T13:00:00+01:00;8499
2019-03-20T14:00:00+01:00;9915
2019-03-20T15:00:00+01:00;13977
2019-03-20T16:00:00+01:00;8567
2019-03-20T17:00:00+01:00;7236
2019-03-20T18:00:00+01:00;7428
2019-03-20T19:00:00+01:00;4608
2019-03-20T20:00:00+01:00;2628
2019-03-20T21:00:00+01:00;2850
2019-03-20T22:00:00+01:00;1962
2019-03-20T23:00:00+01:00;21060
2019-03-21T00:00:00+01:00;1843
2019-03-21T01:00:00+01:00;1143
2019-03-21T02:00:00+01:00;1075
2019-03-21T03:00:00+01:00;1024
2019-03-21T04:00:00+01:00;1433
2019-03-21T05:00:00+01:00;1826
2019-03-21T06:00:00+01:00;11946
2019-03-21T07:00:00+01:00;5905
2019-03-21T08:00:00+01:00;8226
2019-03-21T09:00:00+01:00;9864
2019-03-21T10:00:00+01:00;12253
2019-03-21T11:00:00+01:00;10120
2019-03-21T12:00:00+01:00;9642
2019-03-21T13:00:00+01:00;10308
2019-03-21T14:00:00+01:00;8686
2019-03-21T15:00:00+01:00;7970
2019-03-21T16:00:00+01:00;8072
2019-03-21T17:00:00+01:00;6621
2019-03-21T18:00:00+01:00;6638
2019-03-21T19:00:00+01:00;5017
2019-03-21T20:00:00+01:00;1945
2019-03-21T21:00:00+01:00;2321
2019-03-21T22:00:00+01:00;1979
2019-03-21T23:00:00+01:00;22784
2019-03-22T00:00:00+01:00;1262
2019-03-22T01:00:00+01:00;1194
2019-03-22T02:00:00+01:00;836
2019-03-22T03:00:00+01:00;1501
2019-03-22T04:00:00+01:00;1109
2019-03-22T05:00:00+01:00;904
2019-03-22T06:00:00+01:00;13533
2019-03-22T07:00:00+01:00;6451
2019-03-22T08:00:00+01:00;9181
2019-03-22T09:00:00+01:00;9164
2019-03-22T10:00:00+01:00;9028
2019-03-22T11:00:00+01:00;7884
2019-03-22T12:00:00+01:00;9762
2019-03-22T13:00:00+01:00;9318
2019-03-22T14:00:00+01:00;11161
2019-03-22T15:00:00+01:00;9011
2019-03-22T16:00:00+01:00;7202
2019-03-22T17:00:00+01:00;7953
2019-03-22T18:00:00+01:00;6929
2019-03-22T19:00:00+01:00;3464
2019-03-22T20:00:00+01:00;1365
2019-03-22T21:00:00+01:00;1553
2019-03-22T22:00:00+01:00;1280
2019-03-22T23:00:00+01:00;16793
2019-03-23T00:00:00+01:00;955
2019-03-23T01:00:00+01:00;1280
2019-03-23T02:00:00+01:00;836
2019-03-23T03:00:00+01:00;1297
2019-03-23T04:00:00+01:00;1109
2019-03-23T05:00:00+01:00;819
2019-03-23T06:00:00+01:00;1621
2019-03-23T07:00:00+01:00;1365
2019-03-23T08:00:00+01:00;1092
2019-03-23T09:00:00+01:00;2082
2019-03-23T10:00:00+01:00;1757
2019-03-23T11:00:00+01:00;2013
2019-03-23T12:00:00+01:00;2030
2019-03-23T13:00:00+01:00;1962
2019-03-23T14:00:00+01:00;1962
2019-03-23T15:00:00+01:00;1774
2019-03-23T16:00:00+01:00;2116
2019-03-23T17:00:00+01:00;2116
2019-03-23T18:00:00+01:00;1433
2019-03-23T19:00:00+01:00;1621
2019-03-23T20:00:00+01:00;1570
2019-03-23T21:00:00+01:00;1621
2019-03-23T22:00:00+01:00;1962
2019-03-23T23:00:00+01:00;20889
2019-03-24T00:00:00+01:00;1092
2019-03-24T01:00:00+01:00;1536
2019-03-24T02:00:00+01:00;904
2019-03-24T03:00:00+01:00;887
2019-03-24T04:00:00+01:00;1774
2019-03-24T05:00:00+01:00;1194
2019-03-24T06:00:00+01:00;1774
2019-03-24T07:00:00+01:00;1587
2019-03-24T08:00:00+01:00;1006
2019-03-24T09:00:00+01:00;1416
2019-03-24T10:00:00+01:00;2030
2019-03-24T11:00:00+01:00;1826
2019-03-24T12:00:00+01:00;2082
2019-03-24T13:00:00+01:00;2440
2019-03-24T14:00:00+01:00;1809
2019-03-24T15:00:00+01:00;1877
2019-03-24T16:00:00+01:00;1501
2019-03-24T17:00:00+01:00;2048
2019-03-24T18:00:00+01:00;1979
2019-03-24T19:00:00+01:00;2167
2019-03-24T20:00:00+01:00;1928
2019-03-24T21:00:00+01:00;1399
2019-03-24T22:00:00+01:00;1774
2019-03-24T23:00:00+01:00;21777
2019-03-25T00:00:00+01:00;972
2019-03-25T01:00:00+01:00;1877
2019-03-25T02:00:00+01:00;938
2019-03-25T03:00:00+01:00;938
2019-03-25T04:00:00+01:00;870
2019-03-25T05:00:00+01:00;1177
2019-03-25T06:00:00+01:00;8277
2019-03-25T07:00:00+01:00;5512
2019-03-25T08:00:00+01:00;9267
2019-03-25T09:00:00+01:00;10359
2019-03-25T10:00:00+01:00;9335
2019-03-25T11:00:00+01:00;9966
2019-03-25T12:00:00+01:00;9796
2019-03-25T13:00:00+01:00;10188
2019-03-25T14:00:00+01:00;15462
2019-03-25T15:00:00+01:00;10393
2019-03-25T16:00:00+01:00;8601
2019-03-25T17:00:00+01:00;7680
2019-03-25T18:00:00+01:00;8994
2019-03-25T19:00:00+01:00;5188
2019-03-25T20:00:00+01:00;3259
2019-03-25T21:00:00+01:00;3037
2019-03-25T22:00:00+01:00;1979
2019-03-25T23:00:00+01:00;23142
2019-03-26T00:00:00+01:00;1467
2019-03-26T01:00:00+01:00;1433
2019-03-26T02:00:00+01:00;1501
2019-03-26T03:00:00+01:00;1109
2019-03-26T04:00:00+01:00;2013
2019-03-26T05:00:00+01:00;1860
2019-03-26T06:00:00+01:00;12202
2019-03-26T07:00:00+01:00;5120
2019-03-26T08:00:00+01:00;7662
2019-03-26T09:00:00+01:00;8772
2019-03-26T10:00:00+01:00;12066
2019-03-26T11:00:00+01:00;9011
2019-03-26T12:00:00+01:00;9898
2019-03-26T13:00:00+01:00;18380
2019-03-26T14:00:00+01:00;20770
2019-03-26T15:00:00+01:00;10052
2019-03-26T16:00:00+01:00;12868
2019-03-26T17:00:00+01:00;9011
2019-03-26T18:00:00+01:00;8140
2019-03-26T19:00:00+01:00;5666
2019-03-26T20:00:00+01:00;3072
2019-03-26T21:00:00+01:00;2133
2019-03-26T22:00:00+01:00;1962
2019-03-26T23:00:00+01:00;18944
2019-03-27T00:00:00+01:00;1911
2019-03-27T01:00:00+01:00;1314
2019-03-27T02:00:00+01:00;1109
2019-03-27T03:00:00+01:00;1075
2019-03-27T04:00:00+01:00;1570
2019-03-27T05:00:00+01:00;1245
2019-03-27T06:00:00+01:00;9625
2019-03-27T07:00:00+01:00;4966
2019-03-27T08:00:00+01:00;8669
2019-03-27T09:00:00+01:00;8960
2019-03-27T10:00:00+01:00;10820
2019-03-27T11:00:00+01:00;9591
2019-03-27T12:00:00+01:00;9437
2019-03-27T13:00:00+01:00;7901
2019-03-27T14:00:00+01:00;9147
2019-03-27T15:00:00+01:00;10513
2019-03-27T16:00:00+01:00;10786
2019-03-27T17:00:00+01:00;8243
2019-03-27T18:00:00+01:00;8840
2019-03-27T19:00:00+01:00;5512
2019-03-27T20:00:00+01:00;3225
2019-03-27T21:00:00+01:00;3259
2019-03-27T22:00:00+01:00;2252
2019-03-27T23:00:00+01:00;22528
2019-03-28T00:00:00+01:00;1484
2019-03-28T01:00:00+01:00;1228
2019-03-28T02:00:00+01:00;1536
2019-03-28T03:00:00+01:00;1996
2019-03-28T04:00:00+01:00;1143
2019-03-28T05:00:00+01:00;1211
2019-03-28T06:00:00+01:00;14762
2019-03-28T07:00:00+01:00;6092
2019-03-28T08:00:00+01:00;10325
2019-03-28T09:00:00+01:00;9693
2019-03-28T10:00:00+01:00;11229
2019-03-28T11:00:00+01:00;10649
2019-03-28T12:00:00+01:00;10683
2019-03-28T13:00:00+01:00;8584
2019-03-28T14:00:00+01:00;8089
2019-03-28T15:00:00+01:00;7850
2019-03-28T16:00:00+01:00;7901
2019-03-28T17:00:00+01:00;6894
2019-03-28T18:00:00+01:00;7697
2019-03-28T19:00:00+01:00;4727
2019-03-28T20:00:00+01:00;2167
2019-03-28T21:00:00+01:00;2662
2019-03-28T22:00:00+01:00;2099
2019-03-28T23:00:00+01:00;22630
2019-03-29T00:00:00+01:00;2713
2019-03-29T01:00:00+01:00;1979
2019-03-29T02:00:00+01:00;2474
2019-03-29T03:00:00+01:00;2662
2019-03-29T04:00:00+01:00;2150
2019-03-29T05:00:00+01:00;2321
2019-03-29T06:00:00+01:00;2577
2019-03-29T07:00:00+01:00;4744
2019-03-29T08:00:00+01:00;10803
2019-03-29T09:00:00+01:00;10683
2019-03-29T10:00:00+01:00;9898
2019-03-29T11:00:00+01:00;11622
2019-03-29T12:00:00+01:00;9079
2019-03-29T13:00:00+01:00;8482
2019-03-29T14:00:00+01:00;10871
2019-03-29T15:00:00+01:00;9762
2019-03-29T16:00:00+01:00;7901
2019-03-29T17:00:00+01:00;7850
2019-03-29T18:00:00+01:00;7509
2019-03-29T19:00:00+01:00;5256
2019-03-29T20:00:00+01:00;2167
2019-03-29T21:00:00+01:00;2030
2019-03-29T22:00:00+01:00;1962
2019-03-29T23:00:00+01:00;19609
2019-03-30T00:00:00+01:00;1501
2019-03-30T01:00:00+01:00;2013
