Time;CP_ usage;ANB_read;ANB_write;AN_read;AN_write;Free_disk;B_rec;B_trans;P_rec;P_trans;H_memory;G_memory;C_storage
2019-03-11T08:00:00+01:00;32733333;0;5290;0;0;1791438848;8584;29337;870;755;2141192192;129988471;28065147208
2019-03-11T09:00:00+01:00;41550000;0;3831;0;0;1791438848;11034;42973;1193;1330;2141087334;119327948;28065147208
2019-03-11T10:00:00+01:00;72216666;18500;29781;4;3;1791438848;9608;50567;998;1117;2141192192;155713536;28065147208
2019-03-11T11:00:00+01:00;45383333;51643;80861;11;10;1762126028;9830;22340;935;861;2141192192;132312814;28065147208
2019-03-11T12:00:00+01:00;48833333;8260;18858;2;2;1755545600;10341;78540;1080;1272;2141192192;125304832;28065147208
2019-03-11T13:00:00+01:00;30433333;10069;18176;2;1;1755545600;8908;21008;849;724;2141104810;114452070;28065147208
2019-03-11T14:00:00+01:00;41550000;55603;79940;12;7;1755545600;11212;35566;993;1000;2141174715;107915946;28065147208
2019-03-11T15:00:00+01:00;31966666;0;5137;0;0;1755545600;9079;25497;1018;874;2141192192;119939618;28065147208
2019-03-11T16:00:00+01:00;33500000;0;4488;0;0;1755545600;9454;19251;923;769;2141139763;134899302;28065147208
2019-03-11T17:00:00+01:00;30050000;614;5785;0;0;1755545600;8362;21094;840;699;2141122286;110065527;28065147208
2019-03-11T18:00:00+01:00;61100000;35754;49134;8;6;1755545600;9010;64972;1049;1165;2141192192;108457710;28065147208
2019-03-11T19:00:00+01:00;27366666;477;5171;0;0;1755545600;5034;23278;714;630;2141174715;87136665;28065147208
2019-03-11T20:00:00+01:00;27366666;648;3754;0;0;1755545600;3037;9506;421;338;2141157239;105801318;28065147208
2019-03-11T21:00:00+01:00;28900000;3379;8721;0;0;1755545600;3123;16537;523;436;2141174715;112197632;28065147208
2019-03-11T22:00:00+01:00;23533333;0;4266;0;0;1755545600;2628;17220;500;425;2141192192;98408857;28065147208
2019-03-11T23:00:00+01:00;100200000;12014;18261;2;1;1755545600;18431;39355;4113;4913;2141174715;122421248;28065147208
2019-03-12T00:00:00+01:00;23533333;0;2952;0;0;1755545600;1228;4317;287;209;2140615475;95542749;28065147208
2019-03-12T01:00:00+01:00;26216666;0;3891;0;0;1755545600;1877;15923;441;355;2140580522;119275520;28065147208
2019-03-12T02:00:00+01:00;23533333;0;3072;0;0;1755545600;1740;14694;425;336;2140510617;94564078;28065147208
2019-03-12T03:00:00+01:00;23559322;0;3230;0;0;1755545600;988;3672;251;170;2140730107;95402643;28065147208
2019-03-12T04:00:00+01:00;26216666;0;3857;0;0;1755545600;1860;15257;443;363;2141017429;92309640;28065147208
2019-03-12T05:00:00+01:00;30816666;30617;36215;7;5;1755545600;1945;9727;274;236;2140965000;106185796;28065147208
2019-03-12T06:00:00+01:00;34650000;28125;40652;6;5;1755545600;4932;19131;569;551;2141419383;186594099;28065147208
2019-03-12T07:00:00+01:00;28900000;1143;5102;0;0;1755545600;5461;14421;654;494;2142275720;103651737;28065147208
2019-03-12T08:00:00+01:00;27366666;0;3720;0;0;1755545600;6724;19234;683;552;2142852437;134217728;28065147208
2019-03-12T09:00:00+01:00;35416666;0;3447;0;0;1755545600;9164;26538;1077;873;2143289344;140544136;28065147208
2019-03-12T10:00:00+01:00;71066666;28706;38229;6;3;1755545600;12116;63214;1321;1424;2142747579;129219515;28065147208
2019-03-12T11:00:00+01:00;45383333;53230;71560;12;9;1755545600;10085;21076;920;788;2143079628;121058099;28065147208
2019-03-12T12:00:00+01:00;48450000;4778;11059;1;1;1755545600;10376;76082;1125;1296;2142223291;135231351;28065147208
2019-03-12T13:00:00+01:00;36566666;51;3379;0;0;1755545600;8908;17032;828;698;2142834961;126318455;28065147208
2019-03-12T14:00:00+01:00;42700000;3208;7765;0;0;1755545600;11946;52855;1261;1256;2143167010;124972782;28065147208
2019-03-12T15:00:00+01:00;33116666;102;3703;0;0;1755545600;9147;30890;1049;937;2143027200;101939063;28065147208
2019-03-12T16:00:00+01:00;34650000;1211;5973;0;0;1755545600;9096;16401;882;678;2142992247;111883059;28065147208
2019-03-12T17:00:00+01:00;28516666;0;4539;0;0;1755545600;7543;11622;749;576;2142328149;110013098;28065147208
2019-03-12T18:00:00+01:00;68383333;29269;38161;7;5;1755545600;9198;58043;995;1103;2143044676;120428953;28065147208
2019-03-12T19:00:00+01:00;27750000;614;5341;0;0;1755545600;4522;8311;547;411;2142415530;95944704;28065147208
2019-03-12T20:00:00+01:00;25066666;648;4010;0;0;1755545600;3259;18619;553;472;2142240768;98740906;28065147208
2019-03-12T21:00:00+01:00;38100000;53077;77329;12;13;1755545600;3549;12339;499;404;2142642722;98408857;28065147208
2019-03-12T22:00:00+01:00;24300000;0;3874;0;0;1755545600;2577;12373;486;365;2142957294;104018739;28065147208
2019-03-12T23:00:00+01:00;105183333;11520;17766;2;2;1755545600;18687;43382;3850;4557;2142310673;108737331;28065147208
2019-03-13T00:00:00+01:00;24683333;0;3293;0;0;1755545600;1809;12509;420;346;2142170862;89233817;28065147208
2019-03-13T01:00:00+01:00;24683333;614;6673;0;0;1755545600;1792;17220;426;353;2142660198;112267537;28065147208
2019-03-13T02:00:00+01:00;25066666;0;2764;0;0;1755545600;972;3208;243;167;2142730103;109733478;28065147208
2019-03-13T03:00:00+01:00;23533333;614;4164;0;0;1755545600;1536;11383;382;288;2142100957;86245376;28065147208
2019-03-13T04:00:00+01:00;24300000;0;4369;0;0;1755545600;1433;7987;329;250;2141891242;98723430;28065147208
2019-03-13T05:00:00+01:00;66850000;44049;54203;10;10;1755545600;2525;11229;322;282;2141978624;99457433;28065147208
2019-03-13T06:00:00+01:00;61100000;77175;88729;16;14;1755545600;8789;26811;831;778;2142467959;191784550;28065147208
2019-03-13T07:00:00+01:00;30433333;3669;7355;0;0;1755545600;5870;20957;757;612;2142293196;105853747;28065147208
2019-03-13T08:00:00+01:00;31583333;0;3225;0;0;1755545600;8601;24678;880;742;2142555340;119520187;28065147208
2019-03-13T09:00:00+01:00;37333333;7065;10513;1;1;1755545600;9318;26897;1037;887;2141541717;136681881;28065147208
2019-03-13T10:00:00+01:00;71833333;25070;30737;6;4;1755545600;9728;54732;995;1137;2142904866;135965354;28065147208
2019-03-13T11:00:00+01:00;45000000;59818;78796;14;11;1755545600;9472;24780;920;827;2143289344;121128004;28065147208
2019-03-13T12:00:00+01:00;47300000;11571;17134;2;1;1755545600;9863;77840;1127;1314;2143254391;125269879;28065147208
2019-03-13T13:00:00+01:00;33883333;2116;5683;0;0;1755545600;9045;28808;942;844;2143271867;115360836;28065147208
2019-03-13T14:00:00+01:00;41166666;3379;8635;0;0;1755545600;9301;31590;990;863;2143184486;121704721;28065147208
2019-03-13T15:00:00+01:00;38100000;6263;10001;1;0;1755545600;7782;25002;848;786;2142520388;120079428;28065147208
2019-03-13T16:00:00+01:00;33883333;0;4778;0;0;1755545600;10274;29252;993;872;2143289344;113945258;28065147208
2019-03-13T17:00:00+01:00;29666666;0;5000;0;0;1755545600;7816;15342;743;600;2143289344;104840123;28065147208
2019-03-13T18:00:00+01:00;200200000;23296;32290;5;3;1755545600;9369;71474;1169;1334;2143236915;116741461;28065147208
2019-03-13T19:00:00+01:00;27750000;0;3310;0;0;1755545600;4471;14779;533;437;2143219438;112250060;28065147208
2019-03-13T20:00:00+01:00;25833333;13004;13653;2;1;1755545600;3054;4795;362;250;2143184486;106465416;28065147208
2019-03-13T21:00:00+01:00;31200000;0;4300;0;0;1755545600;2338;9216;408;297;2143271867;117877418;28065147208
2019-03-13T22:00:00+01:00;23916666;0;3669;0;0;1755545600;2423;16759;522;416;2142380578;102970163;28065147208
2019-03-13T23:00:00+01:00;85250000;13875;18944;3;3;1755545600;15222;23243;2968;3295;2143201962;118908518;28065147208
2019-03-14T00:00:00+01:00;23916666;0;2577;0;0;1755545600;1365;3225;271;176;2142223291;102271112;28065147208
2019-03-14T01:00:00+01:00;24300000;750;11656;0;0;1755545600;2304;24115;531;477;2141069858;122456200;28065147208
2019-03-14T02:00:00+01:00;24300000;0;3720;0;0;1755545600;1689;10205;376;287;2141087334;91960115;28065147208
2019-03-14T03:00:00+01:00;24300000;0;2611;0;0;1755545600;1314;7168;328;239;2140982476;96241800;28065147208
2019-03-14T04:00:00+01:00;23533333;0;3737;0;0;1755545600;1365;5017;288;204;2140423236;104420693;28065147208
2019-03-14T05:00:00+01:00;37716666;5495;9984;1;1;1755545600;1484;8822;275;228;2140493141;110432529;28065147208
2019-03-14T06:00:00+01:00;58800000;1211;3208;0;0;1755545600;6434;31078;838;785;2141803861;171896558;28065147208
2019-03-14T07:00:00+01:00;32733333;3840;7543;0;0;1755545600;5375;10939;636;480;2142642722;100173960;28065147208
2019-03-14T08:00:00+01:00;33500000;1740;6024;0;0;1755545600;10496;37939;1125;975;2143236915;131334144;28065147208
2019-03-14T09:00:00+01:00;31966666;68;5120;0;0;1755545600;8584;31522;1111;918;2143289344;132487577;28065147208
2019-03-14T10:00:00+01:00;64166666;20684;28569;5;2;1755545600;10615;52974;1099;1150;2143236915;153965909;28065147208
2019-03-14T11:00:00+01:00;40783333;0;4198;0;0;1755545600;8226;15581;901;751;2143271867;142326715;28065147208
2019-03-14T12:00:00+01:00;41933333;8123;13858;1;1;1755545600;9881;67685;1046;1238;2143167010;129236992;28065147208
2019-03-14T13:00:00+01:00;34650000;4061;7884;0;0;1755545600;8226;17015;859;740;2142345625;120621192;28065147208
2019-03-14T14:00:00+01:00;36950000;44612;57617;10;7;1755545600;10120;24302;939;838;2143201962;130635093;28065147208
2019-03-14T15:00:00+01:00;32733333;2116;5768;0;0;1755545600;7918;20292;897;829;2143201962;109244142;28065147208
2019-03-14T16:00:00+01:00;32733333;750;6212;0;0;1755545600;8123;26248;942;810;2143271867;115500646;28065147208
2019-03-14T17:00:00+01:00;28133333;273;5034;0;0;1755545600;7441;18534;808;641;2142904866;114364689;28065147208
2019-03-14T18:00:00+01:00;40016666;14711;18824;2;2;1755545600;8105;70126;1001;1220;2143289344;123242632;28065147208
2019-03-14T19:00:00+01:00;29283333;0;4334;0;0;1755545600;5632;25907;793;666;2143219438;108317900;28065147208
2019-03-14T20:00:00+01:00;25833333;0;3106;0;0;1755545600;2491;12680;437;337;2142992247;106919799;28065147208
2019-03-14T21:00:00+01:00;23916666;5802;7662;0;0;1755545600;2918;16912;522;432;2143114581;112232584;28065147208
2019-03-14T22:00:00+01:00;24300000;0;3908;0;0;1755545600;1911;3959;324;224;2143236915;99859387;28065147208
2019-03-14T23:00:00+01:00;96750000;0;3208;0;0;1755545600;15650;28723;3161;3503;2142887389;122561058;28065147208
2019-03-15T00:00:00+01:00;23916666;0;3225;0;0;1755545600;1894;14199;446;372;2142922342;96259276;28065147208
2019-03-15T01:00:00+01:00;26216666;0;3840;0;0;1755545600;1331;4181;280;190;2142642722;95944704;28065147208
2019-03-15T02:00:00+01:00;23150000;0;3089;0;0;1755545600;1024;3481;253;172;2141996100;89862963;28065147208
2019-03-15T03:00:00+01:00;23916666;0;3447;0;0;1755545600;1006;2372;242;148;2141751432;88499814;28065147208
2019-03-15T04:00:00+01:00;23916666;0;3054;0;0;1755545600;1382;11212;374;289;2141751432;91995067;28065147208
2019-03-15T05:00:00+01:00;39250000;4044;9830;0;0;1755545600;1842;19352;420;386;2141821337;107723707;28065147208
2019-03-15T06:00:00+01:00;62250000;46711;75195;11;13;1755545600;6997;22886;740;730;2141366954;174552951;28065147208
2019-03-15T07:00:00+01:00;36183333;5956;9710;1;0;1755545600;4880;12287;611;496;2141034905;118960947;28065147208
2019-03-15T08:00:00+01:00;35033333;9898;15155;2;1;1755545600;8669;24472;851;674;2141104810;127734033;28065147208
2019-03-15T09:00:00+01:00;37333333;204;4181;0;0;1755545600;8601;35515;1080;894;2141087334;124308684;28065147208
2019-03-15T10:00:00+01:00;74133333;27648;38382;6;4;1755545600;10546;60825;1151;1282;2141122286;151868757;28065147208
2019-03-15T11:00:00+01:00;54966666;1467;5563;0;0;1755545600;7270;14148;807;733;2141192192;140981043;28065147208
2019-03-15T12:00:00+01:00;44616666;1945;6041;0;0;1755545600;8959;70365;1145;1176;2141192192;117108462;28065147208
2019-03-15T13:00:00+01:00;32733333;682;5529;0;0;1755545600;7884;24166;891;857;2141192192;123522252;28065147208
2019-03-15T14:00:00+01:00;43466666;63266;78506;15;11;1755545600;7901;30054;865;795;2141192192;108335377;28065147208
2019-03-15T15:00:00+01:00;29283333;0;5307;0;0;1755545600;7287;40243;974;908;2141192192;108317900;28065147208
2019-03-15T16:00:00+01:00;27366666;0;5034;0;0;1755545600;6536;17288;786;594;2141174715;107321753;28065147208
2019-03-15T17:00:00+01:00;25450000;546;4539;0;0;1755545600;6007;8345;621;443;2141192192;97395234;28065147208
2019-03-15T18:00:00+01:00;71066666;17544;30583;3;5;1755545600;6808;65843;988;1159;2141139763;106150843;28065147208
2019-03-15T19:00:00+01:00;26216666;0;3379;0;0;1755545600;4812;26094;729;609;2140720332;121040622;28065147208
2019-03-15T20:00:00+01:00;25066666;85;3771;0;0;1755545600;2559;15923;472;376;2139042611;106552797;28065147208
2019-03-15T21:00:00+01:00;28133333;12919;19046;3;2;1755545600;2167;8890;376;289;2140353331;108981998;28065147208
2019-03-15T22:00:00+01:00;22766666;0;3089;0;0;1755545600;1672;7782;358;262;2140755285;86315281;28065147208
2019-03-15T23:00:00+01:00;84483333;10325;14830;2;1;1755545600;15616;26162;3149;3445;2140895095;110397576;28065147208
2019-03-16T00:00:00+01:00;24683333;0;2713;0;0;1755545600;1723;14643;421;337;2140737809;97045708;28065147208
2019-03-16T01:00:00+01:00;24300000;341;2781;0;0;1755545600;1826;13892;403;302;2140178568;123801873;28065147208
2019-03-16T02:00:00+01:00;23916666;0;2645;0;0;1755545600;1416;7441;312;235;2140737809;91680494;28065147208
2019-03-16T03:00:00+01:00;23916666;614;4352;0;0;1755545600;1826;14284;439;350;2140493141;84864750;28065147208
2019-03-16T04:00:00+01:00;24683333;0;3140;0;0;1755545600;2286;30617;617;471;2140493141;90229964;28065147208
2019-03-16T05:00:00+01:00;29283333;4659;9898;1;0;1755545600;1689;9574;278;240;2140353331;100453580;28065147208
2019-03-16T06:00:00+01:00;24300000;5939;6894;0;0;1755545600;1450;10871;352;283;2140737809;166339106;28065147208
2019-03-16T07:00:00+01:00;27366666;2013;5734;0;0;1755545600;1279;6485;296;210;2140772761;99125384;28065147208
2019-03-16T08:00:00+01:00;23916666;0;2867;0;0;1755545600;1280;4215;274;193;2140965000;89828010;28065147208
2019-03-16T09:00:00+01:00;24300000;0;2372;0;0;1755545600;1826;3242;304;198;2140982476;98041856;28065147208
2019-03-16T10:00:00+01:00;30050000;16605;23176;4;2;1755545600;3088;7525;352;285;2141052381;110450005;28065147208
2019-03-16T11:00:00+01:00;34266666;4283;7355;1;0;1755545600;2679;7099;378;288;2141122286;114382165;28065147208
2019-03-16T12:00:00+01:00;26983333;16896;22835;4;1;1755545600;3583;14335;410;344;2140877619;118943470;28065147208
2019-03-16T13:00:00+01:00;26983333;12629;18056;3;1;1755545600;2337;3600;291;197;2141192192;98478762;28065147208
2019-03-16T14:00:00+01:00;27750000;0;2850;0;0;1755545600;3515;6451;371;297;2141104810;96259276;28065147208
2019-03-16T15:00:00+01:00;24683333;580;2764;0;0;1755545600;2747;7799;371;276;2141034905;102690542;28065147208
2019-03-16T16:00:00+01:00;25833333;0;4488;0;0;1755545600;2901;4300;344;233;2140895095;97307852;28065147208
2019-03-16T17:00:00+01:00;25066666;0;4113;0;0;1755545600;2884;4829;368;271;2141069858;98006903;28065147208
2019-03-16T18:00:00+01:00;32350000;6604;12253;1;1;1755545600;2661;16878;435;379;2140912571;105853747;28065147208
2019-03-16T19:00:00+01:00;23150000;0;3532;0;0;1755545600;2201;10496;407;314;2140965000;112582109;28065147208
2019-03-16T20:00:00+01:00;25066666;307;3293;0;0;1755545600;1809;14847;427;358;2140405760;102987639;28065147208
2019-03-16T21:00:00+01:00;26216666;3413;6758;0;0;1755545600;2320;17203;482;414;2140178568;109349000;28065147208
2019-03-16T22:00:00+01:00;23533333;0;3413;0;0;1755545600;1484;8277;338;254;2140685380;97954474;28065147208
2019-03-16T23:00:00+01:00;58033333;34;3737;0;0;1755545600;13243;28586;2737;3407;2141139763;120394001;28065147208
2019-03-17T00:00:00+01:00;26216666;34;2679;0;0;1755545600;1484;11417;369;319;2140999953;104036215;28065147208
2019-03-17T01:00:00+01:00;23150000;0;3328;0;0;1755545600;1160;3618;275;182;2141087334;112547157;28065147208
2019-03-17T02:00:00+01:00;25450000;0;1843;0;0;1755545600;887;3498;240;164;2140685380;106133367;28065147208
2019-03-17T03:00:00+01:00;23150000;614;4078;0;0;1755545600;1382;12526;358;298;2140126139;110817006;28065147208
2019-03-17T04:00:00+01:00;23916666;0;3396;0;0;1755545600;1092;3805;271;180;2140073710;102603161;28065147208
2019-03-17T05:00:00+01:00;34266666;19165;26129;4;2;1755545600;2013;9864;297;249;2140265949;104036215;28065147208
2019-03-17T06:00:00+01:00;47683333;11963;10325;1;0;1755545600;1092;3174;260;180;2140895095;174046139;28065147208
2019-03-17T07:00:00+01:00;24683333;409;3447;0;0;1755545600;1143;3737;257;179;2141069858;114696738;28065147208
2019-03-17T08:00:00+01:00;24683333;0;2850;0;0;1755545600;2440;12168;499;412;2140877619;112931635;28065147208
2019-03-17T09:00:00+01:00;23533333;0;2713;0;0;1755545600;1262;4164;299;203;2140930048;104385740;28065147208
2019-03-17T10:00:00+01:00;53816666;29832;42103;7;6;1755545600;3088;19967;525;477;2141052381;113298636;28065147208
2019-03-17T11:00:00+01:00;30433333;0;3771;0;0;1755545600;2406;9369;435;322;2140772761;108649949;28065147208
2019-03-17T12:00:00+01:00;32350000;13260;17851;3;1;1755545600;3088;16110;404;354;2141087334;105871223;28065147208
2019-03-17T13:00:00+01:00;26600000;512;3840;0;0;1755545600;1826;7901;356;269;2140702856;118541516;28065147208
2019-03-17T14:00:00+01:00;41550000;61064;77363;14;9;1755545600;7099;36420;855;907;2141139763;108649949;28065147208
2019-03-17T15:00:00+01:00;29666666;0;5410;0;0;1755545600;3925;10086;555;432;2141104810;105521698;28065147208
2019-03-17T16:00:00+01:00;29283333;0;3805;0;0;1755545600;4130;11741;565;423;2141157239;89932868;28065147208
2019-03-17T17:00:00+01:00;30816666;0;3754;0;0;1755545600;4915;30395;816;790;2141192192;102987639;28065147208
2019-03-17T18:00:00+01:00;40783333;8635;14626;2;1;1755545600;5921;64357;781;897;2141174715;120324096;28065147208
2019-03-17T19:00:00+01:00;28133333;0;3788;0;0;1755545600;3140;5768;457;323;2141104810;108265472;28065147208
2019-03-17T20:00:00+01:00;25066666;580;4010;0;0;1755545600;2918;19592;578;496;2141122286;86053137;28065147208
2019-03-17T21:00:00+01:00;46916666;40994;56098;9;11;1755545600;2901;7048;395;312;2141139763;112197632;28065147208
2019-03-17T22:00:00+01:00;25066666;0;3532;0;0;1755545600;2321;12390;461;374;2141192192;89513437;28065147208
2019-03-17T23:00:00+01:00;53433333;27101;33638;6;4;1755545600;13823;28193;2850;3270;2140965000;109768430;28065147208
2019-03-18T00:00:00+01:00;24683333;0;2730;0;0;1755545600;1314;4573;304;224;2141052381;89181388;28065147208
2019-03-18T01:00:00+01:00;25066666;102;2816;0;0;1755545600;1177;8413;312;248;2141052381;97290376;28065147208
2019-03-18T02:00:00+01:00;23150000;0;3925;0;0;1755545600;2099;18432;505;427;2140965000;93463074;28065147208
2019-03-18T03:00:00+01:00;23150000;0;2781;0;0;1755545600;938;3396;239;165;2140720332;100121531;28065147208
2019-03-18T04:00:00+01:00;24300000;0;3123;0;0;1755545600;1518;10427;369;256;2140842666;85301657;28065147208
2019-03-18T05:00:00+01:00;32733333;19592;20548;4;2;1755545600;1536;8822;285;235;2140790237;117160891;28065147208
2019-03-18T06:00:00+01:00;44616666;44544;219665;7;5;1755545600;7611;27323;965;883;2141087334;189390301;28065147208
2019-03-18T07:00:00+01:00;29666666;170;3345;0;0;1755545600;5324;8311;604;450;2141104810;125566976;28065147208
2019-03-18T08:00:00+01:00;40400000;273;3976;0;0;1755545600;8891;33774;963;842;2141192192;131736098;28065147208
2019-03-18T09:00:00+01:00;47683333;1245;4454;0;0;1755545600;9540;36932;1058;1067;2141192192;150523084;28065147208
2019-03-18T10:00:00+01:00;56500000;23159;35089;5;4;1755545600;10956;52394;1096;1214;2141052381;132854579;28065147208
2019-03-18T11:00:00+01:00;45766666;62771;83831;15;9;1755545600;9215;17612;911;775;2141139763;133833250;28065147208
2019-03-18T12:00:00+01:00;48833333;11400;17595;2;1;1755545600;12151;91869;1349;1507;2141192192;123941683;28065147208
2019-03-18T13:00:00+01:00;44616666;0;4471;0;0;1755545600;9028;27118;981;877;2141192192;116776413;28065147208
2019-03-18T14:00:00+01:00;43466666;3225;8123;0;0;1755545600;10035;32306;1057;981;2141192192;100051626;28065147208
2019-03-18T15:00:00+01:00;35800000;358;3652;0;0;1755545600;9198;38365;1044;1043;2141192192;110869435;28065147208
2019-03-18T16:00:00+01:00;36566666;0;5205;0;0;1755545600;10581;25582;1022;826;2141192192;110834483;28065147208
2019-03-18T17:00:00+01:00;30816666;4300;6656;0;0;1755545600;7526;12356;670;524;2141192192;110851959;28065147208
2019-03-18T18:00:00+01:00;46916666;36740;46503;8;4;1755545600;9198;66386;1112;1230;2142170862;121075575;28065147208
2019-03-18T19:00:00+01:00;29283333;0;3891;0;0;1755545600;5427;19473;690;577;2143289344;119205614;28065147208
2019-03-18T20:00:00+01:00;29283333;0;2747;0;0;1755545600;2304;4078;335;241;2143236915;93760170;28065147208
2019-03-18T21:00:00+01:00;25066666;3447;7389;0;0;1755545600;2696;16844;500;423;2143097105;108387805;28065147208
2019-03-18T22:00:00+01:00;25450000;0;3054;0;0;1755545600;2286;13312;446;370;2143219438;105451793;28065147208
2019-03-18T23:00:00+01:00;94066666;2628;4249;0;0;1755545600;18722;33638;3825;4424;2143114581;119642521;28065147208
2019-03-19T00:00:00+01:00;25066666;0;3515;0;0;1755545600;1092;2372;242;151;2143009723;81788928;28065147208
2019-03-19T01:00:00+01:00;25450000;477;11008;0;0;1755545600;1740;17493;446;344;2142887389;121809578;28065147208
2019-03-19T02:00:00+01:00;23533333;0;3242;0;0;1755545600;1092;6519;303;218;2142904866;86664806;28065147208
2019-03-19T03:00:00+01:00;23916666;0;3840;0;0;1755545600;1194;3054;275;174;2142852437;85633706;28065147208
2019-03-19T04:00:00+01:00;23916666;0;2867;0;0;1755545600;2286;31197;630;483;2142887389;83851127;28065147208
2019-03-19T05:00:00+01:00;33116666;22749;29166;5;3;1739653120;2491;14557;401;438;2142939818;116496793;28065147208
2019-03-19T06:00:00+01:00;43083333;5376;7645;0;0;1715814400;6843;40499;976;979;2143114581;208177288;28065147208
2019-03-19T07:00:00+01:00;33116666;5666;9335;1;0;1715814400;6075;16486;771;616;2143271867;103389593;28065147208
2019-03-19T08:00:00+01:00;31966666;341;5717;0;0;1715814400;7799;28569;908;820;2143289344;134986683;28065147208
2019-03-19T09:00:00+01:00;40783333;4710;8004;1;0;1715814400;8789;26333;994;884;2143271867;114382165;28065147208
2019-03-19T10:00:00+01:00;51900000;14762;23125;3;1;1715814400;8635;43639;929;1018;2143289344;129638946;28065147208
2019-03-19T11:00:00+01:00;35800000;35686;47974;8;7;1715814400;9317;17151;865;778;2143289344;121827054;28065147208
2019-03-19T12:00:00+01:00;41550000;14882;20633;3;1;1715814400;9283;63163;1025;1161;2143289344;124291208;28065147208
2019-03-19T13:00:00+01:00;37333333;3054;8209;0;0;1715814400;8703;27920;942;839;2143289344;128101034;28065147208
2019-03-19T14:00:00+01:00;61866666;55193;53794;13;5;1715814400;11263;30105;1131;1161;2143289344;117195844;28065147208
2019-03-19T15:00:00+01:00;58033333;580;5137;0;0;1715814400;9318;36010;1133;1069;2143167010;103057544;28065147208
2019-03-19T16:00:00+01:00;45766666;0;5290;0;0;1715814400;8908;16349;834;686;2143289344;137363456;28065147208
2019-03-19T17:00:00+01:00;31966666;102;3157;0;0;1715814400;8362;16128;893;696;2143184486;116828842;28065147208
2019-03-19T18:00:00+01:00;45766666;26077;36078;6;4;1715814400;8942;62787;998;1137;2143184486;124972782;28065147208
2019-03-19T19:00:00+01:00;26983333;0;4437;0;0;1715814400;5461;18722;651;569;2143289344;110152908;28065147208
2019-03-19T20:00:00+01:00;27366666;0;3498;0;0;1715814400;2918;13277;475;363;2143236915;98024379;28065147208
2019-03-19T21:00:00+01:00;25833333;36932;48793;9;7;1715814400;2593;5136;345;256;2143289344;114277307;28065147208
2019-03-19T22:00:00+01:00;24683333;0;4386;0;0;1715814400;3447;22186;672;538;2143289344;113246208;28065147208
2019-03-19T23:00:00+01:00;102883333;12288;19797;2;2;1715814400;18431;37955;3616;4562;2141436859;112145203;28065147208
2019-03-20T00:00:00+01:00;24300000;0;3276;0;0;1715814400;1433;6877;313;223;2141401907;104787694;28065147208
2019-03-20T01:00:00+01:00;27750000;307;3584;0;0;1715814400;1877;18978;454;354;2141699003;119712426;28065147208
2019-03-20T02:00:00+01:00;23916666;0;3737;0;0;1715814400;1280;9472;322;275;2141559193;104106120;28065147208
2019-03-20T03:00:00+01:00;23916666;512;4044;0;0;1715814400;1348;6519;313;220;2140982476;99142860;28065147208
2019-03-20T04:00:00+01:00;24300000;0;3106;0;0;1715814400;2167;27255;571;447;2141034905;98705954;28065147208
2019-03-20T05:00:00+01:00;28900000;57463;48230;13;4;1715814400;3088;15667;379;353;2141139763;110415052;28065147208
2019-03-20T06:00:00+01:00;35800000;46865;163959;9;4;1715814400;7474;18636;835;697;2141961147;198215816;28065147208
2019-03-20T07:00:00+01:00;31583333;307;5137;0;0;1715814400;6468;12987;802;641;2143289344;129936042;28065147208
2019-03-20T08:00:00+01:00;40783333;5341;9676;1;1;1715814400;8891;29353;879;732;2143289344;139478084;28065147208
2019-03-20T09:00:00+01:00;34266666;0;4846;0;0;1715814400;8755;30361;950;879;2143289344;107234372;28065147208
2019-03-20T10:00:00+01:00;83716666;24661;31692;6;4;1715814400;10820;59476;1237;1341;2143167010;144790869;28065147208
2019-03-20T11:00:00+01:00;42316666;443;5068;0;0;1715814400;9420;28791;955;887;2143254391;130600140;28065147208
2019-03-20T12:00:00+01:00;43083333;7492;13687;1;1;1715814400;9898;72857;1080;1210;2143289344;129936042;28065147208
2019-03-20T13:00:00+01:00;35033333;12885;19165;3;2;1715814400;8703;24080;916;800;2143289344;123906730;28065147208
2019-03-20T14:00:00+01:00;54583333;3942;10154;0;0;1715814400;9949;20855;1022;844;2143289344;129936042;28065147208
2019-03-20T15:00:00+01:00;49983333;204;3942;0;0;1715814400;13977;38877;1986;2110;2143289344;122875630;28065147208
2019-03-20T16:00:00+01:00;32733333;0;5017;0;0;1715814400;8567;12834;823;650;2143289344;100575914;28065147208
2019-03-20T17:00:00+01:00;31200000;170;5222;0;0;1715814400;7236;12236;707;560;2143289344;93096072;28065147208
2019-03-20T18:00:00+01:00;50750000;13100;20780;2;2;1715814400;8139;64841;910;1096;2143132057;111481105;28065147208
2019-03-20T19:00:00+01:00;26983333;0;3652;0;0;1715814400;4608;17152;566;483;2143289344;108003328;28065147208
2019-03-20T20:00:00+01:00;27750000;0;4215;0;0;1715814400;2628;5239;368;281;2143254391;101921587;28065147208
2019-03-20T21:00:00+01:00;31583333;2184;7014;0;0;1715814400;3106;10358;433;343;2143289344;99492386;28065147208
2019-03-20T22:00:00+01:00;23533333;0;3174;0;0;1715814400;1962;7782;342;248;2143201962;95245653;28065147208
2019-03-20T23:00:00+01:00;89850000;24712;32716;6;3;1715814400;21333;42887;4339;4753;2143289344;105067315;28065147208
