Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status;RLATE;WLATE
2019-05-20T13:00:00+02:00;20800116666;2,34553E+11;21987727;22529631;1;14;11
2019-05-20T14:00:00+02:00;17316300000;2,3451E+11;8375773;8371575;1;12;8
2019-05-20T15:00:00+02:00;15858266666;2,36573E+11;9110903;7130436;1;11;11
2019-05-20T16:00:00+02:00;16230983333;2,38834E+11;7961719;14628898;1;15;10
2019-05-20T17:00:00+02:00;18306283333;2,37374E+11;12333516;9100424;1;20;53
2019-05-20T18:00:00+02:00;19174833333;2,34573E+11;15793732;15827643;1;10;9
2019-05-20T19:00:00+02:00;21283033333;2,34592E+11;24107315;24222105;1;11;9
2019-05-20T20:00:00+02:00;22696000000;2,34614E+11;31870105;31777996;1;13;15
2019-05-20T21:00:00+02:00;23688050000;2,34528E+11;35755485;48043537;1;8;5
2019-05-20T22:00:00+02:00;22294333333;2,34565E+11;38580224;38744371;1;8;7
2019-05-20T23:00:00+02:00;18981516666;2,34611E+11;24381371;24265557;1;11;21
2019-05-21T00:00:00+02:00;15925533333;2,3462E+11;14743790;14574131;1;12;27
2019-05-21T01:00:00+02:00;13560466666;2,34442E+11;7591287;28744413;1;10;13
2019-05-21T02:00:00+02:00;13897600000;2,34401E+11;5310890;29914385;1;12;24
2019-05-21T03:00:00+02:00;14201533333;2,34435E+11;2153992;28146583;1;12;17
2019-05-21T04:00:00+02:00;13086433333;2,34392E+11;1359428;6891741;1;18;54
2019-05-21T05:00:00+02:00;13437433333;2,34355E+11;1037755;1267882;1;10;6
2019-05-21T06:00:00+02:00;13480166666;2,34393E+11;1691306;1412932;1;9;11
2019-05-21T07:00:00+02:00;15731350000;2,34424E+11;5335108;6552968;1;11;9
2019-05-21T08:00:00+02:00;14583016666;2,38491E+11;3880412;5997779;1;11;11
2019-05-21T09:00:00+02:00;16176450000;2,38746E+11;2965640;8815121;1;14;15
2019-05-21T10:00:00+02:00;18192400000;2,38768E+11;9878152;10197418;1;15;14
2019-05-21T11:00:00+02:00;17079233333;2,38706E+11;7717666;8495479;1;11;10
2019-05-21T12:00:00+02:00;13897100000;2,38785E+11;16776840;31133934;1;14;11
2019-05-21T13:00:00+02:00;13439200000;2,38829E+11;20717670;20983398;1;14;10
2019-05-21T14:00:00+02:00;13817333333;2,38771E+11;10708172;13613585;1;8;8
2019-05-21T15:00:00+02:00;13816866666;2,38777E+11;8578662;7857288;1;13;8
2019-05-21T16:00:00+02:00;12413600000;2,38759E+11;10374024;10199142;1;16;20
2019-05-21T17:00:00+02:00;14242550000;2,38749E+11;11714143;12183152;1;14;10
2019-05-21T18:00:00+02:00;15348250000;2,38756E+11;16818056;18255018;1;11;9
2019-05-21T19:00:00+02:00;16807050000;2,38808E+11;23121373;24038007;1;11;4
2019-05-21T20:00:00+02:00;16491866666;2,38847E+11;28816631;29224606;1;9;5
2019-05-21T21:00:00+02:00;16505750000;2,3879E+11;38118677;37738843;1;8;7
2019-05-21T22:00:00+02:00;16804583333;2,38869E+11;37010466;37085132;1;9;3
2019-05-21T23:00:00+02:00;15826550000;2,38846E+11;27540292;27484091;1;10;8
2019-05-22T00:00:00+02:00;12265283333;2,3895E+11;14021171;13682466;1;15;40
2019-05-22T01:00:00+02:00;10016000000;2,3895E+11;6037935;26534193;1;11;19
2019-05-22T02:00:00+02:00;9734983333;2,38968E+11;4224307;31973751;1;14;35
2019-05-22T03:00:00+02:00;9367433333;2,38963E+11;1728699;32360960;1;16;21
2019-05-22T04:00:00+02:00;9294116666;2,38995E+11;1672823;43267686;1;14;42
2019-05-22T05:00:00+02:00;8607550000;2,3893E+11;1693678;38270190;1;8;6
2019-05-22T06:00:00+02:00;8735716666;2,40077E+11;2467174;1079398;1;10;14
2019-05-22T07:00:00+02:00;10574400000;2,42847E+11;6775859;6709623;1;10;8
2019-05-22T08:00:00+02:00;10692983333;2,42886E+11;3388780;10027546;1;11;12
2019-05-22T09:00:00+02:00;10948600000;2,42884E+11;2111823;3146610;1;11;14
2019-05-22T10:00:00+02:00;11876083333;2,42919E+11;8088234;8318702;1;17;12
2019-05-22T11:00:00+02:00;13659883333;2,39901E+11;7693806;17799014;1;11;11
2019-05-22T12:00:00+02:00;14024700000;2,38881E+11;14659884;18370983;1;13;11
2019-05-22T13:00:00+02:00;15770083333;2,38907E+11;22291046;25385881;1;20;77
2019-05-22T14:00:00+02:00;15011866666;2,38443E+11;11199436;12924859;1;13;17
2019-05-22T15:00:00+02:00;15313050000;2,36928E+11;10530884;8990395;1;16;22
2019-05-22T16:00:00+02:00;15021533333;2,36905E+11;10604856;9834929;1;11;14
2019-05-22T17:00:00+02:00;13315383333;2,36907E+11;17114897;16453819;1;11;7
2019-05-22T18:00:00+02:00;12468850000;2,3689E+11;16321826;16297318;1;12;14
2019-05-22T19:00:00+02:00;13656250000;2,36912E+11;21642274;21910596;1;10;8
2019-05-22T20:00:00+02:00;14707100000;2,36954E+11;24707003;34392251;1;14;10
2019-05-22T21:00:00+02:00;14341233333;2,36912E+11;26379140;26459277;1;12;18
2019-05-22T22:00:00+02:00;13452316666;2,36925E+11;27438933;27511944;1;11;12
2019-05-22T23:00:00+02:00;10778516666;2,36916E+11;23193992;23040136;1;8;6
2019-05-23T00:00:00+02:00;9323366666;2,36917E+11;14144321;14440881;1;9;14
2019-05-23T01:00:00+02:00;9503683333;2,36702E+11;7004006;26337348;1;13;13
2019-05-23T02:00:00+02:00;9154266666;2,36646E+11;6180659;30276744;1;9;16
2019-05-23T03:00:00+02:00;8949450000;2,36608E+11;4429824;37830826;1;8;17
2019-05-23T04:00:00+02:00;9048800000;2,3664E+11;3838583;32794385;1;13;55
2019-05-23T05:00:00+02:00;8290883333;2,36616E+11;1322461;1296418;1;11;4
2019-05-23T06:00:00+02:00;7601383333;2,36578E+11;1167803;846950;1;10;7
2019-05-23T07:00:00+02:00;8294100000;2,36595E+11;5727914;5438293;1;10;10
2019-05-23T08:00:00+02:00;10472616666;2,36708E+11;7905843;8440320;1;11;10
2019-05-23T09:00:00+02:00;11788716666;2,36645E+11;11363874;17045725;1;15;12
2019-05-23T10:00:00+02:00;13655350000;2,36748E+11;11148987;11106338;1;12;23
2019-05-23T11:00:00+02:00;17300716666;2,36686E+11;10857591;13189973;1;18;11
2019-05-23T12:00:00+02:00;17307766666;2,36696E+11;12726596;14033766;1;13;5
2019-05-23T13:00:00+02:00;16164683333;2,36625E+11;21641762;22668663;1;12;8
2019-05-23T14:00:00+02:00;15781050000;2,36676E+11;17504733;18086109;1;13;18
2019-05-23T15:00:00+02:00;17663000000;2,36749E+11;18865800;19428454;1;14;20
2019-05-23T16:00:00+02:00;15748816666;2,36712E+11;17208729;18623317;1;12;8
2019-05-23T17:00:00+02:00;15701433333;2,36642E+11;20704870;22797875;1;13;30
2019-05-23T18:00:00+02:00;17657350000;2,36636E+11;19028224;18814344;1;14;26
2019-05-23T19:00:00+02:00;14737133333;2,36716E+11;18590720;21252334;1;14;20
2019-05-23T20:00:00+02:00;13968950000;2,36713E+11;23736849;23771494;1;9;5
2019-05-23T21:00:00+02:00;15061183333;2,36681E+11;27946973;28471534;1;15;21
2019-05-23T22:00:00+02:00;13075616666;2,36698E+11;20565548;21049110;1;15;8
2019-05-23T23:00:00+02:00;10885783333;2,36751E+11;18985181;27369523;1;8;9
2019-05-24T00:00:00+02:00;9663516666;2,36825E+11;13710596;16001319;1;13;14
2019-05-24T01:00:00+02:00;9879700000;2,36774E+11;9232765;30495362;1;8;14
2019-05-24T02:00:00+02:00;9649933333;2,36753E+11;5482615;39122500;1;14;18
2019-05-24T03:00:00+02:00;11306966666;2,36638E+11;5944234;46604475;1;12;20
2019-05-24T04:00:00+02:00;9125216666;2,3618E+11;2033117;15615880;1;14;45
2019-05-24T05:00:00+02:00;9458733333;2,35687E+11;1338197;2209143;1;13;8
2019-05-24T06:00:00+02:00;9319166666;2,37098E+11;1783005;1451229;1;10;12
2019-05-24T07:00:00+02:00;10488933333;2,3876E+11;4780100;7698295;1;13;32
2019-05-24T08:00:00+02:00;12848000000;2,38803E+11;4387925;6152243;1;14;25
2019-05-24T09:00:00+02:00;13905166666;2,38945E+11;5071386;5980958;1;15;23
2019-05-24T10:00:00+02:00;13780900000;2,38994E+11;5766775;6180044;1;15;29
2019-05-24T11:00:00+02:00;13442200000;2,3896E+11;6244039;6991455;1;11;18
2019-05-24T12:00:00+02:00;14140933333;2,37725E+11;16119313;19645286;1;16;13
2019-05-24T13:00:00+02:00;12727800000;2,36767E+11;21465224;22046907;1;11;5
2019-05-24T14:00:00+02:00;11836433333;2,37815E+11;8863812;10791424;1;9;19
2019-05-24T15:00:00+02:00;12243033333;2,38822E+11;5155754;7757806;1;10;7
2019-05-24T16:00:00+02:00;12356400000;2,38902E+11;6320213;6734762;1;9;9
2019-05-24T17:00:00+02:00;13202200000;2,38974E+11;7471001;7442414;1;21;11
2019-05-24T18:00:00+02:00;14016183333;2,38976E+11;12148649;12725768;1;15;23
2019-05-24T19:00:00+02:00;14934633333;2,38928E+11;21059319;22730081;1;10;6
2019-05-24T20:00:00+02:00;15722416666;2,36887E+11;17025928;16833774;1;11;4
2019-05-24T21:00:00+02:00;15019566666;2,36924E+11;18199968;25279314;1;8;11
2019-05-24T22:00:00+02:00;14112733333;2,36864E+11;19045563;19644501;1;8;6
2019-05-24T23:00:00+02:00;13943616666;2,36777E+11;20076885;20344627;1;7;11
2019-05-25T00:00:00+02:00;11493433333;2,36793E+11;10606557;11666119;1;11;13
2019-05-25T01:00:00+02:00;10782316666;2,36681E+11;8321962;32529134;1;11;21
2019-05-25T02:00:00+02:00;11364550000;2,36763E+11;6748177;31664742;1;14;33
2019-05-25T03:00:00+02:00;12411533333;2,29456E+11;6216789;32138717;1;19;38
2019-05-25T04:00:00+02:00;10748033333;2,32319E+11;3061316;18943419;1;12;36
2019-05-25T05:00:00+02:00;10378283333;2,32204E+11;3193600;3992883;1;5;14
2019-05-25T06:00:00+02:00;10370533333;2,31884E+11;3024452;7476087;1;9;6
2019-05-25T07:00:00+02:00;10202250000;2,31786E+11;2572595;2257561;1;7;3
2019-05-25T08:00:00+02:00;10398333333;2,31842E+11;4497800;4202717;1;8;7
2019-05-25T09:00:00+02:00;11260133333;2,31841E+11;8822220;15219916;1;9;5
2019-05-25T10:00:00+02:00;16090250000;2,35011E+11;15392921;32755165;1;10;7
2019-05-25T11:00:00+02:00;15895350000;2,35867E+11;18701260;43415876;1;8;7
2019-05-25T12:00:00+02:00;16589783333;2,35901E+11;17580509;18269252;1;11;5
2019-05-25T13:00:00+02:00;14308350000;2,35888E+11;17397947;17115665;1;11;11
2019-05-25T14:00:00+02:00;15050033333;2,35901E+11;18885545;19508328;1;7;4
2019-05-25T15:00:00+02:00;15379350000;2,35929E+11;21461486;20671010;1;15;55
2019-05-25T16:00:00+02:00;15197866666;2,35895E+11;20008456;28755360;1;17;32
2019-05-25T17:00:00+02:00;14926266666;2,35885E+11;18276147;17083357;1;9;12
2019-05-25T18:00:00+02:00;15566800000;2,36208E+11;21486301;21712435;1;8;7
2019-05-25T19:00:00+02:00;15256416666;2,36242E+11;22255104;22016802;1;8;4
2019-05-25T20:00:00+02:00;15523533333;2,36267E+11;20673143;22797960;1;9;2
2019-05-25T21:00:00+02:00;14496116666;2,36235E+11;20975718;26693410;1;6;3
2019-05-25T22:00:00+02:00;12249833333;2,36245E+11;22027195;21675229;1;8;4
2019-05-25T23:00:00+02:00;12046316666;2,36247E+11;20794721;20552827;1;6;4
2019-05-26T00:00:00+02:00;9919233333;2,36334E+11;13908104;13568989;1;9;19
2019-05-26T01:00:00+02:00;9605483333;2,36345E+11;10506513;31574766;1;8;8
2019-05-26T02:00:00+02:00;8503366666;2,36323E+11;6065698;26426641;1;10;14
2019-05-26T03:00:00+02:00;8509683333;2,36321E+11;3840870;11579835;1;10;13
2019-05-26T04:00:00+02:00;9381166666;2,35754E+11;3349794;18219673;1;13;45
2019-05-26T05:00:00+02:00;8659400000;2,2555E+11;2973013;15588522;1;5;13
2019-05-26T06:00:00+02:00;7969433333;2,21242E+11;2730052;2460928;1;6;7
2019-05-26T07:00:00+02:00;8443166666;2,25944E+11;1870950;1640004;1;6;8
2019-05-26T08:00:00+02:00;9326500000;2,28905E+11;5932270;3699763;1;7;3
2019-05-26T09:00:00+02:00;9739133333;2,3032E+11;9634030;9624285;1;8;6
2019-05-26T10:00:00+02:00;12784750000;2,30342E+11;14296849;14039244;1;10;8
2019-05-26T11:00:00+02:00;14597366666;2,27228E+11;19210752;19047714;1;8;11
2019-05-26T12:00:00+02:00;13720800000;2,26263E+11;19285715;19134870;1;9;3
2019-05-26T13:00:00+02:00;14979800000;2,26256E+11;21475928;20997579;1;8;5
2019-05-26T14:00:00+02:00;15757750000;2,26263E+11;24118169;27439001;1;9;4
2019-05-26T15:00:00+02:00;15134950000;2,26303E+11;23897053;23664503;1;8;2
2019-05-26T16:00:00+02:00;15511650000;2,26334E+11;23304123;23128576;1;7;4
2019-05-26T17:00:00+02:00;13693616666;2,26322E+11;24756206;24791842;1;7;11
2019-05-26T18:00:00+02:00;15863350000;2,22849E+11;25367620;25296605;1;9;1
2019-05-26T19:00:00+02:00;15749916666;2,2208E+11;30584046;30569284;1;9;4
2019-05-26T20:00:00+02:00;15746833333;2,21951E+11;38557337;46079539;1;9;2
2019-05-26T21:00:00+02:00;14046300000;2,22202E+11;36440576;36279534;1;9;8
2019-05-26T22:00:00+02:00;14087050000;2,2225E+11;34378615;34120328;1;8;5
2019-05-26T23:00:00+02:00;13548933333;2,21901E+11;23801514;25465378;1;7;10
2019-05-27T00:00:00+02:00;9915066666;2,21517E+11;15902122;15671091;1;7;7
2019-05-27T01:00:00+02:00;9585816666;2,21524E+11;9259810;33333674;1;10;13
2019-05-27T02:00:00+02:00;9776550000;2,21526E+11;5223782;39597243;1;12;25
2019-05-27T03:00:00+02:00;10060866666;2,21625E+11;3287398;39322794;1;7;18
2019-05-27T04:00:00+02:00;9838133333;2,21703E+11;2056721;9372381;1;13;51
2019-05-27T05:00:00+02:00;9257933333;2,21803E+11;1498180;1975893;1;8;8
2019-05-27T06:00:00+02:00;9739150000;2,2326E+11;3237717;936977;1;7;7
2019-05-27T07:00:00+02:00;10404116666;2,25847E+11;5413427;5092710;1;11;5
2019-05-27T08:00:00+02:00;13155816666;2,25847E+11;12279364;12294621;1;12;10
2019-05-27T09:00:00+02:00;14924216666;2,25847E+11;13298070;13446320;1;12;6
2019-05-27T10:00:00+02:00;14166366666;2,26061E+11;12734532;14263876;1;17;16
2019-05-27T11:00:00+02:00;13782950000;2,25842E+11;14125602;14798250;1;12;8
2019-05-27T12:00:00+02:00;15641966666;2,25648E+11;24391816;25000362;1;13;19
2019-05-27T13:00:00+02:00;15982566666;2,25605E+11;24673860;25796693;1;11;3
2019-05-27T14:00:00+02:00;16054750000;2,25617E+11;9854566;11655458;1;12;7
2019-05-27T15:00:00+02:00;16125500000;2,25624E+11;9132902;10866602;1;14;9
2019-05-27T16:00:00+02:00;14985533333;2,25642E+11;7445133;11743073;1;14;8
2019-05-27T17:00:00+02:00;15549083333;2,25664E+11;8824524;9442423;1;9;8
2019-05-27T18:00:00+02:00;14779900000;2,25288E+11;14216328;15599752;1;10;2
2019-05-27T19:00:00+02:00;15868550000;2,21423E+11;21435801;21395080;1;9;3
2019-05-27T20:00:00+02:00;16741750000;2,2144E+11;28645478;35312930;1;12;13
2019-05-27T21:00:00+02:00;16977966666;2,21508E+11;28328055;29024733;1;9;10
2019-05-27T22:00:00+02:00;17113600000;2,21543E+11;24089582;23857834;1;7;3
2019-05-27T23:00:00+02:00;15358800000;2,21492E+11;21389653;23064763;1;8;4
2019-05-28T00:00:00+02:00;14157900000;2,21333E+11;11902781;11764612;1;12;10
2019-05-28T01:00:00+02:00;12748116666;2,21184E+11;6199452;30114191;1;9;14
2019-05-28T02:00:00+02:00;10488283333;2,21128E+11;3623680;37164885;1;13;16
2019-05-28T03:00:00+02:00;11127183333;2,21149E+11;2839330;35597858;1;12;17
2019-05-28T04:00:00+02:00;10444200000;2,21136E+11;1824921;25758941;1;16;47
2019-05-28T05:00:00+02:00;8661266666;2,21217E+11;1347413;2569932;1;8;6
2019-05-28T06:00:00+02:00;9131100000;2,21343E+11;1404654;1084194;1;13;10
2019-05-28T07:00:00+02:00;10133050000;2,214E+11;4484824;4308072;1;11;5
2019-05-28T08:00:00+02:00;11595750000;2,21488E+11;3555345;3596578;1;11;11
2019-05-28T09:00:00+02:00;11758283333;2,25827E+11;3491003;3072512;1;10;11
2019-05-28T10:00:00+02:00;13804533333;2,25922E+11;7091865;7733504;1;15;11
2019-05-28T11:00:00+02:00;13285333333;2,26049E+11;7756714;9169237;1;16;10
2019-05-28T12:00:00+02:00;13096766666;2,26054E+11;14658542;14799496;1;12;6
2019-05-28T13:00:00+02:00;13474266666;2,26066E+11;19357422;19722137;1;13;12
2019-05-28T14:00:00+02:00;13174150000;2,26036E+11;9595562;15400345;1;13;8
2019-05-28T15:00:00+02:00;13866383333;2,26032E+11;8831095;12801348;1;12;11
2019-05-28T16:00:00+02:00;12851150000;2,27073E+11;15415773;16155921;1;10;5
2019-05-28T17:00:00+02:00;13343933333;2,30021E+11;18377591;20819012;1;11;10
2019-05-28T18:00:00+02:00;13933216666;2,30018E+11;19084987;23598592;1;10;7
2019-05-28T19:00:00+02:00;14737350000;2,30152E+11;24970564;33602372;1;9;6
2019-05-28T20:00:00+02:00;14798000000;2,30169E+11;26183424;27114001;1;7;2
2019-05-28T21:00:00+02:00;15215350000;2,30181E+11;25982037;26323029;1;14;35
2019-05-28T22:00:00+02:00;14138550000;2,30205E+11;23261184;23520750;1;10;7
2019-05-28T23:00:00+02:00;12059016666;2,3018E+11;15690359;23424204;1;7;11
2019-05-29T00:00:00+02:00;12000166666;2,30267E+11;10539707;10162466;1;10;8
2019-05-29T01:00:00+02:00;11524516666;2,30239E+11;7695803;28675413;1;10;7
2019-05-29T02:00:00+02:00;10666500000;2,30116E+11;4811246;27308014;1;11;17
2019-05-29T03:00:00+02:00;10769266666;2,30161E+11;4918596;39451170;1;7;13
2019-05-29T04:00:00+02:00;11709766666;2,30191E+11;3896866;49886822;1;12;37
2019-05-29T05:00:00+02:00;10093350000;2,27257E+11;2394999;26983338;1;8;4
2019-05-29T06:00:00+02:00;8987983333;2,27235E+11;1282730;914107;1;12;8
2019-05-29T07:00:00+02:00;10263733333;2,30178E+11;5628177;5407505;1;12;3
2019-05-29T08:00:00+02:00;10607033333;2,30229E+11;5832386;6040893;1;10;2
2019-05-29T09:00:00+02:00;10546866666;2,30331E+11;7368243;8183671;1;12;14
2019-05-29T10:00:00+02:00;10439383333;2,30313E+11;7888196;8566101;1;12;7
2019-05-29T11:00:00+02:00;11090100000;2,33223E+11;11913676;13078340;1;14;11
2019-05-29T12:00:00+02:00;13185683333;2,32617E+11;16796689;17054532;1;11;7
2019-05-29T13:00:00+02:00;14086616666;2,31565E+11;19969484;23724305;1;12;9
2019-05-29T14:00:00+02:00;11653833333;2,30482E+11;9294438;11120401;1;11;5
2019-05-29T15:00:00+02:00;11787016666;2,30481E+11;8743833;11721881;1;12;13
2019-05-29T16:00:00+02:00;12857066666;2,28062E+11;10494208;32664098;1;12;8
2019-05-29T17:00:00+02:00;12247283333;2,26331E+11;12462489;12310528;1;11;5
2019-05-29T18:00:00+02:00;11117350000;2,2636E+11;13583462;20186555;1;9;5
2019-05-29T19:00:00+02:00;11501966666;2,26381E+11;15569339;13950310;1;9;4
2019-05-29T20:00:00+02:00;13433416666;2,26387E+11;20412023;19391709;1;9;6
2019-05-29T21:00:00+02:00;11855733333;2,26412E+11;20131805;19954056;1;10;7
2019-05-29T22:00:00+02:00;12168733333;2,2644E+11;19318169;24318566;1;10;10
2019-05-29T23:00:00+02:00;10294633333;2,26422E+11;16736887;18812842;1;7;14
2019-05-30T00:00:00+02:00;10427533333;2,26447E+11;12084275;13047193;1;23;25
2019-05-30T01:00:00+02:00;10413200000;2,26478E+11;7430386;29613073;1;8;12
2019-05-30T02:00:00+02:00;10523950000;2,26431E+11;5550733;28293985;1;11;17
2019-05-30T03:00:00+02:00;10336733333;2,26462E+11;5729809;41420714;1;9;23
2019-05-30T04:00:00+02:00;11174733333;2,26409E+11;5029341;27680631;1;14;45
2019-05-30T05:00:00+02:00;9308133333;2,26391E+11;2019998;1738857;1;8;4
2019-05-30T06:00:00+02:00;9272366666;2,26456E+11;1309184;975342;1;8;14
2019-05-30T07:00:00+02:00;9715200000;2,28723E+11;1774609;1414417;1;8;15
2019-05-30T08:00:00+02:00;11229766666;2,30327E+11;4575266;5022754;1;7;8
2019-05-30T09:00:00+02:00;11989916666;2,30357E+11;8530202;8282906;1;8;8
2019-05-30T10:00:00+02:00;13692000000;2,30448E+11;11284189;14604288;1;8;5
2019-05-30T11:00:00+02:00;14097516666;2,30467E+11;14635281;14710715;1;10;2
2019-05-30T12:00:00+02:00;13520733333;2,30498E+11;18815027;18433228;1;8;3
2019-05-30T13:00:00+02:00;14619683333;2,3053E+11;18262920;18181700;1;6;3
2019-05-30T14:00:00+02:00;14428816666;2,27852E+11;19260330;22229026;1;9;5
2019-05-30T15:00:00+02:00;12406533333;2,26507E+11;16001959;15731323;1;8;4
2019-05-30T16:00:00+02:00;14859783333;2,26507E+11;16426325;16703488;1;9;12
2019-05-30T17:00:00+02:00;14690100000;2,26446E+11;15500288;23133576;1;11;7
2019-05-30T18:00:00+02:00;15849716666;2,26435E+11;19474449;18480674;1;9;3
2019-05-30T19:00:00+02:00;15113983333;2,26434E+11;17776188;17554414;1;8;15
2019-05-30T20:00:00+02:00;16122783333;2,26412E+11;15933132;15605145;1;8;7
2019-05-30T21:00:00+02:00;14670383333;2,27401E+11;18128230;18116113;1;9;9
2019-05-30T22:00:00+02:00;13817700000;2,27649E+11;18063240;21087675;1;8;7
2019-05-30T23:00:00+02:00;13208266666;2,27614E+11;18442376;18221892;1;6;6
2019-05-31T00:00:00+02:00;12436500000;2,27574E+11;14202982;15367782;1;14;9
2019-05-31T01:00:00+02:00;10999716666;2,27525E+11;8263697;30030626;1;9;10
2019-05-31T02:00:00+02:00;10492383333;2,27504E+11;6665591;40749585;1;10;19
2019-05-31T03:00:00+02:00;10260033333;2,27516E+11;5815825;47015953;1;11;28
2019-05-31T04:00:00+02:00;10871933333;2,29942E+11;5747968;15372066;1;14;43
2019-05-31T05:00:00+02:00;9653416666;2,27539E+11;3782570;3444019;1;11;5
2019-05-31T06:00:00+02:00;9371883333;2,27487E+11;2610366;2281662;1;9;9
2019-05-31T07:00:00+02:00;9669083333;2,2976E+11;6154478;2274474;1;8;17
2019-05-31T08:00:00+02:00;10359483333;2,31444E+11;4694067;4822033;1;9;3
2019-05-31T09:00:00+02:00;10248766666;2,31445E+11;7052464;9076188;1;7;6
2019-05-31T10:00:00+02:00;12788300000;2,31167E+11;8810325;8785595;1;10;5
2019-05-31T11:00:00+02:00;13591450000;2,27533E+11;11449446;12869751;1;10;6
2019-05-31T12:00:00+02:00;14091866666;2,27566E+11;12910165;12948974;1;9;5
2019-05-31T13:00:00+02:00;14225450000;2,27599E+11;17924505;17680247;1;7;8
2019-05-31T14:00:00+02:00;15985916666;2,27608E+11;15285811;15390105;1;9;5
2019-05-31T15:00:00+02:00;15728466666;2,27631E+11;17374003;24284347;1;8;2
2019-05-31T16:00:00+02:00;14504816666;2,27615E+11;16040783;15879238;1;8;3
2019-05-31T17:00:00+02:00;15102933333;2,2758E+11;15648802;15467400;1;8;6
2019-05-31T18:00:00+02:00;15120650000;2,27587E+11;19645228;19396802;1;8;4
2019-05-31T19:00:00+02:00;14998350000;2,27591E+11;20027545;19852663;1;8;2
2019-05-31T20:00:00+02:00;15012250000;2,27594E+11;15412445;15249732;1;9;3
2019-05-31T21:00:00+02:00;14218533333;2,27522E+11;18857028;19452262;1;9;8
2019-05-31T22:00:00+02:00;12151500000;2,27469E+11;16234649;15895978;1;7;5
2019-05-31T23:00:00+02:00;13571466666;2,27475E+11;16054532;15723832;1;8;5
2019-06-01T00:00:00+02:00;12557883333;2,27508E+11;13729792;13599351;1;13;14
