TimeT,CPU usage,Used memory,Number of bytes received,Number of bytes transmitted,Overall status
09-01T13:14,3214000000.0,75749654528.0,4209664.0,599552.0,1.0
09-01T13:16,3082500000.0,75765383168.0,1851392.0,3380736.0,1.0
09-01T13:18,2190000000.0,75783733248.0,892416.0,869376.0,1.0
09-01T13:20,3581500000.0,75709284352.0,1686528.0,3256832.0,1.0
09-01T13:22,2055000000.0,75752800256.0,793600.0,259584.0,1.0
09-01T13:24,3498000000.0,75779538944.0,1368576.0,388608.0,1.0
09-01T13:26,2131500000.0,75796316160.0,842752.0,2764288.0,1.0
09-01T13:28,1920500000.0,75735498752.0,868864.0,339968.0,1.0
09-01T13:30,2939500000.0,75739693056.0,1328640.0,2553856.0,1.0
09-01T13:32,2154000000.0,75762761728.0,925696.0,227328.0,1.0
09-01T13:34,3211000000.0,75790024704.0,1147392.0,336896.0,1.0
09-01T13:36,1913500000.0,75688312832.0,801792.0,1771520.0,1.0
09-01T13:38,2104500000.0,75729731584.0,935936.0,1202688.0,1.0
09-01T13:40,2917500000.0,75739168768.0,1084928.0,295424.0,1.0
09-01T13:42,3339000000.0,75778490368.0,954368.0,1796096.0,1.0
09-01T13:44,2764000000.0,75730255872.0,1085440.0,268800.0,1.0
09-01T13:46,2806500000.0,75747557376.0,962560.0,228864.0,1.0
09-01T13:48,2420500000.0,75776393216.0,792576.0,259584.0,1.0
09-01T13:50,2529000000.0,75799461888.0,1143296.0,433664.0,1.0
09-01T13:52,2054500000.0,75776393216.0,821248.0,210432.0,1.0
09-01T13:54,2859000000.0,75780587520.0,1064960.0,342528.0,1.0
09-01T13:56,2517500000.0,75724488704.0,947712.0,302592.0,1.0
09-01T13:58,2389500000.0,75788451840.0,926720.0,1248256.0,1.0
09-01T14:00,2860000000.0,75741790208.0,1059328.0,275968.0,1.0
09-01T14:02,2063500000.0,75718197248.0,873984.0,249344.0,1.0
09-01T14:04,2961500000.0,75770626048.0,1052672.0,216064.0,1.0
09-01T14:06,2562500000.0,75754373120.0,1276416.0,454656.0,1.0
09-01T14:08,4209000000.0,75757518848.0,1209344.0,474624.0,1.0
09-01T14:10,2771500000.0,75702992896.0,1142272.0,268800.0,1.0
09-01T14:12,3245000000.0,75758567424.0,3360768.0,309760.0,1.0
09-01T14:14,2450000000.0,75788451840.0,3829248.0,275456.0,1.0
09-01T14:16,2678000000.0,75753848832.0,3462144.0,362496.0,1.0
09-01T14:18,1990500000.0,75729207296.0,3100160.0,240128.0,1.0
09-01T14:20,2849000000.0,75749130240.0,3737600.0,349184.0,1.0
09-01T14:22,2231500000.0,75772723200.0,3388928.0,195584.0,1.0
09-01T14:24,2547500000.0,75761188864.0,3376640.0,227328.0,1.0
09-01T14:26,2545000000.0,75687264256.0,3497472.0,231936.0,1.0
09-01T14:28,2224000000.0,75721867264.0,3314688.0,271872.0,1.0
09-01T14:30,3040000000.0,75773771776.0,3597312.0,252416.0,1.0
09-01T14:32,2142500000.0,75744411648.0,3268096.0,228352.0,1.0
09-01T14:34,2698000000.0,75760664576.0,3373056.0,276480.0,1.0
09-01T14:36,2723500000.0,75716624384.0,822272.0,955904.0,1.0
09-01T14:38,3060500000.0,75778490368.0,836096.0,246272.0,1.0
09-01T14:40,2950000000.0,75791597568.0,1160704.0,335360.0,1.0
09-01T14:42,2641000000.0,75743887360.0,1093120.0,1192448.0,1.0
09-01T14:44,1923000000.0,75782684672.0,1018368.0,350720.0,1.0
09-01T14:46,3241000000.0,75780587520.0,864256.0,231424.0,1.0
09-01T14:48,2292000000.0,75799461888.0,871936.0,281088.0,1.0
09-01T14:50,2809500000.0,75725012992.0,1021440.0,202240.0,1.0
09-01T14:52,1952500000.0,75726061568.0,805376.0,260608.0,1.0
09-01T14:54,2286000000.0,75798413312.0,1021952.0,204800.0,1.0
09-01T14:56,2981500000.0,75807326208.0,966656.0,246784.0,1.0
09-01T14:58,2659500000.0,75708760064.0,865792.0,281088.0,1.0
09-01T15:00,2680000000.0,75769577472.0,987136.0,240128.0,1.0
09-01T15:02,3139500000.0,75783208960.0,1296384.0,269824.0,1.0
09-01T15:04,2267000000.0,75839832064.0,1042432.0,257024.0,1.0
09-01T15:06,3210000000.0,75751751680.0,910848.0,441344.0,1.0
09-01T15:08,2148000000.0,75795267584.0,2141696.0,506880.0,1.0
09-01T15:10,3152500000.0,75799461888.0,1138176.0,331776.0,1.0
09-01T15:12,2642500000.0,75814666240.0,914944.0,281600.0,1.0
09-01T15:14,2436000000.0,75769053184.0,897536.0,330240.0,1.0
09-01T15:16,2718000000.0,75742314496.0,1431040.0,1221632.0,1.0
09-01T15:18,2157500000.0,75785830400.0,836608.0,302592.0,1.0
09-01T15:20,2898000000.0,75790024704.0,1302528.0,351744.0,1.0
09-01T15:22,2221500000.0,75709284352.0,3474432.0,271872.0,1.0
09-01T15:24,1780000000.0,75752275968.0,3765760.0,469504.0,1.0
09-01T15:26,2997500000.0,75733925888.0,3389952.0,275456.0,1.0
09-01T15:28,2908500000.0,75774296064.0,3326976.0,330752.0,1.0
09-01T15:30,2070500000.0,75753848832.0,6638080.0,342016.0,1.0
09-01T15:32,3264500000.0,75734974464.0,3404800.0,261120.0,1.0
09-01T15:34,2253500000.0,75816239104.0,3543040.0,378368.0,1.0
09-01T15:36,3337500000.0,75785830400.0,3422720.0,263680.0,1.0
09-01T15:38,2129500000.0,75753324544.0,3231232.0,398848.0,1.0
09-01T15:40,2661500000.0,75719770112.0,3146240.0,1218560.0,1.0
09-01T15:42,2318500000.0,75739693056.0,3412992.0,304640.0,1.0
09-01T15:44,2177500000.0,75788976128.0,780800.0,267776.0,1.0
09-01T15:46,2965000000.0,75769053184.0,864256.0,274944.0,1.0
09-01T15:48,2065500000.0,75723964416.0,854528.0,259072.0,1.0
09-01T15:50,2818000000.0,75758043136.0,927744.0,273920.0,1.0
09-01T15:52,2835000000.0,75774296064.0,756224.0,238592.0,1.0
09-01T15:54,2129500000.0,75840356352.0,1178624.0,862720.0,1.0
09-01T15:56,3075500000.0,75729731584.0,990720.0,383488.0,1.0
09-01T15:58,2282500000.0,75768004608.0,871936.0,287744.0,1.0
09-01T16:00,3656000000.0,75792121856.0,1007616.0,302592.0,1.0
09-01T16:02,2385000000.0,75816239104.0,969216.0,320512.0,1.0
09-01T16:04,1991500000.0,75756470272.0,978432.0,328704.0,1.0
09-01T16:06,2698000000.0,75748081664.0,1032704.0,416768.0,1.0
09-01T16:08,2755500000.0,75783208960.0,2286080.0,536064.0,1.0
09-01T16:10,2839000000.0,75822530560.0,1016832.0,288768.0,1.0
09-01T16:12,2037500000.0,75706138624.0,964608.0,276992.0,1.0
09-01T16:14,2157000000.0,75839307776.0,979456.0,322560.0,1.0
09-01T16:16,2994500000.0,75792121856.0,908288.0,337408.0,1.0
09-01T16:18,1973000000.0,75803656192.0,778752.0,378368.0,1.0
09-01T16:20,2969500000.0,75741265920.0,980992.0,318464.0,1.0
09-01T16:22,2347500000.0,75784257536.0,770048.0,232960.0,1.0
09-01T16:24,3958500000.0,75838259200.0,1255936.0,215552.0,1.0
09-01T16:26,2076500000.0,75764858880.0,4242944.0,298496.0,1.0
09-01T16:28,1905500000.0,75734450176.0,3335680.0,317440.0,1.0
09-01T16:30,3036500000.0,75770626048.0,3448320.0,265216.0,1.0
09-01T16:32,2321500000.0,75787927552.0,3520000.0,290816.0,1.0
09-01T16:34,2739500000.0,75811520512.0,3641344.0,844800.0,1.0
09-01T16:36,1936000000.0,75719770112.0,3394048.0,266240.0,1.0
09-01T16:38,1988000000.0,75765383168.0,3472384.0,317440.0,1.0
09-01T16:40,2782500000.0,75798413312.0,3560960.0,309760.0,1.0
09-01T16:42,2418000000.0,75815714816.0,3586560.0,386048.0,1.0
09-01T16:44,2683000000.0,75743887360.0,3214336.0,279040.0,1.0
09-01T16:46,2961000000.0,75772198912.0,1026560.0,268288.0,1.0
09-01T16:48,2310000000.0,75816239104.0,3423232.0,278528.0,1.0
09-01T16:50,3804500000.0,75838259200.0,5686272.0,244526592.0,1.0
09-01T16:52,2312000000.0,75724488704.0,3568640.0,289280.0,1.0
09-01T16:54,3153000000.0,75754373120.0,5803008.0,246012416.0,1.0
09-01T16:56,2638000000.0,75781636096.0,3336192.0,453120.0,1.0
09-01T16:58,2936500000.0,75812044800.0,3319808.0,321536.0,1.0
09-01T17:00,2574000000.0,75709284352.0,6092288.0,244939264.0,1.0
09-01T17:02,2297500000.0,75751751680.0,3114496.0,467968.0,1.0
09-01T17:04,2963500000.0,75769577472.0,5819392.0,244769280.0,1.0
09-01T17:06,2392500000.0,75824627712.0,3203584.0,900608.0,1.0
09-01T17:08,2415000000.0,75771150336.0,3136000.0,282112.0,1.0
09-01T17:10,2671500000.0,75799461888.0,3073536.0,222808576.0,1.0
09-01T17:12,2708000000.0,75836162048.0,958464.0,1095168.0,1.0
09-01T17:14,3854000000.0,75843502080.0,3012096.0,228965376.0,1.0
09-01T17:16,2346000000.0,75743363072.0,911872.0,349696.0,1.0
09-01T17:18,2726000000.0,75745984512.0,887296.0,301056.0,1.0
09-01T17:20,3197500000.0,75774296064.0,2935296.0,229121024.0,1.0
09-01T17:22,2279000000.0,75804704768.0,1043456.0,273408.0,1.0
09-01T17:24,2517500000.0,75723964416.0,2896384.0,230040064.0,1.0
09-01T17:26,2368000000.0,75754897408.0,884224.0,378880.0,1.0
09-01T17:28,2354000000.0,75787403264.0,880128.0,271360.0,1.0
09-01T17:30,2854000000.0,75826200576.0,3075072.0,229429248.0,1.0
09-01T17:32,2313500000.0,75761713152.0,769024.0,267776.0,1.0
09-01T17:34,2021000000.0,75781636096.0,2848256.0,223532544.0,1.0
09-01T17:36,2575000000.0,75829870592.0,819200.0,311296.0,1.0
09-01T17:38,2346000000.0,75836162048.0,878080.0,239104.0,1.0
09-01T17:40,3590500000.0,75817287680.0,2807296.0,215017984.0,1.0
09-01T17:42,2024500000.0,75771674624.0,1119744.0,1792000.0,1.0
09-01T17:44,3471000000.0,75799986176.0,8330240.0,215841280.0,1.0
09-01T17:46,2851000000.0,75828822016.0,908800.0,306688.0,1.0
09-01T17:48,2320500000.0,75796840448.0,1031168.0,293888.0,1.0
09-01T17:50,2511000000.0,75765383168.0,3284992.0,228697088.0,1.0
09-01T17:52,2440500000.0,75848744960.0,1095680.0,277504.0,1.0
09-01T17:54,2296500000.0,75820433408.0,5379072.0,231144960.0,1.0
09-01T17:56,2984000000.0,75817811968.0,3148800.0,460288.0,1.0
09-01T17:58,1760500000.0,75776393216.0,3405312.0,327168.0,1.0
09-01T18:00,2335000000.0,75804180480.0,6037504.0,231440384.0,1.0
09-01T18:02,2110500000.0,75826200576.0,3273728.0,367104.0,1.0
09-01T18:04,2045500000.0,75835113472.0,8591872.0,232213504.0,1.0
09-01T18:06,3067500000.0,75764858880.0,3471360.0,484352.0,1.0
09-01T18:08,2153500000.0,75816239104.0,3335680.0,306688.0,1.0
09-01T18:10,3775000000.0,75822530560.0,5520896.0,232514048.0,1.0
09-01T18:12,2046000000.0,75847172096.0,3066880.0,365056.0,1.0
09-01T18:14,2113000000.0,75750178816.0,5220864.0,231494144.0,1.0
09-01T18:16,2498500000.0,75779014656.0,1122816.0,420352.0,1.0
09-01T18:18,2291000000.0,75817287680.0,865792.0,272896.0,1.0
09-01T18:20,2709000000.0,75820433408.0,2983936.0,234794496.0,1.0
09-01T18:22,1794000000.0,75725537280.0,825856.0,318464.0,1.0
09-01T18:24,2115000000.0,75747557376.0,2860544.0,233676288.0,1.0
09-01T18:26,2448500000.0,75788976128.0,905728.0,531456.0,1.0
09-01T18:28,2549000000.0,75823054848.0,827904.0,285696.0,1.0
09-01T18:30,2880500000.0,75782160384.0,3186176.0,234293760.0,1.0
09-01T18:32,2602500000.0,75804704768.0,838656.0,289792.0,1.0
09-01T18:34,3149000000.0,75774296064.0,2896896.0,234319360.0,1.0
09-01T18:36,2914000000.0,75803656192.0,832512.0,353792.0,1.0
09-01T18:38,2649000000.0,75754897408.0,849920.0,321024.0,1.0
09-01T18:40,2676500000.0,75755945984.0,2961920.0,228781056.0,1.0
09-01T18:42,2382000000.0,75793694720.0,998400.0,385536.0,1.0
09-01T18:44,2436000000.0,75822530560.0,8545280.0,225620992.0,1.0
09-01T18:46,3072000000.0,75794219008.0,856576.0,378368.0,1.0
09-01T18:48,1933000000.0,75776393216.0,916992.0,339456.0,1.0
09-01T18:50,2272000000.0,75801034752.0,3397632.0,233471488.0,1.0
09-01T18:52,2143000000.0,75827249152.0,745472.0,290304.0,1.0
09-01T18:54,2181500000.0,75793694720.0,3299328.0,238444032.0,1.0
09-01T18:56,2460500000.0,75766956032.0,3577856.0,444928.0,1.0
09-01T18:58,2299500000.0,75779014656.0,3422208.0,345600.0,1.0
09-01T19:00,3720500000.0,75824627712.0,5780992.0,237890048.0,1.0
09-01T19:02,2142500000.0,75787403264.0,7042048.0,367104.0,1.0
09-01T19:04,2743500000.0,75754897408.0,5359616.0,230221312.0,1.0
09-01T19:06,2829500000.0,75781111808.0,3402240.0,922624.0,1.0
09-01T19:08,2527500000.0,75841404928.0,3388928.0,363008.0,1.0
09-01T19:10,2797500000.0,75829346304.0,8659456.0,221917696.0,1.0
09-01T19:12,2331500000.0,75765907456.0,3612672.0,376832.0,1.0
09-01T19:14,2434500000.0,75815714816.0,5545984.0,233002496.0,1.0
09-01T19:16,2102500000.0,75833540608.0,3187200.0,698880.0,1.0
09-01T19:18,2229000000.0,75787927552.0,4134912.0,413696.0,1.0
09-01T19:20,2655000000.0,75807326208.0,6667264.0,8906752.0,1.0
09-01T19:22,2264000000.0,75821481984.0,6768640.0,343552.0,1.0
09-01T19:24,3302500000.0,75840356352.0,3909632.0,8463360.0,1.0
09-01T19:26,2081500000.0,75787403264.0,4765184.0,423936.0,1.0
09-01T19:28,2692500000.0,75776917504.0,3832320.0,364544.0,1.0
09-01T19:30,2867000000.0,75808899072.0,3352064.0,7906816.0,1.0
09-01T19:32,2969000000.0,75833540608.0,3417088.0,272384.0,1.0
09-01T19:34,2890500000.0,75800510464.0,3745792.0,7568896.0,1.0
09-01T19:36,1828000000.0,75755945984.0,6485504.0,337920.0,1.0
09-01T19:38,2179000000.0,75804704768.0,1215488.0,407040.0,1.0
09-01T19:40,2201500000.0,75815190528.0,1061888.0,7234560.0,1.0
09-01T19:42,2392500000.0,75813093376.0,1105920.0,641024.0,1.0
09-01T19:44,2823000000.0,75783208960.0,1395200.0,6744064.0,1.0
09-01T19:46,2089500000.0,75788976128.0,908800.0,6648320.0,1.0
09-01T19:48,2081500000.0,75800510464.0,1071104.0,333312.0,1.0
09-01T19:50,2942500000.0,75769053184.0,1469952.0,6813696.0,1.0
09-01T19:52,2791000000.0,75734450176.0,832000.0,378368.0,1.0
09-01T19:54,2784000000.0,75760664576.0,1317376.0,416768.0,1.0
09-01T19:56,3149000000.0,75781111808.0,942080.0,6340096.0,1.0
09-01T19:58,2077000000.0,75784781824.0,928256.0,299520.0,1.0
09-01T20:00,3191000000.0,75732877312.0,7628288.0,6041600.0,1.0
09-01T20:02,3353000000.0,75775868928.0,18341376.0,9862656.0,1.0
09-01T20:04,3477000000.0,75800510464.0,6946816.0,2794496.0,1.0
09-01T20:06,2532500000.0,75786354688.0,5980160.0,7440384.0,1.0
09-01T20:08,3769500000.0,75603902464.0,4483072.0,7820288.0,1.0
09-01T20:10,3197500000.0,75566153728.0,1633280.0,4842496.0,1.0
09-01T20:12,2694000000.0,75598135296.0,1224192.0,618496.0,1.0
09-01T20:14,2394000000.0,75597611008.0,11835392.0,613376.0,1.0
09-01T20:16,2791000000.0,75529453568.0,1317888.0,4845568.0,1.0
09-01T20:18,3150000000.0,75560386560.0,1122304.0,513024.0,1.0
09-01T20:20,3005000000.0,75569299456.0,4299776.0,4000256.0,1.0
09-01T20:22,3047500000.0,75573493760.0,7006208.0,422912.0,1.0
09-01T20:24,2228000000.0,75527356416.0,7850496.0,463872.0,1.0
09-01T20:26,3263000000.0,75554095104.0,3392512.0,3462656.0,1.0
09-01T20:28,2620500000.0,75607048192.0,3521024.0,623104.0,1.0
09-01T20:30,2572000000.0,75598135296.0,4077568.0,3108864.0,1.0
09-01T20:32,2157500000.0,75531026432.0,3367936.0,322560.0,1.0
09-01T20:34,2365500000.0,75584503808.0,3773952.0,432640.0,1.0
09-01T20:36,2733000000.0,75617009664.0,6978048.0,19385344.0,1.0
09-01T20:38,2500500000.0,75605475328.0,851456.0,305152.0,1.0
09-01T20:40,2906500000.0,75538890752.0,1673216.0,18592256.0,1.0
09-01T20:42,2147500000.0,75551997952.0,942592.0,494592.0,1.0
09-01T20:44,2870500000.0,75588698112.0,1445888.0,1921536.0,1.0
09-01T20:46,2950500000.0,75631689728.0,1097728.0,18219008.0,1.0
09-01T20:48,3091000000.0,75542036480.0,863232.0,300544.0,1.0
09-01T20:50,2647000000.0,75540987904.0,1929216.0,18070016.0,1.0
09-01T20:52,2997000000.0,75586076672.0,938496.0,313856.0,1.0
09-01T20:54,2498000000.0,75629068288.0,1916416.0,494080.0,1.0
09-01T20:56,3009000000.0,75521064960.0,1027584.0,17308160.0,1.0
09-01T20:58,2371000000.0,75534696448.0,876032.0,312832.0,1.0
09-01T21:00,2817000000.0,75579785216.0,1957376.0,16355328.0,1.0
09-01T21:02,2266500000.0,75613339648.0,941056.0,279040.0,1.0
09-01T21:04,2193000000.0,75540463616.0,1628672.0,460800.0,1.0
09-01T21:06,2461000000.0,75520016384.0,973312.0,16812544.0,1.0
09-01T21:08,2789000000.0,75607572480.0,1652736.0,3574272.0,1.0
09-01T21:10,2883000000.0,75601805312.0,1618432.0,16320000.0,1.0
09-01T21:12,3382000000.0,75513200640.0,857088.0,443904.0,1.0
09-01T21:14,2139000000.0,75567726592.0,1444352.0,499712.0,1.0
09-01T21:16,3721000000.0,75565105152.0,1433088.0,15811072.0,1.0
09-01T21:18,2272000000.0,75605999616.0,1104384.0,309760.0,1.0
09-01T21:20,2141500000.0,75545182208.0,7230976.0,15379968.0,1.0
09-01T21:22,2053000000.0,75574018048.0,3606528.0,321536.0,1.0
09-01T21:24,2523500000.0,75577163776.0,3922944.0,503296.0,1.0
09-01T21:26,2956000000.0,75589222400.0,2964480.0,14844416.0,1.0
09-01T21:28,2415500000.0,75547803648.0,3034624.0,276480.0,1.0
09-01T21:30,2419500000.0,75516346368.0,3994624.0,14651392.0,1.0
09-01T21:32,2399000000.0,75529977856.0,2999808.0,294400.0,1.0
09-01T21:34,2130500000.0,75554619392.0,1333248.0,352768.0,1.0
09-01T21:36,2832500000.0,75619631104.0,966656.0,14117888.0,1.0
09-01T21:38,2539000000.0,75514773504.0,937472.0,294912.0,1.0
09-01T21:40,2539500000.0,75525259264.0,1909760.0,11989504.0,1.0
09-01T21:42,3371000000.0,75566678016.0,958976.0,477184.0,1.0
09-01T21:44,2225000000.0,75610193920.0,1725440.0,1817088.0,1.0
09-01T21:46,3078500000.0,75552522240.0,1096192.0,13584896.0,1.0
09-01T21:48,2173000000.0,75564056576.0,926720.0,1242624.0,1.0
09-01T21:50,3296500000.0,75583979520.0,1743872.0,12623360.0,1.0
09-01T21:52,1952500000.0,75630116864.0,899072.0,276992.0,1.0
09-01T21:54,1895500000.0,75534696448.0,2120704.0,367616.0,1.0
09-01T21:56,2905500000.0,75603378176.0,1039872.0,12662272.0,1.0
09-01T21:58,2339000000.0,75569823744.0,871424.0,303104.0,1.0
09-01T22:00,2811000000.0,75598135296.0,1765376.0,12023296.0,1.0
09-01T22:02,2642000000.0,75518967808.0,861696.0,363008.0,1.0
09-01T22:04,1860500000.0,75545182208.0,1384448.0,387584.0,1.0
09-01T22:06,4028000000.0,75593940992.0,977920.0,9791488.0,1.0
09-01T22:08,2485000000.0,75654758400.0,7499264.0,3061760.0,1.0
09-01T22:10,3193000000.0,75536269312.0,3688448.0,11441664.0,1.0
09-01T22:12,2156000000.0,75534172160.0,3002880.0,305152.0,1.0
09-01T22:14,3351500000.0,75624349696.0,5873664.0,346112.0,1.0
09-01T22:16,2078500000.0,75590795264.0,6584832.0,10983424.0,1.0
09-01T22:18,1757000000.0,75536269312.0,2870272.0,270848.0,1.0
09-01T22:20,2865000000.0,75554095104.0,3658752.0,10828800.0,1.0
09-01T22:22,2281500000.0,75550949376.0,2957824.0,462336.0,1.0
09-01T22:24,3230500000.0,75618058240.0,1191936.0,420352.0,1.0
09-01T22:26,1824500000.0,75500093440.0,1046528.0,10243072.0,1.0
09-01T22:28,2156500000.0,75547803648.0,805888.0,291840.0,1.0
09-01T22:30,3575500000.0,75549900800.0,1920000.0,9802752.0,1.0
09-01T22:32,2336500000.0,75584503808.0,856064.0,310784.0,1.0
09-01T22:34,3030000000.0,75583979520.0,1141760.0,397312.0,1.0
09-01T22:36,1863000000.0,75536793600.0,1003520.0,9256448.0,1.0
09-01T22:38,2336000000.0,75577163776.0,829952.0,314880.0,1.0
09-01T22:40,2849500000.0,75622252544.0,3577344.0,407552.0,1.0
09-01T22:42,1853500000.0,75545706496.0,941056.0,350720.0,1.0
09-01T22:44,2783500000.0,75572969472.0,3319808.0,344576.0,1.0
09-01T22:46,2113500000.0,75554095104.0,4390912.0,300544.0,1.0
09-01T22:48,2229500000.0,75604426752.0,825856.0,282624.0,1.0
09-01T22:50,2723000000.0,75521589248.0,998912.0,359936.0,1.0
09-01T22:52,1886000000.0,75529453568.0,783872.0,211968.0,1.0
09-01T22:54,2729000000.0,75568775168.0,1110016.0,229888.0,1.0
09-01T22:56,2745000000.0,75583455232.0,704512.0,274432.0,1.0
09-01T22:58,1978500000.0,75539939328.0,819712.0,271872.0,1.0
09-01T23:00,3099000000.0,75543609344.0,1136128.0,322560.0,1.0
09-01T23:02,2695500000.0,75590795264.0,923136.0,622592.0,1.0
09-01T23:04,3238500000.0,75608621056.0,1214464.0,300544.0,1.0
09-01T23:06,1935500000.0,75544133632.0,721920.0,361472.0,1.0
09-01T23:08,2089000000.0,75587125248.0,2751488.0,495104.0,1.0
09-01T23:10,2863500000.0,75563532288.0,1595904.0,323072.0,1.0
09-01T23:12,2139500000.0,75578212352.0,1020928.0,335360.0,1.0
09-01T23:14,2601000000.0,75503763456.0,1035264.0,274944.0,1.0
09-01T23:16,2053500000.0,75528404992.0,890368.0,359424.0,1.0
09-01T23:18,2085000000.0,75536793600.0,915968.0,286208.0,1.0
09-01T23:20,2724000000.0,75568775168.0,1257472.0,273920.0,1.0
09-01T23:22,2257500000.0,75523162112.0,816640.0,258048.0,1.0
09-01T23:24,1890500000.0,75517394944.0,1299968.0,274432.0,1.0
09-01T23:26,3614000000.0,75555667968.0,1102336.0,210944.0,1.0
09-01T23:28,2226500000.0,75566153728.0,7277056.0,318976.0,1.0
09-01T23:30,3600000000.0,75563532288.0,3171328.0,297984.0,1.0
09-01T23:32,1905000000.0,75550949376.0,3096576.0,347136.0,1.0
09-01T23:34,2250500000.0,75541512192.0,3299328.0,404480.0,1.0
09-01T23:36,2831000000.0,75561959424.0,2839040.0,334336.0,1.0
09-01T23:38,1960500000.0,75548327936.0,2771456.0,293376.0,1.0
09-01T23:40,2529500000.0,75517919232.0,4777472.0,259584.0,1.0
09-01T23:42,2699000000.0,75587125248.0,3053568.0,1199616.0,1.0
09-01T23:44,2202000000.0,75592892416.0,7195648.0,1840128.0,1.0
09-01T23:46,3050000000.0,75555143680.0,2637824.0,272384.0,1.0
09-01T23:48,1838000000.0,75503763456.0,905216.0,664064.0,1.0
09-01T23:50,3524500000.0,75530502144.0,973312.0,1224704.0,1.0
09-01T23:52,2095500000.0,75555667968.0,906240.0,292864.0,1.0
09-01T23:54,3213500000.0,75572445184.0,1165312.0,282112.0,1.0
09-01T23:56,2518000000.0,75519492096.0,794112.0,354816.0,1.0
09-01T23:58,2185000000.0,75545706496.0,820224.0,369664.0,1.0
08-27T00:00,1881000000.0,75466539008.0,859136.0,5630976.0,1.0
08-27T00:02,3017000000.0,75523686400.0,850432.0,495616.0,1.0
08-27T00:04,2032000000.0,75554619392.0,1418240.0,5297664.0,1.0
08-27T00:06,3304500000.0,75567202304.0,9293312.0,6662656.0,1.0
08-27T00:08,2220500000.0,75686215680.0,1322496.0,409600.0,1.0
08-27T00:10,1917000000.0,75556716544.0,1121280.0,4846080.0,1.0
08-27T00:12,2138500000.0,75549900800.0,843264.0,374272.0,1.0
08-27T00:14,2129000000.0,75591319552.0,3980288.0,4593152.0,1.0
08-27T00:16,1886500000.0,75495899136.0,1043456.0,428032.0,1.0
08-27T00:18,1947000000.0,75505336320.0,1094656.0,459776.0,1.0
08-27T00:20,2142000000.0,75538366464.0,1830400.0,7868416.0,1.0
08-27T00:22,2135000000.0,75566678016.0,5763584.0,445952.0,1.0
08-27T00:24,2007500000.0,75479646208.0,1435136.0,423936.0,1.0
08-27T00:26,2232000000.0,75484889088.0,1095680.0,3701760.0,1.0
08-27T00:28,3095500000.0,75533647872.0,994304.0,359936.0,1.0
08-27T00:30,2180000000.0,75582930944.0,1577472.0,3278336.0,1.0
08-27T00:32,3380500000.0,75454480384.0,5603328.0,403968.0,1.0
08-27T00:34,2868000000.0,75538366464.0,1472000.0,1288192.0,1.0
08-27T00:36,2428500000.0,75538366464.0,762368.0,2709504.0,1.0
08-27T00:38,2279500000.0,75552522240.0,777728.0,301568.0,1.0
08-27T00:40,2034500000.0,75509530624.0,1277440.0,2397696.0,1.0
08-27T00:42,2280000000.0,75491704832.0,858624.0,275968.0,1.0
08-27T00:44,2088000000.0,75515822080.0,1387520.0,403456.0,1.0
08-27T00:46,2135000000.0,75538890752.0,816128.0,1651712.0,1.0
08-27T00:48,2082000000.0,75553046528.0,859648.0,381440.0,1.0
08-27T00:50,1777000000.0,75493801984.0,1725952.0,1815040.0,1.0
08-27T00:52,3160000000.0,75508482048.0,879104.0,303616.0,1.0
08-27T00:54,2313000000.0,75560386560.0,1465344.0,444416.0,1.0
08-27T00:56,2972500000.0,75569823744.0,1222144.0,1150464.0,1.0
08-27T00:58,2153000000.0,75517919232.0,741376.0,312320.0,1.0
08-27T01:00,2484500000.0,75545706496.0,1751552.0,979968.0,1.0
08-27T01:02,2174000000.0,75549900800.0,891392.0,314368.0,1.0
08-27T01:04,2315000000.0,75580833792.0,1736192.0,456704.0,1.0
08-27T01:06,2109500000.0,75480694784.0,835072.0,263680.0,1.0
08-27T01:08,2041000000.0,75603902464.0,5623296.0,6855168.0,1.0
08-27T01:10,2446000000.0,75641126912.0,1588736.0,475648.0,1.0
08-27T01:12,2775000000.0,75613863936.0,974848.0,1417216.0,1.0
08-27T01:14,1771500000.0,75517394944.0,1476608.0,360960.0,1.0
08-27T01:16,2290500000.0,75526832128.0,856576.0,224768.0,1.0
08-27T01:18,2788000000.0,75550425088.0,835584.0,282112.0,1.0
08-27T01:20,2133000000.0,75590270976.0,1775104.0,459264.0,1.0
08-27T01:22,2792000000.0,75511103488.0,878080.0,351232.0,1.0
08-27T01:24,2213000000.0,75541512192.0,1627136.0,418304.0,1.0
08-27T01:26,2530500000.0,75554619392.0,3420160.0,419328.0,1.0
08-27T01:28,2220000000.0,75543609344.0,3246080.0,279552.0,1.0
08-27T01:30,1877000000.0,75474927616.0,6600192.0,493568.0,1.0
08-27T01:32,1911000000.0,75518443520.0,3492352.0,299520.0,1.0
08-27T01:34,2609500000.0,75578736640.0,3992064.0,498176.0,1.0
08-27T01:36,1883500000.0,75545706496.0,3547648.0,342016.0,1.0
08-27T01:38,1885000000.0,75526307840.0,3291648.0,374784.0,1.0
08-27T01:40,2034500000.0,75523162112.0,6373376.0,591360.0,1.0
08-27T01:42,2461500000.0,75587125248.0,4922368.0,389120.0,1.0
08-27T01:44,2124500000.0,75588173824.0,4166656.0,432640.0,1.0
08-27T01:46,2642000000.0,75530502144.0,3568128.0,274944.0,1.0
