TimeT,CPU usage,Used memory,Number of bytes received,Number of bytes transmitted,Overall status
09-06T17:30,2162500000.0,75561435136.0,733696.0,268288.0,1.0
09-06T17:32,2831000000.0,75596562432.0,833024.0,307712.0,1.0
09-06T17:34,2256000000.0,75543609344.0,861184.0,322048.0,1.0
09-06T17:36,2220000000.0,75505336320.0,853504.0,348672.0,1.0
09-06T17:38,2047000000.0,75531026432.0,722944.0,229376.0,1.0
09-06T17:40,2391000000.0,75590795264.0,803840.0,307200.0,1.0
09-06T17:42,3259000000.0,75543609344.0,856064.0,300544.0,1.0
09-06T17:44,2752000000.0,75535220736.0,1325568.0,329728.0,1.0
09-06T17:46,2787500000.0,75585552384.0,1272832.0,345600.0,1.0
09-06T17:48,2624000000.0,75582406656.0,977408.0,300032.0,1.0
09-06T17:50,2591500000.0,75508482048.0,839680.0,314368.0,1.0
09-06T17:52,2059500000.0,75528404992.0,776704.0,248832.0,1.0
09-06T17:54,2211000000.0,75554095104.0,954368.0,269824.0,1.0
09-06T17:56,2543500000.0,75568250880.0,926208.0,349696.0,1.0
09-06T17:58,1785500000.0,75506384896.0,708608.0,311808.0,1.0
09-06T18:00,2921500000.0,75509530624.0,3312128.0,231969792.0,1.0
09-06T18:02,2012500000.0,75534172160.0,827904.0,350208.0,1.0
09-06T18:04,2612000000.0,75539415040.0,3045888.0,237932544.0,1.0
09-06T18:06,3054000000.0,75496947712.0,2415104.0,684544.0,1.0
09-06T18:08,1816500000.0,75539415040.0,892928.0,372736.0,1.0
09-06T18:10,3683500000.0,75575590912.0,3086336.0,235671040.0,1.0
09-06T18:12,2365500000.0,75560386560.0,953856.0,352768.0,1.0
09-06T18:14,2794000000.0,75516346368.0,3281920.0,237759488.0,1.0
09-06T18:16,2915500000.0,75526307840.0,1026048.0,500224.0,1.0
09-06T18:18,2270500000.0,75544657920.0,893440.0,304640.0,1.0
09-06T18:20,2553000000.0,75573493760.0,3126272.0,235853824.0,1.0
09-06T18:22,2310500000.0,75548327936.0,872960.0,286720.0,1.0
09-06T18:24,1849500000.0,75538366464.0,3263488.0,239632896.0,1.0
09-06T18:26,2915000000.0,75548852224.0,835584.0,565248.0,1.0
09-06T18:28,2046500000.0,75551997952.0,850432.0,256000.0,1.0
09-06T18:30,2610500000.0,75539415040.0,3270144.0,232203776.0,1.0
09-06T18:32,2334500000.0,75529977856.0,911360.0,337920.0,1.0
09-06T18:34,2904500000.0,75517919232.0,3133440.0,240303616.0,1.0
09-06T18:36,2877000000.0,75536793600.0,893952.0,350208.0,1.0
09-06T18:38,2751000000.0,75534172160.0,930304.0,478720.0,1.0
09-06T18:40,2446500000.0,75512152064.0,3170816.0,239643136.0,1.0
09-06T18:42,2288000000.0,75536793600.0,977920.0,345088.0,1.0
09-06T18:44,2348000000.0,75571396608.0,9057792.0,229345792.0,1.0
09-06T18:46,2867000000.0,75568250880.0,943616.0,423936.0,1.0
09-06T18:48,1619500000.0,75532599296.0,900096.0,322048.0,1.0
09-06T18:50,2658500000.0,75524734976.0,3174912.0,238524416.0,1.0
09-06T18:52,2108000000.0,75559337984.0,983552.0,224768.0,1.0
09-06T18:54,1957000000.0,75525259264.0,2998272.0,226474496.0,1.0
09-06T18:56,2117500000.0,75502714880.0,870400.0,420864.0,1.0
09-06T18:58,1863000000.0,75535220736.0,963072.0,381440.0,1.0
09-06T19:00,2367500000.0,75580833792.0,3120640.0,223768576.0,1.0
09-06T19:02,2867000000.0,75544657920.0,858624.0,361984.0,1.0
09-06T19:04,2850500000.0,75505336320.0,3068928.0,225823232.0,1.0
09-06T19:06,2266500000.0,75548852224.0,869888.0,351744.0,1.0
09-06T19:08,2888500000.0,75611766784.0,919552.0,609792.0,1.0
09-06T19:10,2509000000.0,75700895744.0,2941952.0,210864128.0,1.0
09-06T19:12,4437500000.0,75588698112.0,985600.0,602624.0,1.0
09-06T19:14,2470000000.0,75565629440.0,3092480.0,220124160.0,1.0
09-06T19:16,2671500000.0,75595513856.0,1038336.0,407552.0,1.0
09-06T19:18,2262500000.0,75580833792.0,766464.0,302080.0,1.0
09-06T19:20,1877500000.0,75528404992.0,2971136.0,224623104.0,1.0
09-06T19:22,2530500000.0,75528929280.0,856576.0,193536.0,1.0
09-06T19:24,2022000000.0,75557240832.0,3006976.0,222051840.0,1.0
09-06T19:26,2587000000.0,75585028096.0,819712.0,414720.0,1.0
09-06T19:28,1804500000.0,75501666304.0,895488.0,337920.0,1.0
09-06T19:30,2705000000.0,75535220736.0,3159040.0,226563584.0,1.0
09-06T19:32,3088000000.0,75559862272.0,799232.0,275968.0,1.0
09-06T19:34,3004500000.0,75583455232.0,2961920.0,228494336.0,1.0
09-06T19:36,2581000000.0,75541512192.0,825344.0,372224.0,1.0
09-06T19:38,1942000000.0,75535220736.0,839680.0,210432.0,1.0
09-06T19:40,2020000000.0,75563008000.0,3109888.0,227310592.0,1.0
09-06T19:42,2750000000.0,75579785216.0,961024.0,297984.0,1.0
09-06T19:44,1774000000.0,75529977856.0,8847872.0,212987392.0,1.0
09-06T19:46,2151000000.0,75507433472.0,932864.0,876544.0,1.0
09-06T19:48,2243500000.0,75532075008.0,1012736.0,881152.0,1.0
09-06T19:50,2238000000.0,75554619392.0,3062272.0,227322880.0,1.0
09-06T19:52,2360000000.0,75553570816.0,837632.0,434688.0,1.0
09-06T19:54,2415000000.0,75503239168.0,3023360.0,228543488.0,1.0
09-06T19:56,2514000000.0,75539415040.0,861696.0,479744.0,1.0
09-06T19:58,2840000000.0,75553046528.0,984576.0,333312.0,1.0
09-06T20:00,1989500000.0,75561435136.0,6353920.0,227279360.0,1.0
09-06T20:02,4192500000.0,75554619392.0,20697600.0,67213824.0,1.0
09-06T20:04,4345000000.0,75540463616.0,4808192.0,21715456.0,1.0
09-06T20:06,3582000000.0,75635359744.0,11437568.0,9969664.0,1.0
09-06T20:08,2329500000.0,75609669632.0,6077440.0,3033088.0,1.0
09-06T20:10,3049000000.0,75631689728.0,1756672.0,19238400.0,1.0
09-06T20:12,2447500000.0,75612291072.0,1319936.0,1838080.0,1.0
09-06T20:14,3820000000.0,75648991232.0,3562496.0,18086912.0,1.0
09-06T20:16,3318000000.0,75604426752.0,1037312.0,280576.0,1.0
09-06T20:18,2731000000.0,75574542336.0,1873408.0,365056.0,1.0
09-06T20:20,3043500000.0,75613339648.0,1154048.0,16495616.0,1.0
09-06T20:22,3096500000.0,75643748352.0,954368.0,468480.0,1.0
09-06T20:24,2149500000.0,75635359744.0,1672704.0,16879104.0,1.0
09-06T20:26,3098500000.0,75629068288.0,1238016.0,372224.0,1.0
09-06T20:28,2538000000.0,75658428416.0,1518080.0,421376.0,1.0
09-06T20:30,2997500000.0,75661574144.0,1181184.0,15668736.0,1.0
09-06T20:32,2044500000.0,75623825408.0,969216.0,683520.0,1.0
09-06T20:34,1886000000.0,75578736640.0,1132032.0,15725056.0,1.0
09-06T20:36,2729500000.0,75598135296.0,921088.0,305664.0,1.0
09-06T20:38,2540000000.0,75638505472.0,907264.0,411648.0,1.0
09-06T20:40,2737000000.0,75612291072.0,1999360.0,14989312.0,1.0
09-06T20:42,1832500000.0,75580833792.0,951296.0,321536.0,1.0
09-06T20:44,2347000000.0,75618582528.0,1593344.0,14698496.0,1.0
09-06T20:46,2780500000.0,75628019712.0,1087488.0,289792.0,1.0
09-06T20:48,3289500000.0,75627495424.0,985088.0,398848.0,1.0
09-06T20:50,2676500000.0,75604951040.0,1761792.0,14252032.0,1.0
09-06T20:52,3061500000.0,75630641152.0,911872.0,377344.0,1.0
09-06T20:54,2583000000.0,75658428416.0,1848320.0,403456.0,1.0
09-06T20:56,2736000000.0,75636932608.0,1137664.0,10611712.0,1.0
09-06T20:58,1956000000.0,75586076672.0,889856.0,269312.0,1.0
09-06T21:00,3240500000.0,75624349696.0,1618432.0,13539328.0,1.0
09-06T21:02,2405500000.0,75644272640.0,787968.0,307712.0,1.0
09-06T21:04,2615000000.0,75642175488.0,1611264.0,427520.0,1.0
09-06T21:06,3749500000.0,75619106816.0,1170432.0,13346816.0,1.0
09-06T21:08,2249500000.0,75656855552.0,2328576.0,4758528.0,1.0
09-06T21:10,3048000000.0,75672584192.0,1935360.0,12748288.0,1.0
09-06T21:12,3372000000.0,75645321216.0,884736.0,385024.0,1.0
09-06T21:14,2500000000.0,75602853888.0,1756672.0,404480.0,1.0
09-06T21:16,2975500000.0,75605475328.0,1099776.0,12407808.0,1.0
09-06T21:18,3476500000.0,75631165440.0,905728.0,365568.0,1.0
09-06T21:20,2748000000.0,75624349696.0,2110976.0,12041216.0,1.0
09-06T21:22,3006000000.0,75536793600.0,1398272.0,328192.0,1.0
09-06T21:24,2065000000.0,75589222400.0,1559040.0,442880.0,1.0
09-06T21:26,3059500000.0,75603902464.0,1100288.0,11363328.0,1.0
09-06T21:28,2234000000.0,75634311168.0,1063424.0,296448.0,1.0
09-06T21:30,2305000000.0,75569299456.0,1733632.0,11107328.0,1.0
09-06T21:32,2564000000.0,75567202304.0,930304.0,317952.0,1.0
09-06T21:34,2327500000.0,75621728256.0,1425920.0,374784.0,1.0
09-06T21:36,3189000000.0,75623301120.0,1009664.0,10700800.0,1.0
09-06T21:38,2515500000.0,75574542336.0,1047552.0,374784.0,1.0
09-06T21:40,2126000000.0,75590270976.0,1457664.0,10417152.0,1.0
09-06T21:42,4031500000.0,75635359744.0,972800.0,353280.0,1.0
09-06T21:44,2258500000.0,75675729920.0,1680384.0,794112.0,1.0
09-06T21:46,3649500000.0,75569823744.0,1042432.0,9936896.0,1.0
09-06T21:48,1975000000.0,75586076672.0,850432.0,249856.0,1.0
09-06T21:50,2846500000.0,75605475328.0,1504256.0,9559040.0,1.0
09-06T21:52,2783500000.0,75610193920.0,891392.0,334848.0,1.0
09-06T21:54,2357500000.0,75592892416.0,1661440.0,440320.0,1.0
09-06T21:56,2732000000.0,75575590912.0,1008128.0,8893952.0,1.0
09-06T21:58,2214000000.0,75594989568.0,5176320.0,1752576.0,1.0
09-06T22:00,2050000000.0,75628544000.0,1688064.0,8735232.0,1.0
09-06T22:02,2722000000.0,75590795264.0,965120.0,301568.0,1.0
09-06T22:04,2501500000.0,75578212352.0,1503744.0,369152.0,1.0
09-06T22:06,2908000000.0,75602329600.0,1067008.0,8283648.0,1.0
09-06T22:08,3390500000.0,75685167104.0,6322176.0,5046272.0,1.0
09-06T22:10,2353500000.0,75668914176.0,1505280.0,7936000.0,1.0
09-06T22:12,3881500000.0,75563008000.0,2271232.0,358912.0,1.0
09-06T22:14,2334000000.0,75623825408.0,3901440.0,479744.0,1.0
09-06T22:16,3207500000.0,75657379840.0,912896.0,7492608.0,1.0
09-06T22:18,2113500000.0,75589222400.0,934400.0,1353728.0,1.0
09-06T22:20,2276500000.0,75585028096.0,1548800.0,23417856.0,1.0
09-06T22:22,2604500000.0,75576115200.0,823296.0,228864.0,1.0
09-06T22:24,2806500000.0,75654234112.0,1598976.0,607744.0,1.0
09-06T22:26,3018000000.0,75656331264.0,974848.0,15004160.0,1.0
09-06T22:28,1868500000.0,75565105152.0,911360.0,339456.0,1.0
09-06T22:30,1922000000.0,75575590912.0,1789440.0,22684160.0,1.0
09-06T22:32,3743500000.0,75635359744.0,881664.0,323072.0,1.0
09-06T22:34,2804500000.0,75702992896.0,1515520.0,400384.0,1.0
09-06T22:36,3524000000.0,75563008000.0,1090048.0,21539840.0,1.0
09-06T22:38,2118500000.0,75574542336.0,825344.0,251904.0,1.0
09-06T22:40,2550000000.0,75599708160.0,1588736.0,21969920.0,1.0
09-06T22:42,2736500000.0,75669962752.0,1320960.0,289280.0,1.0
09-06T22:44,2247000000.0,75594465280.0,1362944.0,402432.0,1.0
09-06T22:46,2937500000.0,75611766784.0,1084416.0,21535232.0,1.0
09-06T22:48,2257500000.0,75619106816.0,964096.0,243200.0,1.0
09-06T22:50,2838500000.0,75677302784.0,2179584.0,20435456.0,1.0
09-06T22:52,2396000000.0,75586600960.0,896000.0,262656.0,1.0
09-06T22:54,2276500000.0,75661049856.0,1550336.0,324608.0,1.0
09-06T22:56,2815500000.0,75613339648.0,1013760.0,20645376.0,1.0
09-06T22:58,2932000000.0,75647418368.0,846848.0,293888.0,1.0
09-06T23:00,2496000000.0,75601281024.0,1302016.0,20126208.0,1.0
09-06T23:02,3847000000.0,75596562432.0,853504.0,645632.0,1.0
09-06T23:04,3075500000.0,75661574144.0,1421824.0,421376.0,1.0
09-06T23:06,3006000000.0,75626971136.0,1150464.0,19744768.0,1.0
09-06T23:08,1974000000.0,75590795264.0,2321920.0,5249024.0,1.0
09-06T23:10,2793000000.0,75632214016.0,1726976.0,19380224.0,1.0
09-06T23:12,2292500000.0,75607572480.0,922112.0,323072.0,1.0
09-06T23:14,2325000000.0,75694604288.0,1277440.0,391168.0,1.0
09-06T23:16,2721500000.0,75577688064.0,811520.0,349184.0,1.0
09-06T23:18,2359500000.0,75562483712.0,790016.0,281088.0,1.0
09-06T23:20,2643000000.0,75614912512.0,1083392.0,357376.0,1.0
09-06T23:22,2305000000.0,75643748352.0,995328.0,323584.0,1.0
09-06T23:24,2288000000.0,75614912512.0,1044992.0,308736.0,1.0
09-06T23:26,3599500000.0,75599183872.0,761856.0,352768.0,1.0
09-06T23:28,2342500000.0,75599708160.0,777216.0,235520.0,1.0
09-06T23:30,3979500000.0,75626971136.0,791552.0,246784.0,1.0
09-06T23:32,1916500000.0,75544657920.0,817664.0,243200.0,1.0
09-06T23:34,2593000000.0,75617533952.0,801792.0,242176.0,1.0
09-06T23:36,2866500000.0,75593416704.0,805888.0,236032.0,1.0
09-06T23:38,2352500000.0,75621203968.0,666112.0,267264.0,1.0
09-06T23:40,2576500000.0,75578212352.0,912896.0,946688.0,1.0
09-06T23:42,2353500000.0,75592892416.0,864768.0,392192.0,1.0
09-06T23:44,2213500000.0,75596038144.0,893440.0,248320.0,1.0
09-06T23:46,3042500000.0,75655282688.0,1012224.0,301056.0,1.0
09-06T23:48,2166000000.0,75591319552.0,808960.0,271360.0,1.0
09-06T23:50,3488000000.0,75596562432.0,864256.0,320000.0,1.0
09-06T23:52,2358500000.0,75593416704.0,1220608.0,268800.0,1.0
09-06T23:54,3276000000.0,75636932608.0,1044992.0,242688.0,1.0
09-06T23:56,2394500000.0,75593940992.0,895488.0,337920.0,1.0
09-06T23:58,2311500000.0,75567202304.0,873472.0,230912.0,1.0
09-02T00:00,3242500000.0,75563008000.0,1022976.0,306176.0,1.0
09-02T00:02,2307000000.0,75532599296.0,1012224.0,346112.0,1.0
09-02T00:04,1874000000.0,75502190592.0,1018368.0,335872.0,1.0
09-02T00:06,2592500000.0,75514249216.0,816640.0,491520.0,1.0
09-02T00:08,2221500000.0,75602329600.0,2875904.0,519168.0,1.0
09-02T00:10,3003000000.0,75604426752.0,1045504.0,368128.0,1.0
09-02T00:12,1843000000.0,75495374848.0,905216.0,327168.0,1.0
09-02T00:14,1814000000.0,75525783552.0,989184.0,322560.0,1.0
09-02T00:16,2636000000.0,75559337984.0,842752.0,361472.0,1.0
09-02T00:18,2301500000.0,75589746688.0,924160.0,325120.0,1.0
09-02T00:20,3466000000.0,75575066624.0,1157632.0,669184.0,1.0
09-02T00:22,2484000000.0,75575590912.0,3968000.0,325120.0,1.0
09-02T00:24,2704000000.0,75573493760.0,7980032.0,370688.0,1.0
09-02T00:26,2829000000.0,75571920896.0,7023616.0,359424.0,1.0
09-02T00:28,2110500000.0,75554619392.0,5539328.0,417792.0,1.0
09-02T00:30,2375500000.0,75497996288.0,5741568.0,372224.0,1.0
09-02T00:32,2089500000.0,75558813696.0,5888000.0,307712.0,1.0
09-02T00:34,2209500000.0,75575590912.0,5648384.0,306688.0,1.0
09-02T00:36,2522500000.0,75556192256.0,5368832.0,289280.0,1.0
09-02T00:38,1736500000.0,75505860608.0,5466624.0,360448.0,1.0
09-02T00:40,2719500000.0,75555143680.0,4453376.0,335872.0,1.0
09-02T00:42,2018500000.0,75591319552.0,976384.0,391680.0,1.0
09-02T00:44,3153500000.0,75555667968.0,1228800.0,1892352.0,1.0
09-02T00:46,2512000000.0,75545706496.0,840704.0,337920.0,1.0
09-02T00:48,3028000000.0,75569823744.0,919552.0,401408.0,1.0
09-02T00:50,2889500000.0,75592368128.0,854016.0,262656.0,1.0
09-02T00:52,1989000000.0,75551473664.0,811520.0,358400.0,1.0
09-02T00:54,2541500000.0,75511627776.0,1127936.0,344576.0,1.0
09-02T00:56,2832500000.0,75550425088.0,915456.0,347648.0,1.0
09-02T00:58,2253000000.0,75582406656.0,872960.0,616960.0,1.0
09-02T01:00,2595500000.0,75529453568.0,1063936.0,352768.0,1.0
09-02T01:02,2370000000.0,75531550720.0,973312.0,299520.0,1.0
09-02T01:04,2918000000.0,75549376512.0,1018880.0,320000.0,1.0
09-02T01:06,1914500000.0,75587125248.0,770048.0,815616.0,1.0
09-02T01:08,2815500000.0,75569299456.0,855040.0,484352.0,1.0
09-02T01:10,2678500000.0,75515297792.0,984064.0,328704.0,1.0
09-02T01:12,3194500000.0,75556716544.0,888320.0,346112.0,1.0
09-02T01:14,3042500000.0,75599708160.0,1161216.0,345088.0,1.0
09-02T01:16,2497000000.0,75546755072.0,1132032.0,303616.0,1.0
09-02T01:18,2055000000.0,75499044864.0,1058816.0,242176.0,1.0
09-02T01:20,2816500000.0,75524734976.0,3930624.0,380416.0,1.0
09-02T01:22,2140500000.0,75559862272.0,7684096.0,285696.0,1.0
09-02T01:24,3062500000.0,75529453568.0,3614720.0,382464.0,1.0
09-02T01:26,1567500000.0,75483840512.0,3967488.0,278016.0,1.0
09-02T01:28,2262500000.0,75531026432.0,3771904.0,348672.0,1.0
09-02T01:30,2887500000.0,75556192256.0,3472384.0,228567552.0,1.0
09-02T01:32,1860000000.0,75540463616.0,1095168.0,375296.0,1.0
09-02T01:34,2744500000.0,75505860608.0,3068416.0,231881728.0,1.0
09-02T01:36,2130500000.0,75553570816.0,1217536.0,292352.0,1.0
09-02T01:38,3341500000.0,75593416704.0,1674752.0,643072.0,1.0
09-02T01:40,2909000000.0,75528929280.0,9722880.0,229603328.0,1.0
09-02T01:42,3537000000.0,75494326272.0,4122112.0,304128.0,1.0
09-02T01:44,2719500000.0,75512152064.0,11545088.0,208537600.0,1.0
09-02T01:46,2925500000.0,75568250880.0,3938304.0,379392.0,1.0
09-02T01:48,2255000000.0,75543609344.0,3898880.0,253440.0,1.0
09-02T01:50,2724500000.0,75497996288.0,5504000.0,227652096.0,1.0
09-02T01:52,1977000000.0,75524734976.0,3842560.0,275456.0,1.0
09-02T01:54,2903500000.0,75573493760.0,9611264.0,225238016.0,1.0
09-02T01:56,2370000000.0,75565629440.0,3698176.0,431616.0,1.0
09-02T01:58,2072000000.0,75523162112.0,875008.0,399872.0,1.0
09-02T02:00,2695000000.0,75547279360.0,3596800.0,209727488.0,1.0
09-02T02:02,2248000000.0,75580309504.0,886784.0,337408.0,1.0
09-02T02:04,3143500000.0,75603902464.0,2915840.0,227628032.0,1.0
09-02T02:06,2851000000.0,75534172160.0,929280.0,449024.0,1.0
09-02T02:08,3034500000.0,75595513856.0,832512.0,282624.0,1.0
09-02T02:10,2985000000.0,75558289408.0,3002368.0,229333504.0,1.0
09-02T02:12,2695000000.0,75583979520.0,890880.0,272896.0,1.0
09-02T02:14,2068000000.0,75520016384.0,3122176.0,230939648.0,1.0
09-02T02:16,2867000000.0,75577688064.0,1332224.0,645632.0,1.0
09-02T02:18,2150500000.0,75542036480.0,788992.0,315392.0,1.0
09-02T02:20,2255500000.0,75603902464.0,3017216.0,232024064.0,1.0
09-02T02:22,1889500000.0,75520540672.0,849920.0,315392.0,1.0
09-02T02:24,1769000000.0,75520016384.0,2934784.0,232308224.0,1.0
09-02T02:26,2904000000.0,75554095104.0,1048576.0,613888.0,1.0
09-02T02:28,2481500000.0,75588698112.0,1240064.0,300032.0,1.0
09-02T02:30,2710500000.0,75574018048.0,3104768.0,233436672.0,1.0
09-02T02:32,3026000000.0,75500093440.0,1222656.0,309248.0,1.0
09-02T02:34,2085000000.0,75512676352.0,5857792.0,233466368.0,1.0
09-02T02:36,3694500000.0,75574018048.0,3833856.0,336384.0,1.0
09-02T02:38,1925500000.0,75528404992.0,7348224.0,309248.0,1.0
09-02T02:40,2481500000.0,75499569152.0,9689600.0,227974144.0,1.0
09-02T02:42,2298000000.0,75524734976.0,3787264.0,282112.0,1.0
09-02T02:44,2187500000.0,75549900800.0,11665920.0,210321920.0,1.0
09-02T02:46,2066000000.0,75564056576.0,3563008.0,316416.0,1.0
09-02T02:48,1907500000.0,75506909184.0,3695104.0,353792.0,1.0
09-02T02:50,3189500000.0,75528404992.0,5779456.0,237144576.0,1.0
09-02T02:52,2108000000.0,75566678016.0,841216.0,329216.0,1.0
09-02T02:54,2149000000.0,75580833792.0,3051008.0,240350720.0,1.0
09-02T02:56,2902500000.0,75510054912.0,1455616.0,411648.0,1.0
09-02T02:58,2633500000.0,75496947712.0,804864.0,368640.0,1.0
09-02T03:00,2944500000.0,75536793600.0,3191808.0,239142912.0,1.0
09-02T03:02,3036500000.0,75566153728.0,1006080.0,369664.0,1.0
09-02T03:04,2451500000.0,75478597632.0,2885632.0,239014400.0,1.0
09-02T03:06,2975000000.0,75515297792.0,953856.0,857088.0,1.0
09-02T03:08,2463500000.0,75567202304.0,807424.0,252416.0,1.0
09-02T03:10,2717000000.0,75542560768.0,2977280.0,240587264.0,1.0
09-02T03:12,2081000000.0,75515822080.0,826880.0,372224.0,1.0
09-02T03:14,2892500000.0,75551473664.0,3565568.0,242387456.0,1.0
09-02T03:16,2359500000.0,75603378176.0,928256.0,506368.0,1.0
09-02T03:18,1928000000.0,75556716544.0,888320.0,296960.0,1.0
09-02T03:20,2567500000.0,75517919232.0,2861056.0,226274304.0,1.0
09-02T03:22,2522000000.0,75531026432.0,804864.0,380928.0,1.0
09-02T03:24,2643000000.0,75560910848.0,2781696.0,220707328.0,1.0
09-02T03:26,3181000000.0,75565629440.0,817664.0,514048.0,1.0
09-02T03:28,1799000000.0,75500617728.0,867840.0,333824.0,1.0
09-02T03:30,3692000000.0,75536269312.0,3083264.0,227505152.0,1.0
09-02T03:32,2127500000.0,75564056576.0,817152.0,1364480.0,1.0
09-02T03:34,3267000000.0,75570872320.0,2874880.0,226947072.0,1.0
09-02T03:36,1708500000.0,75555143680.0,2500608.0,457216.0,1.0
09-02T03:38,2185500000.0,75546755072.0,2372096.0,351232.0,1.0
09-02T03:40,3005500000.0,75581882368.0,5786112.0,223595008.0,1.0
09-02T03:42,1936500000.0,75552522240.0,971264.0,254976.0,1.0
09-02T03:44,2602500000.0,75550949376.0,1783296.0,17577472.0,1.0
09-02T03:46,2214000000.0,75573493760.0,925696.0,273920.0,1.0
09-02T03:48,1979500000.0,75576639488.0,1364992.0,339968.0,1.0
09-02T03:50,3430500000.0,75576115200.0,1155072.0,18498048.0,1.0
09-02T03:52,1712000000.0,75522637824.0,1034752.0,4054528.0,1.0
09-02T03:54,3727500000.0,75545706496.0,2419200.0,17550848.0,1.0
09-02T03:56,2379500000.0,75599183872.0,1053184.0,359424.0,1.0
09-02T03:58,2309000000.0,75574542336.0,1357824.0,1324544.0,1.0
09-02T04:00,2051000000.0,75506384896.0,1363456.0,15947264.0,1.0
09-02T04:02,1961000000.0,75529977856.0,2627584.0,329728.0,1.0
09-02T04:04,2838500000.0,75565105152.0,3309568.0,15963648.0,1.0
09-02T04:06,2237000000.0,75606523904.0,3522560.0,3767808.0,1.0
09-02T04:08,2070500000.0,75581358080.0,3497472.0,368128.0,1.0
09-02T04:10,2702500000.0,75519492096.0,4342784.0,16393216.0,1.0
09-02T04:12,2605500000.0,75568250880.0,2589696.0,744960.0,1.0
09-02T04:14,2939000000.0,75578736640.0,3262976.0,15092736.0,1.0
09-02T04:16,2414500000.0,75569823744.0,2546176.0,363520.0,1.0
09-02T04:18,1926000000.0,75510579200.0,2524160.0,318464.0,1.0
09-02T04:20,3947500000.0,75554619392.0,3310592.0,15060992.0,1.0
09-02T04:22,2035000000.0,75571396608.0,2403840.0,673792.0,1.0
09-02T04:24,3343000000.0,75504287744.0,3299328.0,450048.0,1.0
09-02T04:26,1998500000.0,75550949376.0,999936.0,13938688.0,1.0
09-02T04:28,1981500000.0,75566153728.0,918016.0,388096.0,1.0
09-02T04:30,2915500000.0,75612291072.0,1568256.0,13933056.0,1.0
09-02T04:32,2138000000.0,75520540672.0,938496.0,327168.0,1.0
09-02T04:34,2951000000.0,75564056576.0,1870336.0,416768.0,1.0
09-02T04:36,2418000000.0,75625398272.0,1028608.0,12992000.0,1.0
09-02T04:38,2055000000.0,75576115200.0,972288.0,313344.0,1.0
09-02T04:40,2823000000.0,75527880704.0,1882624.0,12735488.0,1.0
09-02T04:42,2367000000.0,75512152064.0,931840.0,350720.0,1.0
09-02T04:44,2061000000.0,75523162112.0,1573376.0,400384.0,1.0
09-02T04:46,3858500000.0,75600756736.0,978944.0,12312064.0,1.0
09-02T04:48,2087500000.0,75514249216.0,936960.0,350208.0,1.0
09-02T04:50,3435500000.0,75515822080.0,1770496.0,12723712.0,1.0
09-02T04:52,2329500000.0,75562483712.0,1026048.0,339968.0,1.0
09-02T04:54,2188500000.0,75594465280.0,3855360.0,20716032.0,1.0
09-02T04:56,2848000000.0,75611242496.0,1012224.0,11647488.0,1.0
09-02T04:58,2233500000.0,75564580864.0,997376.0,389120.0,1.0
09-02T05:00,3002500000.0,75587125248.0,1598464.0,11215872.0,1.0
09-02T05:02,2148000000.0,75584503808.0,925696.0,414720.0,1.0
09-02T05:04,2143000000.0,75558813696.0,1448960.0,389120.0,1.0
09-02T05:06,2586500000.0,75564056576.0,898048.0,10407424.0,1.0
09-02T05:08,2197500000.0,75603378176.0,4238848.0,4062208.0,1.0
09-02T05:10,3790000000.0,75571920896.0,1805312.0,11575808.0,1.0
09-02T05:12,2211000000.0,75548327936.0,1048064.0,436224.0,1.0
09-02T05:14,2722500000.0,75528404992.0,1389056.0,460288.0,1.0
09-02T05:16,2527500000.0,75580309504.0,2744832.0,10161664.0,1.0
09-02T05:18,2260500000.0,75564056576.0,3808256.0,302080.0,1.0
09-02T05:20,2964000000.0,75560910848.0,3122176.0,9631744.0,1.0
09-02T05:22,1902500000.0,75529453568.0,5672960.0,338944.0,1.0
09-02T05:24,2149000000.0,75562483712.0,3121664.0,849408.0,1.0
09-02T05:26,3415000000.0,75590795264.0,5899264.0,9261056.0,1.0
09-02T05:28,2170500000.0,75534696448.0,2610688.0,279040.0,1.0
09-02T05:30,2752000000.0,75553046528.0,3837952.0,9706496.0,1.0
09-02T05:32,2041000000.0,75520016384.0,2574848.0,299520.0,1.0
09-02T05:34,2148500000.0,75531550720.0,3161088.0,582656.0,1.0
09-02T05:36,3709500000.0,75575590912.0,2588672.0,8262656.0,1.0
09-02T05:38,1655500000.0,75478597632.0,2456064.0,465920.0,1.0
09-02T05:40,3822000000.0,75499569152.0,1679360.0,8113152.0,1.0
09-02T05:42,2128000000.0,75523162112.0,969216.0,292352.0,1.0
09-02T05:44,2449500000.0,75569299456.0,1773568.0,2077184.0,1.0
09-02T05:46,3021000000.0,75545182208.0,1021952.0,7474176.0,1.0
09-02T05:48,1923000000.0,75536269312.0,1263616.0,1486336.0,1.0
09-02T05:50,2924000000.0,75557240832.0,1289728.0,7075328.0,1.0
09-02T05:52,2252500000.0,75598659584.0,964096.0,371712.0,1.0
09-02T05:54,1812500000.0,75551997952.0,1462272.0,399872.0,1.0
09-02T05:56,2878500000.0,75513724928.0,974848.0,6817792.0,1.0
09-02T05:58,2023000000.0,75540987904.0,863232.0,370176.0,1.0
09-02T06:00,3200500000.0,75593416704.0,1331200.0,6368256.0,1.0
09-02T06:02,2047000000.0,75561959424.0,849408.0,305152.0,1.0
