Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-22T00:00:00+02:00;3551000000;1,34807E+11;1045504;43984896;7,5;4
2019-07-22T00:02:00+02:00;8268500000;1,3475E+11;341504;15440896;15;85,5
2019-07-22T00:04:00+02:00;4251500000;1,34748E+11;167424;1941504;15,5;144
2019-07-22T00:06:00+02:00;4952500000;1,34789E+11;167424;736768;62,5;104,5
2019-07-22T00:08:00+02:00;5339500000;1,34762E+11;206848;2638848;15;73
2019-07-22T00:10:00+02:00;5608000000;1,34762E+11;175104;489472;35;64,5
2019-07-22T00:12:00+02:00;6179000000;1,34792E+11;172544;336896;15,5;81,5
2019-07-22T00:14:00+02:00;4355000000;1,34678E+11;236544;443392;15;87
2019-07-22T00:16:00+02:00;5946500000;1,34665E+11;164864;741376;28;104
2019-07-22T00:18:00+02:00;5540000000;1,34665E+11;164352;377856;21;31
2019-07-22T00:20:00+02:00;5485500000;1,34652E+11;206336;377344;6,5;10
2019-07-22T00:22:00+02:00;5459500000;1,34652E+11;181248;516608;4;4
2019-07-22T00:24:00+02:00;5867000000;1,34653E+11;468992;488448;5;6,5
2019-07-22T00:26:00+02:00;7814500000;1,34653E+11;210944;305664;6;6,5
2019-07-22T00:28:00+02:00;7081000000;1,34654E+11;373248;433152;5;4,5
2019-07-22T00:30:00+02:00;8658000000;1,34653E+11;211456;354304;3;12,5
2019-07-22T00:32:00+02:00;10697000000;1,34651E+11;390144;513024;4,5;4,5
2019-07-22T00:34:00+02:00;5274500000;1,3465E+11;238080;307200;1,5;4,5
2019-07-22T00:36:00+02:00;5099500000;1,3465E+11;128512;226816;4;4,5
2019-07-22T00:38:00+02:00;6366500000;1,34651E+11;195584;359424;4,5;4,5
2019-07-22T00:40:00+02:00;4700000000;1,34652E+11;185344;196608;1,5;5
2019-07-22T00:42:00+02:00;5239000000;1,34652E+11;177152;397312;5;4
2019-07-22T00:44:00+02:00;5502500000;1,34652E+11;196096;270848;4;3,5
2019-07-22T00:46:00+02:00;6895500000;1,34652E+11;189952;257024;5;9
2019-07-22T00:48:00+02:00;6006500000;1,34652E+11;166912;345600;4;8,5
2019-07-22T00:50:00+02:00;6015000000;1,34653E+11;155648;327680;4;8
2019-07-22T00:52:00+02:00;6584500000;1,34653E+11;187392;515584;4;3
2019-07-22T00:54:00+02:00;6749500000;1,34664E+11;134144;283648;4,5;3,5
2019-07-22T00:56:00+02:00;6269000000;1,34654E+11;182272;242176;8;4
2019-07-22T00:58:00+02:00;5509000000;1,3466E+11;226816;329728;6,5;6
2019-07-22T01:00:00+02:00;6670500000;1,34663E+11;613376;43258880;7,5;5
2019-07-22T01:02:00+02:00;7663500000;1,34661E+11;445952;29001216;17,5;11
2019-07-22T01:04:00+02:00;7585000000;1,34662E+11;644096;45916672;19;7
2019-07-22T01:06:00+02:00;3768500000;1,34652E+11;498688;48684032;14,5;7
2019-07-22T01:08:00+02:00;4418500000;1,34624E+11;547328;37013504;13,5;8
2019-07-22T01:10:00+02:00;3990000000;1,34587E+11;601600;45103104;15;15
2019-07-22T01:12:00+02:00;4522000000;1,3456E+11;637440;42713088;15,5;8
2019-07-22T01:14:00+02:00;4893500000;1,34544E+11;615424;50166784;11,5;7
2019-07-22T01:16:00+02:00;5112000000;1,34524E+11;634368;44879872;16;10,5
2019-07-22T01:18:00+02:00;5223500000;1,34539E+11;1354240;43915776;19,5;7,5
2019-07-22T01:20:00+02:00;3227000000;1,34506E+11;739840;54968832;22,5;9,5
2019-07-22T01:22:00+02:00;4299500000;1,34508E+11;475136;40076288;11;7,5
2019-07-22T01:24:00+02:00;3653000000;1,34498E+11;833024;58313216;9,5;12
2019-07-22T01:26:00+02:00;3292000000;1,34466E+11;631808;45715456;9;20,5
2019-07-22T01:28:00+02:00;3794500000;1,3443E+11;633856;55056384;8,5;13
2019-07-22T01:30:00+02:00;2989000000;1,34421E+11;581120;48115712;6,5;10
2019-07-22T01:32:00+02:00;6508000000;1,3443E+11;440832;29618176;10;21
2019-07-22T01:34:00+02:00;5223500000;1,34443E+11;714240;58103808;10,5;18,5
2019-07-22T01:36:00+02:00;5176500000;1,34427E+11;618496;45786112;20,5;10,5
2019-07-22T01:38:00+02:00;6693500000;1,34426E+11;1396224;35032064;6,5;6,5
2019-07-22T01:40:00+02:00;5274000000;1,3443E+11;385024;16123392;14;12
2019-07-22T01:42:00+02:00;5679500000;1,34422E+11;515072;19427840;22,5;6
2019-07-22T01:44:00+02:00;6471500000;1,34421E+11;331264;13103104;15;5
2019-07-22T01:46:00+02:00;6074500000;1,34419E+11;486912;25351680;11;7,5
2019-07-22T01:48:00+02:00;5690500000;1,34427E+11;562688;25180160;4,5;8
2019-07-22T01:50:00+02:00;5945500000;1,3444E+11;667648;22446080;25;27,5
2019-07-22T01:52:00+02:00;7276500000;1,34418E+11;532992;15570432;4;7
2019-07-22T01:54:00+02:00;8653500000;1,34417E+11;673280;28741120;4,5;4,5
2019-07-22T01:56:00+02:00;5148000000;1,34409E+11;147456;414720;8,5;5
2019-07-22T01:58:00+02:00;4808000000;1,34389E+11;388096;10539008;4,5;5
2019-07-22T02:00:00+02:00;5055000000;1,34366E+11;343040;8364544;10,5;5
2019-07-22T02:02:00+02:00;7793000000;1,34362E+11;581120;20641792;8,5;7,5
2019-07-22T02:04:00+02:00;8560000000;1,34363E+11;834048;41381888;19;45,5
2019-07-22T02:06:00+02:00;6179500000;1,34366E+11;604160;23769088;7;7
2019-07-22T02:08:00+02:00;5144000000;1,34366E+11;560128;19683328;72,5;8
2019-07-22T02:10:00+02:00;4517000000;1,34362E+11;633344;24649216;9,5;13,5
2019-07-22T02:12:00+02:00;5914000000;1,34363E+11;578560;25092608;9,5;20
2019-07-22T02:14:00+02:00;4028000000;1,34367E+11;742400;32620032;6,5;9,5
2019-07-22T02:16:00+02:00;3839500000;1,34369E+11;810496;37355520;10;9
2019-07-22T02:18:00+02:00;5295000000;1,34368E+11;700416;34255872;13;7,5
2019-07-22T02:20:00+02:00;4771000000;1,34368E+11;1576448;32877568;7,5;6,5
2019-07-22T02:22:00+02:00;5348500000;1,3437E+11;573440;24580608;7,5;10
2019-07-22T02:24:00+02:00;4354000000;1,3437E+11;805888;43344896;7;6
2019-07-22T02:26:00+02:00;5983500000;1,34403E+11;708096;32421888;3,5;5,5
2019-07-22T02:28:00+02:00;5489000000;1,34391E+11;1122304;25493504;6;2
2019-07-22T02:30:00+02:00;5587500000;1,3438E+11;606720;34370560;12,5;6,5
2019-07-22T02:32:00+02:00;3795000000;1,34367E+11;452608;16724992;12;5,5
2019-07-22T02:34:00+02:00;5892500000;1,3437E+11;649216;31409664;10,5;5
2019-07-22T02:36:00+02:00;4494500000;1,34363E+11;657920;30634496;13,5;9,5
2019-07-22T02:38:00+02:00;3791000000;1,34361E+11;665600;28338688;8,5;43,5
2019-07-22T02:40:00+02:00;3981500000;1,34361E+11;741376;34572288;5;8
2019-07-22T02:42:00+02:00;5746500000;1,34401E+11;11343872;32496640;6,5;6
2019-07-22T02:44:00+02:00;5153500000;1,34418E+11;25359872;44520960;6,5;21
2019-07-22T02:46:00+02:00;4458500000;1,34409E+11;630784;21340160;12;9
2019-07-22T02:48:00+02:00;5448500000;1,3436E+11;472576;14218752;7;8
2019-07-22T02:50:00+02:00;5233000000;1,34362E+11;623616;24351232;10,5;10,5
2019-07-22T02:52:00+02:00;5216000000;1,34364E+11;509440;13251584;6;15
2019-07-22T02:54:00+02:00;4591500000;1,34362E+11;484352;17256960;3,5;15,5
2019-07-22T02:56:00+02:00;4164500000;1,34364E+11;612352;22529024;11,5;9,5
2019-07-22T02:58:00+02:00;5742500000;1,34366E+11;649728;23497728;9;7,5
2019-07-22T03:00:00+02:00;4123500000;1,34366E+11;812032;34568704;11,5;6
2019-07-22T03:02:00+02:00;5477500000;1,34377E+11;711680;27222016;9;10
2019-07-22T03:04:00+02:00;7956000000;1,34373E+11;707072;27261952;9;4
2019-07-22T03:06:00+02:00;6684500000;1,34381E+11;1038336;56293888;25;5,5
2019-07-22T03:08:00+02:00;5132000000;1,34387E+11;1034240;50369536;15;11,5
2019-07-22T03:10:00+02:00;5184500000;1,34388E+11;696832;26108928;18;9
2019-07-22T03:12:00+02:00;4378000000;1,34383E+11;696320;26931712;11,5;5
2019-07-22T03:14:00+02:00;4554000000;1,34387E+11;882688;35989504;15;8
2019-07-22T03:16:00+02:00;5270000000;1,34393E+11;701952;31361536;10,5;8
2019-07-22T03:18:00+02:00;7079500000;1,34399E+11;1048064;52858880;21;36
2019-07-22T03:20:00+02:00;7701500000;1,34383E+11;999936;49033216;11;18
2019-07-22T03:22:00+02:00;7335000000;1,34405E+11;879616;35435520;4;11
2019-07-22T03:24:00+02:00;7546500000;1,34401E+11;1005568;51264512;7;4
2019-07-22T03:26:00+02:00;5248000000;1,34386E+11;931328;45129216;9;6,5
2019-07-22T03:28:00+02:00;6326500000;1,3438E+11;976896;48446976;9;9,5
2019-07-22T03:30:00+02:00;4188000000;1,34376E+11;838656;40355840;14;14,5
2019-07-22T03:32:00+02:00;5486000000;1,34382E+11;913920;45114368;15,5;64
2019-07-22T03:34:00+02:00;5414000000;1,34377E+11;765952;38708736;11;11,5
2019-07-22T03:36:00+02:00;5254500000;1,34378E+11;869376;43133952;12,5;19,5
2019-07-22T03:38:00+02:00;6714000000;1,34412E+11;808448;40489472;12;18,5
2019-07-22T03:40:00+02:00;5160500000;1,34392E+11;982016;46449664;25,5;200,5
2019-07-22T03:42:00+02:00;5496500000;1,34393E+11;998400;56061952;8;55
2019-07-22T03:44:00+02:00;5741500000;1,34376E+11;953344;51343872;9,5;5
2019-07-22T03:46:00+02:00;4649000000;1,34376E+11;757248;37677056;35;21,5
2019-07-22T03:48:00+02:00;5693000000;1,34377E+11;784896;39136256;9;16
2019-07-22T03:50:00+02:00;5205000000;1,34377E+11;1854976;50806272;7;10
2019-07-22T03:52:00+02:00;4463000000;1,34377E+11;923136;46503424;8;4,5
2019-07-22T03:54:00+02:00;4894500000;1,34377E+11;940544;52243968;6,5;5,5
2019-07-22T03:56:00+02:00;4233000000;1,34377E+11;647680;27602432;10;5,5
2019-07-22T03:58:00+02:00;5486000000;1,34378E+11;873984;42998784;13;7
2019-07-22T04:00:00+02:00;4931000000;1,34377E+11;1117184;66738688;15,5;6,5
2019-07-22T04:02:00+02:00;14741500000;1,34381E+11;825856;43121152;8;7,5
2019-07-22T04:04:00+02:00;11371500000;1,34381E+11;650240;33444864;14;9,5
2019-07-22T04:06:00+02:00;13159500000;1,34382E+11;580608;26185728;11,5;5
2019-07-22T04:08:00+02:00;7045000000;1,34415E+11;1590272;170710528;13;3,5
2019-07-22T04:10:00+02:00;12188500000;1,17217E+11;720896;46143488;9;8,5
2019-07-22T04:12:00+02:00;6113500000;1,17209E+11;559104;21088768;11;8
2019-07-22T04:14:00+02:00;5144500000;1,17211E+11;647680;41733120;18;6
2019-07-22T04:16:00+02:00;4076000000;1,17208E+11;644608;40361984;22,5;8
2019-07-22T04:18:00+02:00;5445500000;1,17209E+11;580096;27835904;27;6,5
2019-07-22T04:20:00+02:00;4649000000;1,17208E+11;600064;33371648;12;5
2019-07-22T04:22:00+02:00;3954000000;1,17211E+11;648192;37316608;9;11
2019-07-22T04:24:00+02:00;4561000000;1,17209E+11;778752;48498688;9;6
2019-07-22T04:26:00+02:00;5195500000;1,17209E+11;842752;52235264;15,5;5
2019-07-22T04:28:00+02:00;3902000000;1,1721E+11;643072;33743360;9;6
2019-07-22T04:30:00+02:00;5498000000;1,17211E+11;686592;45755904;12,5;4
2019-07-22T04:32:00+02:00;5375000000;1,17212E+11;789504;44660736;7,5;11,5
2019-07-22T04:34:00+02:00;7903000000;1,17208E+11;604672;40440320;12;5,5
2019-07-22T04:36:00+02:00;4542500000;1,17209E+11;830976;40758784;12,5;8,5
2019-07-22T04:38:00+02:00;4508000000;1,17211E+11;770048;34552832;7;5
2019-07-22T04:40:00+02:00;6936000000;1,17214E+11;2660352;48379392;15,5;84,5
2019-07-22T04:42:00+02:00;6302500000;1,17212E+11;179200;248832;16;7,5
2019-07-22T04:44:00+02:00;5091500000;1,1721E+11;196608;301568;9;6,5
2019-07-22T04:46:00+02:00;7207500000;1,17212E+11;2000384;291840;21;7,5
2019-07-22T04:48:00+02:00;8129500000;1,17212E+11;803840;256000;8,5;5,5
2019-07-22T04:50:00+02:00;7342500000;1,17224E+11;163328;238080;13;5
2019-07-22T04:52:00+02:00;7038000000;1,1724E+11;1102336;476160;3,5;3
2019-07-22T04:54:00+02:00;5182000000;1,17239E+11;6014464;632320;8;3,5
2019-07-22T04:56:00+02:00;2828500000;1,17218E+11;9121792;515072;14;7
2019-07-22T04:58:00+02:00;4157500000;1,1722E+11;143360;235520;37;5
2019-07-22T05:00:00+02:00;4314500000;1,17212E+11;167936;244224;9,5;4,5
2019-07-22T05:02:00+02:00;7399000000;1,17223E+11;149504;171008;7,5;8,5
2019-07-22T05:04:00+02:00;7838500000;1,17221E+11;156672;382976;8,5;5,5
2019-07-22T05:06:00+02:00;6191500000;1,17217E+11;151040;268800;12;5
2019-07-22T05:08:00+02:00;5705000000;1,17221E+11;140800;157696;10;5
2019-07-22T05:10:00+02:00;5600000000;1,17221E+11;168960;214016;11;4,5
2019-07-22T05:12:00+02:00;5572000000;1,17222E+11;143360;402944;10;8
2019-07-22T05:14:00+02:00;6416500000;1,17223E+11;1084416;397824;14;4
2019-07-22T05:16:00+02:00;3080000000;1,1722E+11;193536;326656;15;3,5
2019-07-22T05:18:00+02:00;4564000000;1,1722E+11;175616;798720;34;3,5
2019-07-22T05:20:00+02:00;4388500000;1,17225E+11;129536;184320;4,5;1,5
2019-07-22T05:22:00+02:00;4453500000;1,17222E+11;165376;307712;6,5;14,5
2019-07-22T05:24:00+02:00;3691500000;1,17223E+11;166912;337920;8;6,5
2019-07-22T05:26:00+02:00;3372500000;1,17225E+11;112640;157696;13;4
2019-07-22T05:28:00+02:00;3647500000;1,17228E+11;153600;239104;18,5;45,5
2019-07-22T05:30:00+02:00;3089000000;1,17228E+11;122880;160256;4;2
2019-07-22T05:32:00+02:00;5868500000;1,17231E+11;106496;122880;8;4,5
2019-07-22T05:34:00+02:00;4193000000;1,1723E+11;145920;276480;7,5;3
2019-07-22T05:36:00+02:00;3247500000;1,1723E+11;158720;320512;5,5;2,5
2019-07-22T05:38:00+02:00;4388000000;1,17233E+11;182784;294400;5,5;4,5
2019-07-22T05:40:00+02:00;3512500000;1,17279E+11;287232;331776;2;4,5
2019-07-22T05:42:00+02:00;3653000000;1,17342E+11;160256;244736;10,5;2
2019-07-22T05:44:00+02:00;4117000000;1,17338E+11;248832;292864;7;6
2019-07-22T05:46:00+02:00;4217000000;1,17346E+11;133120;245760;9,5;6
2019-07-22T05:48:00+02:00;2975000000;1,17344E+11;179200;266240;12;6,5
2019-07-22T05:50:00+02:00;3973000000;1,1735E+11;145408;224256;11,5;78
2019-07-22T05:52:00+02:00;2820000000;1,17343E+11;120832;212992;5;5,5
2019-07-22T05:54:00+02:00;5949500000;1,17342E+11;207872;343040;5,5;19
2019-07-22T05:56:00+02:00;3881500000;1,17341E+11;143872;291840;3,5;4
2019-07-22T05:58:00+02:00;2311000000;1,17346E+11;159744;236032;4;7,5
2019-07-22T06:00:00+02:00;3226000000;1,1734E+11;188416;320512;11,5;7
2019-07-22T06:02:00+02:00;5828000000;1,17354E+11;144384;180736;6;5
2019-07-22T06:04:00+02:00;3518000000;1,17345E+11;195072;349184;8;7
2019-07-22T06:06:00+02:00;4778500000;1,17353E+11;163328;297472;7,5;11,5
2019-07-22T06:08:00+02:00;3969500000;1,17356E+11;200704;302592;17;5
2019-07-22T06:10:00+02:00;4082500000;1,1735E+11;130048;163840;8;5
2019-07-22T06:12:00+02:00;4185000000;1,17358E+11;116224;193024;10,5;5,5
2019-07-22T06:14:00+02:00;4053000000;1,17346E+11;177152;331264;7,5;8
2019-07-22T06:16:00+02:00;3667000000;1,17345E+11;120832;271360;20,5;2,5
2019-07-22T06:18:00+02:00;3563500000;1,17349E+11;362496;267776;8;3
2019-07-22T06:20:00+02:00;2689000000;1,17352E+11;144896;222720;9,5;5
2019-07-22T06:22:00+02:00;3368000000;1,17349E+11;157696;463872;13;4
2019-07-22T06:24:00+02:00;3664500000;1,17351E+11;135168;214528;12;5
2019-07-22T06:26:00+02:00;4071000000;1,17344E+11;126464;98304;4;7,5
2019-07-22T06:28:00+02:00;3715500000;1,17339E+11;153600;630784;5;7
2019-07-22T06:30:00+02:00;4671500000;1,17334E+11;244224;573440;7;14
2019-07-22T06:32:00+02:00;8081500000;1,17342E+11;621568;1119744;7,5;5,5
2019-07-22T06:34:00+02:00;12993500000;1,17332E+11;605184;1099264;11;10
2019-07-22T06:36:00+02:00;7663000000;1,1733E+11;516608;1291264;13;24
2019-07-22T06:38:00+02:00;10439000000;1,17338E+11;415744;581120;11;6
2019-07-22T06:40:00+02:00;10019000000;1,1734E+11;1261056;508928;11,5;24
2019-07-22T06:42:00+02:00;6927500000;1,17353E+11;204288;375808;9;10,5
2019-07-22T06:44:00+02:00;7468500000;1,17347E+11;449536;652288;5,5;8,5
2019-07-22T06:46:00+02:00;7934000000;1,17348E+11;166912;184832;8;9
2019-07-22T06:48:00+02:00;6028000000;1,17349E+11;147456;198144;4,5;6
2019-07-22T06:50:00+02:00;6178000000;1,17355E+11;182272;369664;7;22,5
2019-07-22T06:52:00+02:00;6390000000;1,17348E+11;181760;489472;6,5;5
2019-07-22T06:54:00+02:00;5830000000;1,17336E+11;141312;249856;7;7
2019-07-22T06:56:00+02:00;6308500000;1,1734E+11;188416;1004544;7,5;3,5
2019-07-22T06:58:00+02:00;5822500000;1,17334E+11;147456;232448;7,5;4
2019-07-22T07:00:00+02:00;5401000000;1,17333E+11;143360;230912;55;150
2019-07-22T07:02:00+02:00;5898500000;1,17319E+11;160768;287744;7;8
2019-07-22T07:04:00+02:00;6129000000;1,1729E+11;223232;309248;10;7
2019-07-22T07:06:00+02:00;6954500000;1,17289E+11;165376;456704;14,5;9,5
