Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-24T00:00:00+02:00;5872000000;1,0501E+11;134656;1167360;5,5;4
2019-07-24T00:02:00+02:00;11155000000;1,05008E+11;179712;178688;19;83
2019-07-24T00:04:00+02:00;6719000000;1,05005E+11;202240;2469376;16;116,5
2019-07-24T00:06:00+02:00;8724000000;1,05007E+11;194560;329728;19,5;82
2019-07-24T00:08:00+02:00;8068500000;1,05011E+11;320512;1753088;16;54,5
2019-07-24T00:10:00+02:00;8441000000;1,05013E+11;163840;1187840;15;39
2019-07-24T00:12:00+02:00;6368500000;1,05018E+11;172544;243200;30,5;59
2019-07-24T00:14:00+02:00;7829000000;1,05075E+11;256512;135168;25;106
2019-07-24T00:16:00+02:00;6018000000;1,05138E+11;153600;191488;24,5;66,5
2019-07-24T00:18:00+02:00;7411500000;1,05137E+11;259584;205824;8,5;52,5
2019-07-24T00:20:00+02:00;12273000000;1,05142E+11;144896;45056;2;4,5
2019-07-24T00:22:00+02:00;6804000000;1,05143E+11;149504;38400;1,5;3
2019-07-24T00:24:00+02:00;6548000000;1,05141E+11;159232;128512;6,5;2,5
2019-07-24T00:26:00+02:00;8105500000;1,05143E+11;202752;96256;3;4
2019-07-24T00:28:00+02:00;9569000000;1,05143E+11;145920;79360;29,5;50
2019-07-24T00:30:00+02:00;10043500000;1,05149E+11;154112;279040;6;6
2019-07-24T00:32:00+02:00;10202500000;1,05141E+11;234496;245760;8,5;3,5
2019-07-24T00:34:00+02:00;8638000000;1,05145E+11;158208;86528;3;4,5
2019-07-24T00:36:00+02:00;10090000000;1,05144E+11;150528;71680;2,5;4,5
2019-07-24T00:38:00+02:00;9965000000;1,05145E+11;550912;73728;1;1
2019-07-24T00:40:00+02:00;9425000000;1,05153E+11;130048;67072;1,5;9
2019-07-24T00:42:00+02:00;9272000000;1,05149E+11;164864;362496;11,5;3,5
2019-07-24T00:44:00+02:00;11981500000;1,05195E+11;25844224;26348032;6,5;5
2019-07-24T00:46:00+02:00;10214000000;1,05204E+11;33486848;36085248;2;4
2019-07-24T00:48:00+02:00;11672000000;1,05168E+11;29901312;30548992;2,5;2
2019-07-24T00:50:00+02:00;11094500000;1,05154E+11;25537536;24948736;4;5,5
2019-07-24T00:52:00+02:00;11828500000;1,05151E+11;16044544;15815680;9,5;5
2019-07-24T00:54:00+02:00;11241500000;1,05151E+11;25080832;24763392;11;1
2019-07-24T00:56:00+02:00;9919000000;1,05163E+11;196608;282112;3,5;4,5
2019-07-24T00:58:00+02:00;9528500000;1,0516E+11;553984;97280;5;5
2019-07-24T01:00:00+02:00;11873000000;1,05156E+11;377856;6690304;8;4
2019-07-24T01:02:00+02:00;13414000000;1,05165E+11;747520;38359552;8;7,5
2019-07-24T01:04:00+02:00;9744500000;1,05159E+11;621056;33433088;11;14,5
2019-07-24T01:06:00+02:00;9182500000;1,05169E+11;516608;26793472;9,5;16
2019-07-24T01:08:00+02:00;9560500000;1,05171E+11;589824;30303232;8,5;7
2019-07-24T01:10:00+02:00;9343000000;1,05167E+11;570880;29317632;2,5;6,5
2019-07-24T01:12:00+02:00;8183500000;1,05161E+11;593920;25975296;3;5
2019-07-24T01:14:00+02:00;7259000000;1,05167E+11;408576;16886784;6,5;5
2019-07-24T01:16:00+02:00;9187000000;1,05165E+11;556544;17507840;3;5,5
2019-07-24T01:18:00+02:00;8473000000;1,0517E+11;474112;23261696;8,5;6
2019-07-24T01:20:00+02:00;8172500000;1,05172E+11;523776;26430464;8,5;4
2019-07-24T01:22:00+02:00;9773500000;1,0517E+11;538624;25219584;5;6
2019-07-24T01:24:00+02:00;9117500000;1,05167E+11;436224;17892352;8,5;10
2019-07-24T01:26:00+02:00;8039500000;1,05169E+11;390144;14485504;10;138,5
2019-07-24T01:28:00+02:00;8053500000;1,05161E+11;1425920;27123712;10;15
2019-07-24T01:30:00+02:00;8598000000;1,05157E+11;1486336;28732928;6;4
2019-07-24T01:32:00+02:00;9786000000;1,05126E+11;506880;25506304;5,5;8,5
2019-07-24T01:34:00+02:00;7965000000;1,05125E+11;527360;32837632;15;8
2019-07-24T01:36:00+02:00;8163000000;1,05126E+11;544256;24732672;5,5;2,5
2019-07-24T01:38:00+02:00;8235000000;1,05125E+11;538624;30714880;5;13,5
2019-07-24T01:40:00+02:00;8521500000;1,05126E+11;523776;27258368;8,5;6
2019-07-24T01:42:00+02:00;7890500000;1,05128E+11;580096;28759040;7;8
2019-07-24T01:44:00+02:00;9310500000;1,05126E+11;608256;35409920;9,5;5
2019-07-24T01:46:00+02:00;9299000000;1,05125E+11;785408;39522304;9;5
2019-07-24T01:48:00+02:00;7654500000;1,05125E+11;714752;37836288;8,5;8
2019-07-24T01:50:00+02:00;8908500000;1,05125E+11;653312;33639424;6;8
2019-07-24T01:52:00+02:00;8336500000;1,05127E+11;116736;209408;5;7
2019-07-24T01:54:00+02:00;9083500000;1,05126E+11;151040;85504;9;7
