Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-23T00:00:00+02:00;9796000000;1,48646E+11;904704;48921600;13;8,5
2019-07-23T00:02:00+02:00;15516500000;1,48645E+11;427520;37367296;9;25,5
2019-07-23T00:04:00+02:00;9631500000;1,48639E+11;493568;44404736;26,5;81,5
2019-07-23T00:06:00+02:00;8610500000;1,48622E+11;561152;19453952;10;113,5
2019-07-23T00:08:00+02:00;9345500000;1,4862E+11;264192;4256256;12,5;76
2019-07-23T00:10:00+02:00;10755500000;1,48619E+11;305152;3237888;16;71
2019-07-23T00:12:00+02:00;10348000000;1,48716E+11;216064;456704;11;80
2019-07-23T00:14:00+02:00;11714500000;1,48765E+11;217088;368640;17;77,5
2019-07-23T00:16:00+02:00;10489000000;1,48762E+11;242688;501248;11,5;96
2019-07-23T00:18:00+02:00;9460500000;1,48746E+11;283136;696832;16,5;81,5
2019-07-23T00:20:00+02:00;10373000000;1,48745E+11;307712;651776;25,5;59
2019-07-23T00:22:00+02:00;9281500000;1,48743E+11;344576;417280;12,5;7
2019-07-23T00:24:00+02:00;10220500000;1,48738E+11;266240;538624;4;3,5
2019-07-23T00:26:00+02:00;11319500000;1,48729E+11;205312;487424;4,5;33
2019-07-23T00:28:00+02:00;12512000000;1,48726E+11;1110528;478208;2;4,5
2019-07-23T00:30:00+02:00;11616000000;1,48724E+11;1072128;372224;2,5;4
2019-07-23T00:32:00+02:00;13795500000;1,45482E+11;712192;62051840;3;4,5
2019-07-23T00:34:00+02:00;10289500000;1,42227E+11;190464;257024;3;4
2019-07-23T00:36:00+02:00;10916500000;1,42222E+11;206336;324608;4;2
2019-07-23T00:38:00+02:00;10475500000;1,4222E+11;219648;424960;7,5;3
2019-07-23T00:40:00+02:00;10997500000;1,42218E+11;238592;487424;5;3
2019-07-23T00:42:00+02:00;10308000000;1,42209E+11;231424;476672;22,5;8
2019-07-23T00:44:00+02:00;11376000000;1,4221E+11;196608;384000;4,5;5
2019-07-23T00:46:00+02:00;10475000000;1,42201E+11;212992;802816;3;3
2019-07-23T00:48:00+02:00;9577000000;1,42191E+11;160768;309760;2;2
2019-07-23T00:50:00+02:00;10512500000;1,42181E+11;228352;330240;4,5;3
2019-07-23T00:52:00+02:00;10419000000;1,42176E+11;174080;451072;2;3
2019-07-23T00:54:00+02:00;12204500000;1,42176E+11;303104;506880;3,5;3
2019-07-23T00:56:00+02:00;12188000000;1,4217E+11;732160;62095872;8,5;3
2019-07-23T00:58:00+02:00;12211000000;1,36865E+11;500736;42300416;9;3
2019-07-23T01:00:00+02:00;10906500000;1,31454E+11;240640;2224128;10;6,5
2019-07-23T01:02:00+02:00;12933500000;1,31447E+11;730624;26854912;8;5
2019-07-23T01:04:00+02:00;11513000000;1,31433E+11;635904;27359232;5;5,5
2019-07-23T01:06:00+02:00;7951000000;1,31435E+11;657408;25181696;20,5;8,5
2019-07-23T01:08:00+02:00;8700500000;1,31433E+11;558080;24649216;14,5;6,5
2019-07-23T01:10:00+02:00;8898000000;1,31433E+11;636928;24828928;12;7,5
2019-07-23T01:12:00+02:00;8700000000;1,31435E+11;619008;19027456;7;4,5
2019-07-23T01:14:00+02:00;9134000000;1,31437E+11;551936;26645504;12;9
2019-07-23T01:16:00+02:00;9607500000;1,31438E+11;2748928;26982912;13,5;37,5
2019-07-23T01:18:00+02:00;7523000000;1,31451E+11;651776;28715520;15,5;10,5
2019-07-23T01:20:00+02:00;9490500000;1,3144E+11;772608;32514560;4,5;6
2019-07-23T01:22:00+02:00;8209500000;1,31441E+11;427520;15751680;13,5;3,5
2019-07-23T01:24:00+02:00;8891000000;1,31439E+11;575488;26917888;9,5;8
2019-07-23T01:26:00+02:00;9601000000;1,31439E+11;761856;26546688;12,5;6,5
2019-07-23T01:28:00+02:00;9408500000;1,31437E+11;642560;26757120;12,5;4
