Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-25T00:00:00+02:00;9987500000;88552243200;204800;106496;3;6,5
2019-07-25T00:02:00+02:00;7241500000;88566923264;229376;269312;7;5,5
2019-07-25T00:04:00+02:00;7221000000;88550146048;187392;112128;8;3,5
2019-07-25T00:06:00+02:00;6428500000;88550670336;176128;278528;7;10,5
2019-07-25T00:08:00+02:00;6648000000;88551194624;195072;123392;5,5;6
2019-07-25T00:10:00+02:00;7793000000;88551718912;257024;259072;6;7,5
2019-07-25T00:12:00+02:00;5854000000;88551194624;180224;215040;1;5
2019-07-25T00:14:00+02:00;5845000000;88551194624;229376;212992;0,5;5
2019-07-25T00:16:00+02:00;6918500000;88552767488;235008;141824;3,5;9
2019-07-25T00:18:00+02:00;6724000000;88552767488;173056;477184;5;7
2019-07-25T00:20:00+02:00;8804500000;88553816064;321536;5017600;4;5,5
2019-07-25T00:22:00+02:00;6474000000;88551718912;224768;572416;6,5;7
2019-07-25T00:24:00+02:00;5797000000;88552243200;189952;527360;3,5;9,5
2019-07-25T00:26:00+02:00;5773500000;88555388928;215040;352256;2;8
2019-07-25T00:28:00+02:00;5608500000;88554864640;166912;193024;4;11
2019-07-25T00:30:00+02:00;6879000000;88553816064;167424;199680;2,5;4
2019-07-25T00:32:00+02:00;5820000000;88552243200;222720;229376;1,5;4,5
2019-07-25T00:34:00+02:00;5334000000;88552243200;166912;362496;1;3,5
2019-07-25T00:36:00+02:00;5703500000;88555388928;210944;115200;2,5;7,5
2019-07-25T00:38:00+02:00;5600000000;88552243200;165888;123904;5,5;2,5
2019-07-25T00:40:00+02:00;6172000000;88552767488;187392;160768;5;5
2019-07-25T00:42:00+02:00;5894500000;88552243200;202240;78848;1,5;3,5
2019-07-25T00:44:00+02:00;6280000000;88553816064;193536;478208;3,5;6,5
2019-07-25T00:46:00+02:00;6655000000;88552767488;189952;185344;1;11
2019-07-25T00:48:00+02:00;5704500000;88552243200;205824;186880;7;4,5
2019-07-25T00:50:00+02:00;6524500000;88555388928;327680;231936;23,5;14
2019-07-25T00:52:00+02:00;5657000000;88552767488;173568;58880;2;4
2019-07-25T00:54:00+02:00;5661500000;88558010368;179200;192512;5;1
2019-07-25T00:56:00+02:00;5902500000;88553816064;221696;442880;5;6,5
2019-07-25T00:58:00+02:00;5723000000;88553816064;195072;157184;4;5,5
2019-07-25T01:00:00+02:00;7565500000;88555388928;271872;3076096;10,5;9
2019-07-25T01:02:00+02:00;7201000000;88570593280;838656;45727232;11,5;10
2019-07-25T01:04:00+02:00;6706500000;88554340352;850944;46966784;9;8
2019-07-25T01:06:00+02:00;6714000000;88561156096;892928;52597248;47,5;9,5
2019-07-25T01:08:00+02:00;5919500000;88553291776;745984;41994240;6,5;5,5
