Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-19T09:14:00+02:00;11748000000;1,2178E+11;342016;1303552;10;12,5
2019-07-19T09:16:00+02:00;9766000000;1,21778E+11;447488;690176;9;11
2019-07-19T09:18:00+02:00;10770000000;1,21777E+11;427008;732160;11,5;4
2019-07-19T09:20:00+02:00;12521500000;1,21777E+11;500224;782336;11;3,5
2019-07-19T09:22:00+02:00;12756000000;1,2181E+11;631296;28505600;11;3,5
2019-07-19T09:24:00+02:00;12265500000;1,17547E+11;434176;8407040;11;6
2019-07-19T09:26:00+02:00;9827500000;1,17539E+11;365056;5415936;11;5,5
2019-07-19T09:28:00+02:00;9894000000;1,17532E+11;304640;588800;8,5;5,5
2019-07-19T09:30:00+02:00;9529500000;1,17528E+11;285184;736256;9,5;3,5
2019-07-19T09:32:00+02:00;10000000000;1,17526E+11;325120;587776;10;2,5
2019-07-19T09:34:00+02:00;10228500000;1,17525E+11;290816;468992;16,5;5
2019-07-19T09:36:00+02:00;10434500000;1,17526E+11;743424;1165312;9;13
2019-07-19T09:38:00+02:00;10223000000;1,17526E+11;355328;734208;15;21,5
2019-07-19T09:40:00+02:00;9458000000;1,17527E+11;370688;552960;17,5;9
2019-07-19T09:42:00+02:00;11301000000;1,17525E+11;310272;474624;15;16
2019-07-19T09:44:00+02:00;10673500000;1,17524E+11;271872;962048;16;5
2019-07-19T09:46:00+02:00;8781500000;1,17525E+11;382976;870912;18,5;40
2019-07-19T09:48:00+02:00;9575500000;1,17526E+11;314368;590848;17;24
2019-07-19T09:50:00+02:00;8357000000;1,17524E+11;263168;438272;10;8,5
2019-07-19T09:52:00+02:00;8526000000;1,17525E+11;514560;871424;12,5;7,5
2019-07-19T09:54:00+02:00;7852500000;1,17524E+11;945152;959488;19;15,5
2019-07-19T09:56:00+02:00;9049500000;1,17526E+11;355328;544768;25,5;15
2019-07-19T09:58:00+02:00;7975000000;1,1753E+11;415232;857600;10;4
2019-07-19T10:00:00+02:00;6207000000;1,17521E+11;312832;532480;11;4,5
2019-07-19T10:02:00+02:00;7959000000;1,17524E+11;337920;770048;13;6
2019-07-19T10:04:00+02:00;7722000000;1,17521E+11;449024;676864;11;84,5
2019-07-19T10:06:00+02:00;8155500000;1,17522E+11;253952;562176;16,5;9,5
2019-07-19T10:08:00+02:00;7009000000;1,17523E+11;297984;758784;12;7
2019-07-19T10:10:00+02:00;9667500000;1,17523E+11;895488;1146368;14,5;9
2019-07-19T10:12:00+02:00;11052000000;1,17543E+11;322560;1363968;17;20,5
2019-07-19T10:14:00+02:00;7697500000;1,17535E+11;1217536;901120;17,5;4,5
2019-07-19T10:16:00+02:00;9364000000;1,17529E+11;408576;718848;13;16
2019-07-19T10:18:00+02:00;8006000000;1,17524E+11;561664;825344;12,5;12
2019-07-19T10:20:00+02:00;8790000000;1,17535E+11;709120;717312;11,5;11,5
2019-07-19T10:22:00+02:00;8381500000;1,17533E+11;1007616;1344512;19,5;23
2019-07-19T10:24:00+02:00;7997000000;1,17526E+11;412672;1064960;11;12
2019-07-19T10:26:00+02:00;7235000000;1,17527E+11;654336;1125888;17,5;29,5
2019-07-19T10:28:00+02:00;8221500000;1,17531E+11;598016;628736;13;15
2019-07-19T10:30:00+02:00;7288500000;1,1753E+11;764928;797184;12;7
2019-07-19T10:32:00+02:00;7307000000;1,17529E+11;379392;652288;20;80
2019-07-19T10:34:00+02:00;9123500000;1,17528E+11;307200;792576;21,5;60,5
2019-07-19T10:36:00+02:00;9271500000;1,1753E+11;307712;1097728;32;77
2019-07-19T10:38:00+02:00;8131500000;1,17528E+11;437760;578560;27;54,5
2019-07-19T10:40:00+02:00;7929500000;1,17535E+11;1260032;696832;15,5;5,5
2019-07-19T10:42:00+02:00;8877000000;1,17525E+11;247296;671744;12,5;8
2019-07-19T10:44:00+02:00;6260000000;1,17526E+11;385536;5466112;15,5;8,5
2019-07-19T10:46:00+02:00;8423500000;1,17528E+11;311296;550400;19,5;7,5
