Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-26T00:00:00+02:00;217500000;19137560576;73216;4096;5,5;3
2019-07-26T00:02:00+02:00;244500000;19135463424;73728;3072;7,5;1,5
2019-07-26T00:04:00+02:00;200500000;19140182016;75776;3072;2;7
2019-07-26T00:06:00+02:00;331000000;19138084864;72704;2560;3;4
2019-07-26T00:08:00+02:00;233500000;19153289216;76800;2560;3,5;1,5
2019-07-26T00:10:00+02:00;232000000;19139133440;75776;3072;0;6
2019-07-26T00:12:00+02:00;1783500000;19269681152;71680;4096;0;0,5
2019-07-26T00:14:00+02:00;231500000;19263913984;83456;2560;0;0,5
2019-07-26T00:16:00+02:00;304000000;19229310976;73216;99840;0,5;1
2019-07-26T00:18:00+02:00;220500000;19227738112;77824;3584;0,5;1,5
2019-07-26T00:20:00+02:00;242500000;19229310976;75264;3072;10;4
2019-07-26T00:22:00+02:00;342000000;19226689536;75264;3072;0;0,5
2019-07-26T00:24:00+02:00;334000000;19226689536;81920;2048;0;0
2019-07-26T00:26:00+02:00;305500000;19226689536;73728;99840;0;0
2019-07-26T00:28:00+02:00;429000000;19227213824;74752;2048;3,5;1
2019-07-26T00:30:00+02:00;339000000;19226689536;76288;2560;0,5;3,5
2019-07-26T00:32:00+02:00;210500000;19226165248;72192;3584;0;2
2019-07-26T00:34:00+02:00;177500000;19225640960;71168;2048;4;0
2019-07-26T00:36:00+02:00;184000000;19226689536;75776;3072;4;6,5
2019-07-26T00:38:00+02:00;172000000;19226689536;70144;60928;0;0
2019-07-26T00:40:00+02:00;215000000;19227213824;78848;2560;0;0,5
2019-07-26T00:42:00+02:00;141000000;19229310976;76288;50176;0;3
2019-07-26T00:44:00+02:00;236000000;19227213824;71680;2048;2;1
2019-07-26T00:46:00+02:00;162500000;19226689536;76800;3072;0;1
2019-07-26T00:48:00+02:00;147000000;19227213824;74240;2048;0;7
2019-07-26T00:50:00+02:00;140000000;19226689536;74752;2560;5;0,5
2019-07-26T00:52:00+02:00;145000000;19226689536;74752;3584;1;4
2019-07-26T00:54:00+02:00;282000000;19228262400;72704;194560;0;16,5
2019-07-26T00:56:00+02:00;273000000;19226165248;75264;3072;0;0,5
2019-07-26T00:58:00+02:00;254000000;19226689536;71680;3072;0;0
2019-07-26T01:00:00+02:00;335000000;19226165248;102400;9216;4,5;0,5
2019-07-26T01:02:00+02:00;342500000;19226689536;70656;2560;0;6
2019-07-26T01:04:00+02:00;305000000;19226165248;72704;2560;5;5
2019-07-26T01:06:00+02:00;378000000;19231408128;75264;2560;3;2
2019-07-26T01:08:00+02:00;221500000;19230359552;71168;2560;1;0
2019-07-26T01:10:00+02:00;176500000;19229835264;66560;2048;1;0
2019-07-26T01:12:00+02:00;216500000;19230883840;72192;2560;1;0
2019-07-26T01:14:00+02:00;138000000;19230359552;69632;2048;0;0
2019-07-26T01:16:00+02:00;100500000;19229835264;70656;2048;1;3
2019-07-26T01:18:00+02:00;107500000;19229835264;68608;3072;0;0,5
2019-07-26T01:20:00+02:00;104500000;19229835264;73728;2048;0;0,5
2019-07-26T01:22:00+02:00;108000000;19231932416;68608;3072;0;0
2019-07-26T01:24:00+02:00;145500000;19232456704;70656;2560;0;0
2019-07-26T01:26:00+02:00;139500000;19229835264;68608;2048;0;0
2019-07-26T01:28:00+02:00;286000000;19230883840;74240;3072;0;1,5
2019-07-26T01:30:00+02:00;205500000;19230359552;66560;2048;0;1
2019-07-26T01:32:00+02:00;245000000;19230359552;71680;44544;0;0
2019-07-26T01:34:00+02:00;245000000;19230359552;69632;2560;0;0
2019-07-26T01:36:00+02:00;204000000;19229835264;72704;2048;0;0
2019-07-26T01:38:00+02:00;279000000;19230883840;69632;2560;0;3,5
2019-07-26T01:40:00+02:00;150000000;19230883840;70144;2560;0;0
2019-07-26T01:42:00+02:00;156500000;19229835264;75776;2048;0;0
2019-07-26T01:44:00+02:00;161000000;19229835264;70656;98816;0;0
2019-07-26T01:46:00+02:00;164000000;19229835264;71168;2048;0;0
2019-07-26T01:48:00+02:00;165000000;19229835264;70656;2048;0;0,5
2019-07-26T01:50:00+02:00;159500000;19231408128;70144;2560;0;0
2019-07-26T01:52:00+02:00;166000000;19230359552;79872;5120;0;0
2019-07-26T01:54:00+02:00;169000000;19229835264;69632;2560;0;0
2019-07-26T01:56:00+02:00;107500000;19229835264;72192;4096;0;0
2019-07-26T01:58:00+02:00;140000000;19230359552;72704;2048;0;0
2019-07-26T02:00:00+02:00;134000000;19230883840;80384;2560;0;0
2019-07-26T02:02:00+02:00;169500000;19230883840;72704;3584;0;0
2019-07-26T02:04:00+02:00;239500000;19231408128;78336;2048;0;0
2019-07-26T02:06:00+02:00;246000000;19230359552;69632;3584;62;17
2019-07-26T02:08:00+02:00;209000000;19230359552;71680;2048;0;0,5
2019-07-26T02:10:00+02:00;242000000;19232456704;80896;99328;5,5;0
2019-07-26T02:12:00+02:00;183500000;19231408128;71680;3072;7,5;0
2019-07-26T02:14:00+02:00;155500000;19231408128;76800;2048;1,5;1
2019-07-26T02:16:00+02:00;106500000;19231932416;67584;3072;0;0
2019-07-26T02:18:00+02:00;108000000;19231408128;76800;2048;0,5;0
2019-07-26T02:20:00+02:00;114000000;19231932416;86016;2560;2;2
2019-07-26T02:22:00+02:00;187000000;19235602432;72704;98816;1;0
2019-07-26T02:24:00+02:00;195000000;19232980992;83968;3072;0;0
2019-07-26T02:26:00+02:00;193000000;19232456704;72192;3072;3;0
2019-07-26T02:28:00+02:00;222000000;19235078144;72704;2048;0,5;0
2019-07-26T02:30:00+02:00;196000000;19235078144;74752;5632;1;1,5
2019-07-26T02:32:00+02:00;242000000;19232980992;69120;48128;0;0
2019-07-26T02:34:00+02:00;160000000;19233505280;70656;2048;0,5;0
2019-07-26T02:36:00+02:00;268000000;19232980992;69632;2048;0,5;5
2019-07-26T02:38:00+02:00;341000000;19236126720;68608;3072;7;0
2019-07-26T02:40:00+02:00;202500000;19233505280;64512;2048;4;0
2019-07-26T02:42:00+02:00;208000000;19235078144;72192;2560;5;0
2019-07-26T02:44:00+02:00;209000000;19235602432;68096;2048;2;0
2019-07-26T02:46:00+02:00;186500000;19235078144;68096;2048;1,5;0
2019-07-26T02:48:00+02:00;127000000;19235602432;70656;3072;0;1
2019-07-26T02:50:00+02:00;250500000;19238748160;67072;2560;0,5;0
2019-07-26T02:52:00+02:00;157500000;19235602432;68096;2048;0;0
2019-07-26T02:54:00+02:00;126000000;19236651008;81408;2560;0;1
2019-07-26T02:56:00+02:00;159000000;19236126720;75776;2048;2,5;0
2019-07-26T02:58:00+02:00;157500000;19237175296;65024;2560;5;0
2019-07-26T03:00:00+02:00;221000000;19238223872;70656;98304;6;0
2019-07-26T03:02:00+02:00;158500000;19238223872;70656;2048;5;0
2019-07-26T03:04:00+02:00;180500000;19237175296;71680;3072;2;0
2019-07-26T03:06:00+02:00;183000000;19237699584;72704;2048;1;0
