Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-07-21T00:00:00+02:00;3550500000;1,34747E+11;167936;179712;16,5;17,5
2019-07-21T00:02:00+02:00;6508500000;1,34757E+11;197632;523264;33,5;112,5
2019-07-21T00:04:00+02:00;3347500000;1,34753E+11;168448;307200;23,5;59
2019-07-21T00:06:00+02:00;4507000000;1,3475E+11;263168;3547136;29,5;62,5
2019-07-21T00:08:00+02:00;5965000000;1,34754E+11;246272;2142208;21,5;71,5
2019-07-21T00:10:00+02:00;6402000000;1,34749E+11;149504;243200;9;75,5
2019-07-21T00:12:00+02:00;5576500000;1,34853E+11;231936;656896;18,5;61,5
2019-07-21T00:14:00+02:00;5073500000;1,34739E+11;205824;1094656;38,5;83,5
2019-07-21T00:16:00+02:00;4720500000;1,34616E+11;200192;768000;19,5;84
2019-07-21T00:18:00+02:00;5319000000;1,34611E+11;214016;326656;31;85
2019-07-21T00:20:00+02:00;7045500000;1,34597E+11;241664;361472;22,5;13,5
2019-07-21T00:22:00+02:00;7906500000;1,34587E+11;177664;1751552;9,5;9
2019-07-21T00:24:00+02:00;7903000000;1,34585E+11;168960;900096;8;5,5
2019-07-21T00:26:00+02:00;8684500000;1,34584E+11;266752;692224;11,5;6,5
2019-07-21T00:28:00+02:00;7607000000;1,34585E+11;1023488;1680896;13,5;3,5
2019-07-21T00:30:00+02:00;8844500000;1,34585E+11;142336;187392;25,5;8,5
2019-07-21T00:32:00+02:00;8748500000;1,34581E+11;198144;1898496;5;5,5
2019-07-21T00:34:00+02:00;7274500000;1,34554E+11;135680;370688;7,5;5,5
2019-07-21T00:36:00+02:00;7041500000;1,34545E+11;132096;151040;2,5;5
2019-07-21T00:38:00+02:00;7022000000;1,34536E+11;347136;441344;4;5,5
2019-07-21T00:40:00+02:00;6151000000;1,34527E+11;224256;530432;2,5;4,5
2019-07-21T00:42:00+02:00;5707000000;1,34524E+11;334336;483840;11,5;3,5
2019-07-21T00:44:00+02:00;5723000000;1,3451E+11;203264;246272;6;4
2019-07-21T00:46:00+02:00;6884500000;1,34506E+11;128000;274432;7;5,5
2019-07-21T00:48:00+02:00;5265000000;1,34492E+11;172544;256512;3,5;2,5
2019-07-21T00:50:00+02:00;5867000000;1,34485E+11;182272;285696;7;11,5
2019-07-21T00:52:00+02:00;5937000000;1,34476E+11;192512;363008;5,5;5
2019-07-21T00:54:00+02:00;5815500000;1,34458E+11;166912;284160;7;5
2019-07-21T00:56:00+02:00;6270000000;1,34443E+11;200192;237056;3,5;4
2019-07-21T00:58:00+02:00;5913500000;1,34438E+11;162816;291840;3,5;4,5
2019-07-21T01:00:00+02:00;4356000000;1,3443E+11;418304;26041344;7;9,5
2019-07-21T01:02:00+02:00;7417500000;1,34446E+11;500736;20717568;13,5;8
2019-07-21T01:04:00+02:00;6168500000;1,34452E+11;551424;25457152;13,5;9
2019-07-21T01:06:00+02:00;6199000000;1,34452E+11;577536;22414336;19,5;7,5
2019-07-21T01:08:00+02:00;7307000000;1,34456E+11;583680;26889216;12;7
2019-07-21T01:10:00+02:00;5716000000;1,34451E+11;609280;36139520;12;10,5
2019-07-21T01:12:00+02:00;6369500000;1,34455E+11;633344;28202496;10,5;9,5
2019-07-21T01:14:00+02:00;6048500000;1,34464E+11;508416;18764800;14,5;6,5
2019-07-21T01:16:00+02:00;6704000000;1,34463E+11;504832;21004288;8,5;13
2019-07-21T01:18:00+02:00;6703500000;1,34453E+11;744448;44205568;13;5
2019-07-21T01:20:00+02:00;5636500000;1,34454E+11;683008;42842112;7,5;7,5
2019-07-21T01:22:00+02:00;6974500000;1,3446E+11;513024;20621824;9;8,5
2019-07-21T01:24:00+02:00;7057500000;1,3446E+11;476160;20262912;8;9
2019-07-21T01:26:00+02:00;5255000000;1,34462E+11;505344;21027840;13;15,5
2019-07-21T01:28:00+02:00;7286500000;1,34454E+11;887808;61346304;13,5;7,5
2019-07-21T01:30:00+02:00;7329500000;1,34457E+11;672768;22702080;7,5;6,5
2019-07-21T01:32:00+02:00;7336000000;1,34456E+11;395264;14718464;3;10,5
2019-07-21T01:34:00+02:00;5763500000;1,34456E+11;289792;6687744;12,5;16
2019-07-21T01:36:00+02:00;5041500000;1,34451E+11;422400;15162368;63;143,5
2019-07-21T01:38:00+02:00;4675000000;1,34467E+11;483328;15743488;7;11,5
2019-07-21T01:40:00+02:00;5526000000;1,34466E+11;561152;13057024;11,5;11
2019-07-21T01:42:00+02:00;4742000000;1,34472E+11;440832;13685760;4,5;10
2019-07-21T01:44:00+02:00;5223500000;1,34478E+11;519168;17589248;7;7,5
2019-07-21T01:46:00+02:00;5072500000;1,34471E+11;371712;17359872;10,5;7,5
2019-07-21T01:48:00+02:00;6055500000;1,34471E+11;603648;22231040;6,5;5,5
2019-07-21T01:50:00+02:00;4365500000;1,34473E+11;358912;14759424;10,5;5
2019-07-21T01:52:00+02:00;3778500000;1,34473E+11;408576;15799808;5,5;13,5
2019-07-21T01:54:00+02:00;4520500000;1,34479E+11;444416;19993088;4;9
2019-07-21T01:56:00+02:00;4981500000;1,34494E+11;474624;22252544;11;40,5
2019-07-21T01:58:00+02:00;7073500000;1,34488E+11;611328;28981248;5,5;4
2019-07-21T02:00:00+02:00;5753500000;1,34483E+11;1509376;25955328;10;14
2019-07-21T02:02:00+02:00;7265000000;1,34503E+11;302080;5895168;11,5;14
2019-07-21T02:04:00+02:00;7695500000;1,34499E+11;597504;26494464;7,5;11,5
2019-07-21T02:06:00+02:00;6679000000;1,34512E+11;502272;21120000;8;13
2019-07-21T02:08:00+02:00;8185500000;1,34494E+11;506880;23254016;6,5;13
2019-07-21T02:10:00+02:00;6784500000;1,34495E+11;555520;26024448;6;19
2019-07-21T02:12:00+02:00;7514000000;1,34503E+11;657408;30505984;5,5;7
2019-07-21T02:14:00+02:00;6461500000;1,34513E+11;889344;44754944;10;24,5
2019-07-21T02:16:00+02:00;7320000000;1,34507E+11;480768;22091264;6,5;12,5
2019-07-21T02:18:00+02:00;7981000000;1,34513E+11;551936;24576512;10;13,5
2019-07-21T02:20:00+02:00;7727500000;1,34551E+11;479744;18449920;15;15
2019-07-21T02:22:00+02:00;6339500000;1,34545E+11;552960;23956992;24;6
2019-07-21T02:24:00+02:00;5390500000;1,34521E+11;794624;36153344;12,5;44
2019-07-21T02:26:00+02:00;4085000000;1,34496E+11;712192;35720192;7,5;5,5
2019-07-21T02:28:00+02:00;4041000000;1,34453E+11;589824;30127104;7,5;11
2019-07-21T02:30:00+02:00;4757000000;1,34451E+11;785408;39718912;11,5;35,5
2019-07-21T02:32:00+02:00;3824500000;1,34455E+11;621056;29749760;21;7,5
2019-07-21T02:34:00+02:00;3845500000;1,34457E+11;676352;33640448;3,5;8,5
2019-07-21T02:36:00+02:00;3198000000;1,34456E+11;739840;37538816;12,5;6
2019-07-21T02:38:00+02:00;3586500000;1,34457E+11;735744;35850752;7;5,5
2019-07-21T02:40:00+02:00;4556500000;1,34457E+11;779776;40669184;2,5;6
2019-07-21T02:42:00+02:00;3481000000;1,34448E+11;644096;30181376;11;12
2019-07-21T02:44:00+02:00;3724000000;1,34441E+11;1621504;31770624;6;11
2019-07-21T02:46:00+02:00;4503000000;1,34443E+11;648704;26896896;11,5;9,5
2019-07-21T02:48:00+02:00;3238000000;1,34444E+11;656384;33112576;7,5;6,5
2019-07-21T02:50:00+02:00;3180500000;1,34443E+11;514560;23741440;2;8,5
2019-07-21T02:52:00+02:00;3812500000;1,34444E+11;475136;17251328;8;7,5
2019-07-21T02:54:00+02:00;3454000000;1,34446E+11;496128;23449600;12;37
2019-07-21T02:56:00+02:00;3140000000;1,34446E+11;522240;21207552;5;12,5
2019-07-21T02:58:00+02:00;3473500000;1,34449E+11;786432;42265600;5,5;10,5
2019-07-21T03:00:00+02:00;3766500000;1,34452E+11;790016;44401152;3;9,5
2019-07-21T03:02:00+02:00;5373500000;1,34454E+11;681984;31817728;7,5;11
2019-07-21T03:04:00+02:00;3343500000;1,34449E+11;740352;34201600;6;7,5
2019-07-21T03:06:00+02:00;4538000000;1,34454E+11;656896;30998528;11,5;7
2019-07-21T03:08:00+02:00;4578500000;1,34457E+11;1539584;39263744;9,5;5,5
2019-07-21T03:10:00+02:00;3573000000;1,3447E+11;875008;42962944;13;7
2019-07-21T03:12:00+02:00;5181500000;1,34471E+11;713216;40956416;6,5;4,5
2019-07-21T03:14:00+02:00;4169000000;1,34475E+11;1094656;46793216;6;5,5
2019-07-21T03:16:00+02:00;4034500000;1,34473E+11;1162752;46626304;7;10,5
2019-07-21T03:18:00+02:00;4183500000;1,34466E+11;889856;52806656;25;29,5
2019-07-21T03:20:00+02:00;4852000000;1,34466E+11;814080;51974144;30,5;23
2019-07-21T03:22:00+02:00;4735500000;1,34466E+11;785408;43574272;9,5;14,5
2019-07-21T03:24:00+02:00;6643000000;1,34465E+11;1058816;51270656;7;27,5
2019-07-21T03:26:00+02:00;5808500000;1,34466E+11;894976;55414784;7;17,5
2019-07-21T03:28:00+02:00;3397000000;1,34465E+11;1694208;44881408;13,5;7,5
2019-07-21T03:30:00+02:00;3574000000;1,34466E+11;906240;49544704;8,5;6
2019-07-21T03:32:00+02:00;4956000000;1,34486E+11;935936;55849984;11,5;9
2019-07-21T03:34:00+02:00;4607500000;1,34515E+11;976384;59987456;6;8
2019-07-21T03:36:00+02:00;4845000000;1,34511E+11;899072;48018432;12,5;8,5
2019-07-21T03:38:00+02:00;5942000000;1,34502E+11;834048;45778944;16,5;8,5
2019-07-21T03:40:00+02:00;4523500000;1,34487E+11;952832;45649920;5;17,5
2019-07-21T03:42:00+02:00;3947500000;1,34491E+11;486400;25945088;9;16
2019-07-21T03:44:00+02:00;4411500000;1,34481E+11;745472;38462976;17;15
2019-07-21T03:46:00+02:00;4495500000;1,34477E+11;578048;30396416;15;5,5
2019-07-21T03:48:00+02:00;4192500000;1,3447E+11;557056;25115648;10;4,5
2019-07-21T03:50:00+02:00;5204000000;1,34471E+11;755200;44269568;7,5;6,5
2019-07-21T03:52:00+02:00;3679000000;1,34461E+11;704512;40184320;10;8,5
2019-07-21T03:54:00+02:00;4012500000;1,3446E+11;776192;44264960;6;6
2019-07-21T03:56:00+02:00;3046500000;1,34455E+11;626688;32541184;4,5;6,5
2019-07-21T03:58:00+02:00;3732500000;1,34456E+11;819200;44300800;4;5
2019-07-21T04:00:00+02:00;3399500000;1,34456E+11;743424;43035648;4;12,5
2019-07-21T04:02:00+02:00;4446500000;1,34463E+11;659456;36109312;4;11
2019-07-21T04:04:00+02:00;3916500000;1,3446E+11;669696;43560960;11;11
2019-07-21T04:06:00+02:00;3254000000;1,34462E+11;739840;42357760;11,5;9
2019-07-21T04:08:00+02:00;3139000000;1,34457E+11;946688;56421888;12;8,5
2019-07-21T04:10:00+02:00;4882000000;1,34454E+11;745472;47406080;5;7,5
2019-07-21T04:12:00+02:00;3774000000;1,3448E+11;704512;38546944;7,5;4,5
2019-07-21T04:14:00+02:00;4119500000;1,34482E+11;824320;41680896;8;6,5
2019-07-21T04:16:00+02:00;4106000000;1,34475E+11;861696;52628992;7;11
2019-07-21T04:18:00+02:00;4088500000;1,34457E+11;987136;81600512;17;4
2019-07-21T04:20:00+02:00;4236000000;1,34458E+11;997888;82454528;15;10
2019-07-21T04:22:00+02:00;3436000000;1,34457E+11;931328;76751360;12,5;3,5
2019-07-21T04:24:00+02:00;6000500000;1,34458E+11;1021440;83189248;5;6,5
2019-07-21T04:26:00+02:00;3658000000;1,34458E+11;1065984;76667904;9;10,5
2019-07-21T04:28:00+02:00;5181000000;1,34458E+11;930304;61199872;6;4
2019-07-21T04:30:00+02:00;3909500000;1,34469E+11;2312192;57692672;4,5;6
2019-07-21T04:32:00+02:00;4556000000;1,3446E+11;8521728;64311296;7;5,5
2019-07-21T04:34:00+02:00;3350000000;1,3446E+11;26770432;26137088;5,5;7,5
2019-07-21T04:36:00+02:00;2425500000;1,34462E+11;12419072;12386816;5;7,5
2019-07-21T04:38:00+02:00;2470500000;1,3446E+11;12864000;12867584;5,5;4
2019-07-21T04:40:00+02:00;4342500000;1,34462E+11;15823872;29785600;11;6,5
2019-07-21T04:42:00+02:00;2863500000;1,34486E+11;222208;15420416;7,5;6,5
2019-07-21T04:44:00+02:00;3806000000;1,34462E+11;205824;5468160;5,5;13
2019-07-21T04:46:00+02:00;3655500000;1,34463E+11;296960;315392;5,5;4,5
2019-07-21T04:48:00+02:00;3460500000;1,3446E+11;158720;231424;3,5;1,5
2019-07-21T04:50:00+02:00;2610500000;1,34461E+11;188928;302080;7,5;3
2019-07-21T04:52:00+02:00;3259000000;1,3446E+11;163840;307200;9;4
2019-07-21T04:54:00+02:00;2876500000;1,34462E+11;138752;204288;12,5;8,5
2019-07-21T04:56:00+02:00;3737500000;1,34464E+11;160768;169472;11;54,5
2019-07-21T04:58:00+02:00;2814000000;1,34463E+11;134656;261120;9;51
2019-07-21T05:00:00+02:00;2231000000;1,34463E+11;168960;299520;8,5;2,5
2019-07-21T05:02:00+02:00;7393500000;1,34464E+11;155648;182272;4;7
2019-07-21T05:04:00+02:00;5414000000;1,34466E+11;236544;148480;6,5;8
2019-07-21T05:06:00+02:00;5446500000;1,34468E+11;157696;252928;8,5;4,5
2019-07-21T05:08:00+02:00;6856500000;1,34468E+11;179712;343552;8;6,5
2019-07-21T05:10:00+02:00;5399000000;1,34467E+11;269312;283648;14,5;4
2019-07-21T05:12:00+02:00;5663000000;1,34468E+11;188928;339456;18;8,5
2019-07-21T05:14:00+02:00;5655000000;1,34468E+11;177152;374272;12,5;4,5
2019-07-21T05:16:00+02:00;5256000000;1,3447E+11;143360;182272;5,5;3,5
2019-07-21T05:18:00+02:00;2875000000;1,34469E+11;212992;252416;7,5;5,5
2019-07-21T05:20:00+02:00;3037000000;1,34472E+11;233984;1134592;13,5;4,5
2019-07-21T05:22:00+02:00;2335500000;1,34471E+11;195584;290816;5;3
2019-07-21T05:24:00+02:00;4962000000;1,34474E+11;13396480;965120;6,5;2,5
2019-07-21T05:26:00+02:00;2330000000;1,34475E+11;133632;223232;8,5;4
2019-07-21T05:28:00+02:00;3014000000;1,34476E+11;247296;343552;9,5;9,5
2019-07-21T05:30:00+02:00;2271000000;1,34474E+11;183296;330240;4;4,5
2019-07-21T05:32:00+02:00;5933500000;1,34475E+11;229376;205824;6,5;6
2019-07-21T05:34:00+02:00;2882500000;1,34478E+11;159232;345600;13;22
2019-07-21T05:36:00+02:00;3340500000;1,3448E+11;1031680;223744;9,5;5,5
2019-07-21T05:38:00+02:00;2942000000;1,34559E+11;132096;287744;3;4,5
2019-07-21T05:40:00+02:00;3008500000;1,34604E+11;156160;180224;5;5
2019-07-21T05:42:00+02:00;2991500000;1,34606E+11;113152;237056;4,5;6,5
2019-07-21T05:44:00+02:00;3516000000;1,34603E+11;144384;232960;6,5;11
2019-07-21T05:46:00+02:00;4608000000;1,34607E+11;221184;263168;11;12
2019-07-21T05:48:00+02:00;5579500000;1,34622E+11;417792;779264;0;3
2019-07-21T05:50:00+02:00;2559000000;1,34646E+11;154624;241664;9;5
2019-07-21T05:52:00+02:00;3400000000;1,34676E+11;162816;264704;6;19,5
2019-07-21T05:54:00+02:00;4015500000;1,34679E+11;158720;187904;5;19
2019-07-21T05:56:00+02:00;3316500000;1,34684E+11;146944;134144;4,5;3
2019-07-21T05:58:00+02:00;3040000000;1,34679E+11;1047552;271360;7,5;3,5
2019-07-21T06:00:00+02:00;3121000000;1,34682E+11;176128;312320;7;3
2019-07-21T06:02:00+02:00;11611500000;1,34676E+11;163328;265216;15,5;6
2019-07-21T06:04:00+02:00;7704000000;1,34681E+11;244736;433664;21,5;6,5
2019-07-21T06:06:00+02:00;6386500000;1,34684E+11;156672;214016;17;5
2019-07-21T06:08:00+02:00;5729000000;1,34678E+11;186880;160256;14,5;4,5
2019-07-21T06:10:00+02:00;5104500000;1,34682E+11;154112;326656;13,5;7,5
2019-07-21T06:12:00+02:00;5611000000;1,34683E+11;233472;327680;4;4
2019-07-21T06:14:00+02:00;5152000000;1,34679E+11;179200;262144;10,5;14
2019-07-21T06:16:00+02:00;4679000000;1,34687E+11;186880;246784;6,5;3,5
2019-07-21T06:18:00+02:00;5911500000;1,34685E+11;211456;329728;4;7,5
2019-07-21T06:20:00+02:00;4719500000;1,34684E+11;1017344;209920;5;5
2019-07-21T06:22:00+02:00;5350500000;1,34687E+11;173568;264192;8;4,5
2019-07-21T06:24:00+02:00;5750500000;1,34687E+11;172032;339968;11;3,5
2019-07-21T06:26:00+02:00;5136000000;1,34689E+11;217600;391168;7,5;14,5
2019-07-21T06:28:00+02:00;2865000000;1,34692E+11;158720;494080;5,5;14,5
2019-07-21T06:30:00+02:00;2974500000;1,3469E+11;254464;531456;8;47,5
2019-07-21T06:32:00+02:00;4874500000;1,34689E+11;278016;362496;10;28
2019-07-21T06:34:00+02:00;13759500000;1,34692E+11;822272;1117184;9,5;219
2019-07-21T06:36:00+02:00;8065000000;1,34697E+11;201728;208896;12,5;6
2019-07-21T06:38:00+02:00;12164500000;1,34694E+11;468480;700416;11,5;7
2019-07-21T06:40:00+02:00;6182000000;1,34696E+11;334848;624640;6;3,5
2019-07-21T06:42:00+02:00;4399000000;1,34695E+11;192000;252416;11,5;7
2019-07-21T06:44:00+02:00;4726000000;1,34697E+11;189952;437760;5,5;4,5
2019-07-21T06:46:00+02:00;6175500000;1,34699E+11;186880;333824;5;5,5
2019-07-21T06:48:00+02:00;4243500000;1,347E+11;162304;261120;26;17,5
2019-07-21T06:50:00+02:00;3937000000;1,34699E+11;162816;271360;10;7
2019-07-21T06:52:00+02:00;6216000000;1,34695E+11;375296;592896;12,5;43,5
2019-07-21T06:54:00+02:00;4431500000;1,34708E+11;2193920;2912768;10,5;5
2019-07-21T06:56:00+02:00;3836000000;1,34742E+11;196608;204800;9,5;3,5
2019-07-21T06:58:00+02:00;4251000000;1,34708E+11;176640;291328;9,5;4,5
2019-07-21T07:00:00+02:00;2565000000;1,34712E+11;377344;379392;11;5,5
2019-07-21T07:02:00+02:00;5420000000;1,34713E+11;1960960;506880;11,5;4,5
2019-07-21T07:04:00+02:00;4747000000;1,3472E+11;206336;344576;14,5;4
2019-07-21T07:06:00+02:00;3236000000;1,34735E+11;180736;249856;21;11,5
2019-07-21T07:08:00+02:00;5129500000;1,34727E+11;231936;797696;7;11
2019-07-21T07:10:00+02:00;3446000000;1,34727E+11;217088;435712;6;6
2019-07-21T07:12:00+02:00;3489000000;1,34727E+11;166912;204288;4,5;5
2019-07-21T07:14:00+02:00;3909000000;1,34728E+11;543232;160768;7,5;16,5
2019-07-21T07:16:00+02:00;4757000000;1,34737E+11;211456;403968;8;5
2019-07-21T07:18:00+02:00;3804500000;1,34734E+11;176128;183296;6;6
2019-07-21T07:20:00+02:00;7000500000;1,34733E+11;222208;1089024;7,5;9
2019-07-21T07:22:00+02:00;5356500000;1,34733E+11;217600;449536;6,5;3
2019-07-21T07:24:00+02:00;7948500000;1,34735E+11;180224;257024;3,5;10
2019-07-21T07:26:00+02:00;5678500000;1,34744E+11;1019392;188928;10,5;3,5
